>> START_DIR: ./data/n/n0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1n00 |STR_LEN: 502 |STR_TIME: 0.8167550563812256
> STR_ID: 4n1d |STR_LEN: 177 |STR_TIME: 0.4660670757293701
> STR_ID: 4n1e |STR_LEN: 1482 |STR_TIME: 4.386357069015503
> STR_ID: 4n1f |STR_LEN: 351 |STR_TIME: 0.8182969093322754
> STR_ID: 4n1g |STR_LEN: 962 |STR_TIME: 1.788205623626709
> STR_ID: 4n1h |STR_LEN: 785 |STR_TIME: 1.4909899234771729
> STR_ID: 4n1i |STR_LEN: 797 |STR_TIME: 1.5782420635223389
> STR_ID: 4n1j |STR_LEN: 402 |STR_TIME: 0.7911272048950195
> STR_ID: 4n1k |STR_LEN: 373 |STR_TIME: 0.7735559940338135
> STR_ID: 4n1l |STR_LEN: 149 |STR_TIME: 0.2790360450744629
> STR_ID: 4n1m |STR_LEN: 416 |STR_TIME: 1.2047607898712158
> STR_ID: 4n1n |STR_LEN: 315 |STR_TIME: 0.7235221862792969
> STR_ID: 4n1o |STR_LEN: 419 |STR_TIME: 0.470430850982666
> STR_ID: 4n1p |STR_LEN: 371 |STR_TIME: 0.4618539810180664
> STR_ID: 4n1q |STR_LEN: 487 |STR_TIME: 0.49115490913391113
> STR_ID: 4n1r |STR_LEN: 453 |STR_TIME: 0.4474332332611084
> STR_ID: 4n1s |STR_LEN: 463 |STR_TIME: 0.8463144302368164
> STR_ID: 4n1t |STR_LEN: 297 |STR_TIME: 0.7029018402099609
> STR_ID: 4n1u |STR_LEN: 539 |STR_TIME: 1.325730800628662
> STR_ID: 4n1v |STR_LEN: 207 |STR_TIME: 0.6521379947662354
> STR_ID: 4n1x |STR_LEN: 1628 |STR_TIME: 2.9981260299682617
> STR_ID: 4n1y |STR_LEN: 955 |STR_TIME: 3.175947904586792
> STR_ID: 4n1z |STR_LEN: 396 |STR_TIME: 0.8069193363189697
> STR_ID: 5n10 |STR_LEN: 1044 |STR_TIME: 2.084622859954834
> STR_ID: 5n11 |STR_LEN: 781 |STR_TIME: 2.8102269172668457
> STR_ID: 5n13 |STR_LEN: 304 |STR_TIME: 0.499279260635376
> STR_ID: 5n14 |STR_LEN: 225 |STR_TIME: 2.5742290019989014
> STR_ID: 5n15 |STR_LEN: 680 |STR_TIME: 1.7829523086547852
> STR_ID: 5n16 |STR_LEN: 1173 |STR_TIME: 1.2030436992645264
> STR_ID: 5n17 |STR_LEN: 522 |STR_TIME: 0.9325423240661621
> STR_ID: 5n18 |STR_LEN: 487 |STR_TIME: 0.7997422218322754
> STR_ID: 5n1b |STR_LEN: 816 |STR_TIME: 1.3204708099365234
> STR_ID: 5n1c |STR_LEN: 403 |STR_TIME: 0.7908778190612793
> STR_ID: 5n1i |STR_LEN: 382 |STR_TIME: 0.7937982082366943
> STR_ID: 5n1u |STR_LEN: 342 |STR_TIME: 1.3245830535888672
> STR_ID: 5n1v |STR_LEN: 828 |STR_TIME: 2.357512950897217
> STR_ID: 5n1w |STR_LEN: 508 |STR_TIME: 1.4218480587005615
> STR_ID: 5n1x |STR_LEN: 628 |STR_TIME: 1.717123031616211
> STR_ID: 5n1y |STR_LEN: 681 |STR_TIME: 1.6974079608917236
> STR_ID: 5n1z |STR_LEN: 164 |STR_TIME: 0.47934389114379883
>> FINISH_DIR: ./data/n/n1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 302 |DIR_TIME: 448.5700879096985 

>> START_DIR: ./data/n/n2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1n20 |STR_LEN: 1336 |STR_TIME: 2.245732069015503
> STR_ID: 1n21 |STR_LEN: 565 |STR_TIME: 1.1040749549865723
> STR_ID: 1n22 |STR_LEN: 1237 |STR_TIME: 2.2055318355560303
> STR_ID: 1n23 |STR_LEN: 1292 |STR_TIME: 2.683650016784668
> STR_ID: 1n24 |STR_LEN: 1417 |STR_TIME: 2.8672330379486084
> STR_ID: 1n25 |STR_LEN: 726 |STR_TIME: 1.593423843383789
> STR_ID: 1n26 |STR_LEN: 394 |STR_TIME: 0.6983067989349365
> STR_ID: 1n27 |STR_LEN: 96 |STR_TIME: 6.797652006149292
> STR_ID: 1n28 |STR_LEN: 359 |STR_TIME: 0.6089749336242676
> STR_ID: 1n29 |STR_LEN: 151 |STR_TIME: 0.31612300872802734
> STR_ID: 1n2a |STR_LEN: 543 |STR_TIME: 0.8747971057891846
> STR_ID: 1n2b |STR_LEN: 925 |STR_TIME: 1.283045768737793
> STR_ID: 1n2c |STR_LEN: 3118 |STR_TIME: 6.51907205581665
> STR_ID: 1n2d |STR_LEN: 596 |STR_TIME: 0.8549320697784424
> STR_ID: 1n2e |STR_LEN: 989 |STR_TIME: 1.2778820991516113
> STR_ID: 1n2f |STR_LEN: 456 |STR_TIME: 0.570990800857544
> STR_ID: 1n2g |STR_LEN: 893 |STR_TIME: 1.2175569534301758
> STR_ID: 1n2h |STR_LEN: 886 |STR_TIME: 1.2386629581451416
> STR_ID: 1n2i |STR_LEN: 985 |STR_TIME: 1.2574951648712158
> STR_ID: 1n2j |STR_LEN: 894 |STR_TIME: 1.3310000896453857
> STR_ID: 1n2k |STR_LEN: 534 |STR_TIME: 0.9596219062805176
> STR_ID: 1n2l |STR_LEN: 521 |STR_TIME: 0.9706809520721436
> STR_ID: 1n2m |STR_LEN: 1457 |STR_TIME: 1.982234001159668
> STR_ID: 1n2n |STR_LEN: 1377 |STR_TIME: 2.0036699771881104
> STR_ID: 1n2o |STR_LEN: 754 |STR_TIME: 1.186173915863037
> STR_ID: 1n2r |STR_LEN: 867 |STR_TIME: 1.0389277935028076
> STR_ID: 1n2s |STR_LEN: 464 |STR_TIME: 0.7345507144927979
> STR_ID: 1n2t |STR_LEN: 1369 |STR_TIME: 1.6929991245269775
> STR_ID: 1n2v |STR_LEN: 656 |STR_TIME: 0.9102780818939209
> STR_ID: 1n2w |STR_LEN: 24 |STR_TIME: 0.23690485954284668
