>> START_DIR: ./data/y/y0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1y00 |STR_LEN: 122 |STR_TIME: 7.6070029735565186
> STR_ID: 4y03 |STR_LEN: 336 |STR_TIME: 0.8633358478546143
> STR_ID: 4y04 |STR_LEN: 1386 |STR_TIME: 1.4567360877990723
> STR_ID: 4y05 |STR_LEN: 387 |STR_TIME: 1.140610933303833
> STR_ID: 4y06 |STR_LEN: 1941 |STR_TIME: 2.596607208251953
> STR_ID: 4y07 |STR_LEN: 402 |STR_TIME: 0.6677901744842529
> STR_ID: 4y08 |STR_LEN: 521 |STR_TIME: 0.5352449417114258
> STR_ID: 4y0a |STR_LEN: 343 |STR_TIME: 0.9510529041290283
> STR_ID: 4y0b |STR_LEN: 304 |STR_TIME: 0.911726713180542
> STR_ID: 4y0c |STR_LEN: 591 |STR_TIME: 1.1197381019592285
> STR_ID: 4y0d |STR_LEN: 3275 |STR_TIME: 6.098818063735962
> STR_ID: 4y0e |STR_LEN: 4418 |STR_TIME: 8.147042036056519
> STR_ID: 4y0f |STR_LEN: 206 |STR_TIME: 0.6721510887145996
> STR_ID: 4y0g |STR_LEN: 476 |STR_TIME: 0.6629748344421387
> STR_ID: 4y0h |STR_LEN: 2697 |STR_TIME: 3.4519710540771484
> STR_ID: 4y0i |STR_LEN: 4091 |STR_TIME: 3.806856870651245
> STR_ID: 4y0j |STR_LEN: 398 |STR_TIME: 0.9631791114807129
> STR_ID: 4y0k |STR_LEN: 515 |STR_TIME: 0.7611851692199707
> STR_ID: 4y0l |STR_LEN: 106 |STR_TIME: 0.396481990814209
> STR_ID: 4y0m |STR_LEN: 2766 |STR_TIME: 4.222049951553345
> STR_ID: 4y0n |STR_LEN: 399 |STR_TIME: 1.1263439655303955
> STR_ID: 4y0o |STR_LEN: 360 |STR_TIME: 0.8509399890899658
> STR_ID: 4y0p |STR_LEN: 232 |STR_TIME: 0.3410649299621582
> STR_ID: 4y0q |STR_LEN: 227 |STR_TIME: 0.3341498374938965
> STR_ID: 4y0r |STR_LEN: 209 |STR_TIME: 0.3293890953063965
> STR_ID: 4y0s |STR_LEN: 263 |STR_TIME: 0.40346693992614746
> STR_ID: 4y0t |STR_LEN: 1356 |STR_TIME: 3.1259279251098633
> STR_ID: 4y0u |STR_LEN: 1257 |STR_TIME: 3.221149206161499
> STR_ID: 4y0v |STR_LEN: 643 |STR_TIME: 1.1746079921722412
> STR_ID: 4y0w |STR_LEN: 1188 |STR_TIME: 1.7850830554962158
> STR_ID: 4y0x |STR_LEN: 555 |STR_TIME: 1.1501309871673584
> STR_ID: 4y0y |STR_LEN: 637 |STR_TIME: 1.5423312187194824
> STR_ID: 4y0z |STR_LEN: 661 |STR_TIME: 1.540600061416626
>> FINISH_DIR: ./data/y/y0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 97 |DIR_TIME: 194.5605878829956 

>> START_DIR: ./data/y/y1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1y10 |STR_LEN: 1969 |STR_TIME: 2.4850592613220215
> STR_ID: 1y11 |STR_LEN: 367 |STR_TIME: 0.6384682655334473
> STR_ID: 1y12 |STR_LEN: 1014 |STR_TIME: 0.956413984298706
> STR_ID: 1y13 |STR_LEN: 621 |STR_TIME: 0.9381101131439209
> STR_ID: 1y14 |STR_LEN: 737 |STR_TIME: 1.0402827262878418
> STR_ID: 1y15 |STR_LEN: 112 |STR_TIME: 7.044615030288696
> STR_ID: 1y16 |STR_LEN: 112 |STR_TIME: 6.987528324127197
> STR_ID: 1y17 |STR_LEN: 326 |STR_TIME: 0.5059950351715088
> STR_ID: 1y18 |STR_LEN: 2060 |STR_TIME: 3.029212236404419
> STR_ID: 1y19 |STR_LEN: 1684 |STR_TIME: 2.214668035507202
> STR_ID: 1y1a |STR_LEN: 651 |STR_TIME: 0.7483108043670654
> STR_ID: 1y1b |STR_LEN: 48 |STR_TIME: 2.7016570568084717
> STR_ID: 1y1c |STR_LEN: 48 |STR_TIME: 2.6253700256347656
> STR_ID: 1y1d |STR_LEN: 402 |STR_TIME: 0.47216200828552246
> STR_ID: 1y1e |STR_LEN: 682 |STR_TIME: 0.6663050651550293
> STR_ID: 1y1f |STR_LEN: 705 |STR_TIME: 0.6252353191375732
> STR_ID: 1y1g |STR_LEN: 705 |STR_TIME: 0.6522989273071289
> STR_ID: 1y1h |STR_LEN: 753 |STR_TIME: 0.6579079627990723
> STR_ID: 1y1i |STR_LEN: 534 |STR_TIME: 0.5733129978179932
> STR_ID: 1y1j |STR_LEN: 751 |STR_TIME: 0.6441552639007568
> STR_ID: 1y1k |STR_LEN: 852 |STR_TIME: 0.7445099353790283
> STR_ID: 1y1l |STR_LEN: 504 |STR_TIME: 0.8762271404266357
> STR_ID: 1y1m |STR_LEN: 1216 |STR_TIME: 1.100135087966919
> STR_ID: 1y1n |STR_LEN: 612 |STR_TIME: 0.5624759197235107
> STR_ID: 1y1o |STR_LEN: 829 |STR_TIME: 1.2372798919677734
> STR_ID: 1y1p |STR_LEN: 1426 |STR_TIME: 1.3530707359313965
> STR_ID: 1y1q |STR_LEN: 1668 |STR_TIME: 2.4575612545013428
> STR_ID: 1y1r |STR_LEN: 2104 |STR_TIME: 2.5196049213409424
> STR_ID: 1y1s |STR_LEN: 1729 |STR_TIME: 2.5352230072021484
> STR_ID: 1y1t |STR_LEN: 749 |STR_TIME: 0.8679101467132568
> STR_ID: 1y1u |STR_LEN: 1632 |STR_TIME: 2.835768222808838
> STR_ID: 1y1v |STR_LEN: 4111 |STR_TIME: 7.111220359802246
> STR_ID: 1y1w |STR_LEN: 3962 |STR_TIME: 7.2273640632629395
> STR_ID: 1y1x |STR_LEN: 579 |STR_TIME: 0.6993257999420166
> STR_ID: 1y1y |STR_LEN: 4112 |STR_TIME: 1.5401690006256104
> STR_ID: 1y1z |STR_LEN: 640 |STR_TIME: 0.5950400829315186
> STR_ID: 2y1a |STR_LEN: 575 |STR_TIME: 0.6591751575469971
> STR_ID: 2y1b |STR_LEN: 134 |STR_TIME: 0.19755792617797852
> STR_ID: 2y1c |STR_LEN: 1226 |STR_TIME: 1.3037409782409668
> STR_ID: 2y1d |STR_LEN: 1088 |STR_TIME: 1.3407700061798096
> STR_ID: 2y1e |STR_LEN: 1320 |STR_TIME: 1.402331829071045
> STR_ID: 2y1f |STR_LEN: 1254 |STR_TIME: 1.3673999309539795
> STR_ID: 2y1g |STR_LEN: 1338 |STR_TIME: 1.3647229671478271
> STR_ID: 2y1h |STR_LEN: 593 |STR_TIME: 1.6214709281921387
> STR_ID: 2y1i |STR_LEN: 609 |STR_TIME: 1.122140884399414
> STR_ID: 2y1j |STR_LEN: 769 |STR_TIME: 1.179825782775879
> STR_ID: 2y1k |STR_LEN: 773 |STR_TIME: 1.765157699584961
> STR_ID: 2y1l |STR_LEN: 1488 |STR_TIME: 2.5951433181762695
> STR_ID: 2y1m |STR_LEN: 2445 |STR_TIME: 4.070953130722046
> STR_ID: 2y1n |STR_LEN: 1121 |STR_TIME: 1.5122931003570557
> STR_ID: 2y1o |STR_LEN: 859 |STR_TIME: 1.522737979888916
> STR_ID: 2y1p |STR_LEN: 435 |STR_TIME: 1.092494010925293
> STR_ID: 2y1q |STR_LEN: 262 |STR_TIME: 0.6935510635375977
> STR_ID: 2y1r |STR_LEN: 1892 |STR_TIME: 5.523935794830322
> STR_ID: 2y1s |STR_LEN: 108 |STR_TIME: 12.612158060073853
> STR_ID: 2y1t |STR_LEN: 1275 |STR_TIME: 1.5423917770385742
> STR_ID: 2y1v |STR_LEN: 2251 |STR_TIME: 5.639934062957764
> STR_ID: 2y1w |STR_LEN: 1736 |STR_TIME: 2.540163993835449
> STR_ID: 2y1x |STR_LEN: 1844 |STR_TIME: 2.6490519046783447
> STR_ID: 2y1y |STR_LEN: 142 |STR_TIME: 0.31340622901916504
> STR_ID: 2y1z |STR_LEN: 190 |STR_TIME: 0.5723330974578857
> STR_ID: 4y10 |STR_LEN: 637 |STR_TIME: 1.4583749771118164
> STR_ID: 4y11 |STR_LEN: 593 |STR_TIME: 1.50242280960083
> STR_ID: 4y12 |STR_LEN: 497 |STR_TIME: 1.1217999458312988
> STR_ID: 4y13 |STR_LEN: 254 |STR_TIME: 0.9377968311309814
> STR_ID: 4y14 |STR_LEN: 1139 |STR_TIME: 1.240752935409546
> STR_ID: 4y15 |STR_LEN: 727 |STR_TIME: 2.44309401512146
> STR_ID: 4y16 |STR_LEN: 860 |STR_TIME: 1.4849650859832764
> STR_ID: 4y17 |STR_LEN: 729 |STR_TIME: 2.381779193878174
> STR_ID: 4y18 |STR_LEN: 1770 |STR_TIME: 3.0260579586029053
> STR_ID: 4y19 |STR_LEN: 1140 |STR_TIME: 2.820441246032715
> STR_ID: 4y1a |STR_LEN: 823 |STR_TIME: 1.4580316543579102
> STR_ID: 4y1b |STR_LEN: 819 |STR_TIME: 0.833184003829956
> STR_ID: 4y1c |STR_LEN: 322 |STR_TIME: 0.5731136798858643
> STR_ID: 4y1d |STR_LEN: 405 |STR_TIME: 0.5950310230255127
> STR_ID: 4y1e |STR_LEN: 478 |STR_TIME: 1.1928677558898926
> STR_ID: 4y1f |STR_LEN: 409 |STR_TIME: 1.1059050559997559
> STR_ID: 4y1g |STR_LEN: 391 |STR_TIME: 1.10512113571167
> STR_ID: 4y1h |STR_LEN: 116 |STR_TIME: 0.21671295166015625
> STR_ID: 4y1i |STR_LEN: 305 |STR_TIME: 1.1286089420318604
> STR_ID: 4y1j |STR_LEN: 487 |STR_TIME: 2.020798921585083
> STR_ID: 4y1k |STR_LEN: 2744 |STR_TIME: 4.451683044433594
> STR_ID: 4y1l |STR_LEN: 573 |STR_TIME: 1.4621376991271973
> STR_ID: 4y1m |STR_LEN: 331 |STR_TIME: 1.7200167179107666
> STR_ID: 4y1n |STR_LEN: 546 |STR_TIME: 4.630048990249634
> STR_ID: 4y1o |STR_LEN: 537 |STR_TIME: 4.472596168518066
> STR_ID: 4y1p |STR_LEN: 903 |STR_TIME: 1.2042460441589355
> STR_ID: 4y1q |STR_LEN: 1440 |STR_TIME: 2.4884488582611084
> STR_ID: 4y1r |STR_LEN: 454 |STR_TIME: 1.132288932800293
> STR_ID: 4y1s |STR_LEN: 257 |STR_TIME: 0.5096518993377686
> STR_ID: 4y1t |STR_LEN: 194 |STR_TIME: 0.3129000663757324
> STR_ID: 4y1u |STR_LEN: 421 |STR_TIME: 0.9364168643951416
> STR_ID: 4y1v |STR_LEN: 330 |STR_TIME: 0.9101870059967041
> STR_ID: 4y1w |STR_LEN: 490 |STR_TIME: 1.1195411682128906
> STR_ID: 4y1x |STR_LEN: 321 |STR_TIME: 0.884099006652832
> STR_ID: 4y1y |STR_LEN: 392 |STR_TIME: 0.5997400283813477
> STR_ID: 4y1z |STR_LEN: 350 |STR_TIME: 0.9155089855194092
>> FINISH_DIR: ./data/y/y1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 194 |DIR_TIME: 184.0244801044464 

>> START_DIR: ./data/y/y2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1y20 |STR_LEN: 711 |STR_TIME: 0.6407790184020996
> STR_ID: 1y21 |STR_LEN: 521 |STR_TIME: 0.5894498825073242
> STR_ID: 1y22 |STR_LEN: 772 |STR_TIME: 1.0202808380126953
> STR_ID: 1y23 |STR_LEN: 991 |STR_TIME: 1.2539920806884766
> STR_ID: 1y25 |STR_LEN: 700 |STR_TIME: 0.6374771595001221
> STR_ID: 1y26 |STR_LEN: 171 |STR_TIME: 0.4579579830169678
> STR_ID: 1y27 |STR_LEN: 88 |STR_TIME: 0.3731720447540283
> STR_ID: 1y28 |STR_LEN: 180 |STR_TIME: 0.2671229839324951
> STR_ID: 1y29 |STR_LEN: 28 |STR_TIME: 1.509464979171753
> STR_ID: 1y2a |STR_LEN: 567 |STR_TIME: 0.7589137554168701
> STR_ID: 1y2b |STR_LEN: 1123 |STR_TIME: 1.3234848976135254
> STR_ID: 1y2c |STR_LEN: 1032 |STR_TIME: 1.3380951881408691
> STR_ID: 1y2d |STR_LEN: 1223 |STR_TIME: 1.352142095565796
> STR_ID: 1y2e |STR_LEN: 937 |STR_TIME: 1.257072925567627
> STR_ID: 1y2f |STR_LEN: 363 |STR_TIME: 0.3438692092895508
> STR_ID: 1y2g |STR_LEN: 501 |STR_TIME: 0.5667881965637207
> STR_ID: 1y2h |STR_LEN: 696 |STR_TIME: 1.254699945449829
> STR_ID: 1y2i |STR_LEN: 906 |STR_TIME: 1.0014588832855225
> STR_ID: 1y2j |STR_LEN: 708 |STR_TIME: 1.1868221759796143
> STR_ID: 1y2k |STR_LEN: 1146 |STR_TIME: 1.33378005027771
> STR_ID: 1y2m |STR_LEN: 4574 |STR_TIME: 4.812756061553955
> STR_ID: 1y2o |STR_LEN: 717 |STR_TIME: 0.9260668754577637
> STR_ID: 1y2p |STR_LEN: 34 |STR_TIME: 2.0181641578674316
> STR_ID: 1y2q |STR_LEN: 319 |STR_TIME: 0.3177018165588379
> STR_ID: 1y2s |STR_LEN: 113 |STR_TIME: 6.966331958770752
> STR_ID: 1y2t |STR_LEN: 452 |STR_TIME: 0.5584640502929688
> STR_ID: 1y2u |STR_LEN: 384 |STR_TIME: 0.5446021556854248
> STR_ID: 1y2v |STR_LEN: 380 |STR_TIME: 0.5442030429840088
> STR_ID: 1y2w |STR_LEN: 420 |STR_TIME: 0.6591072082519531
> STR_ID: 1y2x |STR_LEN: 646 |STR_TIME: 1.027601957321167
> STR_ID: 1y2y |STR_LEN: 58 |STR_TIME: 1.848313808441162
> STR_ID: 1y2z |STR_LEN: 772 |STR_TIME: 1.036423921585083
> STR_ID: 2y20 |STR_LEN: 542 |STR_TIME: 1.122398853302002
> STR_ID: 2y21 |STR_LEN: 692 |STR_TIME: 1.9951329231262207
> STR_ID: 2y22 |STR_LEN: 467 |STR_TIME: 0.7691299915313721
> STR_ID: 2y23 |STR_LEN: 489 |STR_TIME: 1.0417821407318115
> STR_ID: 2y24 |STR_LEN: 962 |STR_TIME: 1.4900081157684326
> STR_ID: 2y25 |STR_LEN: 1248 |STR_TIME: 3.803109884262085
> STR_ID: 2y26 |STR_LEN: 10636 |STR_TIME: 16.889338731765747
> STR_ID: 2y27 |STR_LEN: 1828 |STR_TIME: 1.8285887241363525
> STR_ID: 2y28 |STR_LEN: 1229 |STR_TIME: 1.1114733219146729
> STR_ID: 2y29 |STR_LEN: 8 |STR_TIME: 0.05507206916809082
> STR_ID: 2y2a |STR_LEN: 10 |STR_TIME: 0.052288055419921875
> STR_ID: 2y2b |STR_LEN: 1102 |STR_TIME: 1.259660005569458
> STR_ID: 2y2c |STR_LEN: 1216 |STR_TIME: 1.0695366859436035
> STR_ID: 2y2d |STR_LEN: 1403 |STR_TIME: 1.1585581302642822
> STR_ID: 2y2e |STR_LEN: 1368 |STR_TIME: 1.144728660583496
> STR_ID: 2y2f |STR_LEN: 557 |STR_TIME: 0.5885579586029053
> STR_ID: 2y2g |STR_LEN: 1597 |STR_TIME: 3.0854859352111816
> STR_ID: 2y2h |STR_LEN: 1341 |STR_TIME: 2.916269063949585
> STR_ID: 2y2i |STR_LEN: 835 |STR_TIME: 1.5436978340148926
> STR_ID: 2y2j |STR_LEN: 764 |STR_TIME: 1.5630121231079102
> STR_ID: 2y2k |STR_LEN: 699 |STR_TIME: 1.5479929447174072
> STR_ID: 2y2l |STR_LEN: 1485 |STR_TIME: 3.014267921447754
> STR_ID: 2y2m |STR_LEN: 866 |STR_TIME: 1.5723719596862793
> STR_ID: 2y2n |STR_LEN: 729 |STR_TIME: 1.534332036972046
> STR_ID: 2y2o |STR_LEN: 692 |STR_TIME: 1.5629220008850098
> STR_ID: 2y2p |STR_LEN: 772 |STR_TIME: 1.5374691486358643
> STR_ID: 2y2q |STR_LEN: 1481 |STR_TIME: 3.018610954284668
> STR_ID: 2y2t |STR_LEN: 114 |STR_TIME: 0.3309929370880127
> STR_ID: 2y2u |STR_LEN: 1435 |STR_TIME: 1.9650449752807617
> STR_ID: 2y2v |STR_LEN: 1797 |STR_TIME: 2.0011751651763916
> STR_ID: 2y2w |STR_LEN: 3763 |STR_TIME: 5.175113916397095
> STR_ID: 2y2x |STR_LEN: 1456 |STR_TIME: 2.5469257831573486
> STR_ID: 2y2y |STR_LEN: 106 |STR_TIME: 0.3406538963317871
> STR_ID: 2y2z |STR_LEN: 359 |STR_TIME: 0.8051719665527344
> STR_ID: 4y20 |STR_LEN: 317 |STR_TIME: 0.9125840663909912
> STR_ID: 4y21 |STR_LEN: 539 |STR_TIME: 1.7787408828735352
> STR_ID: 4y22 |STR_LEN: 310 |STR_TIME: 0.523529052734375
> STR_ID: 4y23 |STR_LEN: 570 |STR_TIME: 0.9764089584350586
> STR_ID: 4y24 |STR_LEN: 364 |STR_TIME: 0.9501948356628418
> STR_ID: 4y25 |STR_LEN: 290 |STR_TIME: 1.0137038230895996
> STR_ID: 4y26 |STR_LEN: 334 |STR_TIME: 0.947929859161377
> STR_ID: 4y27 |STR_LEN: 170 |STR_TIME: 0.41762804985046387
> STR_ID: 4y28 |STR_LEN: 3396 |STR_TIME: 14.935106992721558
> STR_ID: 4y29 |STR_LEN: 465 |STR_TIME: 0.6134610176086426
> STR_ID: 4y2a |STR_LEN: 501 |STR_TIME: 0.860684871673584
> STR_ID: 4y2b |STR_LEN: 605 |STR_TIME: 0.7286839485168457
> STR_ID: 4y2c |STR_LEN: 640 |STR_TIME: 1.578598976135254
> STR_ID: 4y2d |STR_LEN: 1569 |STR_TIME: 4.873385906219482
> STR_ID: 4y2e |STR_LEN: 1326 |STR_TIME: 1.2617301940917969
> STR_ID: 4y2f |STR_LEN: 316 |STR_TIME: 0.5209112167358398
> STR_ID: 4y2g |STR_LEN: 224 |STR_TIME: 0.44043779373168945
> STR_ID: 4y2h |STR_LEN: 956 |STR_TIME: 1.3167481422424316
> STR_ID: 4y2i |STR_LEN: 101 |STR_TIME: 0.18185877799987793
> STR_ID: 4y2j |STR_LEN: 652 |STR_TIME: 1.0609557628631592
> STR_ID: 4y2k |STR_LEN: 121 |STR_TIME: 0.17315292358398438
> STR_ID: 4y2l |STR_LEN: 1532 |STR_TIME: 2.848444938659668
> STR_ID: 4y2m |STR_LEN: 129 |STR_TIME: 0.19163298606872559
> STR_ID: 4y2n |STR_LEN: 607 |STR_TIME: 0.771899938583374
> STR_ID: 4y2o |STR_LEN: 496 |STR_TIME: 0.6778559684753418
> STR_ID: 4y2p |STR_LEN: 667 |STR_TIME: 1.0499200820922852
> STR_ID: 4y2q |STR_LEN: 592 |STR_TIME: 0.976499080657959
> STR_ID: 4y2r |STR_LEN: 589 |STR_TIME: 0.9753890037536621
> STR_ID: 4y2s |STR_LEN: 619 |STR_TIME: 0.9892606735229492
> STR_ID: 4y2t |STR_LEN: 595 |STR_TIME: 0.9854390621185303
> STR_ID: 4y2u |STR_LEN: 555 |STR_TIME: 1.0173969268798828
> STR_ID: 4y2v |STR_LEN: 596 |STR_TIME: 0.9866797924041748
> STR_ID: 4y2w |STR_LEN: 780 |STR_TIME: 1.3665809631347656
> STR_ID: 4y2x |STR_LEN: 555 |STR_TIME: 0.9677591323852539
> STR_ID: 4y2y |STR_LEN: 586 |STR_TIME: 0.9811680316925049
>> FINISH_DIR: ./data/y/y2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 295 |DIR_TIME: 162.84190893173218 

>> START_DIR: ./data/y/y3/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1y30 |STR_LEN: 514 |STR_TIME: 0.5586769580841064
> STR_ID: 1y31 |STR_LEN: 772 |STR_TIME: 1.0706701278686523
> STR_ID: 1y32 |STR_LEN: 24 |STR_TIME: 1.029757022857666
> STR_ID: 1y33 |STR_LEN: 832 |STR_TIME: 0.7430047988891602
> STR_ID: 1y34 |STR_LEN: 853 |STR_TIME: 0.7662332057952881
> STR_ID: 1y35 |STR_LEN: 772 |STR_TIME: 1.030102014541626
> STR_ID: 1y37 |STR_LEN: 922 |STR_TIME: 1.1090810298919678
> STR_ID: 1y38 |STR_LEN: 418 |STR_TIME: 0.5129380226135254
> STR_ID: 1y39 |STR_LEN: 301 |STR_TIME: 0.8286600112915039
> STR_ID: 1y3a |STR_LEN: 1396 |STR_TIME: 2.225606918334961
> STR_ID: 1y3b |STR_LEN: 857 |STR_TIME: 0.773198127746582
> STR_ID: 1y3c |STR_LEN: 828 |STR_TIME: 0.8047223091125488
> STR_ID: 1y3d |STR_LEN: 818 |STR_TIME: 0.7477989196777344
> STR_ID: 1y3f |STR_LEN: 843 |STR_TIME: 0.7495579719543457
> STR_ID: 1y3g |STR_LEN: 453 |STR_TIME: 0.5983037948608398
> STR_ID: 1y3h |STR_LEN: 562 |STR_TIME: 0.8976969718933105
> STR_ID: 1y3i |STR_LEN: 512 |STR_TIME: 0.8500010967254639
> STR_ID: 1y3j |STR_LEN: 78 |STR_TIME: 4.7075769901275635
> STR_ID: 1y3k |STR_LEN: 77 |STR_TIME: 4.667948007583618
> STR_ID: 1y3n |STR_LEN: 1147 |STR_TIME: 1.0599470138549805
> STR_ID: 1y3o |STR_LEN: 53 |STR_TIME: 0.24574685096740723
> STR_ID: 1y3p |STR_LEN: 901 |STR_TIME: 0.9945080280303955
> STR_ID: 1y3q |STR_LEN: 816 |STR_TIME: 1.0833170413970947
> STR_ID: 1y3s |STR_LEN: 164 |STR_TIME: 0.28727197647094727
> STR_ID: 1y3t |STR_LEN: 1027 |STR_TIME: 1.2424161434173584
> STR_ID: 1y3u |STR_LEN: 340 |STR_TIME: 0.42395615577697754
> STR_ID: 1y3v |STR_LEN: 345 |STR_TIME: 0.42229127883911133
> STR_ID: 1y3w |STR_LEN: 332 |STR_TIME: 0.4236009120941162
> STR_ID: 1y3x |STR_LEN: 375 |STR_TIME: 0.43291401863098145
> STR_ID: 1y3y |STR_LEN: 337 |STR_TIME: 0.4270358085632324
> STR_ID: 2y30 |STR_LEN: 622 |STR_TIME: 0.8895931243896484
> STR_ID: 2y31 |STR_LEN: 764 |STR_TIME: 0.9364321231842041
