>> START_DIR: ./data/h/h0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1h00 |STR_LEN: 490 |STR_TIME: 0.6360886096954346
> STR_ID: 2h07 |STR_LEN: 751 |STR_TIME: 1.151007890701294
> STR_ID: 2h08 |STR_LEN: 783 |STR_TIME: 1.1352660655975342
> STR_ID: 2h09 |STR_LEN: 205 |STR_TIME: 0.30047178268432617
> STR_ID: 2h0a |STR_LEN: 443 |STR_TIME: 0.5411698818206787
> STR_ID: 2h0b |STR_LEN: 1179 |STR_TIME: 1.4442989826202393
> STR_ID: 2h0d |STR_LEN: 232 |STR_TIME: 0.4470658302307129
> STR_ID: 2h0e |STR_LEN: 295 |STR_TIME: 0.4721560478210449
> STR_ID: 2h0f |STR_LEN: 311 |STR_TIME: 0.4723167419433594
> STR_ID: 2h0g |STR_LEN: 575 |STR_TIME: 0.8399720191955566
> STR_ID: 2h0h |STR_LEN: 820 |STR_TIME: 0.8988368511199951
> STR_ID: 2h0i |STR_LEN: 616 |STR_TIME: 0.8603219985961914
> STR_ID: 2h0j |STR_LEN: 283 |STR_TIME: 0.45439910888671875
> STR_ID: 2h0k |STR_LEN: 805 |STR_TIME: 1.205449104309082
> STR_ID: 2h0l |STR_LEN: 427 |STR_TIME: 0.6515560150146484
> STR_ID: 2h0m |STR_LEN: 493 |STR_TIME: 0.6428170204162598
> STR_ID: 2h0n |STR_LEN: 80 |STR_TIME: 0.13680267333984375
> STR_ID: 2h0p |STR_LEN: 112 |STR_TIME: 5.302994251251221
> STR_ID: 2h0q |STR_LEN: 1081 |STR_TIME: 1.449122667312622
> STR_ID: 2h0r |STR_LEN: 1519 |STR_TIME: 2.687744140625
> STR_ID: 2h0s |STR_LEN: 222 |STR_TIME: 0.8303918838500977
> STR_ID: 2h0t |STR_LEN: 538 |STR_TIME: 0.5693881511688232
> STR_ID: 2h0u |STR_LEN: 413 |STR_TIME: 0.4943411350250244
> STR_ID: 2h0v |STR_LEN: 1008 |STR_TIME: 1.3944172859191895
> STR_ID: 2h0w |STR_LEN: 304 |STR_TIME: 0.798149824142456
> STR_ID: 2h0x |STR_LEN: 351 |STR_TIME: 0.8356318473815918
> STR_ID: 2h0y |STR_LEN: 495 |STR_TIME: 0.6026699542999268
> STR_ID: 2h0z |STR_LEN: 168 |STR_TIME: 0.7925832271575928
> STR_ID: 3h00 |STR_LEN: 245 |STR_TIME: 0.5646421909332275
> STR_ID: 3h01 |STR_LEN: 186 |STR_TIME: 0.420123815536499
> STR_ID: 3h02 |STR_LEN: 2192 |STR_TIME: 2.927730083465576
> STR_ID: 3h03 |STR_LEN: 1684 |STR_TIME: 2.010016918182373
> STR_ID: 3h04 |STR_LEN: 370 |STR_TIME: 0.5353100299835205
> STR_ID: 3h05 |STR_LEN: 625 |STR_TIME: 0.7112472057342529
> STR_ID: 3h06 |STR_LEN: 2356 |STR_TIME: 3.7000319957733154
> STR_ID: 3h07 |STR_LEN: 570 |STR_TIME: 0.7857608795166016
> STR_ID: 3h08 |STR_LEN: 501 |STR_TIME: 1.0948119163513184
> STR_ID: 3h09 |STR_LEN: 3750 |STR_TIME: 3.918086051940918
> STR_ID: 3h0a |STR_LEN: 605 |STR_TIME: 0.9961400032043457
> STR_ID: 3h0b |STR_LEN: 1293 |STR_TIME: 2.058408260345459
> STR_ID: 3h0c |STR_LEN: 1824 |STR_TIME: 2.803394079208374
> STR_ID: 3h0d |STR_LEN: 537 |STR_TIME: 0.9109869003295898
> STR_ID: 3h0e |STR_LEN: 755 |STR_TIME: 1.6487858295440674
> STR_ID: 3h0f |STR_LEN: 69 |STR_TIME: 0.15879416465759277
> STR_ID: 3h0g |STR_LEN: 7922 |STR_TIME: 26.437294960021973
> STR_ID: 3h0h |STR_LEN: 99 |STR_TIME: 0.23691391944885254
> STR_ID: 3h0i |STR_LEN: 199 |STR_TIME: 0.2711188793182373
> STR_ID: 3h0j |STR_LEN: 2024 |STR_TIME: 3.561702013015747
> STR_ID: 3h0k |STR_LEN: 352 |STR_TIME: 0.6301059722900391
> STR_ID: 3h0l |STR_LEN: 7864 |STR_TIME: 14.417927026748657
> STR_ID: 3h0m |STR_LEN: 7855 |STR_TIME: 14.052239179611206
> STR_ID: 3h0n |STR_LEN: 433 |STR_TIME: 0.5008530616760254
> STR_ID: 3h0o |STR_LEN: 529 |STR_TIME: 0.5515220165252686
> STR_ID: 3h0p |STR_LEN: 1063 |STR_TIME: 1.4254391193389893
> STR_ID: 3h0q |STR_LEN: 2708 |STR_TIME: 3.850203037261963
> STR_ID: 3h0r |STR_LEN: 7923 |STR_TIME: 14.562535047531128
> STR_ID: 3h0s |STR_LEN: 4447 |STR_TIME: 4.499350070953369
> STR_ID: 3h0t |STR_LEN: 827 |STR_TIME: 0.9160287380218506
> STR_ID: 3h0u |STR_LEN: 1724 |STR_TIME: 1.6661479473114014
> STR_ID: 3h0v |STR_LEN: 376 |STR_TIME: 0.6375710964202881
> STR_ID: 3h0w |STR_LEN: 522 |STR_TIME: 0.805941104888916
> STR_ID: 3h0x |STR_LEN: 270 |STR_TIME: 0.33895015716552734
> STR_ID: 3h0y |STR_LEN: 303 |STR_TIME: 0.526029109954834
> STR_ID: 3h0z |STR_LEN: 737 |STR_TIME: 1.3639779090881348
> STR_ID: 4h00 |STR_LEN: 692 |STR_TIME: 0.9414041042327881
> STR_ID: 4h01 |STR_LEN: 703 |STR_TIME: 0.9409928321838379
> STR_ID: 4h02 |STR_LEN: 3860 |STR_TIME: 6.887132883071899
> STR_ID: 4h03 |STR_LEN: 1097 |STR_TIME: 2.785338878631592
> STR_ID: 4h04 |STR_LEN: 2604 |STR_TIME: 2.6694672107696533
> STR_ID: 4h05 |STR_LEN: 635 |STR_TIME: 1.0594801902770996
> STR_ID: 4h07 |STR_LEN: 395 |STR_TIME: 0.6890430450439453
> STR_ID: 4h08 |STR_LEN: 522 |STR_TIME: 0.7748048305511475
> STR_ID: 4h09 |STR_LEN: 2310 |STR_TIME: 5.861032962799072
> STR_ID: 4h0a |STR_LEN: 874 |STR_TIME: 2.1402158737182617
> STR_ID: 4h0b |STR_LEN: 428 |STR_TIME: 0.672360897064209
> STR_ID: 4h0c |STR_LEN: 673 |STR_TIME: 1.464186191558838
> STR_ID: 4h0d |STR_LEN: 963 |STR_TIME: 1.753715991973877
> STR_ID: 4h0e |STR_LEN: 353 |STR_TIME: 0.5586609840393066
> STR_ID: 4h0f |STR_LEN: 606 |STR_TIME: 0.9441039562225342
> STR_ID: 4h0g |STR_LEN: 419 |STR_TIME: 0.516503095626831
> STR_ID: 4h0h |STR_LEN: 452 |STR_TIME: 0.5958220958709717
> STR_ID: 4h0i |STR_LEN: 376 |STR_TIME: 0.4940800666809082
> STR_ID: 4h0j |STR_LEN: 989 |STR_TIME: 1.7458062171936035
> STR_ID: 4h0k |STR_LEN: 238 |STR_TIME: 0.6055400371551514
> STR_ID: 4h0l |STR_LEN: 973 |STR_TIME: 3.608997106552124
> STR_ID: 4h0m |STR_LEN: 4816 |STR_TIME: 7.132680892944336
> STR_ID: 4h0n |STR_LEN: 1526 |STR_TIME: 4.510206937789917
> STR_ID: 4h0o |STR_LEN: 937 |STR_TIME: 1.4828369617462158
> STR_ID: 4h0p |STR_LEN: 1261 |STR_TIME: 1.5589900016784668
> STR_ID: 4h0r |STR_LEN: 712 |STR_TIME: 0.9735598564147949
> STR_ID: 4h0s |STR_LEN: 631 |STR_TIME: 1.2132868766784668
> STR_ID: 4h0t |STR_LEN: 994 |STR_TIME: 2.699843168258667
> STR_ID: 4h0u |STR_LEN: 1104 |STR_TIME: 1.9575519561767578
> STR_ID: 4h0v |STR_LEN: 1030 |STR_TIME: 2.7327680587768555
> STR_ID: 4h0w |STR_LEN: 815 |STR_TIME: 2.197345018386841
> STR_ID: 4h0x |STR_LEN: 1008 |STR_TIME: 2.771744966506958
> STR_ID: 4h0y |STR_LEN: 1089 |STR_TIME: 2.8230299949645996
> STR_ID: 4h0z |STR_LEN: 481 |STR_TIME: 0.5453839302062988
> STR_ID: 5h02 |STR_LEN: 428 |STR_TIME: 0.9723010063171387
> STR_ID: 5h03 |STR_LEN: 682 |STR_TIME: 0.8802139759063721
> STR_ID: 5h04 |STR_LEN: 953 |STR_TIME: 0.9572939872741699
> STR_ID: 5h07 |STR_LEN: 465 |STR_TIME: 1.3426592350006104
> STR_ID: 5h0i |STR_LEN: 1092 |STR_TIME: 2.4090380668640137
> STR_ID: 5h0j |STR_LEN: 410 |STR_TIME: 0.5263521671295166
> STR_ID: 5h0k |STR_LEN: 381 |STR_TIME: 0.5180480480194092
> STR_ID: 5h0m |STR_LEN: 239 |STR_TIME: 0.44280290603637695
> STR_ID: 5h0n |STR_LEN: 445 |STR_TIME: 0.8274710178375244
> STR_ID: 5h0o |STR_LEN: 283 |STR_TIME: 0.48443078994750977
> STR_ID: 5h0q |STR_LEN: 415 |STR_TIME: 1.0941119194030762
> STR_ID: 5h0r |STR_LEN: 1740 |STR_TIME: 3.622960090637207
> STR_ID: 5h0s |STR_LEN: 2395 |STR_TIME: 4.398859024047852
> STR_ID: 5h0t |STR_LEN: 1740 |STR_TIME: 2.6606478691101074
>> FINISH_DIR: ./data/h/h0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 150 |DIR_TIME: 297.41611528396606 

>> START_DIR: ./data/h/h1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1h10 |STR_LEN: 357 |STR_TIME: 0.5642907619476318
> STR_ID: 1h11 |STR_LEN: 814 |STR_TIME: 1.2743337154388428
> STR_ID: 1h12 |STR_LEN: 796 |STR_TIME: 1.5899300575256348
> STR_ID: 1h13 |STR_LEN: 836 |STR_TIME: 1.5504372119903564
> STR_ID: 1h14 |STR_LEN: 760 |STR_TIME: 0.8928148746490479
> STR_ID: 1h15 |STR_LEN: 801 |STR_TIME: 1.4813549518585205
> STR_ID: 1h16 |STR_LEN: 2041 |STR_TIME: 1.8304340839385986
> STR_ID: 1h17 |STR_LEN: 2041 |STR_TIME: 1.77646803855896
> STR_ID: 1h18 |STR_LEN: 2743 |STR_TIME: 3.1347200870513916
> STR_ID: 1h19 |STR_LEN: 1196 |STR_TIME: 1.2780957221984863
> STR_ID: 1h1a |STR_LEN: 991 |STR_TIME: 0.8838589191436768
> STR_ID: 1h1b |STR_LEN: 690 |STR_TIME: 0.8543310165405273
> STR_ID: 1h1c |STR_LEN: 1421 |STR_TIME: 2.4874889850616455
> STR_ID: 1h1d |STR_LEN: 310 |STR_TIME: 0.481673002243042
> STR_ID: 1h1h |STR_LEN: 189 |STR_TIME: 0.3155839443206787
> STR_ID: 1h1i |STR_LEN: 2947 |STR_TIME: 2.8985660076141357
> STR_ID: 1h1j |STR_LEN: 44 |STR_TIME: 2.7872092723846436
> STR_ID: 1h1k |STR_LEN: 1906 |STR_TIME: 10.302663087844849
> STR_ID: 1h1l |STR_LEN: 3543 |STR_TIME: 3.9678449630737305
> STR_ID: 1h1m |STR_LEN: 2961 |STR_TIME: 2.9803528785705566
> STR_ID: 1h1n |STR_LEN: 1585 |STR_TIME: 2.3606972694396973
> STR_ID: 1h1o |STR_LEN: 541 |STR_TIME: 0.7351970672607422
> STR_ID: 1h1p |STR_LEN: 1522 |STR_TIME: 2.1800599098205566
> STR_ID: 1h1q |STR_LEN: 1447 |STR_TIME: 2.144850015640259
> STR_ID: 1h1r |STR_LEN: 1835 |STR_TIME: 2.201673984527588
> STR_ID: 1h1s |STR_LEN: 1815 |STR_TIME: 2.258148193359375
> STR_ID: 1h1t |STR_LEN: 607 |STR_TIME: 0.672548770904541
> STR_ID: 1h1v |STR_LEN: 1047 |STR_TIME: 1.4026780128479004
> STR_ID: 1h1w |STR_LEN: 499 |STR_TIME: 0.6605880260467529
> STR_ID: 1h1x |STR_LEN: 459 |STR_TIME: 0.43415188789367676
> STR_ID: 1h1y |STR_LEN: 909 |STR_TIME: 0.9761390686035156
> STR_ID: 1h1z |STR_LEN: 444 |STR_TIME: 0.7834069728851318
> STR_ID: 2h10 |STR_LEN: 575 |STR_TIME: 0.5862898826599121
> STR_ID: 2h11 |STR_LEN: 789 |STR_TIME: 1.0057921409606934
> STR_ID: 2h12 |STR_LEN: 5815 |STR_TIME: 5.41917610168457
> STR_ID: 2h13 |STR_LEN: 844 |STR_TIME: 0.754235029220581
> STR_ID: 2h14 |STR_LEN: 834 |STR_TIME: 1.2399318218231201
> STR_ID: 2h15 |STR_LEN: 441 |STR_TIME: 0.5940260887145996
> STR_ID: 2h16 |STR_LEN: 905 |STR_TIME: 1.2764430046081543
> STR_ID: 2h17 |STR_LEN: 228 |STR_TIME: 0.3659331798553467
> STR_ID: 2h18 |STR_LEN: 237 |STR_TIME: 0.382235050201416
> STR_ID: 2h19 |STR_LEN: 442 |STR_TIME: 0.5779809951782227
> STR_ID: 2h1a |STR_LEN: 412 |STR_TIME: 0.5648488998413086
> STR_ID: 2h1b |STR_LEN: 1135 |STR_TIME: 1.1798360347747803
> STR_ID: 2h1c |STR_LEN: 253 |STR_TIME: 0.35194969177246094
> STR_ID: 2h1d |STR_LEN: 319 |STR_TIME: 0.5357420444488525
> STR_ID: 2h1e |STR_LEN: 523 |STR_TIME: 0.7489328384399414
> STR_ID: 2h1f |STR_LEN: 695 |STR_TIME: 1.1602861881256104
> STR_ID: 2h1g |STR_LEN: 286 |STR_TIME: 0.5227880477905273
> STR_ID: 2h1h |STR_LEN: 682 |STR_TIME: 1.1604809761047363
> STR_ID: 2h1i |STR_LEN: 824 |STR_TIME: 1.1513099670410156
> STR_ID: 2h1j |STR_LEN: 1133 |STR_TIME: 2.107590913772583
> STR_ID: 2h1k |STR_LEN: 201 |STR_TIME: 0.5658628940582275
> STR_ID: 2h1l |STR_LEN: 6760 |STR_TIME: 11.779688119888306
> STR_ID: 2h1m |STR_LEN: 35 |STR_TIME: 0.22414898872375488
> STR_ID: 2h1n |STR_LEN: 1146 |STR_TIME: 2.120048999786377
> STR_ID: 2h1o |STR_LEN: 946 |STR_TIME: 1.8705809116363525
> STR_ID: 2h1p |STR_LEN: 512 |STR_TIME: 0.8412017822265625
> STR_ID: 2h1r |STR_LEN: 1044 |STR_TIME: 1.1359970569610596
> STR_ID: 2h1s |STR_LEN: 1734 |STR_TIME: 2.3173418045043945
> STR_ID: 2h1t |STR_LEN: 748 |STR_TIME: 0.8730528354644775
> STR_ID: 2h1u |STR_LEN: 363 |STR_TIME: 0.48215723037719727
> STR_ID: 2h1v |STR_LEN: 803 |STR_TIME: 1.3351597785949707
> STR_ID: 2h1w |STR_LEN: 324 |STR_TIME: 0.5906310081481934
> STR_ID: 2h1x |STR_LEN: 573 |STR_TIME: 0.8489179611206055
> STR_ID: 2h1y |STR_LEN: 649 |STR_TIME: 1.1180670261383057
> STR_ID: 2h1z |STR_LEN: 39 |STR_TIME: 2.7423009872436523
> STR_ID: 3h10 |STR_LEN: 940 |STR_TIME: 1.5634150505065918
> STR_ID: 3h11 |STR_LEN: 569 |STR_TIME: 0.8808419704437256
> STR_ID: 3h12 |STR_LEN: 1567 |STR_TIME: 1.669036865234375
> STR_ID: 3h13 |STR_LEN: 284 |STR_TIME: 0.4650459289550781
> STR_ID: 3h14 |STR_LEN: 603 |STR_TIME: 0.7156369686126709
> STR_ID: 3h15 |STR_LEN: 192 |STR_TIME: 0.6500351428985596
> STR_ID: 3h16 |STR_LEN: 588 |STR_TIME: 0.9761888980865479
> STR_ID: 3h17 |STR_LEN: 303 |STR_TIME: 0.5613398551940918
> STR_ID: 3h18 |STR_LEN: 312 |STR_TIME: 0.5681188106536865
> STR_ID: 3h19 |STR_LEN: 352 |STR_TIME: 0.537132978439331
> STR_ID: 3h1a |STR_LEN: 364 |STR_TIME: 0.5661048889160156
> STR_ID: 3h1b |STR_LEN: 317 |STR_TIME: 0.6124191284179688
> STR_ID: 3h1c |STR_LEN: 6798 |STR_TIME: 11.247717142105103
> STR_ID: 3h1d |STR_LEN: 743 |STR_TIME: 1.4873199462890625
> STR_ID: 3h1e |STR_LEN: 185 |STR_TIME: 0.27843689918518066
> STR_ID: 3h1f |STR_LEN: 189 |STR_TIME: 0.2764260768890381
> STR_ID: 3h1g |STR_LEN: 258 |STR_TIME: 0.2986750602722168
> STR_ID: 3h1h |STR_LEN: 4125 |STR_TIME: 7.454984903335571
> STR_ID: 3h1i |STR_LEN: 4106 |STR_TIME: 7.71678900718689
> STR_ID: 3h1j |STR_LEN: 4120 |STR_TIME: 7.465840816497803
> STR_ID: 3h1k |STR_LEN: 4127 |STR_TIME: 7.4993391036987305
> STR_ID: 3h1l |STR_LEN: 4122 |STR_TIME: 7.6147871017456055
> STR_ID: 3h1m |STR_LEN: 498 |STR_TIME: 0.7391538619995117
> STR_ID: 3h1n |STR_LEN: 875 |STR_TIME: 1.0203897953033447
> STR_ID: 3h1o |STR_LEN: 674 |STR_TIME: 0.8984899520874023
> STR_ID: 3h1p |STR_LEN: 595 |STR_TIME: 0.9288151264190674
> STR_ID: 3h1q |STR_LEN: 570 |STR_TIME: 0.980506181716919
> STR_ID: 3h1r |STR_LEN: 224 |STR_TIME: 0.43325114250183105
> STR_ID: 3h1s |STR_LEN: 639 |STR_TIME: 0.939687967300415
> STR_ID: 3h1t |STR_LEN: 858 |STR_TIME: 1.0485961437225342
> STR_ID: 3h1u |STR_LEN: 197 |STR_TIME: 0.315349817276001
> STR_ID: 3h1v |STR_LEN: 569 |STR_TIME: 0.8406641483306885
> STR_ID: 3h1w |STR_LEN: 637 |STR_TIME: 0.758760929107666
> STR_ID: 3h1x |STR_LEN: 367 |STR_TIME: 0.5811960697174072
> STR_ID: 3h1y |STR_LEN: 618 |STR_TIME: 0.7651948928833008
> STR_ID: 3h1z |STR_LEN: 501 |STR_TIME: 0.562579870223999
> STR_ID: 4h10 |STR_LEN: 259 |STR_TIME: 0.7876980304718018
> STR_ID: 4h11 |STR_LEN: 379 |STR_TIME: 1.0485038757324219
> STR_ID: 4h12 |STR_LEN: 362 |STR_TIME: 0.8862340450286865
> STR_ID: 4h13 |STR_LEN: 1003 |STR_TIME: 3.6690258979797363
> STR_ID: 4h14 |STR_LEN: 509 |STR_TIME: 0.627126932144165
> STR_ID: 4h15 |STR_LEN: 2048 |STR_TIME: 3.657627820968628
> STR_ID: 4h16 |STR_LEN: 499 |STR_TIME: 0.9218912124633789
> STR_ID: 4h17 |STR_LEN: 842 |STR_TIME: 1.5098187923431396
> STR_ID: 4h18 |STR_LEN: 2212 |STR_TIME: 2.4206559658050537
> STR_ID: 4h19 |STR_LEN: 11880 |STR_TIME: 12.276636123657227
> STR_ID: 4h1a |STR_LEN: 758 |STR_TIME: 1.5284290313720703
> STR_ID: 4h1b |STR_LEN: 738 |STR_TIME: 1.615109920501709
> STR_ID: 4h1d |STR_LEN: 201 |STR_TIME: 0.3543879985809326
> STR_ID: 4h1e |STR_LEN: 1294 |STR_TIME: 1.4849977493286133
> STR_ID: 4h1g |STR_LEN: 1064 |STR_TIME: 1.307926893234253
> STR_ID: 4h1h |STR_LEN: 743 |STR_TIME: 2.0597379207611084
> STR_ID: 4h1i |STR_LEN: 1149 |STR_TIME: 3.7573790550231934
> STR_ID: 4h1j |STR_LEN: 401 |STR_TIME: 0.9659967422485352
> STR_ID: 4h1l |STR_LEN: 1188 |STR_TIME: 2.1664679050445557
> STR_ID: 4h1m |STR_LEN: 390 |STR_TIME: 0.9233088493347168
> STR_ID: 4h1n |STR_LEN: 484 |STR_TIME: 0.869826078414917
> STR_ID: 4h1o |STR_LEN: 635 |STR_TIME: 1.0371789932250977
> STR_ID: 4h1p |STR_LEN: 269 |STR_TIME: 0.3149418830871582
> STR_ID: 4h1q |STR_LEN: 659 |STR_TIME: 0.7758970260620117
> STR_ID: 4h1s |STR_LEN: 1624 |STR_TIME: 2.036374092102051
> STR_ID: 4h1t |STR_LEN: 2827 |STR_TIME: 3.1158809661865234
> STR_ID: 4h1u |STR_LEN: 488 |STR_TIME: 0.7103033065795898
> STR_ID: 4h1v |STR_LEN: 481 |STR_TIME: 0.7427747249603271
> STR_ID: 4h1w |STR_LEN: 1029 |STR_TIME: 3.2356748580932617
> STR_ID: 4h1x |STR_LEN: 517 |STR_TIME: 1.0100219249725342
> STR_ID: 4h1y |STR_LEN: 1145 |STR_TIME: 1.1429681777954102
> STR_ID: 4h1z |STR_LEN: 4546 |STR_TIME: 5.760914325714111
> STR_ID: 5h11 |STR_LEN: 506 |STR_TIME: 1.6633639335632324
> STR_ID: 5h12 |STR_LEN: 875 |STR_TIME: 1.4439942836761475
> STR_ID: 5h13 |STR_LEN: 460 |STR_TIME: 0.7940738201141357
> STR_ID: 5h14 |STR_LEN: 1196 |STR_TIME: 1.6365687847137451
> STR_ID: 5h15 |STR_LEN: 1099 |STR_TIME: 1.5473289489746094
> STR_ID: 5h16 |STR_LEN: 1102 |STR_TIME: 1.762653112411499
> STR_ID: 5h17 |STR_LEN: 506 |STR_TIME: 0.8177981376647949
> STR_ID: 5h19 |STR_LEN: 613 |STR_TIME: 0.8894691467285156
> STR_ID: 5h1a |STR_LEN: 1088 |STR_TIME: 1.646604061126709
> STR_ID: 5h1b |STR_LEN: 939 |STR_TIME: 1.6728708744049072
> STR_ID: 5h1c |STR_LEN: 957 |STR_TIME: 1.803196907043457
> STR_ID: 5h1d |STR_LEN: 336 |STR_TIME: 0.6047399044036865
> STR_ID: 5h1e |STR_LEN: 288 |STR_TIME: 0.940911054611206
> STR_ID: 5h1h |STR_LEN: 16 |STR_TIME: 0.956298828125
> STR_ID: 5h1i |STR_LEN: 18 |STR_TIME: 1.1197030544281006
> STR_ID: 5h1j |STR_LEN: 1316 |STR_TIME: 1.422415018081665
> STR_ID: 5h1k |STR_LEN: 2719 |STR_TIME: 3.0437939167022705
> STR_ID: 5h1l |STR_LEN: 1107 |STR_TIME: 1.418959140777588
> STR_ID: 5h1m |STR_LEN: 708 |STR_TIME: 1.2602298259735107
> STR_ID: 5h1q |STR_LEN: 2888 |STR_TIME: 5.211439847946167
> STR_ID: 5h1r |STR_LEN: 5760 |STR_TIME: 10.50846004486084
> STR_ID: 5h1s |STR_LEN: 6294 |STR_TIME: 21.452622890472412
> STR_ID: 5h1t |STR_LEN: 956 |STR_TIME: 2.723282814025879
> STR_ID: 5h1u |STR_LEN: 927 |STR_TIME: 2.510629177093506
> STR_ID: 5h1v |STR_LEN: 489 |STR_TIME: 1.2578620910644531
> STR_ID: 5h1w |STR_LEN: 1078 |STR_TIME: 1.1910967826843262
> STR_ID: 5h1y |STR_LEN: 649 |STR_TIME: 0.9716579914093018
> STR_ID: 5h1z |STR_LEN: 409 |STR_TIME: 1.0005440711975098
>> FINISH_DIR: ./data/h/h1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 313 |DIR_TIME: 321.9739577770233 

>> START_DIR: ./data/h/h2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1h20 |STR_LEN: 39 |STR_TIME: 2.9000470638275146
> STR_ID: 1h21 |STR_LEN: 1156 |STR_TIME: 1.8201308250427246
> STR_ID: 1h22 |STR_LEN: 754 |STR_TIME: 1.1392340660095215
> STR_ID: 1h23 |STR_LEN: 800 |STR_TIME: 1.0851500034332275
> STR_ID: 1h24 |STR_LEN: 1344 |STR_TIME: 2.0466408729553223
> STR_ID: 1h25 |STR_LEN: 1291 |STR_TIME: 2.1082239151000977
> STR_ID: 1h26 |STR_LEN: 1285 |STR_TIME: 1.992098093032837
> STR_ID: 1h27 |STR_LEN: 1346 |STR_TIME: 2.0817618370056152
> STR_ID: 1h28 |STR_LEN: 1165 |STR_TIME: 2.1045081615448
> STR_ID: 1h29 |STR_LEN: 2554 |STR_TIME: 4.224648952484131
> STR_ID: 1h2a |STR_LEN: 1444 |STR_TIME: 1.672497272491455
> STR_ID: 1h2b |STR_LEN: 1356 |STR_TIME: 1.4181921482086182
> STR_ID: 1h2c |STR_LEN: 286 |STR_TIME: 0.31600189208984375
> STR_ID: 1h2d |STR_LEN: 364 |STR_TIME: 0.5499820709228516
> STR_ID: 1h2e |STR_LEN: 384 |STR_TIME: 0.49196696281433105
> STR_ID: 1h2f |STR_LEN: 351 |STR_TIME: 0.4788777828216553
> STR_ID: 1h2g |STR_LEN: 1363 |STR_TIME: 1.6668002605438232
