>> START_DIR: ./data/a/a0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1a00 |STR_LEN: 794 |STR_TIME: 1.0915958881378174
> STR_ID: 1a0n |STR_LEN: 72 |STR_TIME: 5.723501920700073
> STR_ID: 1a0o |STR_LEN: 789 |STR_TIME: 1.4325518608093262
> STR_ID: 1a0p |STR_LEN: 376 |STR_TIME: 0.5466201305389404
> STR_ID: 1a0q |STR_LEN: 512 |STR_TIME: 0.8307631015777588
> STR_ID: 1a0r |STR_LEN: 615 |STR_TIME: 1.0864272117614746
> STR_ID: 1a0s |STR_LEN: 1572 |STR_TIME: 2.3896028995513916
> STR_ID: 1a0t |STR_LEN: 1578 |STR_TIME: 2.389080762863159
> STR_ID: 1a0u |STR_LEN: 771 |STR_TIME: 1.0466759204864502
> STR_ID: 1a0z |STR_LEN: 796 |STR_TIME: 1.1781821250915527
> STR_ID: 2a00 |STR_LEN: 137 |STR_TIME: 8.711271286010742
> STR_ID: 2a01 |STR_LEN: 1273 |STR_TIME: 1.6083719730377197
> STR_ID: 2a02 |STR_LEN: 82 |STR_TIME: 5.165915012359619
> STR_ID: 2a03 |STR_LEN: 653 |STR_TIME: 0.875985860824585
> STR_ID: 2a04 |STR_LEN: 84 |STR_TIME: 0.45189881324768066
> STR_ID: 2a05 |STR_LEN: 57 |STR_TIME: 3.8481180667877197
> STR_ID: 2a06 |STR_LEN: 5735 |STR_TIME: 8.303936958312988
> STR_ID: 2a07 |STR_LEN: 1158 |STR_TIME: 1.5542478561401367
> STR_ID: 2a08 |STR_LEN: 345 |STR_TIME: 0.2955951690673828
> STR_ID: 2a0a |STR_LEN: 131 |STR_TIME: 4.207197189331055
> STR_ID: 2a0b |STR_LEN: 275 |STR_TIME: 0.3262951374053955
> STR_ID: 2a0c |STR_LEN: 429 |STR_TIME: 0.6396710872650146
> STR_ID: 2a0f |STR_LEN: 1294 |STR_TIME: 1.7828679084777832
> STR_ID: 2a0i |STR_LEN: 372 |STR_TIME: 0.6578109264373779
> STR_ID: 2a0j |STR_LEN: 192 |STR_TIME: 0.3072488307952881
> STR_ID: 2a0k |STR_LEN: 736 |STR_TIME: 0.8413031101226807
> STR_ID: 2a0l |STR_LEN: 874 |STR_TIME: 1.5352740287780762
> STR_ID: 2a0m |STR_LEN: 501 |STR_TIME: 0.6403930187225342
> STR_ID: 2a0n |STR_LEN: 539 |STR_TIME: 0.5590760707855225
> STR_ID: 2a0p |STR_LEN: 85 |STR_TIME: 0.1518697738647461
> STR_ID: 2a0q |STR_LEN: 860 |STR_TIME: 1.066206932067871
> STR_ID: 2a0s |STR_LEN: 516 |STR_TIME: 0.6974859237670898
> STR_ID: 2a0t |STR_LEN: 161 |STR_TIME: 10.625456809997559
> STR_ID: 2a0u |STR_LEN: 1059 |STR_TIME: 1.4526829719543457
> STR_ID: 2a0w |STR_LEN: 363 |STR_TIME: 0.5722551345825195
> STR_ID: 2a0x |STR_LEN: 345 |STR_TIME: 0.5712928771972656
> STR_ID: 2a0y |STR_LEN: 331 |STR_TIME: 0.5810279846191406
> STR_ID: 2a0z |STR_LEN: 1067 |STR_TIME: 1.4765138626098633
> STR_ID: 3a01 |STR_LEN: 332 |STR_TIME: 0.8793742656707764
> STR_ID: 3a02 |STR_LEN: 152 |STR_TIME: 0.2728860378265381
> STR_ID: 3a03 |STR_LEN: 162 |STR_TIME: 0.17610692977905273
> STR_ID: 3a04 |STR_LEN: 699 |STR_TIME: 0.7779388427734375
> STR_ID: 3a05 |STR_LEN: 606 |STR_TIME: 0.9321861267089844
> STR_ID: 3a06 |STR_LEN: 863 |STR_TIME: 1.4086480140686035
> STR_ID: 3a07 |STR_LEN: 557 |STR_TIME: 0.5171120166778564
> STR_ID: 3a08 |STR_LEN: 380 |STR_TIME: 0.4940979480743408
> STR_ID: 3a09 |STR_LEN: 1260 |STR_TIME: 2.061547040939331
> STR_ID: 3a0a |STR_LEN: 363 |STR_TIME: 0.4653360843658447
> STR_ID: 3a0b |STR_LEN: 5372 |STR_TIME: 11.088545083999634
> STR_ID: 3a0c |STR_LEN: 537 |STR_TIME: 0.8474540710449219
> STR_ID: 3a0d |STR_LEN: 229 |STR_TIME: 0.27794313430786133
> STR_ID: 3a0e |STR_LEN: 252 |STR_TIME: 0.285398006439209
> STR_ID: 3a0f |STR_LEN: 860 |STR_TIME: 1.436601161956787
> STR_ID: 3a0g |STR_LEN: 334 |STR_TIME: 0.5601999759674072
> STR_ID: 3a0h |STR_LEN: 5382 |STR_TIME: 10.981666088104248
> STR_ID: 3a0i |STR_LEN: 588 |STR_TIME: 0.8590903282165527
> STR_ID: 3a0j |STR_LEN: 331 |STR_TIME: 0.3419339656829834
> STR_ID: 3a0k |STR_LEN: 1654 |STR_TIME: 1.8113069534301758
> STR_ID: 3a0m |STR_LEN: 428 |STR_TIME: 0.528191089630127
> STR_ID: 3a0n |STR_LEN: 723 |STR_TIME: 0.6398210525512695
> STR_ID: 3a0o |STR_LEN: 2596 |STR_TIME: 3.234807014465332
> STR_ID: 3a0r |STR_LEN: 451 |STR_TIME: 0.9078960418701172
> STR_ID: 3a0s |STR_LEN: 152 |STR_TIME: 0.2557392120361328
> STR_ID: 3a0t |STR_LEN: 262 |STR_TIME: 0.3683028221130371
> STR_ID: 3a0u |STR_LEN: 213 |STR_TIME: 0.2959020137786865
> STR_ID: 3a0v |STR_LEN: 210 |STR_TIME: 0.2607147693634033
> STR_ID: 3a0w |STR_LEN: 535 |STR_TIME: 0.7214052677154541
> STR_ID: 3a0x |STR_LEN: 245 |STR_TIME: 0.34491896629333496
> STR_ID: 3a0y |STR_LEN: 465 |STR_TIME: 0.6454970836639404
> STR_ID: 3a0z |STR_LEN: 585 |STR_TIME: 0.6610651016235352
> STR_ID: 4a00 |STR_LEN: 550 |STR_TIME: 0.7644553184509277
> STR_ID: 4a01 |STR_LEN: 2095 |STR_TIME: 2.7457640171051025
> STR_ID: 4a02 |STR_LEN: 452 |STR_TIME: 0.6894981861114502
> STR_ID: 4a03 |STR_LEN: 1292 |STR_TIME: 1.4672739505767822
> STR_ID: 4a04 |STR_LEN: 484 |STR_TIME: 1.7053029537200928
> STR_ID: 4a05 |STR_LEN: 690 |STR_TIME: 1.4464387893676758
> STR_ID: 4a06 |STR_LEN: 402 |STR_TIME: 1.0406138896942139
> STR_ID: 4a07 |STR_LEN: 503 |STR_TIME: 1.5234038829803467
> STR_ID: 4a08 |STR_LEN: 1484 |STR_TIME: 2.8491759300231934
> STR_ID: 4a09 |STR_LEN: 1511 |STR_TIME: 2.825577974319458
> STR_ID: 4a0a |STR_LEN: 1167 |STR_TIME: 2.320645809173584
> STR_ID: 4a0b |STR_LEN: 2948 |STR_TIME: 9.981344938278198
> STR_ID: 4a0c |STR_LEN: 3872 |STR_TIME: 6.909548997879028
> STR_ID: 4a0d |STR_LEN: 925 |STR_TIME: 1.9020531177520752
> STR_ID: 4a0e |STR_LEN: 304 |STR_TIME: 0.7522079944610596
> STR_ID: 4a0f |STR_LEN: 1582 |STR_TIME: 4.731770992279053
> STR_ID: 4a0g |STR_LEN: 3360 |STR_TIME: 9.421931982040405
> STR_ID: 4a0h |STR_LEN: 1494 |STR_TIME: 4.658653974533081
> STR_ID: 4a0i |STR_LEN: 283 |STR_TIME: 0.9300351142883301
> STR_ID: 4a0j |STR_LEN: 294 |STR_TIME: 0.9654979705810547
> STR_ID: 4a0k |STR_LEN: 2224 |STR_TIME: 7.485399007797241
> STR_ID: 4a0l |STR_LEN: 4428 |STR_TIME: 14.914568901062012
> STR_ID: 4a0m |STR_LEN: 2519 |STR_TIME: 3.568023920059204
> STR_ID: 4a0n |STR_LEN: 136 |STR_TIME: 0.4555320739746094
> STR_ID: 4a0o |STR_LEN: 7587 |STR_TIME: 12.450308084487915
> STR_ID: 4a0p |STR_LEN: 1060 |STR_TIME: 2.310051918029785
> STR_ID: 4a0q |STR_LEN: 565 |STR_TIME: 0.7542479038238525
> STR_ID: 4a0r |STR_LEN: 1630 |STR_TIME: 4.811574935913086
> STR_ID: 4a0s |STR_LEN: 3678 |STR_TIME: 6.241921901702881
> STR_ID: 4a0t |STR_LEN: 1307 |STR_TIME: 1.2581779956817627
> STR_ID: 4a0u |STR_LEN: 1464 |STR_TIME: 1.3447341918945312
> STR_ID: 4a0v |STR_LEN: 7959 |STR_TIME: 12.774468183517456
> STR_ID: 4a0w |STR_LEN: 8076 |STR_TIME: 13.257571697235107
> STR_ID: 4a0x |STR_LEN: 212 |STR_TIME: 0.689906120300293
> STR_ID: 4a0y |STR_LEN: 363 |STR_TIME: 1.0664851665496826
> STR_ID: 4a0z |STR_LEN: 473 |STR_TIME: 1.157468318939209
> STR_ID: 5a00 |STR_LEN: 365 |STR_TIME: 0.656588077545166
> STR_ID: 5a01 |STR_LEN: 2104 |STR_TIME: 3.5854008197784424
> STR_ID: 5a02 |STR_LEN: 3590 |STR_TIME: 4.155956983566284
> STR_ID: 5a03 |STR_LEN: 3855 |STR_TIME: 4.1640119552612305
> STR_ID: 5a04 |STR_LEN: 4073 |STR_TIME: 4.253982067108154
> STR_ID: 5a05 |STR_LEN: 3861 |STR_TIME: 4.085218667984009
> STR_ID: 5a06 |STR_LEN: 4134 |STR_TIME: 4.181392192840576
> STR_ID: 5a07 |STR_LEN: 1373 |STR_TIME: 1.8011689186096191
> STR_ID: 5a08 |STR_LEN: 1284 |STR_TIME: 1.6834759712219238
> STR_ID: 5a09 |STR_LEN: 403 |STR_TIME: 0.4832921028137207
> STR_ID: 5a0a |STR_LEN: 405 |STR_TIME: 0.4989769458770752
> STR_ID: 5a0b |STR_LEN: 293 |STR_TIME: 0.805199146270752
> STR_ID: 5a0c |STR_LEN: 785 |STR_TIME: 1.6319580078125
> STR_ID: 5a0d |STR_LEN: 1076 |STR_TIME: 2.7548139095306396
> STR_ID: 5a0e |STR_LEN: 655 |STR_TIME: 1.29042387008667
> STR_ID: 5a0f |STR_LEN: 261 |STR_TIME: 0.3792140483856201
> STR_ID: 5a0g |STR_LEN: 1088 |STR_TIME: 3.405993938446045
> STR_ID: 5a0i |STR_LEN: 723 |STR_TIME: 1.1894769668579102
> STR_ID: 5a0j |STR_LEN: 388 |STR_TIME: 0.6154758930206299
> STR_ID: 5a0k |STR_LEN: 393 |STR_TIME: 0.6058831214904785
> STR_ID: 5a0l |STR_LEN: 874 |STR_TIME: 1.66074800491333
> STR_ID: 5a0m |STR_LEN: 578 |STR_TIME: 1.4290812015533447
> STR_ID: 5a0n |STR_LEN: 450 |STR_TIME: 0.9323000907897949
> STR_ID: 5a0o |STR_LEN: 234 |STR_TIME: 0.7073860168457031
> STR_ID: 5a0p |STR_LEN: 924 |STR_TIME: 2.0970678329467773
> STR_ID: 5a0q |STR_LEN: 5588 |STR_TIME: 9.653347730636597
> STR_ID: 5a0r |STR_LEN: 854 |STR_TIME: 2.1846749782562256
> STR_ID: 5a0s |STR_LEN: 499 |STR_TIME: 1.0570240020751953
> STR_ID: 5a0t |STR_LEN: 1481 |STR_TIME: 3.064069986343384
> STR_ID: 5a0u |STR_LEN: 8329 |STR_TIME: 11.75075101852417
> STR_ID: 5a0v |STR_LEN: 997 |STR_TIME: 3.1064839363098145
> STR_ID: 5a0w |STR_LEN: 1098 |STR_TIME: 3.309206962585449
> STR_ID: 5a0x |STR_LEN: 833 |STR_TIME: 2.0760388374328613
> STR_ID: 5a0y |STR_LEN: 5298 |STR_TIME: 9.746670961380005
> STR_ID: 5a0z |STR_LEN: 2952 |STR_TIME: 5.101616859436035
>> FINISH_DIR: ./data/a/a0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 163 |DIR_TIME: 405.01277589797974 

>> START_DIR: ./data/a/a1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1a11 |STR_LEN: 25 |STR_TIME: 0.8103218078613281
> STR_ID: 1a12 |STR_LEN: 2087 |STR_TIME: 2.544652223587036
> STR_ID: 1a13 |STR_LEN: 15 |STR_TIME: 0.6976981163024902
> STR_ID: 1a14 |STR_LEN: 622 |STR_TIME: 1.1977801322937012
> STR_ID: 1a15 |STR_LEN: 211 |STR_TIME: 0.28659796714782715
> STR_ID: 1a16 |STR_LEN: 789 |STR_TIME: 0.9278051853179932
> STR_ID: 1a17 |STR_LEN: 239 |STR_TIME: 0.39752769470214844
> STR_ID: 1a18 |STR_LEN: 169 |STR_TIME: 0.270751953125
> STR_ID: 1a19 |STR_LEN: 178 |STR_TIME: 0.33637285232543945
> STR_ID: 1a1a |STR_LEN: 410 |STR_TIME: 0.653235912322998
> STR_ID: 1a1b |STR_LEN: 275 |STR_TIME: 0.5053310394287109
> STR_ID: 1a1c |STR_LEN: 259 |STR_TIME: 0.5394680500030518
> STR_ID: 1a1d |STR_LEN: 146 |STR_TIME: 0.07645893096923828
> STR_ID: 1a1e |STR_LEN: 260 |STR_TIME: 0.5275630950927734
> STR_ID: 1a1f |STR_LEN: 197 |STR_TIME: 0.33644795417785645
> STR_ID: 1a1g |STR_LEN: 264 |STR_TIME: 0.34995102882385254
> STR_ID: 1a1h |STR_LEN: 259 |STR_TIME: 0.36023402214050293
> STR_ID: 1a1i |STR_LEN: 365 |STR_TIME: 0.3964653015136719
> STR_ID: 1a1j |STR_LEN: 262 |STR_TIME: 0.3504459857940674
> STR_ID: 1a1k |STR_LEN: 231 |STR_TIME: 0.36692190170288086
> STR_ID: 1a1l |STR_LEN: 211 |STR_TIME: 0.3376436233520508
> STR_ID: 1a1m |STR_LEN: 573 |STR_TIME: 0.8226001262664795
> STR_ID: 1a1n |STR_LEN: 741 |STR_TIME: 0.8338029384613037
> STR_ID: 1a1o |STR_LEN: 497 |STR_TIME: 0.7337560653686523
> STR_ID: 1a1p |STR_LEN: 14 |STR_TIME: 0.887603759765625
> STR_ID: 1a1q |STR_LEN: 534 |STR_TIME: 0.21328520774841309
> STR_ID: 1a1r |STR_LEN: 500 |STR_TIME: 0.8680939674377441
> STR_ID: 1a1s |STR_LEN: 313 |STR_TIME: 0.5605907440185547
> STR_ID: 1a1t |STR_LEN: 77 |STR_TIME: 8.024648904800415
> STR_ID: 1a1u |STR_LEN: 58 |STR_TIME: 0.2607243061065674
> STR_ID: 1a1v |STR_LEN: 599 |STR_TIME: 1.045360803604126
> STR_ID: 1a1w |STR_LEN: 83 |STR_TIME: 0.3042628765106201
> STR_ID: 1a1x |STR_LEN: 130 |STR_TIME: 0.23151111602783203
> STR_ID: 1a1z |STR_LEN: 83 |STR_TIME: 0.2976350784301758
> STR_ID: 2a10 |STR_LEN: 932 |STR_TIME: 1.1230740547180176
> STR_ID: 2a11 |STR_LEN: 317 |STR_TIME: 0.3681149482727051
> STR_ID: 2a13 |STR_LEN: 482 |STR_TIME: 0.7293498516082764
> STR_ID: 2a14 |STR_LEN: 569 |STR_TIME: 0.656334638595581
> STR_ID: 2a15 |STR_LEN: 324 |STR_TIME: 0.33334803581237793
> STR_ID: 2a18 |STR_LEN: 395 |STR_TIME: 0.5867729187011719
> STR_ID: 2a19 |STR_LEN: 711 |STR_TIME: 1.2168779373168945
> STR_ID: 2a1a |STR_LEN: 446 |STR_TIME: 0.8117051124572754
> STR_ID: 2a1b |STR_LEN: 1212 |STR_TIME: 1.9729499816894531
> STR_ID: 2a1c |STR_LEN: 17 |STR_TIME: 1.333453893661499
> STR_ID: 2a1d |STR_LEN: 1169 |STR_TIME: 2.1303820610046387
> STR_ID: 2a1e |STR_LEN: 481 |STR_TIME: 1.1173489093780518
> STR_ID: 2a1f |STR_LEN: 2295 |STR_TIME: 2.588623046875
> STR_ID: 2a1h |STR_LEN: 1072 |STR_TIME: 1.424394130706787
> STR_ID: 2a1i |STR_LEN: 260 |STR_TIME: 0.3378641605377197
> STR_ID: 2a1j |STR_LEN: 142 |STR_TIME: 0.2866671085357666
> STR_ID: 2a1k |STR_LEN: 865 |STR_TIME: 0.9205880165100098
> STR_ID: 2a1l |STR_LEN: 425 |STR_TIME: 0.5708389282226562
> STR_ID: 2a1m |STR_LEN: 1255 |STR_TIME: 1.6393887996673584
> STR_ID: 2a1n |STR_LEN: 1329 |STR_TIME: 1.5853500366210938
> STR_ID: 2a1o |STR_LEN: 1326 |STR_TIME: 1.5764679908752441
> STR_ID: 2a1r |STR_LEN: 751 |STR_TIME: 1.2170450687408447
> STR_ID: 2a1s |STR_LEN: 1805 |STR_TIME: 2.8623008728027344
> STR_ID: 2a1t |STR_LEN: 2170 |STR_TIME: 3.702798843383789
> STR_ID: 2a1u |STR_LEN: 839 |STR_TIME: 1.0544629096984863
> STR_ID: 2a1v |STR_LEN: 249 |STR_TIME: 0.31598615646362305
> STR_ID: 2a1w |STR_LEN: 1013 |STR_TIME: 1.5547518730163574
> STR_ID: 2a1x |STR_LEN: 270 |STR_TIME: 0.4855778217315674
> STR_ID: 2a1y |STR_LEN: 476 |STR_TIME: 0.7091898918151855
> STR_ID: 3a10 |STR_LEN: 226 |STR_TIME: 0.290647029876709
> STR_ID: 3a11 |STR_LEN: 2231 |STR_TIME: 3.415121078491211
> STR_ID: 3a12 |STR_LEN: 6692 |STR_TIME: 8.230753898620605
> STR_ID: 3a13 |STR_LEN: 6333 |STR_TIME: 8.10608720779419
> STR_ID: 3a14 |STR_LEN: 913 |STR_TIME: 1.5075607299804688
> STR_ID: 3a15 |STR_LEN: 2733 |STR_TIME: 2.9485249519348145
> STR_ID: 3a16 |STR_LEN: 2253 |STR_TIME: 2.9990389347076416
> STR_ID: 3a17 |STR_LEN: 3478 |STR_TIME: 5.3137171268463135
> STR_ID: 3a18 |STR_LEN: 2287 |STR_TIME: 2.795168876647949
> STR_ID: 3a19 |STR_LEN: 389 |STR_TIME: 0.308866024017334
> STR_ID: 3a1a |STR_LEN: 153 |STR_TIME: 0.29697203636169434
> STR_ID: 3a1b |STR_LEN: 196 |STR_TIME: 0.4116082191467285
> STR_ID: 3a1c |STR_LEN: 1016 |STR_TIME: 1.1300029754638672
> STR_ID: 3a1d |STR_LEN: 1099 |STR_TIME: 1.093085765838623
> STR_ID: 3a1e |STR_LEN: 860 |STR_TIME: 1.028352975845337
> STR_ID: 3a1f |STR_LEN: 242 |STR_TIME: 0.36318469047546387
> STR_ID: 3a1g |STR_LEN: 285 |STR_TIME: 0.46873974800109863
> STR_ID: 3a1h |STR_LEN: 365 |STR_TIME: 0.48317790031433105
> STR_ID: 3a1i |STR_LEN: 729 |STR_TIME: 0.9788990020751953
> STR_ID: 3a1j |STR_LEN: 984 |STR_TIME: 1.5274202823638916
> STR_ID: 3a1k |STR_LEN: 678 |STR_TIME: 0.9144041538238525
> STR_ID: 3a1l |STR_LEN: 549 |STR_TIME: 0.8115060329437256
> STR_ID: 3a1m |STR_LEN: 969 |STR_TIME: 1.15358304977417
> STR_ID: 3a1n |STR_LEN: 884 |STR_TIME: 1.243772029876709
> STR_ID: 3a1p |STR_LEN: 899 |STR_TIME: 0.9875330924987793
> STR_ID: 3a1q |STR_LEN: 545 |STR_TIME: 0.7370729446411133
> STR_ID: 3a1r |STR_LEN: 216 |STR_TIME: 0.5263032913208008
> STR_ID: 3a1s |STR_LEN: 1056 |STR_TIME: 1.8359899520874023
> STR_ID: 3a1t |STR_LEN: 434 |STR_TIME: 0.9118349552154541
> STR_ID: 3a1u |STR_LEN: 960 |STR_TIME: 1.1357271671295166
> STR_ID: 3a1v |STR_LEN: 633 |STR_TIME: 1.629958152770996
> STR_ID: 3a1w |STR_LEN: 264 |STR_TIME: 0.5728850364685059
> STR_ID: 3a1y |STR_LEN: 988 |STR_TIME: 1.1036431789398193
> STR_ID: 3a1z |STR_LEN: 990 |STR_TIME: 1.5320448875427246
> STR_ID: 4a10 |STR_LEN: 3201 |STR_TIME: 5.525267124176025
> STR_ID: 4a11 |STR_LEN: 1456 |STR_TIME: 4.612912178039551
> STR_ID: 4a12 |STR_LEN: 822 |STR_TIME: 3.217931032180786
> STR_ID: 4a13 |STR_LEN: 7990 |STR_TIME: 13.01210904121399
> STR_ID: 4a14 |STR_LEN: 626 |STR_TIME: 1.1834287643432617
> STR_ID: 4a15 |STR_LEN: 739 |STR_TIME: 2.0553998947143555
> STR_ID: 4a16 |STR_LEN: 4511 |STR_TIME: 7.61258602142334
> STR_ID: 4a1f |STR_LEN: 738 |STR_TIME: 2.165940046310425
> STR_ID: 4a1g |STR_LEN: 770 |STR_TIME: 1.2647781372070312
> STR_ID: 4a1h |STR_LEN: 611 |STR_TIME: 1.3472859859466553
> STR_ID: 4a1i |STR_LEN: 2895 |STR_TIME: 4.623479843139648
> STR_ID: 4a1j |STR_LEN: 502 |STR_TIME: 1.0781030654907227
> STR_ID: 4a1k |STR_LEN: 377 |STR_TIME: 0.6208910942077637
> STR_ID: 4a1m |STR_LEN: 184 |STR_TIME: 11.409770011901855
> STR_ID: 4a1n |STR_LEN: 361 |STR_TIME: 0.6512019634246826
> STR_ID: 4a1o |STR_LEN: 1312 |STR_TIME: 3.2487449645996094
> STR_ID: 4a1r |STR_LEN: 894 |STR_TIME: 1.1179182529449463
> STR_ID: 4a1s |STR_LEN: 1231 |STR_TIME: 2.6372411251068115
> STR_ID: 4a1t |STR_LEN: 659 |STR_TIME: 0.8309509754180908
> STR_ID: 4a1u |STR_LEN: 369 |STR_TIME: 0.758051872253418
> STR_ID: 4a1v |STR_LEN: 495 |STR_TIME: 0.7628190517425537
> STR_ID: 4a1w |STR_LEN: 894 |STR_TIME: 1.2642080783843994
> STR_ID: 4a1x |STR_LEN: 625 |STR_TIME: 0.8512120246887207
> STR_ID: 4a1y |STR_LEN: 1496 |STR_TIME: 2.330650806427002
> STR_ID: 4a1z |STR_LEN: 824 |STR_TIME: 1.2439508438110352
> STR_ID: 5a10 |STR_LEN: 715 |STR_TIME: 1.2830429077148438
> STR_ID: 5a11 |STR_LEN: 727 |STR_TIME: 2.2207727432250977
> STR_ID: 5a12 |STR_LEN: 2973 |STR_TIME: 4.9585120677948
> STR_ID: 5a13 |STR_LEN: 4543 |STR_TIME: 4.965967893600464
> STR_ID: 5a14 |STR_LEN: 420 |STR_TIME: 1.0361616611480713
> STR_ID: 5a15 |STR_LEN: 1425 |STR_TIME: 5.068492889404297
> STR_ID: 5a16 |STR_LEN: 2329 |STR_TIME: 8.384525060653687
> STR_ID: 5a17 |STR_LEN: 32 |STR_TIME: 2.015921115875244
> STR_ID: 5a18 |STR_LEN: 32 |STR_TIME: 2.0827269554138184
> STR_ID: 5a19 |STR_LEN: 523 |STR_TIME: 0.7331769466400146
> STR_ID: 5a1a |STR_LEN: 4884 |STR_TIME: 7.440324783325195
> STR_ID: 5a1f |STR_LEN: 668 |STR_TIME: 0.9648950099945068
> STR_ID: 5a1g |STR_LEN: 666 |STR_TIME: 1.4793879985809326
> STR_ID: 5a1h |STR_LEN: 1342 |STR_TIME: 1.5434050559997559
> STR_ID: 5a1i |STR_LEN: 907 |STR_TIME: 1.7196059226989746
> STR_ID: 5a1j |STR_LEN: 368 |STR_TIME: 1.0084099769592285
> STR_ID: 5a1k |STR_LEN: 788 |STR_TIME: 2.1633379459381104
> STR_ID: 5a1l |STR_LEN: 1579 |STR_TIME: 1.8690259456634521
> STR_ID: 5a1m |STR_LEN: 269 |STR_TIME: 0.42032504081726074
> STR_ID: 5a1n |STR_LEN: 574 |STR_TIME: 0.7425987720489502
> STR_ID: 5a1p |STR_LEN: 475 |STR_TIME: 1.57784104347229
> STR_ID: 5a1q |STR_LEN: 254 |STR_TIME: 0.5540778636932373
> STR_ID: 5a1r |STR_LEN: 471 |STR_TIME: 1.5873339176177979
> STR_ID: 5a1s |STR_LEN: 1816 |STR_TIME: 3.1028709411621094
> STR_ID: 5a1t |STR_LEN: 1318 |STR_TIME: 3.3697750568389893
> STR_ID: 5a1u |STR_LEN: 3845 |STR_TIME: 4.815541982650757
> STR_ID: 5a1v |STR_LEN: 12745 |STR_TIME: 15.83325481414795
> STR_ID: 5a1w |STR_LEN: 3816 |STR_TIME: 4.90188193321228
> STR_ID: 5a1x |STR_LEN: 8151 |STR_TIME: 10.217072248458862
> STR_ID: 5a1y |STR_LEN: 9993 |STR_TIME: 12.565017938613892
> STR_ID: 5a1z |STR_LEN: 2394 |STR_TIME: 0.811920166015625
>> FINISH_DIR: ./data/a/a1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 316 |DIR_TIME: 309.49626302719116 

>> START_DIR: ./data/a/a2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1a21 |STR_LEN: 622 |STR_TIME: 0.8149220943450928
> STR_ID: 1a22 |STR_LEN: 441 |STR_TIME: 0.7229630947113037
> STR_ID: 1a23 |STR_LEN: 189 |STR_TIME: 0.6227381229400635
> STR_ID: 1a24 |STR_LEN: 189 |STR_TIME: 12.07505202293396
> STR_ID: 1a25 |STR_LEN: 320 |STR_TIME: 0.6560871601104736
> STR_ID: 1a26 |STR_LEN: 442 |STR_TIME: 0.6737914085388184
> STR_ID: 1a27 |STR_LEN: 444 |STR_TIME: 0.5844061374664307
> STR_ID: 1a28 |STR_LEN: 682 |STR_TIME: 0.9829638004302979
> STR_ID: 1a29 |STR_LEN: 150 |STR_TIME: 0.3001081943511963
> STR_ID: 1a2a |STR_LEN: 980 |STR_TIME: 1.7206380367279053
> STR_ID: 1a2b |STR_LEN: 218 |STR_TIME: 0.38323497772216797
> STR_ID: 1a2c |STR_LEN: 479 |STR_TIME: 0.8140480518341064
> STR_ID: 1a2d |STR_LEN: 304 |STR_TIME: 0.48978304862976074
> STR_ID: 1a2e |STR_LEN: 113 |STR_TIME: 0.17001605033874512
> STR_ID: 1a2f |STR_LEN: 399 |STR_TIME: 0.7175588607788086
