>> START_DIR: ./data/m/m0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1m00 |STR_LEN: 1324 |STR_TIME: 2.5288760662078857
> STR_ID: 4m5f |STR_LEN: 689 |STR_TIME: 0.991563081741333
> STR_ID: 4m5g |STR_LEN: 330 |STR_TIME: 0.6547031402587891
> STR_ID: 4m5h |STR_LEN: 396 |STR_TIME: 0.6711411476135254
> STR_ID: 4m5i |STR_LEN: 353 |STR_TIME: 0.6287398338317871
> STR_ID: 4m5j |STR_LEN: 253 |STR_TIME: 0.6555960178375244
> STR_ID: 4m5k |STR_LEN: 359 |STR_TIME: 0.6542730331420898
> STR_ID: 4m5l |STR_LEN: 352 |STR_TIME: 0.6789140701293945
> STR_ID: 4m5m |STR_LEN: 363 |STR_TIME: 0.6831409931182861
> STR_ID: 4m5n |STR_LEN: 607 |STR_TIME: 1.2686841487884521
> STR_ID: 4m5o |STR_LEN: 347 |STR_TIME: 0.787647008895874
> STR_ID: 4m5p |STR_LEN: 953 |STR_TIME: 1.5683071613311768
> STR_ID: 4m5q |STR_LEN: 430 |STR_TIME: 1.1015119552612305
> STR_ID: 4m5r |STR_LEN: 434 |STR_TIME: 1.1497938632965088
> STR_ID: 4m5s |STR_LEN: 168 |STR_TIME: 0.45791101455688477
> STR_ID: 4m5t |STR_LEN: 458 |STR_TIME: 1.3041667938232422
> STR_ID: 4m5u |STR_LEN: 277 |STR_TIME: 0.7487552165985107
> STR_ID: 4m5v |STR_LEN: 399 |STR_TIME: 0.7703628540039062
> STR_ID: 4m5w |STR_LEN: 436 |STR_TIME: 1.2116467952728271
> STR_ID: 4m5x |STR_LEN: 926 |STR_TIME: 2.3543829917907715
> STR_ID: 4m5y |STR_LEN: 1742 |STR_TIME: 3.019674062728882
> STR_ID: 4m5z |STR_LEN: 732 |STR_TIME: 2.0991859436035156
> STR_ID: 5m51 |STR_LEN: 360 |STR_TIME: 0.510591983795166
> STR_ID: 5m52 |STR_LEN: 4316 |STR_TIME: 8.014925003051758
> STR_ID: 5m53 |STR_LEN: 467 |STR_TIME: 0.5713319778442383
> STR_ID: 5m55 |STR_LEN: 346 |STR_TIME: 0.49924588203430176
> STR_ID: 5m56 |STR_LEN: 1045 |STR_TIME: 2.2467031478881836
> STR_ID: 5m57 |STR_LEN: 302 |STR_TIME: 0.5007219314575195
> STR_ID: 5m58 |STR_LEN: 775 |STR_TIME: 0.9807133674621582
> STR_ID: 5m59 |STR_LEN: 7985 |STR_TIME: 14.449644088745117
> STR_ID: 5m5b |STR_LEN: 894 |STR_TIME: 1.8960621356964111
> STR_ID: 5m5d |STR_LEN: 754 |STR_TIME: 1.5919990539550781
> STR_ID: 5m5e |STR_LEN: 707 |STR_TIME: 1.7797260284423828
> STR_ID: 5m5g |STR_LEN: 1832 |STR_TIME: 2.8535420894622803
> STR_ID: 5m5h |STR_LEN: 132 |STR_TIME: 0.3623926639556885
> STR_ID: 5m5i |STR_LEN: 1213 |STR_TIME: 0.4917011260986328
> STR_ID: 5m5j |STR_LEN: 663 |STR_TIME: 1.0649738311767578
> STR_ID: 5m5k |STR_LEN: 3380 |STR_TIME: 5.893089771270752
> STR_ID: 5m5l |STR_LEN: 1213 |STR_TIME: 0.5093138217926025
> STR_ID: 5m5m |STR_LEN: 1213 |STR_TIME: 0.4981520175933838
> STR_ID: 5m5n |STR_LEN: 1213 |STR_TIME: 0.4967539310455322
> STR_ID: 5m5o |STR_LEN: 1213 |STR_TIME: 0.49474406242370605
> STR_ID: 5m5p |STR_LEN: 4196 |STR_TIME: 15.052289724349976
> STR_ID: 5m5q |STR_LEN: 269 |STR_TIME: 0.5341532230377197
> STR_ID: 5m5r |STR_LEN: 777 |STR_TIME: 1.3711998462677002
> STR_ID: 5m5s |STR_LEN: 1560 |STR_TIME: 2.7360100746154785
> STR_ID: 5m5t |STR_LEN: 1783 |STR_TIME: 2.936879873275757
> STR_ID: 5m5u |STR_LEN: 1184 |STR_TIME: 2.5688071250915527
> STR_ID: 5m5v |STR_LEN: 1336 |STR_TIME: 2.6248490810394287
> STR_ID: 5m5w |STR_LEN: 4321 |STR_TIME: 8.468834161758423
> STR_ID: 5m5x |STR_LEN: 4220 |STR_TIME: 8.333871126174927
> STR_ID: 5m5y |STR_LEN: 4218 |STR_TIME: 8.334227085113525
> STR_ID: 5m5z |STR_LEN: 1941 |STR_TIME: 2.650203227996826
>> FINISH_DIR: ./data/m/m5/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 929 |DIR_TIME: 498.0356321334839 

>> START_DIR: ./data/m/m6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1m60 |STR_LEN: 105 |STR_TIME: 0.41425204277038574
> STR_ID: 1m61 |STR_LEN: 296 |STR_TIME: 0.4999420642852783
> STR_ID: 1m62 |STR_LEN: 87 |STR_TIME: 7.369931936264038
> STR_ID: 1m63 |STR_LEN: 1413 |STR_TIME: 2.671154737472534
> STR_ID: 1m64 |STR_LEN: 3253 |STR_TIME: 2.734792947769165
> STR_ID: 1m65 |STR_LEN: 574 |STR_TIME: 0.5504560470581055
> STR_ID: 1m66 |STR_LEN: 658 |STR_TIME: 0.7086541652679443
> STR_ID: 1m67 |STR_LEN: 430 |STR_TIME: 0.652907133102417
> STR_ID: 1m68 |STR_LEN: 427 |STR_TIME: 0.6300671100616455
> STR_ID: 1m69 |STR_LEN: 46 |STR_TIME: 0.20858287811279297
> STR_ID: 1m6a |STR_LEN: 8 |STR_TIME: 0.08519792556762695
> STR_ID: 1m6b |STR_LEN: 1236 |STR_TIME: 2.0173888206481934
> STR_ID: 1m6c |STR_LEN: 797 |STR_TIME: 0.7568850517272949
> STR_ID: 1m6d |STR_LEN: 710 |STR_TIME: 0.8710689544677734
> STR_ID: 1m6e |STR_LEN: 376 |STR_TIME: 0.6921818256378174
> STR_ID: 1m6f |STR_LEN: 143 |STR_TIME: 0.21241283416748047
> STR_ID: 1m6g |STR_LEN: 132 |STR_TIME: 0.27197909355163574
> STR_ID: 1m6h |STR_LEN: 1652 |STR_TIME: 1.5988390445709229
> STR_ID: 1m6i |STR_LEN: 695 |STR_TIME: 0.9061801433563232
> STR_ID: 1m6j |STR_LEN: 1303 |STR_TIME: 1.1222479343414307
> STR_ID: 1m6k |STR_LEN: 1069 |STR_TIME: 1.0878736972808838
> STR_ID: 1m6m |STR_LEN: 801 |STR_TIME: 0.7687709331512451
> STR_ID: 1m6n |STR_LEN: 854 |STR_TIME: 1.4669840335845947
> STR_ID: 1m6o |STR_LEN: 1038 |STR_TIME: 0.9394681453704834
> STR_ID: 1m6p |STR_LEN: 441 |STR_TIME: 0.6033647060394287
> STR_ID: 1m6r |STR_LEN: 75 |STR_TIME: 0.11372995376586914
> STR_ID: 1m6s |STR_LEN: 2640 |STR_TIME: 2.7745437622070312
> STR_ID: 1m6t |STR_LEN: 225 |STR_TIME: 0.2649061679840088
> STR_ID: 1m6u |STR_LEN: 629 |STR_TIME: 1.0074048042297363
> STR_ID: 1m6v |STR_LEN: 9383 |STR_TIME: 11.661237001419067
> STR_ID: 1m6w |STR_LEN: 1424 |STR_TIME: 1.5101921558380127
> STR_ID: 1m6x |STR_LEN: 1731 |STR_TIME: 3.6122429370880127
> STR_ID: 1m6y |STR_LEN: 942 |STR_TIME: 1.2232799530029297
> STR_ID: 1m6z |STR_LEN: 1464 |STR_TIME: 2.8108670711517334
> STR_ID: 2m60 |STR_LEN: 43 |STR_TIME: 3.079690933227539
> STR_ID: 2m61 |STR_LEN: 15 |STR_TIME: 1.1148920059204102
> STR_ID: 2m62 |STR_LEN: 12 |STR_TIME: 0.7901792526245117
> STR_ID: 2m63 |STR_LEN: 157 |STR_TIME: 10.071430206298828
> STR_ID: 2m64 |STR_LEN: 231 |STR_TIME: 7.182224988937378
> STR_ID: 2m65 |STR_LEN: 200 |STR_TIME: 20.24472403526306
> STR_ID: 2m66 |STR_LEN: 106 |STR_TIME: 3.8292832374572754
> STR_ID: 2m67 |STR_LEN: 81 |STR_TIME: 2.877254009246826
> STR_ID: 2m68 |STR_LEN: 142 |STR_TIME: 8.913863182067871
> STR_ID: 2m6a |STR_LEN: 28 |STR_TIME: 1.0287652015686035
> STR_ID: 2m6b |STR_LEN: 150 |STR_TIME: 7.691817045211792
> STR_ID: 2m6c |STR_LEN: 8 |STR_TIME: 0.2813730239868164
> STR_ID: 2m6d |STR_LEN: 8 |STR_TIME: 0.2650909423828125
> STR_ID: 2m6e |STR_LEN: 8 |STR_TIME: 0.2604978084564209
> STR_ID: 2m6f |STR_LEN: 8 |STR_TIME: 0.25214695930480957
> STR_ID: 2m6g |STR_LEN: 8 |STR_TIME: 0.25057315826416016
> STR_ID: 2m6h |STR_LEN: 8 |STR_TIME: 0.2407081127166748
> STR_ID: 2m6i |STR_LEN: 750 |STR_TIME: 39.49509000778198
> STR_ID: 2m6j |STR_LEN: 26 |STR_TIME: 1.643846035003662
> STR_ID: 2m6k |STR_LEN: 292 |STR_TIME: 28.41374373435974
> STR_ID: 2m6l |STR_LEN: 292 |STR_TIME: 28.39118003845215
> STR_ID: 2m6m |STR_LEN: 85 |STR_TIME: 4.958962917327881
> STR_ID: 2m6n |STR_LEN: 48 |STR_TIME: 2.9906036853790283
> STR_ID: 2m6o |STR_LEN: 48 |STR_TIME: 2.0522310733795166
> STR_ID: 2m6p |STR_LEN: 46 |STR_TIME: 1.3948800563812256
> STR_ID: 2m6q |STR_LEN: 91 |STR_TIME: 2.981024980545044
> STR_ID: 2m6r |STR_LEN: 149 |STR_TIME: 9.294090032577515
> STR_ID: 2m6s |STR_LEN: 150 |STR_TIME: 9.878565073013306
> STR_ID: 2m6t |STR_LEN: 142 |STR_TIME: 8.879269123077393
> STR_ID: 2m6u |STR_LEN: 82 |STR_TIME: 5.559802770614624
> STR_ID: 2m6v |STR_LEN: 19 |STR_TIME: 1.4085109233856201
> STR_ID: 2m6w |STR_LEN: 24 |STR_TIME: 1.280656099319458
> STR_ID: 2m6x |STR_LEN: 378 |STR_TIME: 18.38845205307007
> STR_ID: 2m6y |STR_LEN: 77 |STR_TIME: 5.266356945037842
> STR_ID: 2m6z |STR_LEN: 578 |STR_TIME: 38.9494206905365
> STR_ID: 3m61 |STR_LEN: 388 |STR_TIME: 0.6589510440826416
> STR_ID: 3m62 |STR_LEN: 1327 |STR_TIME: 1.994359016418457
> STR_ID: 3m63 |STR_LEN: 1210 |STR_TIME: 1.9571425914764404
> STR_ID: 3m64 |STR_LEN: 703 |STR_TIME: 1.3025281429290771
> STR_ID: 3m65 |STR_LEN: 444 |STR_TIME: 1.335810661315918
> STR_ID: 3m66 |STR_LEN: 533 |STR_TIME: 0.986457109451294
> STR_ID: 3m67 |STR_LEN: 419 |STR_TIME: 0.572882890701294
> STR_ID: 3m6a |STR_LEN: 2982 |STR_TIME: 9.785510063171387
> STR_ID: 3m6b |STR_LEN: 566 |STR_TIME: 1.0325500965118408
> STR_ID: 3m6c |STR_LEN: 259 |STR_TIME: 0.38359522819519043
> STR_ID: 3m6d |STR_LEN: 1313 |STR_TIME: 2.356844902038574
> STR_ID: 3m6e |STR_LEN: 361 |STR_TIME: 1.1304090023040771
> STR_ID: 3m6f |STR_LEN: 283 |STR_TIME: 0.42923903465270996
> STR_ID: 3m6g |STR_LEN: 1413 |STR_TIME: 1.5734920501708984
> STR_ID: 3m6h |STR_LEN: 423 |STR_TIME: 0.5593578815460205
> STR_ID: 3m6i |STR_LEN: 868 |STR_TIME: 1.314300298690796
> STR_ID: 3m6j |STR_LEN: 1046 |STR_TIME: 1.0944089889526367
> STR_ID: 3m6k |STR_LEN: 760 |STR_TIME: 2.4416589736938477
> STR_ID: 3m6l |STR_LEN: 1203 |STR_TIME: 1.333967924118042
> STR_ID: 3m6m |STR_LEN: 1155 |STR_TIME: 3.6034328937530518
> STR_ID: 3m6n |STR_LEN: 1547 |STR_TIME: 2.7613489627838135
> STR_ID: 3m6o |STR_LEN: 865 |STR_TIME: 1.365351915359497
> STR_ID: 3m6p |STR_LEN: 806 |STR_TIME: 0.8180439472198486
> STR_ID: 3m6q |STR_LEN: 335 |STR_TIME: 0.429915189743042
> STR_ID: 3m6r |STR_LEN: 1207 |STR_TIME: 1.4986140727996826
> STR_ID: 3m6s |STR_LEN: 2973 |STR_TIME: 5.394262075424194
> STR_ID: 3m6u |STR_LEN: 2363 |STR_TIME: 3.2350878715515137
> STR_ID: 3m6v |STR_LEN: 2203 |STR_TIME: 3.2639400959014893
> STR_ID: 3m6w |STR_LEN: 1318 |STR_TIME: 1.7563977241516113
> STR_ID: 3m6x |STR_LEN: 1126 |STR_TIME: 1.7922580242156982
> STR_ID: 3m6y |STR_LEN: 2213 |STR_TIME: 2.1225740909576416
> STR_ID: 3m6z |STR_LEN: 1326 |STR_TIME: 3.2468061447143555
> STR_ID: 4m60 |STR_LEN: 623 |STR_TIME: 1.9469239711761475
> STR_ID: 4m61 |STR_LEN: 1666 |STR_TIME: 1.7289550304412842
> STR_ID: 4m62 |STR_LEN: 1494 |STR_TIME: 1.5892088413238525
> STR_ID: 4m63 |STR_LEN: 1524 |STR_TIME: 7.489579200744629
> STR_ID: 4m64 |STR_LEN: 1687 |STR_TIME: 5.399252891540527
> STR_ID: 4m65 |STR_LEN: 796 |STR_TIME: 0.7869148254394531
> STR_ID: 4m66 |STR_LEN: 639 |STR_TIME: 1.7890911102294922
> STR_ID: 4m67 |STR_LEN: 453 |STR_TIME: 1.001410961151123
> STR_ID: 4m68 |STR_LEN: 559 |STR_TIME: 1.0494990348815918
> STR_ID: 4m69 |STR_LEN: 724 |STR_TIME: 1.9390499591827393
> STR_ID: 4m6a |STR_LEN: 1065 |STR_TIME: 1.6799840927124023
> STR_ID: 4m6b |STR_LEN: 605 |STR_TIME: 0.8111310005187988
> STR_ID: 4m6d |STR_LEN: 1093 |STR_TIME: 4.770122051239014
> STR_ID: 4m6e |STR_LEN: 19 |STR_TIME: 0.12603282928466797
> STR_ID: 4m6f |STR_LEN: 223 |STR_TIME: 0.5242631435394287
> STR_ID: 4m6g |STR_LEN: 284 |STR_TIME: 0.4277050495147705
> STR_ID: 4m6h |STR_LEN: 431 |STR_TIME: 0.7014100551605225
> STR_ID: 4m6i |STR_LEN: 379 |STR_TIME: 0.6471889019012451
> STR_ID: 4m6j |STR_LEN: 380 |STR_TIME: 0.8281662464141846
> STR_ID: 4m6k |STR_LEN: 395 |STR_TIME: 0.8429889678955078
> STR_ID: 4m6l |STR_LEN: 333 |STR_TIME: 0.7476181983947754
> STR_ID: 4m6m |STR_LEN: 670 |STR_TIME: 0.8254721164703369
> STR_ID: 4m6n |STR_LEN: 824 |STR_TIME: 0.8735549449920654
> STR_ID: 4m6o |STR_LEN: 477 |STR_TIME: 0.8126206398010254
> STR_ID: 4m6p |STR_LEN: 2147 |STR_TIME: 2.09885311126709
> STR_ID: 4m6q |STR_LEN: 1205 |STR_TIME: 3.2316620349884033
> STR_ID: 4m6r |STR_LEN: 1464 |STR_TIME: 1.8324601650238037
> STR_ID: 4m6s |STR_LEN: 162 |STR_TIME: 0.5011069774627686
> STR_ID: 4m6t |STR_LEN: 182 |STR_TIME: 0.37603211402893066
> STR_ID: 4m6u |STR_LEN: 1355 |STR_TIME: 1.5334651470184326
> STR_ID: 4m6v |STR_LEN: 2766 |STR_TIME: 7.80744194984436
> STR_ID: 4m6w |STR_LEN: 399 |STR_TIME: 0.7580397129058838
> STR_ID: 4m6x |STR_LEN: 1112 |STR_TIME: 1.3829047679901123
> STR_ID: 4m6y |STR_LEN: 1016 |STR_TIME: 1.3694369792938232
> STR_ID: 5m60 |STR_LEN: 1455 |STR_TIME: 1.5177371501922607
> STR_ID: 5m61 |STR_LEN: 1548 |STR_TIME: 2.7276690006256104
> STR_ID: 5m62 |STR_LEN: 563 |STR_TIME: 1.1771059036254883
> STR_ID: 5m63 |STR_LEN: 1046 |STR_TIME: 2.5963404178619385
> STR_ID: 5m64 |STR_LEN: 4440 |STR_TIME: 8.49890685081482
> STR_ID: 5m65 |STR_LEN: 1520 |STR_TIME: 2.9324238300323486
> STR_ID: 5m66 |STR_LEN: 2776 |STR_TIME: 5.734180212020874
> STR_ID: 5m67 |STR_LEN: 4043 |STR_TIME: 6.1283860206604
> STR_ID: 5m6b |STR_LEN: 2171 |STR_TIME: 6.096565008163452
> STR_ID: 5m6c |STR_LEN: 386 |STR_TIME: 0.8801310062408447
> STR_ID: 5m6d |STR_LEN: 926 |STR_TIME: 3.374500274658203
> STR_ID: 5m6e |STR_LEN: 317 |STR_TIME: 0.4741959571838379
> STR_ID: 5m6f |STR_LEN: 267 |STR_TIME: 0.4536731243133545
> STR_ID: 5m6h |STR_LEN: 273 |STR_TIME: 0.4491918087005615
> STR_ID: 5m6l |STR_LEN: 219 |STR_TIME: 0.431732177734375
> STR_ID: 5m6m |STR_LEN: 297 |STR_TIME: 0.4713268280029297
> STR_ID: 5m6n |STR_LEN: 550 |STR_TIME: 0.7915153503417969
> STR_ID: 5m6s |STR_LEN: 98 |STR_TIME: 0.3885939121246338
> STR_ID: 5m6u |STR_LEN: 1081 |STR_TIME: 3.5093612670898438
> STR_ID: 5m6w |STR_LEN: 4330 |STR_TIME: 14.44086480140686
> STR_ID: 5m6x |STR_LEN: 920 |STR_TIME: 1.3862597942352295
>> FINISH_DIR: ./data/m/m6/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 1085 |DIR_TIME: 524.923614025116 

>> START_DIR: ./data/m/m7/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1m70 |STR_LEN: 1588 |STR_TIME: 2.8957278728485107
> STR_ID: 1m71 |STR_LEN: 497 |STR_TIME: 0.8023128509521484
> STR_ID: 1m72 |STR_LEN: 1091 |STR_TIME: 1.4600777626037598
> STR_ID: 1m73 |STR_LEN: 359 |STR_TIME: 0.5479340553283691
> STR_ID: 1m74 |STR_LEN: 855 |STR_TIME: 1.493476152420044
> STR_ID: 1m75 |STR_LEN: 809 |STR_TIME: 1.209977149963379
> STR_ID: 1m76 |STR_LEN: 1086 |STR_TIME: 1.239363670349121
> STR_ID: 1m77 |STR_LEN: 45 |STR_TIME: 0.1090400218963623
> STR_ID: 1m78 |STR_LEN: 725 |STR_TIME: 0.8796429634094238
> STR_ID: 1m79 |STR_LEN: 744 |STR_TIME: 0.904365062713623
> STR_ID: 1m7a |STR_LEN: 730 |STR_TIME: 0.8720118999481201
> STR_ID: 1m7b |STR_LEN: 230 |STR_TIME: 0.37473106384277344
> STR_ID: 1m7d |STR_LEN: 559 |STR_TIME: 0.8996598720550537
> STR_ID: 1m7e |STR_LEN: 677 |STR_TIME: 0.9168860912322998
> STR_ID: 1m7g |STR_LEN: 1588 |STR_TIME: 1.70896315574646
> STR_ID: 1m7h |STR_LEN: 1322 |STR_TIME: 1.623877763748169
> STR_ID: 1m7i |STR_LEN: 610 |STR_TIME: 0.9000239372253418
> STR_ID: 1m7j |STR_LEN: 981 |STR_TIME: 1.004098892211914
> STR_ID: 1m7k |STR_LEN: 81 |STR_TIME: 5.375253915786743
> STR_ID: 1m7l |STR_LEN: 120 |STR_TIME: 7.9553539752960205
> STR_ID: 1m7n |STR_LEN: 817 |STR_TIME: 1.157026767730713
> STR_ID: 1m7o |STR_LEN: 624 |STR_TIME: 1.0625338554382324
> STR_ID: 1m7p |STR_LEN: 629 |STR_TIME: 0.9217691421508789
> STR_ID: 1m7q |STR_LEN: 464 |STR_TIME: 0.7051541805267334
> STR_ID: 1m7r |STR_LEN: 1264 |STR_TIME: 1.9886081218719482
> STR_ID: 1m7s |STR_LEN: 4067 |STR_TIME: 3.976990222930908
> STR_ID: 1m7t |STR_LEN: 107 |STR_TIME: 7.127013921737671
> STR_ID: 1m7u |STR_LEN: 535 |STR_TIME: 0.9790341854095459
> STR_ID: 1m7v |STR_LEN: 622 |STR_TIME: 0.7962770462036133
> STR_ID: 1m7w |STR_LEN: 960 |STR_TIME: 1.6023550033569336
> STR_ID: 1m7x |STR_LEN: 3483 |STR_TIME: 4.701385021209717
> STR_ID: 1m7y |STR_LEN: 758 |STR_TIME: 0.8992221355438232
> STR_ID: 1m7z |STR_LEN: 568 |STR_TIME: 0.7651691436767578
> STR_ID: 2m70 |STR_LEN: 155 |STR_TIME: 9.805357217788696
> STR_ID: 2m71 |STR_LEN: 98 |STR_TIME: 6.765965223312378
> STR_ID: 2m72 |STR_LEN: 153 |STR_TIME: 9.95491099357605
> STR_ID: 2m73 |STR_LEN: 25 |STR_TIME: 0.1501922607421875
> STR_ID: 2m74 |STR_LEN: 136 |STR_TIME: 7.629367113113403
> STR_ID: 2m75 |STR_LEN: 68 |STR_TIME: 4.009958267211914
> STR_ID: 2m76 |STR_LEN: 50 |STR_TIME: 3.2077908515930176
> STR_ID: 2m77 |STR_LEN: 18 |STR_TIME: 1.2464380264282227
> STR_ID: 2m78 |STR_LEN: 18 |STR_TIME: 1.1098947525024414
> STR_ID: 2m79 |STR_LEN: 18 |STR_TIME: 1.1101441383361816
> STR_ID: 2m7a |STR_LEN: 87 |STR_TIME: 5.525266885757446
> STR_ID: 2m7b |STR_LEN: 78 |STR_TIME: 4.822932004928589
> STR_ID: 2m7c |STR_LEN: 21 |STR_TIME: 1.9368770122528076
> STR_ID: 2m7d |STR_LEN: 20 |STR_TIME: 1.8432929515838623
> STR_ID: 2m7e |STR_LEN: 26 |STR_TIME: 1.8608131408691406
> STR_ID: 2m7f |STR_LEN: 71 |STR_TIME: 4.068260192871094
> STR_ID: 2m7g |STR_LEN: 61 |STR_TIME: 3.4530858993530273
> STR_ID: 2m7h |STR_LEN: 71 |STR_TIME: 4.150969982147217
> STR_ID: 2m7i |STR_LEN: 14 |STR_TIME: 1.0601332187652588
> STR_ID: 2m7j |STR_LEN: 14 |STR_TIME: 1.1104471683502197
> STR_ID: 2m7k |STR_LEN: 66 |STR_TIME: 2.17714524269104
> STR_ID: 2m7l |STR_LEN: 144 |STR_TIME: 5.2813849449157715
> STR_ID: 2m7m |STR_LEN: 68 |STR_TIME: 2.143247127532959
> STR_ID: 2m7n |STR_LEN: 70 |STR_TIME: 2.2614049911499023
> STR_ID: 2m7o |STR_LEN: 70 |STR_TIME: 4.4554009437561035
> STR_ID: 2m7p |STR_LEN: 43 |STR_TIME: 2.4642300605773926
> STR_ID: 2m7q |STR_LEN: 71 |STR_TIME: 4.534055948257446
> STR_ID: 2m7r |STR_LEN: 10 |STR_TIME: 0.5924811363220215
> STR_ID: 2m7s |STR_LEN: 90 |STR_TIME: 5.4729437828063965
> STR_ID: 2m7t |STR_LEN: 33 |STR_TIME: 1.696908950805664
> STR_ID: 2m7u |STR_LEN: 166 |STR_TIME: 5.679181098937988
> STR_ID: 2m7v |STR_LEN: 166 |STR_TIME: 5.7189271450042725
> STR_ID: 2m7w |STR_LEN: 177 |STR_TIME: 10.876726865768433
> STR_ID: 2m7x |STR_LEN: 30 |STR_TIME: 2.322913885116577
> STR_ID: 2m7y |STR_LEN: 72 |STR_TIME: 0.27412891387939453
> STR_ID: 2m7z |STR_LEN: 81 |STR_TIME: 5.437562942504883
> STR_ID: 3m70 |STR_LEN: 489 |STR_TIME: 1.071533203125
> STR_ID: 3m71 |STR_LEN: 522 |STR_TIME: 1.1718599796295166
> STR_ID: 3m72 |STR_LEN: 501 |STR_TIME: 1.245786190032959
> STR_ID: 3m73 |STR_LEN: 596 |STR_TIME: 1.3780629634857178
> STR_ID: 3m74 |STR_LEN: 510 |STR_TIME: 1.2367210388183594
> STR_ID: 3m75 |STR_LEN: 509 |STR_TIME: 1.178947925567627
> STR_ID: 3m76 |STR_LEN: 497 |STR_TIME: 1.1724143028259277
> STR_ID: 3m77 |STR_LEN: 524 |STR_TIME: 1.1557261943817139
> STR_ID: 3m78 |STR_LEN: 414 |STR_TIME: 1.1001198291778564
> STR_ID: 3m79 |STR_LEN: 1259 |STR_TIME: 1.6728157997131348
> STR_ID: 3m7a |STR_LEN: 744 |STR_TIME: 1.216088056564331
> STR_ID: 3m7b |STR_LEN: 482 |STR_TIME: 1.145604133605957
> STR_ID: 3m7c |STR_LEN: 504 |STR_TIME: 1.121579647064209
> STR_ID: 3m7d |STR_LEN: 614 |STR_TIME: 1.4241831302642822
> STR_ID: 3m7e |STR_LEN: 510 |STR_TIME: 1.108666181564331
> STR_ID: 3m7f |STR_LEN: 383 |STR_TIME: 0.9135279655456543
> STR_ID: 3m7g |STR_LEN: 296 |STR_TIME: 0.9477591514587402
> STR_ID: 3m7h |STR_LEN: 713 |STR_TIME: 1.739130973815918
> STR_ID: 3m7i |STR_LEN: 964 |STR_TIME: 1.2548880577087402
> STR_ID: 3m7j |STR_LEN: 656 |STR_TIME: 1.6374778747558594
> STR_ID: 3m7k |STR_LEN: 290 |STR_TIME: 0.7803168296813965
> STR_ID: 3m7l |STR_LEN: 542 |STR_TIME: 1.1744346618652344
> STR_ID: 3m7m |STR_LEN: 231 |STR_TIME: 0.7865161895751953
> STR_ID: 3m7n |STR_LEN: 2777 |STR_TIME: 3.834116220474243
> STR_ID: 3m7o |STR_LEN: 1000 |STR_TIME: 1.189337968826294
> STR_ID: 3m7p |STR_LEN: 375 |STR_TIME: 0.6409900188446045
> STR_ID: 3m7q |STR_LEN: 811 |STR_TIME: 0.6703667640686035
> STR_ID: 3m7r |STR_LEN: 418 |STR_TIME: 0.5340092182159424
> STR_ID: 3m7s |STR_LEN: 390 |STR_TIME: 0.6304099559783936
> STR_ID: 3m7t |STR_LEN: 652 |STR_TIME: 0.8581368923187256
> STR_ID: 3m7u |STR_LEN: 733 |STR_TIME: 1.2185516357421875
> STR_ID: 3m7v |STR_LEN: 1122 |STR_TIME: 2.644724130630493
> STR_ID: 3m7w |STR_LEN: 2635 |STR_TIME: 2.937330961227417
> STR_ID: 4m70 |STR_LEN: 1101 |STR_TIME: 1.6771509647369385
> STR_ID: 4m71 |STR_LEN: 1217 |STR_TIME: 1.4158427715301514
> STR_ID: 4m72 |STR_LEN: 1441 |STR_TIME: 1.5404000282287598
> STR_ID: 4m73 |STR_LEN: 1475 |STR_TIME: 1.4700911045074463
> STR_ID: 4m74 |STR_LEN: 1179 |STR_TIME: 1.4408550262451172
> STR_ID: 4m75 |STR_LEN: 1191 |STR_TIME: 3.953392267227173
> STR_ID: 4m76 |STR_LEN: 510 |STR_TIME: 1.6035919189453125
> STR_ID: 4m77 |STR_LEN: 1054 |STR_TIME: 3.367827892303467
> STR_ID: 4m78 |STR_LEN: 1081 |STR_TIME: 3.3568472862243652
> STR_ID: 4m7a |STR_LEN: 1036 |STR_TIME: 3.529184103012085
> STR_ID: 4m7b |STR_LEN: 655 |STR_TIME: 0.8745310306549072
> STR_ID: 4m7c |STR_LEN: 690 |STR_TIME: 1.5615670680999756
> STR_ID: 4m7d |STR_LEN: 1138 |STR_TIME: 3.4959278106689453
> STR_ID: 4m7e |STR_LEN: 1832 |STR_TIME: 3.2722580432891846
> STR_ID: 4m7f |STR_LEN: 767 |STR_TIME: 0.9578561782836914
> STR_ID: 4m7g |STR_LEN: 576 |STR_TIME: 1.3533399105072021
> STR_ID: 4m7h |STR_LEN: 743 |STR_TIME: 0.9345400333404541
> STR_ID: 4m7i |STR_LEN: 372 |STR_TIME: 0.59535813331604
> STR_ID: 4m7j |STR_LEN: 663 |STR_TIME: 1.4704110622406006
> STR_ID: 4m7k |STR_LEN: 798 |STR_TIME: 0.911707878112793
> STR_ID: 4m7l |STR_LEN: 637 |STR_TIME: 2.021627902984619
> STR_ID: 4m7m |STR_LEN: 147 |STR_TIME: 0.5120337009429932
