>> START_DIR: ./data/q/q0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1q01 |STR_LEN: 38 |STR_TIME: 2.9323911666870117
> STR_ID: 3q0f |STR_LEN: 330 |STR_TIME: 0.6923160552978516
> STR_ID: 3q0g |STR_LEN: 2373 |STR_TIME: 4.999252080917358
> STR_ID: 3q0h |STR_LEN: 336 |STR_TIME: 0.8582501411437988
> STR_ID: 3q0i |STR_LEN: 612 |STR_TIME: 1.2765710353851318
> STR_ID: 3q0j |STR_LEN: 2505 |STR_TIME: 2.949827194213867
> STR_ID: 3q0k |STR_LEN: 1356 |STR_TIME: 4.103200912475586
> STR_ID: 3q0l |STR_LEN: 885 |STR_TIME: 1.507267951965332
> STR_ID: 3q0m |STR_LEN: 779 |STR_TIME: 1.3715980052947998
> STR_ID: 3q0n |STR_LEN: 924 |STR_TIME: 1.447012186050415
> STR_ID: 3q0o |STR_LEN: 792 |STR_TIME: 1.3729519844055176
> STR_ID: 3q0p |STR_LEN: 837 |STR_TIME: 1.4764323234558105
> STR_ID: 3q0q |STR_LEN: 557 |STR_TIME: 1.3239350318908691
> STR_ID: 3q0r |STR_LEN: 555 |STR_TIME: 0.7501659393310547
> STR_ID: 3q0s |STR_LEN: 487 |STR_TIME: 1.284404993057251
> STR_ID: 3q0t |STR_LEN: 1901 |STR_TIME: 2.9886109828948975
> STR_ID: 3q0u |STR_LEN: 423 |STR_TIME: 0.45438194274902344
> STR_ID: 3q0v |STR_LEN: 582 |STR_TIME: 1.3807799816131592
> STR_ID: 3q0w |STR_LEN: 309 |STR_TIME: 0.44955015182495117
> STR_ID: 3q0x |STR_LEN: 422 |STR_TIME: 0.7819089889526367
> STR_ID: 3q0y |STR_LEN: 2013 |STR_TIME: 1.8940081596374512
> STR_ID: 3q0z |STR_LEN: 1617 |STR_TIME: 2.197801113128662
> STR_ID: 4q00 |STR_LEN: 1125 |STR_TIME: 1.4622828960418701
> STR_ID: 4q01 |STR_LEN: 775 |STR_TIME: 1.4101531505584717
> STR_ID: 4q02 |STR_LEN: 400 |STR_TIME: 0.44069600105285645
> STR_ID: 4q03 |STR_LEN: 496 |STR_TIME: 0.7644469738006592
> STR_ID: 4q04 |STR_LEN: 716 |STR_TIME: 1.6525888442993164
> STR_ID: 4q05 |STR_LEN: 1235 |STR_TIME: 1.381371259689331
> STR_ID: 4q06 |STR_LEN: 554 |STR_TIME: 1.148817777633667
> STR_ID: 4q07 |STR_LEN: 567 |STR_TIME: 1.3823790550231934
> STR_ID: 4q08 |STR_LEN: 600 |STR_TIME: 1.1992030143737793
> STR_ID: 4q09 |STR_LEN: 517 |STR_TIME: 1.1012170314788818
> STR_ID: 4q0a |STR_LEN: 338 |STR_TIME: 0.5829250812530518
> STR_ID: 4q0b |STR_LEN: 2014 |STR_TIME: 4.059786081314087
> STR_ID: 4q0c |STR_LEN: 2052 |STR_TIME: 3.579508066177368
> STR_ID: 4q0d |STR_LEN: 2560 |STR_TIME: 5.063687801361084
> STR_ID: 4q0e |STR_LEN: 2563 |STR_TIME: 5.083395004272461
> STR_ID: 4q0f |STR_LEN: 289 |STR_TIME: 0.4459850788116455
> STR_ID: 4q0g |STR_LEN: 2121 |STR_TIME: 2.901519775390625
> STR_ID: 4q0h |STR_LEN: 714 |STR_TIME: 2.559399127960205
> STR_ID: 4q0i |STR_LEN: 588 |STR_TIME: 1.2778408527374268
> STR_ID: 4q0j |STR_LEN: 548 |STR_TIME: 1.6704261302947998
> STR_ID: 4q0k |STR_LEN: 353 |STR_TIME: 0.6893088817596436
> STR_ID: 4q0l |STR_LEN: 1370 |STR_TIME: 2.048978090286255
> STR_ID: 4q0m |STR_LEN: 427 |STR_TIME: 0.680145263671875
> STR_ID: 4q0n |STR_LEN: 1457 |STR_TIME: 3.444359064102173
> STR_ID: 4q0o |STR_LEN: 199 |STR_TIME: 0.514517068862915
> STR_ID: 4q0p |STR_LEN: 398 |STR_TIME: 0.5462620258331299
> STR_ID: 4q0q |STR_LEN: 350 |STR_TIME: 0.5517070293426514
> STR_ID: 4q0r |STR_LEN: 653 |STR_TIME: 1.1423420906066895
> STR_ID: 4q0s |STR_LEN: 382 |STR_TIME: 0.5385620594024658
> STR_ID: 4q0t |STR_LEN: 2384 |STR_TIME: 2.5128157138824463
> STR_ID: 4q0u |STR_LEN: 384 |STR_TIME: 0.5531530380249023
> STR_ID: 4q0v |STR_LEN: 359 |STR_TIME: 0.5474629402160645
> STR_ID: 4q0w |STR_LEN: 1219 |STR_TIME: 1.5478498935699463
> STR_ID: 4q0x |STR_LEN: 466 |STR_TIME: 1.431459665298462
> STR_ID: 4q0y |STR_LEN: 752 |STR_TIME: 1.5761570930480957
> STR_ID: 4q0z |STR_LEN: 2139 |STR_TIME: 3.2395119667053223
>> FINISH_DIR: ./data/q/q0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 139 |DIR_TIME: 262.4189450740814 

>> START_DIR: ./data/q/q1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1q10 |STR_LEN: 112 |STR_TIME: 14.585717916488647
> STR_ID: 1q11 |STR_LEN: 682 |STR_TIME: 0.7989709377288818
> STR_ID: 1q12 |STR_LEN: 1482 |STR_TIME: 2.650170087814331
> STR_ID: 1q13 |STR_LEN: 1035 |STR_TIME: 1.5138561725616455
> STR_ID: 1q14 |STR_LEN: 404 |STR_TIME: 0.6156911849975586
> STR_ID: 1q15 |STR_LEN: 2258 |STR_TIME: 3.55879807472229
> STR_ID: 1q16 |STR_LEN: 3202 |STR_TIME: 4.335520029067993
> STR_ID: 1q17 |STR_LEN: 1051 |STR_TIME: 1.7724809646606445
> STR_ID: 1q18 |STR_LEN: 1027 |STR_TIME: 1.338855266571045
> STR_ID: 1q19 |STR_LEN: 2411 |STR_TIME: 3.7472310066223145
> STR_ID: 1q1a |STR_LEN: 600 |STR_TIME: 0.6990530490875244
> STR_ID: 1q1b |STR_LEN: 1468 |STR_TIME: 2.6378860473632812
> STR_ID: 1q1c |STR_LEN: 453 |STR_TIME: 0.5551121234893799
> STR_ID: 1q1e |STR_LEN: 734 |STR_TIME: 1.3000540733337402
> STR_ID: 1q1f |STR_LEN: 260 |STR_TIME: 0.6302320957183838
> STR_ID: 1q1g |STR_LEN: 1852 |STR_TIME: 3.4434938430786133
> STR_ID: 1q1h |STR_LEN: 85 |STR_TIME: 0.20103001594543457
> STR_ID: 1q1j |STR_LEN: 965 |STR_TIME: 1.653439998626709
> STR_ID: 1q1k |STR_LEN: 291 |STR_TIME: 0.5687010288238525
> STR_ID: 1q1l |STR_LEN: 1899 |STR_TIME: 2.7875938415527344
> STR_ID: 1q1m |STR_LEN: 424 |STR_TIME: 0.6344010829925537
> STR_ID: 1q1n |STR_LEN: 362 |STR_TIME: 0.6591849327087402
> STR_ID: 1q1o |STR_LEN: 98 |STR_TIME: 7.218900918960571
> STR_ID: 1q1p |STR_LEN: 448 |STR_TIME: 0.543708086013794
> STR_ID: 1q1q |STR_LEN: 289 |STR_TIME: 0.5995657444000244
> STR_ID: 1q1r |STR_LEN: 1502 |STR_TIME: 1.9151959419250488
> STR_ID: 1q1s |STR_LEN: 759 |STR_TIME: 0.9594988822937012
> STR_ID: 1q1t |STR_LEN: 748 |STR_TIME: 0.953826904296875
> STR_ID: 1q1u |STR_LEN: 178 |STR_TIME: 0.31610703468322754
> STR_ID: 1q1v |STR_LEN: 70 |STR_TIME: 2.6780548095703125
> STR_ID: 1q1w |STR_LEN: 1082 |STR_TIME: 1.837385892868042
> STR_ID: 1q1y |STR_LEN: 437 |STR_TIME: 0.5162980556488037
> STR_ID: 1q1z |STR_LEN: 364 |STR_TIME: 0.6416530609130859
> STR_ID: 2q10 |STR_LEN: 1170 |STR_TIME: 1.5359461307525635
> STR_ID: 2q11 |STR_LEN: 1574 |STR_TIME: 2.467237949371338
> STR_ID: 2q12 |STR_LEN: 389 |STR_TIME: 0.6238579750061035
> STR_ID: 2q13 |STR_LEN: 521 |STR_TIME: 0.8323628902435303
> STR_ID: 2q14 |STR_LEN: 4860 |STR_TIME: 7.191206693649292
> STR_ID: 2q15 |STR_LEN: 543 |STR_TIME: 0.8087351322174072
> STR_ID: 2q16 |STR_LEN: 810 |STR_TIME: 0.9367270469665527
> STR_ID: 2q17 |STR_LEN: 2419 |STR_TIME: 5.3285791873931885
> STR_ID: 2q18 |STR_LEN: 567 |STR_TIME: 0.6512351036071777
> STR_ID: 2q19 |STR_LEN: 355 |STR_TIME: 0.5411748886108398
> STR_ID: 2q1a |STR_LEN: 401 |STR_TIME: 0.5974199771881104
> STR_ID: 2q1b |STR_LEN: 546 |STR_TIME: 0.6229300498962402
> STR_ID: 2q1c |STR_LEN: 381 |STR_TIME: 0.5901544094085693
> STR_ID: 2q1d |STR_LEN: 335 |STR_TIME: 0.566500186920166
> STR_ID: 2q1e |STR_LEN: 880 |STR_TIME: 1.013800859451294
> STR_ID: 2q1f |STR_LEN: 2067 |STR_TIME: 3.6581292152404785
> STR_ID: 2q1h |STR_LEN: 411 |STR_TIME: 0.5541541576385498
> STR_ID: 2q1j |STR_LEN: 386 |STR_TIME: 0.5892238616943359
> STR_ID: 2q1k |STR_LEN: 208 |STR_TIME: 0.4733591079711914
> STR_ID: 2q1l |STR_LEN: 2092 |STR_TIME: 2.879849910736084
> STR_ID: 2q1m |STR_LEN: 158 |STR_TIME: 0.28517627716064453
> STR_ID: 2q1n |STR_LEN: 720 |STR_TIME: 1.348769187927246
> STR_ID: 2q1o |STR_LEN: 371 |STR_TIME: 0.5948238372802734
> STR_ID: 2q1p |STR_LEN: 330 |STR_TIME: 0.346541166305542
> STR_ID: 2q1q |STR_LEN: 419 |STR_TIME: 0.6216890811920166
> STR_ID: 2q1r |STR_LEN: 89 |STR_TIME: 0.20047473907470703
> STR_ID: 2q1s |STR_LEN: 585 |STR_TIME: 0.735832929611206
> STR_ID: 2q1t |STR_LEN: 543 |STR_TIME: 0.72794508934021
> STR_ID: 2q1u |STR_LEN: 1172 |STR_TIME: 1.4359219074249268
> STR_ID: 2q1v |STR_LEN: 427 |STR_TIME: 0.549699068069458
> STR_ID: 2q1w |STR_LEN: 1313 |STR_TIME: 1.751338005065918
> STR_ID: 2q1x |STR_LEN: 709 |STR_TIME: 1.813256025314331
> STR_ID: 2q1y |STR_LEN: 764 |STR_TIME: 1.913550853729248
> STR_ID: 2q1z |STR_LEN: 710 |STR_TIME: 2.523514986038208
> STR_ID: 3q10 |STR_LEN: 1761 |STR_TIME: 3.769136905670166
> STR_ID: 3q11 |STR_LEN: 1334 |STR_TIME: 2.516301155090332
> STR_ID: 3q12 |STR_LEN: 2297 |STR_TIME: 4.527231216430664
> STR_ID: 3q13 |STR_LEN: 588 |STR_TIME: 1.067260980606079
> STR_ID: 3q14 |STR_LEN: 1808 |STR_TIME: 3.6490659713745117
> STR_ID: 3q15 |STR_LEN: 1155 |STR_TIME: 3.3388748168945312
> STR_ID: 3q16 |STR_LEN: 3555 |STR_TIME: 6.469703912734985
> STR_ID: 3q17 |STR_LEN: 852 |STR_TIME: 2.717165946960449
> STR_ID: 3q18 |STR_LEN: 817 |STR_TIME: 1.8191678524017334
> STR_ID: 3q19 |STR_LEN: 677 |STR_TIME: 1.7689509391784668
> STR_ID: 3q1c |STR_LEN: 797 |STR_TIME: 1.2675321102142334
> STR_ID: 3q1d |STR_LEN: 81 |STR_TIME: 0.24514007568359375
> STR_ID: 3q1e |STR_LEN: 514 |STR_TIME: 0.8935530185699463
> STR_ID: 3q1f |STR_LEN: 1277 |STR_TIME: 1.169118881225586
> STR_ID: 3q1g |STR_LEN: 2170 |STR_TIME: 6.737087965011597
> STR_ID: 3q1h |STR_LEN: 326 |STR_TIME: 0.6490375995635986
> STR_ID: 3q1i |STR_LEN: 419 |STR_TIME: 0.7838671207427979
> STR_ID: 3q1j |STR_LEN: 72 |STR_TIME: 0.17522263526916504
> STR_ID: 3q1k |STR_LEN: 1901 |STR_TIME: 4.753378868103027
> STR_ID: 3q1l |STR_LEN: 1774 |STR_TIME: 5.116720914840698
> STR_ID: 3q1m |STR_LEN: 303 |STR_TIME: 0.6903307437896729
> STR_ID: 3q1n |STR_LEN: 646 |STR_TIME: 1.1913080215454102
> STR_ID: 3q1o |STR_LEN: 1450 |STR_TIME: 2.485093116760254
> STR_ID: 3q1p |STR_LEN: 795 |STR_TIME: 0.8807551860809326
> STR_ID: 3q1q |STR_LEN: 551 |STR_TIME: 2.4031248092651367
> STR_ID: 3q1r |STR_LEN: 555 |STR_TIME: 2.4849321842193604
> STR_ID: 3q1s |STR_LEN: 748 |STR_TIME: 1.9414479732513428
> STR_ID: 3q1t |STR_LEN: 1881 |STR_TIME: 4.914428949356079
> STR_ID: 3q1x |STR_LEN: 375 |STR_TIME: 0.5844929218292236
> STR_ID: 3q1y |STR_LEN: 426 |STR_TIME: 0.6159191131591797
> STR_ID: 4q10 |STR_LEN: 759 |STR_TIME: 1.6025009155273438
> STR_ID: 4q11 |STR_LEN: 369 |STR_TIME: 0.9943242073059082
> STR_ID: 4q12 |STR_LEN: 665 |STR_TIME: 1.8173508644104004
> STR_ID: 4q13 |STR_LEN: 494 |STR_TIME: 1.5509347915649414
> STR_ID: 4q14 |STR_LEN: 477 |STR_TIME: 0.9631810188293457
> STR_ID: 4q15 |STR_LEN: 1200 |STR_TIME: 3.397407054901123
> STR_ID: 4q16 |STR_LEN: 1434 |STR_TIME: 2.0450539588928223
> STR_ID: 4q17 |STR_LEN: 2235 |STR_TIME: 2.5239763259887695
> STR_ID: 4q18 |STR_LEN: 555 |STR_TIME: 1.1035268306732178
> STR_ID: 4q19 |STR_LEN: 565 |STR_TIME: 0.9965109825134277
> STR_ID: 4q1a |STR_LEN: 570 |STR_TIME: 1.0863380432128906
> STR_ID: 4q1b |STR_LEN: 553 |STR_TIME: 1.0892131328582764
> STR_ID: 4q1c |STR_LEN: 572 |STR_TIME: 1.0277628898620605
> STR_ID: 4q1d |STR_LEN: 554 |STR_TIME: 0.9806778430938721
> STR_ID: 4q1e |STR_LEN: 653 |STR_TIME: 1.111429214477539
> STR_ID: 4q1f |STR_LEN: 636 |STR_TIME: 1.0685298442840576
> STR_ID: 4q1g |STR_LEN: 1046 |STR_TIME: 2.6308627128601074
> STR_ID: 4q1h |STR_LEN: 1244 |STR_TIME: 2.820120096206665
> STR_ID: 4q1i |STR_LEN: 912 |STR_TIME: 2.545497179031372
> STR_ID: 4q1j |STR_LEN: 996 |STR_TIME: 2.7554500102996826
> STR_ID: 4q1k |STR_LEN: 1278 |STR_TIME: 2.6858699321746826
> STR_ID: 4q1l |STR_LEN: 419 |STR_TIME: 0.50856614112854
> STR_ID: 4q1n |STR_LEN: 1095 |STR_TIME: 2.324038028717041
> STR_ID: 4q1o |STR_LEN: 2236 |STR_TIME: 2.468653917312622
> STR_ID: 4q1p |STR_LEN: 494 |STR_TIME: 1.4787991046905518
> STR_ID: 4q1q |STR_LEN: 692 |STR_TIME: 1.2031900882720947
> STR_ID: 4q1r |STR_LEN: 475 |STR_TIME: 1.4444150924682617
> STR_ID: 4q1s |STR_LEN: 7679 |STR_TIME: 21.27162480354309
> STR_ID: 4q1t |STR_LEN: 1654 |STR_TIME: 4.242077112197876
> STR_ID: 4q1u |STR_LEN: 467 |STR_TIME: 0.7115650177001953
> STR_ID: 4q1v |STR_LEN: 2060 |STR_TIME: 2.9212310314178467
> STR_ID: 4q1w |STR_LEN: 313 |STR_TIME: 0.7283520698547363
> STR_ID: 4q1x |STR_LEN: 294 |STR_TIME: 0.7383489608764648
> STR_ID: 4q1y |STR_LEN: 329 |STR_TIME: 0.7684321403503418
> STR_ID: 4q1z |STR_LEN: 548 |STR_TIME: 1.3645920753479004
>> FINISH_DIR: ./data/q/q1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 271 |DIR_TIME: 267.93185210227966 

>> START_DIR: ./data/q/q2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1q20 |STR_LEN: 415 |STR_TIME: 0.6382710933685303
> STR_ID: 1q21 |STR_LEN: 212 |STR_TIME: 0.36634206771850586
> STR_ID: 1q22 |STR_LEN: 357 |STR_TIME: 0.5852639675140381
> STR_ID: 1q23 |STR_LEN: 3158 |STR_TIME: 5.110034942626953
> STR_ID: 1q24 |STR_LEN: 491 |STR_TIME: 0.7822110652923584
> STR_ID: 1q25 |STR_LEN: 801 |STR_TIME: 1.0044021606445312
> STR_ID: 1q27 |STR_LEN: 171 |STR_TIME: 5.605114936828613
> STR_ID: 1q29 |STR_LEN: 46 |STR_TIME: 0.2567768096923828
> STR_ID: 1q2b |STR_LEN: 794 |STR_TIME: 0.8641669750213623
> STR_ID: 1q2c |STR_LEN: 218 |STR_TIME: 0.3684349060058594
> STR_ID: 1q2d |STR_LEN: 230 |STR_TIME: 0.37436890602111816
> STR_ID: 1q2e |STR_LEN: 1467 |STR_TIME: 1.6778297424316406
> STR_ID: 1q2f |STR_LEN: 32 |STR_TIME: 3.6840550899505615
> STR_ID: 1q2h |STR_LEN: 252 |STR_TIME: 0.38862013816833496
> STR_ID: 1q2i |STR_LEN: 32 |STR_TIME: 2.443681001663208
> STR_ID: 1q2j |STR_LEN: 22 |STR_TIME: 1.4757201671600342
> STR_ID: 1q2k |STR_LEN: 31 |STR_TIME: 2.0557568073272705
> STR_ID: 1q2l |STR_LEN: 2535 |STR_TIME: 2.2103559970855713
> STR_ID: 1q2n |STR_LEN: 58 |STR_TIME: 1.9768331050872803
> STR_ID: 1q2o |STR_LEN: 1427 |STR_TIME: 1.7615501880645752
> STR_ID: 1q2p |STR_LEN: 461 |STR_TIME: 0.5745909214019775
> STR_ID: 1q2q |STR_LEN: 813 |STR_TIME: 1.4215130805969238
> STR_ID: 1q2r |STR_LEN: 1670 |STR_TIME: 3.096508741378784
> STR_ID: 1q2s |STR_LEN: 1634 |STR_TIME: 2.976289749145508
> STR_ID: 1q2t |STR_LEN: 28 |STR_TIME: 0.24216294288635254
> STR_ID: 1q2u |STR_LEN: 384 |STR_TIME: 0.4357609748840332
> STR_ID: 1q2v |STR_LEN: 2231 |STR_TIME: 3.6517550945281982
> STR_ID: 1q2w |STR_LEN: 1049 |STR_TIME: 1.2211432456970215
> STR_ID: 1q2x |STR_LEN: 926 |STR_TIME: 1.4110052585601807
> STR_ID: 1q2y |STR_LEN: 176 |STR_TIME: 0.29917001724243164
> STR_ID: 1q2z |STR_LEN: 120 |STR_TIME: 8.103033065795898
> STR_ID: 2q20 |STR_LEN: 671 |STR_TIME: 1.1076080799102783
> STR_ID: 2q21 |STR_LEN: 213 |STR_TIME: 0.38150906562805176
> STR_ID: 2q22 |STR_LEN: 591 |STR_TIME: 0.7877030372619629
> STR_ID: 2q24 |STR_LEN: 623 |STR_TIME: 0.7188808917999268
> STR_ID: 2q27 |STR_LEN: 1542 |STR_TIME: 2.296934127807617
> STR_ID: 2q28 |STR_LEN: 2006 |STR_TIME: 2.346256971359253
> STR_ID: 2q29 |STR_LEN: 1761 |STR_TIME: 2.316757917404175
> STR_ID: 2q2a |STR_LEN: 1854 |STR_TIME: 2.163165807723999
> STR_ID: 2q2b |STR_LEN: 337 |STR_TIME: 0.6013810634613037
> STR_ID: 2q2c |STR_LEN: 1377 |STR_TIME: 2.041022300720215
> STR_ID: 2q2e |STR_LEN: 897 |STR_TIME: 1.7495777606964111
> STR_ID: 2q2f |STR_LEN: 143 |STR_TIME: 0.3601861000061035
> STR_ID: 2q2g |STR_LEN: 625 |STR_TIME: 0.7620260715484619
> STR_ID: 2q2h |STR_LEN: 534 |STR_TIME: 0.5408022403717041
> STR_ID: 2q2i |STR_LEN: 577 |STR_TIME: 0.5861179828643799
> STR_ID: 2q2j |STR_LEN: 645 |STR_TIME: 0.6021318435668945
> STR_ID: 2q2k |STR_LEN: 110 |STR_TIME: 0.39829087257385254
> STR_ID: 2q2l |STR_LEN: 519 |STR_TIME: 0.6118919849395752
> STR_ID: 2q2m |STR_LEN: 289 |STR_TIME: 0.41971397399902344
> STR_ID: 2q2n |STR_LEN: 581 |STR_TIME: 0.749675989151001
> STR_ID: 2q2o |STR_LEN: 453 |STR_TIME: 0.689378023147583
> STR_ID: 2q2p |STR_LEN: 191 |STR_TIME: 0.32025766372680664
> STR_ID: 2q2q |STR_LEN: 2455 |STR_TIME: 3.7064030170440674
> STR_ID: 2q2r |STR_LEN: 1230 |STR_TIME: 1.7690761089324951
> STR_ID: 2q2t |STR_LEN: 481 |STR_TIME: 0.885653018951416
> STR_ID: 2q2u |STR_LEN: 1396 |STR_TIME: 3.1842539310455322
> STR_ID: 2q2v |STR_LEN: 1453 |STR_TIME: 2.0026299953460693
> STR_ID: 2q2w |STR_LEN: 1327 |STR_TIME: 1.8463728427886963
> STR_ID: 2q2x |STR_LEN: 389 |STR_TIME: 0.5709357261657715
