>> START_DIR: ./data/v/v0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1v00 |STR_LEN: 2092 |STR_TIME: 2.134477138519287
> STR_ID: 1v1i |STR_LEN: 537 |STR_TIME: 0.5843148231506348
> STR_ID: 1v1j |STR_LEN: 2516 |STR_TIME: 3.196979284286499
> STR_ID: 1v1k |STR_LEN: 387 |STR_TIME: 0.6193783283233643
> STR_ID: 1v1m |STR_LEN: 1292 |STR_TIME: 1.4708781242370605
> STR_ID: 1v1o |STR_LEN: 428 |STR_TIME: 0.7284252643585205
> STR_ID: 1v1p |STR_LEN: 406 |STR_TIME: 0.722862720489502
> STR_ID: 1v1q |STR_LEN: 360 |STR_TIME: 0.4663708209991455
> STR_ID: 1v1r |STR_LEN: 1229 |STR_TIME: 1.4373321533203125
> STR_ID: 1v1s |STR_LEN: 1812 |STR_TIME: 3.0587968826293945
> STR_ID: 1v1t |STR_LEN: 618 |STR_TIME: 1.2120800018310547
> STR_ID: 2v10 |STR_LEN: 668 |STR_TIME: 1.2025349140167236
> STR_ID: 2v11 |STR_LEN: 668 |STR_TIME: 1.2395551204681396
> STR_ID: 2v12 |STR_LEN: 668 |STR_TIME: 1.1808347702026367
> STR_ID: 2v13 |STR_LEN: 331 |STR_TIME: 0.6212260723114014
> STR_ID: 2v14 |STR_LEN: 196 |STR_TIME: 0.3059399127960205
> STR_ID: 2v15 |STR_LEN: 2483 |STR_TIME: 3.4201600551605225
> STR_ID: 2v16 |STR_LEN: 690 |STR_TIME: 1.3672771453857422
> STR_ID: 2v17 |STR_LEN: 1144 |STR_TIME: 1.7349050045013428
> STR_ID: 2v18 |STR_LEN: 862 |STR_TIME: 1.6141278743743896
> STR_ID: 2v19 |STR_LEN: 873 |STR_TIME: 1.7092022895812988
> STR_ID: 2v1a |STR_LEN: 290 |STR_TIME: 0.3480861186981201
> STR_ID: 2v1b |STR_LEN: 286 |STR_TIME: 0.3530313968658447
> STR_ID: 2v1c |STR_LEN: 630 |STR_TIME: 1.0722379684448242
> STR_ID: 2v1d |STR_LEN: 816 |STR_TIME: 1.482968807220459
> STR_ID: 2v1e |STR_LEN: 342 |STR_TIME: 0.6684999465942383
> STR_ID: 2v1f |STR_LEN: 375 |STR_TIME: 0.6905736923217773
> STR_ID: 2v1g |STR_LEN: 350 |STR_TIME: 0.6693859100341797
> STR_ID: 2v1h |STR_LEN: 344 |STR_TIME: 0.6630268096923828
> STR_ID: 2v1i |STR_LEN: 379 |STR_TIME: 0.7479579448699951
> STR_ID: 2v1j |STR_LEN: 360 |STR_TIME: 0.6667189598083496
> STR_ID: 2v1k |STR_LEN: 351 |STR_TIME: 0.6509950160980225
> STR_ID: 2v1l |STR_LEN: 164 |STR_TIME: 0.28079819679260254
> STR_ID: 2v1m |STR_LEN: 382 |STR_TIME: 0.7078640460968018
> STR_ID: 2v1n |STR_LEN: 111 |STR_TIME: 4.677722930908203
> STR_ID: 2v1o |STR_LEN: 1626 |STR_TIME: 1.858713150024414
> STR_ID: 2v1p |STR_LEN: 1061 |STR_TIME: 1.0090219974517822
> STR_ID: 2v1q |STR_LEN: 316 |STR_TIME: 0.5319561958312988
> STR_ID: 2v1r |STR_LEN: 263 |STR_TIME: 0.3497788906097412
> STR_ID: 2v1s |STR_LEN: 870 |STR_TIME: 1.077498197555542
> STR_ID: 2v1t |STR_LEN: 335 |STR_TIME: 0.3812730312347412
> STR_ID: 2v1u |STR_LEN: 436 |STR_TIME: 0.9403679370880127
> STR_ID: 2v1v |STR_LEN: 29 |STR_TIME: 1.7325618267059326
> STR_ID: 2v1w |STR_LEN: 327 |STR_TIME: 0.3962559700012207
> STR_ID: 2v1x |STR_LEN: 1386 |STR_TIME: 2.106579065322876
> STR_ID: 2v1y |STR_LEN: 277 |STR_TIME: 0.5400140285491943
> STR_ID: 2v1z |STR_LEN: 623 |STR_TIME: 0.6142280101776123
> STR_ID: 3v10 |STR_LEN: 1060 |STR_TIME: 1.227034091949463
> STR_ID: 3v11 |STR_LEN: 754 |STR_TIME: 1.6563780307769775
> STR_ID: 3v12 |STR_LEN: 495 |STR_TIME: 0.5149929523468018
> STR_ID: 3v13 |STR_LEN: 632 |STR_TIME: 0.546989917755127
> STR_ID: 3v14 |STR_LEN: 478 |STR_TIME: 0.60422682762146
> STR_ID: 3v15 |STR_LEN: 1386 |STR_TIME: 3.181504011154175
> STR_ID: 3v16 |STR_LEN: 530 |STR_TIME: 0.6482281684875488
> STR_ID: 3v17 |STR_LEN: 1510 |STR_TIME: 3.6368188858032227
> STR_ID: 3v18 |STR_LEN: 462 |STR_TIME: 0.6704368591308594
> STR_ID: 3v19 |STR_LEN: 173 |STR_TIME: 0.2399740219116211
> STR_ID: 3v1a |STR_LEN: 100 |STR_TIME: 0.3402559757232666
> STR_ID: 3v1b |STR_LEN: 155 |STR_TIME: 0.5654480457305908
> STR_ID: 3v1c |STR_LEN: 197 |STR_TIME: 0.5878398418426514
> STR_ID: 3v1d |STR_LEN: 789 |STR_TIME: 2.225048065185547
> STR_ID: 3v1e |STR_LEN: 188 |STR_TIME: 0.5523722171783447
> STR_ID: 3v1f |STR_LEN: 238 |STR_TIME: 0.5166573524475098
> STR_ID: 3v1g |STR_LEN: 187 |STR_TIME: 0.24960088729858398
> STR_ID: 3v1h |STR_LEN: 574 |STR_TIME: 0.6696598529815674
> STR_ID: 3v1k |STR_LEN: 695 |STR_TIME: 1.1010291576385498
> STR_ID: 3v1l |STR_LEN: 440 |STR_TIME: 0.5931499004364014
> STR_ID: 3v1m |STR_LEN: 406 |STR_TIME: 0.5913589000701904
> STR_ID: 3v1n |STR_LEN: 462 |STR_TIME: 0.5987310409545898
> STR_ID: 3v1o |STR_LEN: 242 |STR_TIME: 0.5997359752655029
> STR_ID: 3v1p |STR_LEN: 896 |STR_TIME: 0.9118998050689697
> STR_ID: 3v1q |STR_LEN: 237 |STR_TIME: 0.5684900283813477
> STR_ID: 3v1r |STR_LEN: 185 |STR_TIME: 0.5816309452056885
> STR_ID: 3v1s |STR_LEN: 858 |STR_TIME: 2.037231922149658
> STR_ID: 3v1t |STR_LEN: 1480 |STR_TIME: 2.5764358043670654
> STR_ID: 3v1u |STR_LEN: 541 |STR_TIME: 0.7927260398864746
> STR_ID: 3v1v |STR_LEN: 747 |STR_TIME: 0.7629249095916748
> STR_ID: 3v1w |STR_LEN: 874 |STR_TIME: 0.8405940532684326
> STR_ID: 3v1x |STR_LEN: 564 |STR_TIME: 0.6932787895202637
> STR_ID: 3v1y |STR_LEN: 1676 |STR_TIME: 2.3755598068237305
> STR_ID: 3v1z |STR_LEN: 823 |STR_TIME: 2.2370071411132812
> STR_ID: 4v10 |STR_LEN: 231 |STR_TIME: 15.508243083953857
> STR_ID: 4v11 |STR_LEN: 311 |STR_TIME: 0.4170234203338623
> STR_ID: 4v12 |STR_LEN: 645 |STR_TIME: 1.1756649017333984
> STR_ID: 4v14 |STR_LEN: 291 |STR_TIME: 1.2324800491333008
> STR_ID: 4v15 |STR_LEN: 1708 |STR_TIME: 2.8106460571289062
> STR_ID: 4v16 |STR_LEN: 306 |STR_TIME: 0.5677812099456787
> STR_ID: 4v17 |STR_LEN: 388 |STR_TIME: 0.9924700260162354
> STR_ID: 4v18 |STR_LEN: 403 |STR_TIME: 0.9970870018005371
> STR_ID: 4v19 |STR_LEN: 6319 |STR_TIME: 16.600230932235718
> STR_ID: 4v1a |STR_LEN: 3937 |STR_TIME: 7.5302488803863525
> STR_ID: 4v1b |STR_LEN: 305 |STR_TIME: 1.0056440830230713
> STR_ID: 4v1c |STR_LEN: 1544 |STR_TIME: 2.757801055908203
> STR_ID: 4v1d |STR_LEN: 534 |STR_TIME: 0.9485158920288086
> STR_ID: 4v1f |STR_LEN: 363 |STR_TIME: 1.0904150009155273
> STR_ID: 4v1g |STR_LEN: 341 |STR_TIME: 0.8295490741729736
> STR_ID: 4v1h |STR_LEN: 333 |STR_TIME: 0.8018627166748047
> STR_ID: 4v1i |STR_LEN: 311 |STR_TIME: 0.981586217880249
> STR_ID: 4v1j |STR_LEN: 224 |STR_TIME: 0.9654102325439453
> STR_ID: 4v1k |STR_LEN: 281 |STR_TIME: 0.5817241668701172
> STR_ID: 4v1l |STR_LEN: 753 |STR_TIME: 1.4247608184814453
> STR_ID: 4v1m |STR_LEN: 3665 |STR_TIME: 6.948919057846069
> STR_ID: 4v1n |STR_LEN: 4800 |STR_TIME: 9.453847169876099
> STR_ID: 4v1o |STR_LEN: 6138 |STR_TIME: 11.545886278152466
> STR_ID: 4v1p |STR_LEN: 307 |STR_TIME: 0.4429631233215332
> STR_ID: 4v1r |STR_LEN: 1744 |STR_TIME: 1.627516746520996
> STR_ID: 4v1s |STR_LEN: 1839 |STR_TIME: 2.912551164627075
> STR_ID: 4v1t |STR_LEN: 2115 |STR_TIME: 5.424399137496948
> STR_ID: 4v1u |STR_LEN: 1540 |STR_TIME: 4.9321489334106445
> STR_ID: 4v1v |STR_LEN: 1529 |STR_TIME: 5.01583194732666
> STR_ID: 4v1w |STR_LEN: 4080 |STR_TIME: 7.156435966491699
> STR_ID: 4v1x |STR_LEN: 3736 |STR_TIME: 9.3678719997406
> STR_ID: 4v1y |STR_LEN: 5876 |STR_TIME: 18.373275995254517
> STR_ID: 4v1z |STR_LEN: 913 |STR_TIME: 1.0069470405578613
> STR_ID: 5v10 |STR_LEN: 352 |STR_TIME: 0.9995381832122803
> STR_ID: 5v19 |STR_LEN: 519 |STR_TIME: 1.8541932106018066
> STR_ID: 5v1a |STR_LEN: 144 |STR_TIME: 0.4149472713470459
> STR_ID: 5v1f |STR_LEN: 402 |STR_TIME: 0.75193190574646
> STR_ID: 5v1g |STR_LEN: 789 |STR_TIME: 0.8467719554901123
> STR_ID: 5v1h |STR_LEN: 785 |STR_TIME: 0.833946943283081
> STR_ID: 5v1i |STR_LEN: 603 |STR_TIME: 0.8496921062469482
> STR_ID: 5v1j |STR_LEN: 385 |STR_TIME: 0.7320001125335693
> STR_ID: 5v1n |STR_LEN: 662 |STR_TIME: 0.9048590660095215
> STR_ID: 5v1o |STR_LEN: 700 |STR_TIME: 0.8715550899505615
> STR_ID: 5v1p |STR_LEN: 644 |STR_TIME: 0.8653569221496582
> STR_ID: 5v1r |STR_LEN: 599 |STR_TIME: 0.8621330261230469
> STR_ID: 5v1y |STR_LEN: 907 |STR_TIME: 1.91988205909729
> STR_ID: 5v1z |STR_LEN: 474 |STR_TIME: 0.7201459407806396
>> FINISH_DIR: ./data/v/v1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 296 |DIR_TIME: 268.59847021102905 

>> START_DIR: ./data/v/v2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1v25 |STR_LEN: 1423 |STR_TIME: 1.9174458980560303
> STR_ID: 1v26 |STR_LEN: 1477 |STR_TIME: 1.8872489929199219
> STR_ID: 1v27 |STR_LEN: 141 |STR_TIME: 9.35499119758606
> STR_ID: 1v28 |STR_LEN: 23 |STR_TIME: 1.612097978591919
> STR_ID: 1v29 |STR_LEN: 552 |STR_TIME: 0.8492410182952881
> STR_ID: 1v2a |STR_LEN: 1045 |STR_TIME: 1.6779730319976807
> STR_ID: 1v2b |STR_LEN: 736 |STR_TIME: 0.6835308074951172
> STR_ID: 1v2d |STR_LEN: 537 |STR_TIME: 0.7125909328460693
> STR_ID: 1v2e |STR_LEN: 826 |STR_TIME: 1.313094139099121
> STR_ID: 1v2f |STR_LEN: 906 |STR_TIME: 1.3657031059265137
> STR_ID: 1v2g |STR_LEN: 288 |STR_TIME: 0.3871910572052002
> STR_ID: 1v2h |STR_LEN: 331 |STR_TIME: 0.6204409599304199
> STR_ID: 1v2i |STR_LEN: 1250 |STR_TIME: 1.6643903255462646
> STR_ID: 1v2j |STR_LEN: 277 |STR_TIME: 0.42737412452697754
> STR_ID: 1v2k |STR_LEN: 321 |STR_TIME: 0.4433000087738037
> STR_ID: 1v2l |STR_LEN: 353 |STR_TIME: 0.4463810920715332
> STR_ID: 1v2m |STR_LEN: 342 |STR_TIME: 0.4292411804199219
> STR_ID: 1v2n |STR_LEN: 350 |STR_TIME: 0.44982099533081055
> STR_ID: 1v2o |STR_LEN: 362 |STR_TIME: 0.4512500762939453
> STR_ID: 1v2p |STR_LEN: 287 |STR_TIME: 0.4349851608276367
> STR_ID: 1v2q |STR_LEN: 287 |STR_TIME: 0.43509507179260254
> STR_ID: 1v2r |STR_LEN: 314 |STR_TIME: 0.48342084884643555
> STR_ID: 1v2s |STR_LEN: 344 |STR_TIME: 0.45835399627685547
> STR_ID: 1v2t |STR_LEN: 287 |STR_TIME: 0.43599390983581543
> STR_ID: 1v2u |STR_LEN: 339 |STR_TIME: 0.42954587936401367
> STR_ID: 1v2v |STR_LEN: 279 |STR_TIME: 0.4373738765716553
> STR_ID: 1v2w |STR_LEN: 320 |STR_TIME: 0.44223785400390625
> STR_ID: 1v2x |STR_LEN: 384 |STR_TIME: 0.459108829498291
> STR_ID: 1v2y |STR_LEN: 105 |STR_TIME: 6.653927803039551
> STR_ID: 1v2z |STR_LEN: 179 |STR_TIME: 0.27754807472229004
> STR_ID: 2v20 |STR_LEN: 546 |STR_TIME: 0.5957949161529541
> STR_ID: 2v21 |STR_LEN: 426 |STR_TIME: 0.8322861194610596
> STR_ID: 2v22 |STR_LEN: 1434 |STR_TIME: 2.099714756011963
> STR_ID: 2v23 |STR_LEN: 662 |STR_TIME: 1.1998488903045654
