>> START_DIR: ./data/z/z0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1z00 |STR_LEN: 168 |STR_TIME: 10.588670253753662
> STR_ID: 4z0c |STR_LEN: 1837 |STR_TIME: 5.130173206329346
> STR_ID: 4z0d |STR_LEN: 488 |STR_TIME: 1.0676660537719727
> STR_ID: 4z0e |STR_LEN: 515 |STR_TIME: 1.0500669479370117
> STR_ID: 4z0f |STR_LEN: 455 |STR_TIME: 1.0240991115570068
> STR_ID: 4z0g |STR_LEN: 1427 |STR_TIME: 3.753915786743164
> STR_ID: 4z0h |STR_LEN: 859 |STR_TIME: 1.2234737873077393
> STR_ID: 4z0i |STR_LEN: 1385 |STR_TIME: 1.1717808246612549
> STR_ID: 4z0j |STR_LEN: 807 |STR_TIME: 1.0162498950958252
> STR_ID: 4z0k |STR_LEN: 638 |STR_TIME: 1.950253963470459
> STR_ID: 4z0l |STR_LEN: 2889 |STR_TIME: 7.5197649002075195
> STR_ID: 4z0m |STR_LEN: 1258 |STR_TIME: 1.308851957321167
> STR_ID: 4z0n |STR_LEN: 762 |STR_TIME: 1.1396870613098145
> STR_ID: 4z0o |STR_LEN: 123 |STR_TIME: 0.1902928352355957
> STR_ID: 4z0p |STR_LEN: 752 |STR_TIME: 1.1449711322784424
> STR_ID: 4z0q |STR_LEN: 457 |STR_TIME: 0.919339656829834
> STR_ID: 4z0r |STR_LEN: 340 |STR_TIME: 0.749424934387207
> STR_ID: 4z0s |STR_LEN: 577 |STR_TIME: 0.9309899806976318
> STR_ID: 4z0t |STR_LEN: 473 |STR_TIME: 0.867426872253418
> STR_ID: 4z0u |STR_LEN: 401 |STR_TIME: 0.6149439811706543
> STR_ID: 4z0v |STR_LEN: 801 |STR_TIME: 0.8944380283355713
> STR_ID: 4z0w |STR_LEN: 54 |STR_TIME: 0.2288501262664795
> STR_ID: 4z0x |STR_LEN: 358 |STR_TIME: 0.8106129169464111
> STR_ID: 4z0y |STR_LEN: 3512 |STR_TIME: 7.215061902999878
> STR_ID: 4z0z |STR_LEN: 3472 |STR_TIME: 7.4102020263671875
>> FINISH_DIR: ./data/z/z0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 97 |DIR_TIME: 156.8745789527893 

>> START_DIR: ./data/z/z1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1z10 |STR_LEN: 2683 |STR_TIME: 3.486377000808716
> STR_ID: 1z11 |STR_LEN: 2371 |STR_TIME: 3.285745859146118
> STR_ID: 1z12 |STR_LEN: 158 |STR_TIME: 0.39307212829589844
> STR_ID: 1z13 |STR_LEN: 158 |STR_TIME: 0.29358506202697754
> STR_ID: 1z14 |STR_LEN: 670 |STR_TIME: 0.9817221164703369
> STR_ID: 1z15 |STR_LEN: 568 |STR_TIME: 0.6188371181488037
> STR_ID: 1z16 |STR_LEN: 569 |STR_TIME: 0.646108865737915
> STR_ID: 1z17 |STR_LEN: 697 |STR_TIME: 0.6730890274047852
> STR_ID: 1z18 |STR_LEN: 543 |STR_TIME: 0.6413660049438477
> STR_ID: 1z19 |STR_LEN: 653 |STR_TIME: 1.3272361755371094
> STR_ID: 1z1a |STR_LEN: 279 |STR_TIME: 0.4668910503387451
> STR_ID: 1z1b |STR_LEN: 807 |STR_TIME: 1.688033103942871
> STR_ID: 1z1c |STR_LEN: 674 |STR_TIME: 1.113816738128662
> STR_ID: 1z1d |STR_LEN: 200 |STR_TIME: 12.440061092376709
> STR_ID: 1z1e |STR_LEN: 570 |STR_TIME: 0.817155122756958
> STR_ID: 1z1f |STR_LEN: 477 |STR_TIME: 0.7030289173126221
> STR_ID: 1z1g |STR_LEN: 1584 |STR_TIME: 3.3830199241638184
> STR_ID: 1z1h |STR_LEN: 315 |STR_TIME: 0.4208524227142334
> STR_ID: 1z1i |STR_LEN: 441 |STR_TIME: 0.5892679691314697
> STR_ID: 1z1j |STR_LEN: 813 |STR_TIME: 1.221339225769043
> STR_ID: 1z1l |STR_LEN: 613 |STR_TIME: 0.6861441135406494
> STR_ID: 1z1m |STR_LEN: 119 |STR_TIME: 8.91273808479309
> STR_ID: 1z1n |STR_LEN: 954 |STR_TIME: 1.224585771560669
> STR_ID: 1z1p |STR_LEN: 383 |STR_TIME: 0.45981693267822266
> STR_ID: 1z1q |STR_LEN: 517 |STR_TIME: 0.5052762031555176
> STR_ID: 1z1r |STR_LEN: 304 |STR_TIME: 0.3937699794769287
> STR_ID: 1z1s |STR_LEN: 351 |STR_TIME: 0.3828110694885254
> STR_ID: 1z1v |STR_LEN: 70 |STR_TIME: 0.24543404579162598
> STR_ID: 1z1w |STR_LEN: 1135 |STR_TIME: 1.420470952987671
> STR_ID: 1z1x |STR_LEN: 72 |STR_TIME: 0.14103293418884277
> STR_ID: 1z1y |STR_LEN: 449 |STR_TIME: 0.777775764465332
> STR_ID: 1z1z |STR_LEN: 129 |STR_TIME: 0.4197349548339844
> STR_ID: 2z10 |STR_LEN: 372 |STR_TIME: 0.40071797370910645
> STR_ID: 2z11 |STR_LEN: 310 |STR_TIME: 0.38136816024780273
> STR_ID: 2z12 |STR_LEN: 256 |STR_TIME: 0.2953920364379883
> STR_ID: 2z13 |STR_LEN: 289 |STR_TIME: 0.2847328186035156
> STR_ID: 2z14 |STR_LEN: 313 |STR_TIME: 0.2989389896392822
> STR_ID: 2z15 |STR_LEN: 932 |STR_TIME: 0.9452669620513916
> STR_ID: 2z16 |STR_LEN: 427 |STR_TIME: 0.5675420761108398
> STR_ID: 2z17 |STR_LEN: 105 |STR_TIME: 0.2119159698486328
> STR_ID: 2z18 |STR_LEN: 346 |STR_TIME: 0.309009313583374
> STR_ID: 2z19 |STR_LEN: 287 |STR_TIME: 0.29367518424987793
> STR_ID: 2z1a |STR_LEN: 1098 |STR_TIME: 1.0952911376953125
> STR_ID: 2z1b |STR_LEN: 1251 |STR_TIME: 1.962899923324585
> STR_ID: 2z1c |STR_LEN: 324 |STR_TIME: 0.41356706619262695
> STR_ID: 2z1d |STR_LEN: 1316 |STR_TIME: 1.3980131149291992
> STR_ID: 2z1e |STR_LEN: 598 |STR_TIME: 0.596297025680542
> STR_ID: 2z1f |STR_LEN: 547 |STR_TIME: 0.6366369724273682
> STR_ID: 2z1g |STR_LEN: 299 |STR_TIME: 0.3225748538970947
> STR_ID: 2z1h |STR_LEN: 221 |STR_TIME: 0.30971693992614746
> STR_ID: 2z1i |STR_LEN: 591 |STR_TIME: 0.6051018238067627
> STR_ID: 2z1j |STR_LEN: 194 |STR_TIME: 0.30722618103027344
> STR_ID: 2z1k |STR_LEN: 2718 |STR_TIME: 3.557751178741455
> STR_ID: 2z1m |STR_LEN: 1864 |STR_TIME: 2.4733002185821533
> STR_ID: 2z1n |STR_LEN: 840 |STR_TIME: 0.8610489368438721
> STR_ID: 2z1o |STR_LEN: 1981 |STR_TIME: 1.78047776222229
> STR_ID: 2z1p |STR_LEN: 386 |STR_TIME: 0.536998987197876
> STR_ID: 2z1q |STR_LEN: 1551 |STR_TIME: 1.9580590724945068
> STR_ID: 2z1s |STR_LEN: 569 |STR_TIME: 0.8319098949432373
> STR_ID: 2z1t |STR_LEN: 362 |STR_TIME: 0.5582997798919678
> STR_ID: 2z1u |STR_LEN: 520 |STR_TIME: 0.6749298572540283
> STR_ID: 2z1v |STR_LEN: 679 |STR_TIME: 1.2938957214355469
> STR_ID: 2z1w |STR_LEN: 671 |STR_TIME: 1.3160429000854492
> STR_ID: 2z1x |STR_LEN: 546 |STR_TIME: 1.2333340644836426
> STR_ID: 2z1y |STR_LEN: 787 |STR_TIME: 1.2792901992797852
> STR_ID: 2z1z |STR_LEN: 1042 |STR_TIME: 1.4784300327301025
> STR_ID: 4z10 |STR_LEN: 3807 |STR_TIME: 10.29405403137207
> STR_ID: 4z11 |STR_LEN: 2541 |STR_TIME: 9.320550203323364
> STR_ID: 4z12 |STR_LEN: 1495 |STR_TIME: 4.901418924331665
> STR_ID: 4z13 |STR_LEN: 1887 |STR_TIME: 4.90765118598938
> STR_ID: 4z14 |STR_LEN: 4889 |STR_TIME: 18.74146008491516
> STR_ID: 4z15 |STR_LEN: 622 |STR_TIME: 0.7057318687438965
> STR_ID: 4z16 |STR_LEN: 1147 |STR_TIME: 3.594818115234375
> STR_ID: 4z17 |STR_LEN: 879 |STR_TIME: 1.4295101165771484
> STR_ID: 4z18 |STR_LEN: 493 |STR_TIME: 1.4337069988250732
> STR_ID: 4z19 |STR_LEN: 541 |STR_TIME: 1.2087469100952148
> STR_ID: 4z1a |STR_LEN: 813 |STR_TIME: 0.9685580730438232
> STR_ID: 4z1b |STR_LEN: 693 |STR_TIME: 0.9189741611480713
> STR_ID: 4z1c |STR_LEN: 868 |STR_TIME: 1.7651948928833008
> STR_ID: 4z1d |STR_LEN: 1111 |STR_TIME: 1.0887110233306885
> STR_ID: 4z1e |STR_LEN: 440 |STR_TIME: 0.5561132431030273
> STR_ID: 4z1f |STR_LEN: 467 |STR_TIME: 1.4822168350219727
> STR_ID: 4z1g |STR_LEN: 431 |STR_TIME: 1.4171850681304932
> STR_ID: 4z1h |STR_LEN: 454 |STR_TIME: 1.4396169185638428
> STR_ID: 4z1i |STR_LEN: 1765 |STR_TIME: 5.652885913848877
> STR_ID: 4z1j |STR_LEN: 494 |STR_TIME: 0.9943709373474121
> STR_ID: 4z1k |STR_LEN: 501 |STR_TIME: 0.9881222248077393
> STR_ID: 4z1l |STR_LEN: 6633 |STR_TIME: 19.69691801071167
> STR_ID: 4z1m |STR_LEN: 3191 |STR_TIME: 5.395577907562256
> STR_ID: 4z1n |STR_LEN: 444 |STR_TIME: 0.5607869625091553
> STR_ID: 4z1o |STR_LEN: 701 |STR_TIME: 0.7590551376342773
> STR_ID: 4z1p |STR_LEN: 654 |STR_TIME: 0.6860990524291992
> STR_ID: 4z1q |STR_LEN: 462 |STR_TIME: 0.9515187740325928
> STR_ID: 4z1r |STR_LEN: 266 |STR_TIME: 0.33789992332458496
> STR_ID: 4z1s |STR_LEN: 561 |STR_TIME: 1.0531189441680908
> STR_ID: 4z1t |STR_LEN: 586 |STR_TIME: 0.8035910129547119
> STR_ID: 4z1u |STR_LEN: 1128 |STR_TIME: 1.2774841785430908
> STR_ID: 4z1v |STR_LEN: 449 |STR_TIME: 1.1996738910675049
> STR_ID: 4z1w |STR_LEN: 546 |STR_TIME: 2.160499334335327
> STR_ID: 4z1x |STR_LEN: 821 |STR_TIME: 2.8389618396759033
> STR_ID: 4z1y |STR_LEN: 870 |STR_TIME: 1.4635930061340332
> STR_ID: 4z1z |STR_LEN: 709 |STR_TIME: 1.5334141254425049
>> FINISH_DIR: ./data/z/z1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 199 |DIR_TIME: 197.8082468509674 

>> START_DIR: ./data/z/z2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1z21 |STR_LEN: 214 |STR_TIME: 0.23306775093078613
> STR_ID: 1z22 |STR_LEN: 371 |STR_TIME: 0.37549901008605957
> STR_ID: 1z23 |STR_LEN: 163 |STR_TIME: 9.505599975585938
> STR_ID: 1z24 |STR_LEN: 190 |STR_TIME: 0.38204431533813477
> STR_ID: 1z25 |STR_LEN: 879 |STR_TIME: 1.3170630931854248
> STR_ID: 1z26 |STR_LEN: 859 |STR_TIME: 1.3417208194732666
> STR_ID: 1z27 |STR_LEN: 196 |STR_TIME: 0.3433351516723633
> STR_ID: 1z28 |STR_LEN: 467 |STR_TIME: 0.6912031173706055
> STR_ID: 1z29 |STR_LEN: 340 |STR_TIME: 0.5510389804840088
> STR_ID: 1z2a |STR_LEN: 260 |STR_TIME: 0.3449242115020752
> STR_ID: 1z2b |STR_LEN: 1825 |STR_TIME: 3.199326992034912
> STR_ID: 1z2c |STR_LEN: 1044 |STR_TIME: 3.2697768211364746
> STR_ID: 1z2d |STR_LEN: 139 |STR_TIME: 8.232142925262451
> STR_ID: 1z2e |STR_LEN: 139 |STR_TIME: 8.377945899963379
> STR_ID: 1z2f |STR_LEN: 121 |STR_TIME: 6.653610706329346
> STR_ID: 1z2g |STR_LEN: 69 |STR_TIME: 0.25826406478881836
> STR_ID: 1z2i |STR_LEN: 2103 |STR_TIME: 2.5980989933013916
> STR_ID: 1z2j |STR_LEN: 45 |STR_TIME: 5.462090969085693
> STR_ID: 1z2k |STR_LEN: 108 |STR_TIME: 4.615679025650024
> STR_ID: 1z2l |STR_LEN: 1022 |STR_TIME: 1.5138180255889893
> STR_ID: 1z2m |STR_LEN: 192 |STR_TIME: 0.30007481575012207
> STR_ID: 1z2n |STR_LEN: 865 |STR_TIME: 0.7204880714416504
> STR_ID: 1z2o |STR_LEN: 853 |STR_TIME: 0.7531840801239014
> STR_ID: 1z2p |STR_LEN: 755 |STR_TIME: 0.7017068862915039
> STR_ID: 1z2q |STR_LEN: 84 |STR_TIME: 4.990884065628052
> STR_ID: 1z2t |STR_LEN: 23 |STR_TIME: 2.053792953491211
> STR_ID: 1z2u |STR_LEN: 282 |STR_TIME: 0.6186890602111816
> STR_ID: 1z2v |STR_LEN: 514 |STR_TIME: 0.5617241859436035
> STR_ID: 1z2w |STR_LEN: 689 |STR_TIME: 0.7460119724273682
> STR_ID: 1z2x |STR_LEN: 636 |STR_TIME: 0.7203531265258789
> STR_ID: 1z2z |STR_LEN: 1094 |STR_TIME: 1.5416440963745117
> STR_ID: 2z20 |STR_LEN: 1462 |STR_TIME: 1.6753249168395996
> STR_ID: 2z21 |STR_LEN: 487 |STR_TIME: 0.795341968536377
> STR_ID: 2z22 |STR_LEN: 1393 |STR_TIME: 1.2471919059753418
> STR_ID: 2z23 |STR_LEN: 909 |STR_TIME: 1.003661870956421
> STR_ID: 2z24 |STR_LEN: 1257 |STR_TIME: 1.3102421760559082
> STR_ID: 2z25 |STR_LEN: 1360 |STR_TIME: 1.4026942253112793
> STR_ID: 2z26 |STR_LEN: 1469 |STR_TIME: 2.5348098278045654
> STR_ID: 2z27 |STR_LEN: 1276 |STR_TIME: 1.3322410583496094
> STR_ID: 2z28 |STR_LEN: 1190 |STR_TIME: 1.350430965423584
> STR_ID: 2z29 |STR_LEN: 1192 |STR_TIME: 1.323512077331543
> STR_ID: 2z2a |STR_LEN: 1265 |STR_TIME: 1.3275408744812012
> STR_ID: 2z2b |STR_LEN: 469 |STR_TIME: 0.6427221298217773
> STR_ID: 2z2c |STR_LEN: 2612 |STR_TIME: 3.0687010288238525
> STR_ID: 2z2d |STR_LEN: 164 |STR_TIME: 7.308917999267578
> STR_ID: 2z2e |STR_LEN: 475 |STR_TIME: 0.5509858131408691
> STR_ID: 2z2f |STR_LEN: 348 |STR_TIME: 0.3282151222229004
> STR_ID: 2z2g |STR_LEN: 25 |STR_TIME: 1.678873062133789
> STR_ID: 2z2h |STR_LEN: 25 |STR_TIME: 1.5821549892425537
> STR_ID: 2z2i |STR_LEN: 358 |STR_TIME: 0.3671994209289551
> STR_ID: 2z2j |STR_LEN: 680 |STR_TIME: 0.6949200630187988
> STR_ID: 2z2k |STR_LEN: 259 |STR_TIME: 0.34455299377441406
> STR_ID: 2z2l |STR_LEN: 1328 |STR_TIME: 2.095898151397705
> STR_ID: 2z2m |STR_LEN: 1330 |STR_TIME: 2.0170998573303223
> STR_ID: 2z2n |STR_LEN: 504 |STR_TIME: 0.5849838256835938
> STR_ID: 2z2o |STR_LEN: 2273 |STR_TIME: 2.358368158340454
> STR_ID: 2z2p |STR_LEN: 608 |STR_TIME: 1.0962700843811035
> STR_ID: 2z2r |STR_LEN: 543 |STR_TIME: 0.9647810459136963
> STR_ID: 2z2s |STR_LEN: 1735 |STR_TIME: 2.269235849380493
> STR_ID: 2z2t |STR_LEN: 395 |STR_TIME: 0.5055961608886719
> STR_ID: 2z2u |STR_LEN: 356 |STR_TIME: 0.5339138507843018
> STR_ID: 2z2w |STR_LEN: 357 |STR_TIME: 0.53218674659729
> STR_ID: 2z2x |STR_LEN: 624 |STR_TIME: 0.6176960468292236
> STR_ID: 2z2y |STR_LEN: 1414 |STR_TIME: 1.3935468196868896
> STR_ID: 2z2z |STR_LEN: 806 |STR_TIME: 0.7930750846862793
> STR_ID: 4z20 |STR_LEN: 709 |STR_TIME: 2.737438201904297
> STR_ID: 4z21 |STR_LEN: 272 |STR_TIME: 0.4248161315917969
> STR_ID: 4z22 |STR_LEN: 732 |STR_TIME: 2.137726068496704
> STR_ID: 4z23 |STR_LEN: 368 |STR_TIME: 0.5834710597991943
> STR_ID: 4z24 |STR_LEN: 2950 |STR_TIME: 4.448827028274536
> STR_ID: 4z25 |STR_LEN: 7800 |STR_TIME: 13.036055088043213
> STR_ID: 4z26 |STR_LEN: 5899 |STR_TIME: 8.896147012710571
> STR_ID: 4z27 |STR_LEN: 366 |STR_TIME: 0.8408377170562744
> STR_ID: 4z28 |STR_LEN: 335 |STR_TIME: 0.8461220264434814
> STR_ID: 4z29 |STR_LEN: 485 |STR_TIME: 1.1901960372924805
> STR_ID: 4z2a |STR_LEN: 880 |STR_TIME: 0.9436922073364258
> STR_ID: 4z2b |STR_LEN: 917 |STR_TIME: 0.9529910087585449
> STR_ID: 4z2c |STR_LEN: 1412 |STR_TIME: 4.614012002944946
> STR_ID: 4z2d |STR_LEN: 1396 |STR_TIME: 4.207369804382324
> STR_ID: 4z2e |STR_LEN: 1389 |STR_TIME: 4.213865280151367
> STR_ID: 4z2f |STR_LEN: 536 |STR_TIME: 0.5800409317016602
> STR_ID: 4z2g |STR_LEN: 587 |STR_TIME: 0.9366891384124756
> STR_ID: 4z2h |STR_LEN: 763 |STR_TIME: 0.9911470413208008
> STR_ID: 4z2i |STR_LEN: 933 |STR_TIME: 1.037919044494629
> STR_ID: 4z2j |STR_LEN: 684 |STR_TIME: 0.9689593315124512
> STR_ID: 4z2k |STR_LEN: 742 |STR_TIME: 1.0250732898712158
> STR_ID: 4z2l |STR_LEN: 756 |STR_TIME: 0.9962399005889893
> STR_ID: 4z2m |STR_LEN: 565 |STR_TIME: 1.8292369842529297
> STR_ID: 4z2n |STR_LEN: 508 |STR_TIME: 0.5739789009094238
> STR_ID: 4z2o |STR_LEN: 267 |STR_TIME: 0.5124289989471436
> STR_ID: 4z2p |STR_LEN: 388 |STR_TIME: 0.881227970123291
> STR_ID: 4z2q |STR_LEN: 687 |STR_TIME: 0.663444995880127
> STR_ID: 4z2r |STR_LEN: 1767 |STR_TIME: 2.148746967315674
> STR_ID: 4z2s |STR_LEN: 689 |STR_TIME: 0.6736130714416504
> STR_ID: 4z2t |STR_LEN: 1580 |STR_TIME: 2.0498549938201904
> STR_ID: 4z2u |STR_LEN: 1775 |STR_TIME: 2.196202039718628
> STR_ID: 4z2v |STR_LEN: 402 |STR_TIME: 0.8952488899230957
> STR_ID: 4z2w |STR_LEN: 412 |STR_TIME: 0.6618359088897705
> STR_ID: 4z2x |STR_LEN: 253 |STR_TIME: 0.7394318580627441
> STR_ID: 4z2y |STR_LEN: 305 |STR_TIME: 0.9293971061706543
> STR_ID: 4z2z |STR_LEN: 411 |STR_TIME: 0.9313511848449707
>> FINISH_DIR: ./data/z/z2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 300 |DIR_TIME: 193.9056839942932 

>> START_DIR: ./data/z/z3/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1z30 |STR_LEN: 18 |STR_TIME: 1.685297966003418
> STR_ID: 1z31 |STR_LEN: 32 |STR_TIME: 1.9469268321990967
> STR_ID: 1z32 |STR_LEN: 840 |STR_TIME: 0.9462721347808838
> STR_ID: 1z33 |STR_LEN: 289 |STR_TIME: 0.4311368465423584
> STR_ID: 1z34 |STR_LEN: 326 |STR_TIME: 0.4420959949493408
> STR_ID: 1z35 |STR_LEN: 307 |STR_TIME: 0.44298791885375977
> STR_ID: 1z36 |STR_LEN: 286 |STR_TIME: 0.44127821922302246
> STR_ID: 1z37 |STR_LEN: 253 |STR_TIME: 0.44515490531921387
> STR_ID: 1z38 |STR_LEN: 304 |STR_TIME: 0.5085270404815674
> STR_ID: 1z39 |STR_LEN: 287 |STR_TIME: 0.43510985374450684
> STR_ID: 1z3a |STR_LEN: 540 |STR_TIME: 0.6120378971099854
> STR_ID: 1z3c |STR_LEN: 385 |STR_TIME: 0.5285048484802246
> STR_ID: 1z3d |STR_LEN: 168 |STR_TIME: 0.29886484146118164
> STR_ID: 1z3e |STR_LEN: 333 |STR_TIME: 0.3996288776397705
> STR_ID: 1z3f |STR_LEN: 44 |STR_TIME: 0.16310691833496094
> STR_ID: 1z3g |STR_LEN: 1200 |STR_TIME: 1.9104299545288086
> STR_ID: 1z3h |STR_LEN: 1840 |STR_TIME: 3.099184036254883
> STR_ID: 1z3i |STR_LEN: 654 |STR_TIME: 1.1133630275726318
> STR_ID: 1z3j |STR_LEN: 165 |STR_TIME: 0.5352811813354492
> STR_ID: 1z3k |STR_LEN: 98 |STR_TIME: 3.0937111377716064
> STR_ID: 1z3l |STR_LEN: 184 |STR_TIME: 0.26598095893859863
> STR_ID: 1z3m |STR_LEN: 176 |STR_TIME: 0.24987578392028809
> STR_ID: 1z3n |STR_LEN: 715 |STR_TIME: 1.3996710777282715
> STR_ID: 1z3p |STR_LEN: 173 |STR_TIME: 0.2572920322418213
> STR_ID: 1z3q |STR_LEN: 450 |STR_TIME: 0.4083871841430664
> STR_ID: 1z3r |STR_LEN: 99 |STR_TIME: 4.3776631355285645
> STR_ID: 1z3s |STR_LEN: 651 |STR_TIME: 0.823624849319458
