>> START_DIR: ./data/w/w0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1w00 |STR_LEN: 385 |STR_TIME: 0.47524023056030273
> STR_ID: 3w0q |STR_LEN: 587 |STR_TIME: 0.6429188251495361
> STR_ID: 3w0r |STR_LEN: 444 |STR_TIME: 0.6051130294799805
> STR_ID: 3w0s |STR_LEN: 588 |STR_TIME: 0.7225470542907715
> STR_ID: 3w0t |STR_LEN: 1680 |STR_TIME: 1.526439905166626
> STR_ID: 3w0u |STR_LEN: 514 |STR_TIME: 0.6819589138031006
> STR_ID: 3w0w |STR_LEN: 1154 |STR_TIME: 1.5207490921020508
> STR_ID: 3w0y |STR_LEN: 532 |STR_TIME: 0.546173095703125
>> FINISH_DIR: ./data/w/w0/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 100 |DIR_TIME: 138.2775800228119 

>> START_DIR: ./data/w/w1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1w10 |STR_LEN: 377 |STR_TIME: 0.5349259376525879
> STR_ID: 1w11 |STR_LEN: 395 |STR_TIME: 0.5047309398651123
> STR_ID: 1w12 |STR_LEN: 352 |STR_TIME: 0.47684812545776367
> STR_ID: 1w13 |STR_LEN: 335 |STR_TIME: 0.47478294372558594
> STR_ID: 1w14 |STR_LEN: 336 |STR_TIME: 0.4784998893737793
> STR_ID: 1w15 |STR_LEN: 239 |STR_TIME: 0.3109619617462158
> STR_ID: 1w16 |STR_LEN: 187 |STR_TIME: 0.2833259105682373
> STR_ID: 1w17 |STR_LEN: 837 |STR_TIME: 0.9262259006500244
> STR_ID: 1w18 |STR_LEN: 1182 |STR_TIME: 1.7200751304626465
> STR_ID: 1w19 |STR_LEN: 1393 |STR_TIME: 1.4234287738800049
> STR_ID: 1w1a |STR_LEN: 736 |STR_TIME: 0.9329748153686523
> STR_ID: 1w1b |STR_LEN: 820 |STR_TIME: 0.9514379501342773
> STR_ID: 1w1d |STR_LEN: 364 |STR_TIME: 0.6293299198150635
> STR_ID: 1w1f |STR_LEN: 60 |STR_TIME: 3.848552942276001
> STR_ID: 1w1g |STR_LEN: 308 |STR_TIME: 0.6110250949859619
> STR_ID: 1w1h |STR_LEN: 1302 |STR_TIME: 2.260129928588867
> STR_ID: 1w1i |STR_LEN: 4383 |STR_TIME: 7.638530015945435
> STR_ID: 1w1j |STR_LEN: 1104 |STR_TIME: 1.9496448040008545
> STR_ID: 1w1k |STR_LEN: 1104 |STR_TIME: 1.915421962738037
> STR_ID: 1w1l |STR_LEN: 1104 |STR_TIME: 1.9736518859863281
> STR_ID: 1w1m |STR_LEN: 1104 |STR_TIME: 1.9127869606018066
> STR_ID: 1w1n |STR_LEN: 33 |STR_TIME: 2.120117664337158
> STR_ID: 1w1o |STR_LEN: 1112 |STR_TIME: 1.0118718147277832
> STR_ID: 1w1p |STR_LEN: 1973 |STR_TIME: 1.9482319355010986
> STR_ID: 1w1q |STR_LEN: 773 |STR_TIME: 0.9339430332183838
> STR_ID: 1w1r |STR_LEN: 776 |STR_TIME: 1.0033400058746338
> STR_ID: 1w1s |STR_LEN: 770 |STR_TIME: 0.9253909587860107
> STR_ID: 1w1t |STR_LEN: 1803 |STR_TIME: 1.9719488620758057
> STR_ID: 1w1u |STR_LEN: 1564 |STR_TIME: 1.99039626121521
> STR_ID: 1w1v |STR_LEN: 1736 |STR_TIME: 1.933609962463379
> STR_ID: 1w1w |STR_LEN: 1547 |STR_TIME: 2.731330156326294
> STR_ID: 1w1x |STR_LEN: 3164 |STR_TIME: 3.258120059967041
> STR_ID: 1w1y |STR_LEN: 2082 |STR_TIME: 2.035372018814087
> STR_ID: 1w1z |STR_LEN: 967 |STR_TIME: 1.1828422546386719
> STR_ID: 2w10 |STR_LEN: 281 |STR_TIME: 0.3165440559387207
> STR_ID: 2w11 |STR_LEN: 717 |STR_TIME: 0.8378081321716309
> STR_ID: 2w12 |STR_LEN: 585 |STR_TIME: 0.48790597915649414
> STR_ID: 2w13 |STR_LEN: 553 |STR_TIME: 0.8962600231170654
> STR_ID: 2w14 |STR_LEN: 596 |STR_TIME: 0.8737618923187256
> STR_ID: 2w15 |STR_LEN: 597 |STR_TIME: 0.8711459636688232
> STR_ID: 2w16 |STR_LEN: 1548 |STR_TIME: 2.7611520290374756
> STR_ID: 2w17 |STR_LEN: 431 |STR_TIME: 0.5887858867645264
> STR_ID: 2w18 |STR_LEN: 498 |STR_TIME: 0.59275221824646
> STR_ID: 2w19 |STR_LEN: 1348 |STR_TIME: 1.7469680309295654
> STR_ID: 2w1a |STR_LEN: 1283 |STR_TIME: 1.8142998218536377
> STR_ID: 2w1b |STR_LEN: 1033 |STR_TIME: 1.7007591724395752
> STR_ID: 2w1c |STR_LEN: 265 |STR_TIME: 0.5038728713989258
> STR_ID: 2w1d |STR_LEN: 253 |STR_TIME: 0.4717130661010742
> STR_ID: 2w1e |STR_LEN: 258 |STR_TIME: 0.4915921688079834
> STR_ID: 2w1f |STR_LEN: 285 |STR_TIME: 0.5517230033874512
> STR_ID: 2w1g |STR_LEN: 282 |STR_TIME: 0.49420595169067383
> STR_ID: 2w1h |STR_LEN: 505 |STR_TIME: 0.5973198413848877
> STR_ID: 2w1i |STR_LEN: 704 |STR_TIME: 1.0529160499572754
> STR_ID: 2w1j |STR_LEN: 847 |STR_TIME: 0.8204689025878906
> STR_ID: 2w1k |STR_LEN: 925 |STR_TIME: 0.8979630470275879
> STR_ID: 2w1l |STR_LEN: 279 |STR_TIME: 0.3196251392364502
> STR_ID: 2w1m |STR_LEN: 279 |STR_TIME: 0.3231320381164551
> STR_ID: 2w1n |STR_LEN: 545 |STR_TIME: 0.5025191307067871
> STR_ID: 2w1o |STR_LEN: 140 |STR_TIME: 3.9775919914245605
> STR_ID: 2w1p |STR_LEN: 402 |STR_TIME: 0.9623630046844482
> STR_ID: 2w1q |STR_LEN: 759 |STR_TIME: 1.1493208408355713
> STR_ID: 2w1r |STR_LEN: 215 |STR_TIME: 0.30292487144470215
> STR_ID: 2w1s |STR_LEN: 780 |STR_TIME: 1.1496572494506836
> STR_ID: 2w1t |STR_LEN: 356 |STR_TIME: 1.0584259033203125
> STR_ID: 2w1u |STR_LEN: 1285 |STR_TIME: 1.2744710445404053
> STR_ID: 2w1v |STR_LEN: 1288 |STR_TIME: 1.9695839881896973
> STR_ID: 2w1w |STR_LEN: 674 |STR_TIME: 1.0284020900726318
> STR_ID: 2w1x |STR_LEN: 255 |STR_TIME: 0.3046398162841797
> STR_ID: 2w1y |STR_LEN: 279 |STR_TIME: 0.35805225372314453
> STR_ID: 2w1z |STR_LEN: 1240 |STR_TIME: 1.4125661849975586
> STR_ID: 3w10 |STR_LEN: 315 |STR_TIME: 0.5176997184753418
> STR_ID: 3w11 |STR_LEN: 577 |STR_TIME: 1.8001327514648438
> STR_ID: 3w12 |STR_LEN: 574 |STR_TIME: 1.8002941608428955
> STR_ID: 3w13 |STR_LEN: 574 |STR_TIME: 1.82609224319458
> STR_ID: 3w14 |STR_LEN: 2050 |STR_TIME: 6.332405090332031
> STR_ID: 3w15 |STR_LEN: 1375 |STR_TIME: 1.578589916229248
> STR_ID: 3w16 |STR_LEN: 258 |STR_TIME: 0.539348840713501
> STR_ID: 3w18 |STR_LEN: 553 |STR_TIME: 0.8634288311004639
> STR_ID: 3w19 |STR_LEN: 144 |STR_TIME: 0.41660094261169434
> STR_ID: 3w1a |STR_LEN: 1382 |STR_TIME: 1.2725849151611328
> STR_ID: 3w1b |STR_LEN: 836 |STR_TIME: 2.0086019039154053
> STR_ID: 3w1c |STR_LEN: 639 |STR_TIME: 0.532141923904419
> STR_ID: 3w1d |STR_LEN: 582 |STR_TIME: 0.5062470436096191
> STR_ID: 3w1e |STR_LEN: 792 |STR_TIME: 0.7891819477081299
> STR_ID: 3w1f |STR_LEN: 267 |STR_TIME: 0.5101721286773682
> STR_ID: 3w1g |STR_LEN: 680 |STR_TIME: 1.9519107341766357
> STR_ID: 3w1h |STR_LEN: 2141 |STR_TIME: 6.5626139640808105
> STR_ID: 3w1i |STR_LEN: 3908 |STR_TIME: 12.08600902557373
> STR_ID: 3w1j |STR_LEN: 3934 |STR_TIME: 12.236340045928955
> STR_ID: 3w1k |STR_LEN: 2720 |STR_TIME: 6.007462024688721
> STR_ID: 3w1l |STR_LEN: 1305 |STR_TIME: 1.2698891162872314
> STR_ID: 3w1m |STR_LEN: 1276 |STR_TIME: 1.3580329418182373
> STR_ID: 3w1n |STR_LEN: 1090 |STR_TIME: 1.1908557415008545
> STR_ID: 3w1o |STR_LEN: 545 |STR_TIME: 0.5450067520141602
> STR_ID: 3w1p |STR_LEN: 1217 |STR_TIME: 1.242509126663208
> STR_ID: 3w1q |STR_LEN: 1197 |STR_TIME: 1.2856168746948242
> STR_ID: 3w1r |STR_LEN: 1312 |STR_TIME: 1.2467279434204102
> STR_ID: 3w1s |STR_LEN: 389 |STR_TIME: 0.6639721393585205
> STR_ID: 3w1t |STR_LEN: 1275 |STR_TIME: 1.2517929077148438
> STR_ID: 3w1u |STR_LEN: 1185 |STR_TIME: 1.2768070697784424
> STR_ID: 3w1v |STR_LEN: 1096 |STR_TIME: 2.431730031967163
> STR_ID: 3w1w |STR_LEN: 1148 |STR_TIME: 1.4201610088348389
> STR_ID: 3w1x |STR_LEN: 1417 |STR_TIME: 1.3201100826263428
> STR_ID: 3w1y |STR_LEN: 395 |STR_TIME: 1.0158259868621826
> STR_ID: 3w1z |STR_LEN: 610 |STR_TIME: 0.9592969417572021
> STR_ID: 4w1o |STR_LEN: 1770 |STR_TIME: 2.461642026901245
> STR_ID: 4w1p |STR_LEN: 770 |STR_TIME: 1.0332670211791992
> STR_ID: 4w1q |STR_LEN: 770 |STR_TIME: 1.039492130279541
> STR_ID: 4w1r |STR_LEN: 770 |STR_TIME: 1.0951778888702393
> STR_ID: 4w1s |STR_LEN: 770 |STR_TIME: 1.0635919570922852
> STR_ID: 4w1t |STR_LEN: 1727 |STR_TIME: 1.6577770709991455
> STR_ID: 4w1u |STR_LEN: 351 |STR_TIME: 0.7222962379455566
> STR_ID: 4w1v |STR_LEN: 1247 |STR_TIME: 1.5671002864837646
> STR_ID: 4w1w |STR_LEN: 1608 |STR_TIME: 1.6508898735046387
> STR_ID: 4w1x |STR_LEN: 1347 |STR_TIME: 1.5694830417633057
> STR_ID: 4w1y |STR_LEN: 977 |STR_TIME: 1.6082799434661865
>> FINISH_DIR: ./data/w/w1/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 216 |DIR_TIME: 185.36717319488525 

>> START_DIR: ./data/w/w2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1w20 |STR_LEN: 3326 |STR_TIME: 3.2035739421844482
> STR_ID: 1w21 |STR_LEN: 3322 |STR_TIME: 3.271389961242676
> STR_ID: 1w22 |STR_LEN: 992 |STR_TIME: 1.2846763134002686
> STR_ID: 1w23 |STR_LEN: 1710 |STR_TIME: 2.7103800773620605
> STR_ID: 1w24 |STR_LEN: 228 |STR_TIME: 0.418853759765625
> STR_ID: 1w25 |STR_LEN: 931 |STR_TIME: 1.6167020797729492
> STR_ID: 1w26 |STR_LEN: 952 |STR_TIME: 1.4945299625396729
> STR_ID: 1w27 |STR_LEN: 2453 |STR_TIME: 2.5462169647216797
> STR_ID: 1w28 |STR_LEN: 412 |STR_TIME: 0.5491399765014648
> STR_ID: 1w29 |STR_LEN: 1223 |STR_TIME: 1.3696210384368896
> STR_ID: 1w2a |STR_LEN: 362 |STR_TIME: 0.5432651042938232
> STR_ID: 1w2b |STR_LEN: 14745 |STR_TIME: 23.439129114151
> STR_ID: 1w2c |STR_LEN: 847 |STR_TIME: 1.0672731399536133
> STR_ID: 1w2d |STR_LEN: 783 |STR_TIME: 1.1994986534118652
> STR_ID: 1w2e |STR_LEN: 196 |STR_TIME: 0.3517420291900635
> STR_ID: 1w2f |STR_LEN: 817 |STR_TIME: 1.0377132892608643
> STR_ID: 1w2g |STR_LEN: 560 |STR_TIME: 0.7034990787506104
> STR_ID: 1w2h |STR_LEN: 608 |STR_TIME: 0.7506661415100098
> STR_ID: 1w2i |STR_LEN: 393 |STR_TIME: 0.40430593490600586
> STR_ID: 1w2k |STR_LEN: 966 |STR_TIME: 1.195235252380371
> STR_ID: 1w2l |STR_LEN: 231 |STR_TIME: 0.24825286865234375
> STR_ID: 1w2m |STR_LEN: 3731 |STR_TIME: 4.741545915603638
> STR_ID: 1w2n |STR_LEN: 308 |STR_TIME: 0.5424511432647705
> STR_ID: 1w2o |STR_LEN: 300 |STR_TIME: 0.535703182220459
> STR_ID: 1w2p |STR_LEN: 1593 |STR_TIME: 3.12263560295105
> STR_ID: 1w2q |STR_LEN: 127 |STR_TIME: 5.619331121444702
> STR_ID: 1w2r |STR_LEN: 142 |STR_TIME: 0.21650409698486328
> STR_ID: 1w2s |STR_LEN: 449 |STR_TIME: 0.5900428295135498
> STR_ID: 1w2t |STR_LEN: 4497 |STR_TIME: 5.0490617752075195
> STR_ID: 1w2u |STR_LEN: 487 |STR_TIME: 0.5623798370361328
> STR_ID: 1w2v |STR_LEN: 1406 |STR_TIME: 3.240206003189087
> STR_ID: 1w2w |STR_LEN: 2533 |STR_TIME: 2.918642997741699
> STR_ID: 1w2x |STR_LEN: 2406 |STR_TIME: 3.5544490814208984
> STR_ID: 1w2y |STR_LEN: 826 |STR_TIME: 1.734246015548706
> STR_ID: 1w2z |STR_LEN: 3353 |STR_TIME: 8.583778142929077
> STR_ID: 2w20 |STR_LEN: 1972 |STR_TIME: 1.8819630146026611
> STR_ID: 2w21 |STR_LEN: 254 |STR_TIME: 0.5341522693634033
> STR_ID: 2w22 |STR_LEN: 926 |STR_TIME: 0.8669779300689697
> STR_ID: 2w23 |STR_LEN: 686 |STR_TIME: 0.6509490013122559
> STR_ID: 2w24 |STR_LEN: 340 |STR_TIME: 0.5212600231170654
> STR_ID: 2w25 |STR_LEN: 366 |STR_TIME: 0.5180177688598633
> STR_ID: 2w26 |STR_LEN: 394 |STR_TIME: 0.5562827587127686
> STR_ID: 2w27 |STR_LEN: 809 |STR_TIME: 1.5008549690246582
> STR_ID: 2w29 |STR_LEN: 588 |STR_TIME: 1.037398099899292
> STR_ID: 2w2a |STR_LEN: 916 |STR_TIME: 0.785304069519043
> STR_ID: 2w2b |STR_LEN: 856 |STR_TIME: 0.7787940502166748
> STR_ID: 2w2c |STR_LEN: 1900 |STR_TIME: 3.040215015411377
> STR_ID: 2w2d |STR_LEN: 2028 |STR_TIME: 3.0412757396698
> STR_ID: 2w2e |STR_LEN: 415 |STR_TIME: 0.9606919288635254
> STR_ID: 2w2f |STR_LEN: 1198 |STR_TIME: 1.3781728744506836
> STR_ID: 2w2g |STR_LEN: 693 |STR_TIME: 0.9650070667266846
> STR_ID: 2w2h |STR_LEN: 633 |STR_TIME: 2.2311413288116455
> STR_ID: 2w2i |STR_LEN: 1277 |STR_TIME: 1.7304236888885498
> STR_ID: 2w2j |STR_LEN: 616 |STR_TIME: 0.9979028701782227
> STR_ID: 2w2k |STR_LEN: 1430 |STR_TIME: 1.3915290832519531
> STR_ID: 2w2l |STR_LEN: 1879 |STR_TIME: 2.4048919677734375
> STR_ID: 2w2m |STR_LEN: 636 |STR_TIME: 0.8143038749694824
> STR_ID: 2w2n |STR_LEN: 593 |STR_TIME: 0.8150861263275146
> STR_ID: 2w2o |STR_LEN: 433 |STR_TIME: 0.7875049114227295
> STR_ID: 2w2p |STR_LEN: 447 |STR_TIME: 0.7573840618133545
> STR_ID: 2w2q |STR_LEN: 611 |STR_TIME: 0.7825479507446289
> STR_ID: 2w2r |STR_LEN: 331 |STR_TIME: 0.6674740314483643
> STR_ID: 2w2s |STR_LEN: 163 |STR_TIME: 0.5613648891448975
> STR_ID: 2w2t |STR_LEN: 317 |STR_TIME: 0.38843703269958496
> STR_ID: 2w2u |STR_LEN: 289 |STR_TIME: 0.34747791290283203
> STR_ID: 2w2v |STR_LEN: 1207 |STR_TIME: 1.31752610206604
> STR_ID: 2w2w |STR_LEN: 1186 |STR_TIME: 2.0440120697021484
> STR_ID: 2w2x |STR_LEN: 602 |STR_TIME: 1.7956719398498535
> STR_ID: 3w20 |STR_LEN: 631 |STR_TIME: 0.9072821140289307
> STR_ID: 3w21 |STR_LEN: 644 |STR_TIME: 0.9314579963684082
> STR_ID: 3w22 |STR_LEN: 1049 |STR_TIME: 1.1931610107421875
> STR_ID: 3w23 |STR_LEN: 1384 |STR_TIME: 1.3753950595855713
> STR_ID: 3w24 |STR_LEN: 929 |STR_TIME: 0.7592592239379883
> STR_ID: 3w25 |STR_LEN: 1011 |STR_TIME: 0.7688319683074951
> STR_ID: 3w26 |STR_LEN: 1149 |STR_TIME: 0.7887470722198486
> STR_ID: 3w27 |STR_LEN: 999 |STR_TIME: 0.7596001625061035
> STR_ID: 3w28 |STR_LEN: 1013 |STR_TIME: 0.8032090663909912
> STR_ID: 3w29 |STR_LEN: 1080 |STR_TIME: 0.7815659046173096
> STR_ID: 3w2a |STR_LEN: 201 |STR_TIME: 1.0886542797088623
> STR_ID: 3w2c |STR_LEN: 938 |STR_TIME: 1.493304967880249
> STR_ID: 3w2d |STR_LEN: 799 |STR_TIME: 1.1926140785217285
> STR_ID: 3w2e |STR_LEN: 413 |STR_TIME: 0.9748611450195312
> STR_ID: 3w2f |STR_LEN: 547 |STR_TIME: 0.9560930728912354
> STR_ID: 3w2g |STR_LEN: 623 |STR_TIME: 1.018141269683838
> STR_ID: 3w2h |STR_LEN: 562 |STR_TIME: 0.9642598628997803
> STR_ID: 3w2i |STR_LEN: 517 |STR_TIME: 0.9631681442260742
> STR_ID: 3w2j |STR_LEN: 1438 |STR_TIME: 1.3369450569152832
> STR_ID: 3w2k |STR_LEN: 1361 |STR_TIME: 1.3440370559692383
> STR_ID: 3w2l |STR_LEN: 1338 |STR_TIME: 1.2981770038604736
> STR_ID: 3w2m |STR_LEN: 1297 |STR_TIME: 1.284808874130249
> STR_ID: 3w2n |STR_LEN: 1064 |STR_TIME: 1.2147462368011475
> STR_ID: 3w2o |STR_LEN: 343 |STR_TIME: 1.019193172454834
> STR_ID: 3w2p |STR_LEN: 413 |STR_TIME: 1.0882658958435059
> STR_ID: 3w2q |STR_LEN: 405 |STR_TIME: 1.0406150817871094
> STR_ID: 3w2r |STR_LEN: 375 |STR_TIME: 0.993196964263916
> STR_ID: 3w2s |STR_LEN: 360 |STR_TIME: 1.0124390125274658
> STR_ID: 3w2t |STR_LEN: 2510 |STR_TIME: 2.826164960861206
> STR_ID: 3w2u |STR_LEN: 974 |STR_TIME: 1.2303097248077393
> STR_ID: 3w2v |STR_LEN: 911 |STR_TIME: 1.5595619678497314
> STR_ID: 3w2w |STR_LEN: 992 |STR_TIME: 1.6535429954528809
> STR_ID: 3w2x |STR_LEN: 447 |STR_TIME: 0.9278976917266846
> STR_ID: 3w2y |STR_LEN: 910 |STR_TIME: 1.8739280700683594
> STR_ID: 3w2z |STR_LEN: 365 |STR_TIME: 0.41588783264160156
> STR_ID: 4w29 |STR_LEN: 23450 |STR_TIME: 67.18705010414124
> STR_ID: 4w2e |STR_LEN: 13099 |STR_TIME: 36.310184955596924
> STR_ID: 4w2f |STR_LEN: 26632 |STR_TIME: 75.04313015937805
> STR_ID: 4w2g |STR_LEN: 26158 |STR_TIME: 74.5364499092102
> STR_ID: 4w2h |STR_LEN: 25472 |STR_TIME: 73.13926410675049
> STR_ID: 4w2i |STR_LEN: 26033 |STR_TIME: 75.01547813415527
>> FINISH_DIR: ./data/w/w2/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'> |STR_COUNT: 325 |DIR_TIME: 572.8735761642456 

>> START_DIR: ./data/w/w3/ PARSER: <class 'Bio.PDB.MMCIFParser.MMCIFParser'>
> STR_ID: 1w30 |STR_LEN: 680 |STR_TIME: 0.9154002666473389
