>> START_DIR: ./data/f/f0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1f00 |STR_LEN: 472 |STR_TIME: 0.054080963134765625
> STR_ID: 4f08 |STR_LEN: 582 |STR_TIME: 0.09877991676330566
> STR_ID: 4f09 |STR_LEN: 382 |STR_TIME: 0.09779906272888184
> STR_ID: 4f0a |STR_LEN: 426 |STR_TIME: 0.06843805313110352
> STR_ID: 4f0b |STR_LEN: 960 |STR_TIME: 0.10817790031433105
> STR_ID: 4f0c |STR_LEN: 476 |STR_TIME: 0.06445002555847168
> STR_ID: 4f0d |STR_LEN: 406 |STR_TIME: 0.129194974899292
> STR_ID: 4f0e |STR_LEN: 866 |STR_TIME: 0.12715387344360352
> STR_ID: 4f0f |STR_LEN: 488 |STR_TIME: 0.056085824966430664
> STR_ID: 4f0g |STR_LEN: 325 |STR_TIME: 0.04378795623779297
> STR_ID: 4f0h |STR_LEN: 925 |STR_TIME: 0.1425948143005371
> STR_ID: 4f0i |STR_LEN: 890 |STR_TIME: 0.12408328056335449
> STR_ID: 4f0j |STR_LEN: 610 |STR_TIME: 0.06750679016113281
> STR_ID: 4f0k |STR_LEN: 997 |STR_TIME: 0.13694286346435547
> STR_ID: 4f0l |STR_LEN: 1520 |STR_TIME: 0.18546080589294434
> STR_ID: 4f0m |STR_LEN: 944 |STR_TIME: 0.14453887939453125
> STR_ID: 4f0n |STR_LEN: 248 |STR_TIME: 0.0213620662689209
> STR_ID: 4f0o |STR_LEN: 209 |STR_TIME: 0.01958298683166504
> STR_ID: 4f0p |STR_LEN: 2101 |STR_TIME: 0.3202550411224365
> STR_ID: 4f0q |STR_LEN: 2792 |STR_TIME: 0.3244316577911377
> STR_ID: 4f0r |STR_LEN: 764 |STR_TIME: 0.07351303100585938
> STR_ID: 4f0s |STR_LEN: 737 |STR_TIME: 0.07442378997802734
> STR_ID: 4f0t |STR_LEN: 554 |STR_TIME: 0.057701826095581055
> STR_ID: 4f0u |STR_LEN: 1155 |STR_TIME: 0.2272021770477295
> STR_ID: 4f0v |STR_LEN: 349 |STR_TIME: 0.033722877502441406
> STR_ID: 4f0w |STR_LEN: 389 |STR_TIME: 0.03420710563659668
> STR_ID: 4f0x |STR_LEN: 3567 |STR_TIME: 0.6849029064178467
> STR_ID: 4f0y |STR_LEN: 381 |STR_TIME: 0.06012892723083496
> STR_ID: 4f0z |STR_LEN: 1024 |STR_TIME: 0.31209492683410645
> STR_ID: 5f00 |STR_LEN: 670 |STR_TIME: 0.06983113288879395
> STR_ID: 5f01 |STR_LEN: 800 |STR_TIME: 0.0763547420501709
> STR_ID: 5f02 |STR_LEN: 443 |STR_TIME: 0.08365273475646973
> STR_ID: 5f03 |STR_LEN: 1176 |STR_TIME: 0.1677408218383789
> STR_ID: 5f04 |STR_LEN: 269 |STR_TIME: 0.03186821937561035
> STR_ID: 5f05 |STR_LEN: 1731 |STR_TIME: 0.3235290050506592
> STR_ID: 5f06 |STR_LEN: 1185 |STR_TIME: 0.1743149757385254
> STR_ID: 5f07 |STR_LEN: 495 |STR_TIME: 0.11297297477722168
> STR_ID: 5f08 |STR_LEN: 212 |STR_TIME: 0.030731201171875
> STR_ID: 5f09 |STR_LEN: 1277 |STR_TIME: 0.15897583961486816
> STR_ID: 5f0a |STR_LEN: 990 |STR_TIME: 0.2017810344696045
> STR_ID: 5f0b |STR_LEN: 223 |STR_TIME: 0.044950008392333984
> STR_ID: 5f0c |STR_LEN: 231 |STR_TIME: 0.03079700469970703
> STR_ID: 5f0e |STR_LEN: 1891 |STR_TIME: 0.3800771236419678
> STR_ID: 5f0f |STR_LEN: 233 |STR_TIME: 0.03387713432312012
> STR_ID: 5f0g |STR_LEN: 928 |STR_TIME: 0.07848691940307617
> STR_ID: 5f0h |STR_LEN: 216 |STR_TIME: 0.030900001525878906
> STR_ID: 5f0j |STR_LEN: 1049 |STR_TIME: 0.21642684936523438
> STR_ID: 5f0k |STR_LEN: 2203 |STR_TIME: 0.8409438133239746
> STR_ID: 5f0l |STR_LEN: 951 |STR_TIME: 0.15737295150756836
> STR_ID: 5f0m |STR_LEN: 935 |STR_TIME: 0.23910212516784668
> STR_ID: 5f0n |STR_LEN: 1038 |STR_TIME: 0.16862201690673828
> STR_ID: 5f0o |STR_LEN: 1035 |STR_TIME: 0.2118091583251953
> STR_ID: 5f0p |STR_LEN: 986 |STR_TIME: 0.1616499423980713
> STR_ID: 5f0q |STR_LEN: 475 |STR_TIME: 0.1210012435913086
> STR_ID: 5f0s |STR_LEN: 410 |STR_TIME: 0.07161188125610352
> STR_ID: 5f0u |STR_LEN: 115 |STR_TIME: 0.011631250381469727
> STR_ID: 5f0v |STR_LEN: 2759 |STR_TIME: 0.36348390579223633
> STR_ID: 5f0w |STR_LEN: 292 |STR_TIME: 0.04033207893371582
> STR_ID: 5f0x |STR_LEN: 1473 |STR_TIME: 0.20715713500976562
> STR_ID: 5f0z |STR_LEN: 662 |STR_TIME: 0.11299300193786621
>> FINISH_DIR: ./data/f/f0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 167 |DIR_TIME: 23.482451915740967 

>> START_DIR: ./data/f/f1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1f10 |STR_LEN: 255 |STR_TIME: 0.021648883819580078
> STR_ID: 1f11 |STR_LEN: 868 |STR_TIME: 0.13497328758239746
> STR_ID: 1f12 |STR_LEN: 772 |STR_TIME: 0.13521695137023926
> STR_ID: 1f13 |STR_LEN: 1928 |STR_TIME: 0.253615140914917
> STR_ID: 1f14 |STR_LEN: 869 |STR_TIME: 0.13101410865783691
> STR_ID: 1f15 |STR_LEN: 538 |STR_TIME: 0.08109116554260254
> STR_ID: 1f16 |STR_LEN: 192 |STR_TIME: 1.400899887084961
> STR_ID: 1f17 |STR_LEN: 784 |STR_TIME: 0.15257978439331055
> STR_ID: 1f18 |STR_LEN: 317 |STR_TIME: 0.02712106704711914
> STR_ID: 1f1a |STR_LEN: 253 |STR_TIME: 0.02317070960998535
> STR_ID: 1f1b |STR_LEN: 1942 |STR_TIME: 0.34029388427734375
> STR_ID: 1f1c |STR_LEN: 277 |STR_TIME: 0.04727506637573242
> STR_ID: 1f1d |STR_LEN: 155 |STR_TIME: 0.022893905639648438
> STR_ID: 1f1e |STR_LEN: 328 |STR_TIME: 0.03896021842956543
> STR_ID: 1f1f |STR_LEN: 89 |STR_TIME: 0.014542818069458008
> STR_ID: 1f1g |STR_LEN: 2136 |STR_TIME: 0.2718949317932129
> STR_ID: 1f1h |STR_LEN: 7140 |STR_TIME: 1.1426758766174316
> STR_ID: 1f1j |STR_LEN: 870 |STR_TIME: 0.14389681816101074
> STR_ID: 1f1m |STR_LEN: 1286 |STR_TIME: 0.11969208717346191
> STR_ID: 1f1o |STR_LEN: 351 |STR_TIME: 0.010109901428222656
> STR_ID: 1f1r |STR_LEN: 995 |STR_TIME: 0.22286176681518555
> STR_ID: 1f1s |STR_LEN: 1352 |STR_TIME: 0.1466219425201416
> STR_ID: 1f1t |STR_LEN: 52 |STR_TIME: 0.018371105194091797
> STR_ID: 1f1u |STR_LEN: 1307 |STR_TIME: 0.12683796882629395
> STR_ID: 1f1v |STR_LEN: 960 |STR_TIME: 0.15741586685180664
> STR_ID: 1f1w |STR_LEN: 186 |STR_TIME: 0.023029804229736328
> STR_ID: 1f1x |STR_LEN: 2373 |STR_TIME: 0.29520702362060547
> STR_ID: 1f1z |STR_LEN: 818 |STR_TIME: 0.09631681442260742
> STR_ID: 2f10 |STR_LEN: 376 |STR_TIME: 0.061817169189453125
> STR_ID: 2f11 |STR_LEN: 445 |STR_TIME: 0.06247401237487793
> STR_ID: 2f12 |STR_LEN: 516 |STR_TIME: 0.06506681442260742
> STR_ID: 2f13 |STR_LEN: 543 |STR_TIME: 0.1098179817199707
> STR_ID: 2f14 |STR_LEN: 561 |STR_TIME: 0.05008697509765625
> STR_ID: 2f15 |STR_LEN: 122 |STR_TIME: 0.014390945434570312
> STR_ID: 2f16 |STR_LEN: 7411 |STR_TIME: 1.4186689853668213
> STR_ID: 2f17 |STR_LEN: 642 |STR_TIME: 0.09646987915039062
> STR_ID: 2f18 |STR_LEN: 2191 |STR_TIME: 0.3254671096801758
> STR_ID: 2f19 |STR_LEN: 435 |STR_TIME: 0.07046103477478027
> STR_ID: 2f1a |STR_LEN: 2119 |STR_TIME: 0.2716100215911865
> STR_ID: 2f1b |STR_LEN: 2176 |STR_TIME: 0.22267699241638184
> STR_ID: 2f1c |STR_LEN: 367 |STR_TIME: 0.09070706367492676
> STR_ID: 2f1d |STR_LEN: 2976 |STR_TIME: 0.5455989837646484
> STR_ID: 2f1e |STR_LEN: 116 |STR_TIME: 0.9068748950958252
> STR_ID: 2f1f |STR_LEN: 587 |STR_TIME: 0.07377219200134277
> STR_ID: 2f1g |STR_LEN: 766 |STR_TIME: 0.19833922386169434
> STR_ID: 2f1h |STR_LEN: 318 |STR_TIME: 0.05380511283874512
> STR_ID: 2f1i |STR_LEN: 309 |STR_TIME: 0.04976820945739746
> STR_ID: 2f1j |STR_LEN: 369 |STR_TIME: 0.055319786071777344
> STR_ID: 2f1k |STR_LEN: 1545 |STR_TIME: 0.23237824440002441
> STR_ID: 2f1l |STR_LEN: 213 |STR_TIME: 0.02634406089782715
> STR_ID: 2f1m |STR_LEN: 959 |STR_TIME: 0.1383039951324463
> STR_ID: 2f1n |STR_LEN: 407 |STR_TIME: 0.04057121276855469
> STR_ID: 2f1o |STR_LEN: 2322 |STR_TIME: 0.4542198181152344
> STR_ID: 2f1q |STR_LEN: 43 |STR_TIME: 0.3980720043182373
> STR_ID: 2f1r |STR_LEN: 462 |STR_TIME: 0.05066800117492676
> STR_ID: 2f1s |STR_LEN: 351 |STR_TIME: 0.09119701385498047
> STR_ID: 2f1t |STR_LEN: 563 |STR_TIME: 0.09652972221374512
> STR_ID: 2f1v |STR_LEN: 1098 |STR_TIME: 0.1735851764678955
> STR_ID: 2f1w |STR_LEN: 283 |STR_TIME: 0.026217937469482422
> STR_ID: 2f1x |STR_LEN: 386 |STR_TIME: 0.08544588088989258
> STR_ID: 2f1y |STR_LEN: 319 |STR_TIME: 0.025574207305908203
> STR_ID: 2f1z |STR_LEN: 1191 |STR_TIME: 0.16294407844543457
> STR_ID: 3f10 |STR_LEN: 407 |STR_TIME: 0.051992177963256836
> STR_ID: 3f11 |STR_LEN: 640 |STR_TIME: 0.09102487564086914
> STR_ID: 3f12 |STR_LEN: 825 |STR_TIME: 0.12606525421142578
> STR_ID: 3f13 |STR_LEN: 475 |STR_TIME: 0.04971122741699219
> STR_ID: 3f14 |STR_LEN: 220 |STR_TIME: 0.026345014572143555
> STR_ID: 3f15 |STR_LEN: 303 |STR_TIME: 0.026154279708862305
> STR_ID: 3f16 |STR_LEN: 469 |STR_TIME: 0.04035592079162598
> STR_ID: 3f17 |STR_LEN: 416 |STR_TIME: 0.07379913330078125
> STR_ID: 3f18 |STR_LEN: 464 |STR_TIME: 0.037999868392944336
> STR_ID: 3f19 |STR_LEN: 487 |STR_TIME: 0.03822183609008789
> STR_ID: 3f1a |STR_LEN: 463 |STR_TIME: 0.0388948917388916
> STR_ID: 3f1b |STR_LEN: 187 |STR_TIME: 0.025404930114746094
> STR_ID: 3f1c |STR_LEN: 526 |STR_TIME: 0.07188796997070312
> STR_ID: 3f1i |STR_LEN: 227 |STR_TIME: 0.032507896423339844
> STR_ID: 3f1j |STR_LEN: 183 |STR_TIME: 0.028111934661865234
> STR_ID: 3f1k |STR_LEN: 302 |STR_TIME: 0.07000589370727539
> STR_ID: 3f1l |STR_LEN: 1252 |STR_TIME: 0.175184965133667
> STR_ID: 3f1n |STR_LEN: 398 |STR_TIME: 0.09198403358459473
> STR_ID: 3f1o |STR_LEN: 408 |STR_TIME: 0.11523890495300293
> STR_ID: 3f1p |STR_LEN: 482 |STR_TIME: 0.09740400314331055
> STR_ID: 3f1q |STR_LEN: 678 |STR_TIME: 0.06272697448730469
> STR_ID: 3f1r |STR_LEN: 329 |STR_TIME: 0.05210685729980469
> STR_ID: 3f1s |STR_LEN: 730 |STR_TIME: 0.1437382698059082
> STR_ID: 3f1t |STR_LEN: 791 |STR_TIME: 0.10014104843139648
> STR_ID: 3f1v |STR_LEN: 1113 |STR_TIME: 0.12810611724853516
> STR_ID: 3f1w |STR_LEN: 254 |STR_TIME: 0.07678580284118652
> STR_ID: 3f1x |STR_LEN: 429 |STR_TIME: 0.04435610771179199
> STR_ID: 3f1y |STR_LEN: 1066 |STR_TIME: 0.1171882152557373
> STR_ID: 3f1z |STR_LEN: 1507 |STR_TIME: 0.245650053024292
> STR_ID: 4f10 |STR_LEN: 985 |STR_TIME: 0.12195992469787598
> STR_ID: 4f11 |STR_LEN: 559 |STR_TIME: 0.08764386177062988
> STR_ID: 4f12 |STR_LEN: 512 |STR_TIME: 0.13538002967834473
> STR_ID: 4f13 |STR_LEN: 972 |STR_TIME: 0.13039588928222656
> STR_ID: 4f14 |STR_LEN: 172 |STR_TIME: 0.029855012893676758
> STR_ID: 4f15 |STR_LEN: 2721 |STR_TIME: 0.48061203956604004
> STR_ID: 4f16 |STR_LEN: 102 |STR_TIME: 0.01057291030883789
> STR_ID: 4f17 |STR_LEN: 100 |STR_TIME: 0.010258913040161133
> STR_ID: 4f18 |STR_LEN: 1367 |STR_TIME: 0.26738500595092773
> STR_ID: 4f19 |STR_LEN: 1380 |STR_TIME: 0.2261340618133545
> STR_ID: 4f1a |STR_LEN: 199 |STR_TIME: 0.018344879150390625
> STR_ID: 4f1b |STR_LEN: 213 |STR_TIME: 0.02289414405822754
> STR_ID: 4f1c |STR_LEN: 208 |STR_TIME: 0.022382020950317383
> STR_ID: 4f1d |STR_LEN: 209 |STR_TIME: 0.02124810218811035
> STR_ID: 4f1e |STR_LEN: 1274 |STR_TIME: 0.2828381061553955
> STR_ID: 4f1f |STR_LEN: 201 |STR_TIME: 0.01953291893005371
> STR_ID: 4f1g |STR_LEN: 210 |STR_TIME: 0.0188751220703125
> STR_ID: 4f1h |STR_LEN: 1098 |STR_TIME: 0.127241849899292
> STR_ID: 4f1i |STR_LEN: 478 |STR_TIME: 0.10120606422424316
> STR_ID: 4f1j |STR_LEN: 816 |STR_TIME: 0.07169198989868164
> STR_ID: 4f1k |STR_LEN: 702 |STR_TIME: 0.06964612007141113
> STR_ID: 4f1l |STR_LEN: 991 |STR_TIME: 0.19035601615905762
> STR_ID: 4f1m |STR_LEN: 377 |STR_TIME: 0.05971097946166992
> STR_ID: 4f1n |STR_LEN: 1809 |STR_TIME: 0.4177689552307129
> STR_ID: 4f1o |STR_LEN: 442 |STR_TIME: 0.04906892776489258
> STR_ID: 4f1p |STR_LEN: 616 |STR_TIME: 0.10762405395507812
> STR_ID: 4f1q |STR_LEN: 365 |STR_TIME: 0.1330091953277588
> STR_ID: 4f1r |STR_LEN: 282 |STR_TIME: 0.06633710861206055
> STR_ID: 4f1s |STR_LEN: 864 |STR_TIME: 0.19134306907653809
> STR_ID: 4f1t |STR_LEN: 325 |STR_TIME: 0.0731959342956543
> STR_ID: 4f1u |STR_LEN: 1615 |STR_TIME: 0.22773098945617676
> STR_ID: 4f1v |STR_LEN: 1742 |STR_TIME: 0.26076602935791016
> STR_ID: 4f1w |STR_LEN: 866 |STR_TIME: 0.1080927848815918
> STR_ID: 4f1y |STR_LEN: 1012 |STR_TIME: 0.13196086883544922
> STR_ID: 4f1z |STR_LEN: 348 |STR_TIME: 0.06609630584716797
> STR_ID: 5f11 |STR_LEN: 513 |STR_TIME: 0.06255006790161133
> STR_ID: 5f12 |STR_LEN: 589 |STR_TIME: 0.06173300743103027
> STR_ID: 5f13 |STR_LEN: 1507 |STR_TIME: 0.5848770141601562
> STR_ID: 5f14 |STR_LEN: 387 |STR_TIME: 0.031842708587646484
> STR_ID: 5f15 |STR_LEN: 628 |STR_TIME: 0.12025284767150879
> STR_ID: 5f16 |STR_LEN: 276 |STR_TIME: 0.0338139533996582
> STR_ID: 5f17 |STR_LEN: 1286 |STR_TIME: 0.27440977096557617
> STR_ID: 5f18 |STR_LEN: 398 |STR_TIME: 0.0528261661529541
> STR_ID: 5f19 |STR_LEN: 1838 |STR_TIME: 0.305056095123291
> STR_ID: 5f1a |STR_LEN: 1519 |STR_TIME: 0.2859461307525635
> STR_ID: 5f1b |STR_LEN: 633 |STR_TIME: 0.09999990463256836
> STR_ID: 5f1c |STR_LEN: 1182 |STR_TIME: 0.22915101051330566
> STR_ID: 5f1e |STR_LEN: 422 |STR_TIME: 0.053460121154785156
> STR_ID: 5f1f |STR_LEN: 689 |STR_TIME: 0.059954166412353516
> STR_ID: 5f1g |STR_LEN: 614 |STR_TIME: 0.06522822380065918
> STR_ID: 5f1h |STR_LEN: 436 |STR_TIME: 0.05046892166137695
> STR_ID: 5f1i |STR_LEN: 3030 |STR_TIME: 0.7531099319458008
> STR_ID: 5f1j |STR_LEN: 359 |STR_TIME: 0.05959916114807129
> STR_ID: 5f1k |STR_LEN: 1050 |STR_TIME: 0.15407776832580566
> STR_ID: 5f1l |STR_LEN: 297 |STR_TIME: 0.04626584053039551
> STR_ID: 5f1m |STR_LEN: 394 |STR_TIME: 0.05170798301696777
> STR_ID: 5f1n |STR_LEN: 1353 |STR_TIME: 0.23176193237304688
> STR_ID: 5f1o |STR_LEN: 576 |STR_TIME: 0.0799860954284668
> STR_ID: 5f1p |STR_LEN: 618 |STR_TIME: 0.11147594451904297
> STR_ID: 5f1q |STR_LEN: 1523 |STR_TIME: 0.2275536060333252
> STR_ID: 5f1r |STR_LEN: 482 |STR_TIME: 0.17744112014770508
> STR_ID: 5f1s |STR_LEN: 337 |STR_TIME: 0.06504392623901367
> STR_ID: 5f1t |STR_LEN: 208 |STR_TIME: 0.03456997871398926
> STR_ID: 5f1u |STR_LEN: 1501 |STR_TIME: 0.2896299362182617
> STR_ID: 5f1v |STR_LEN: 1602 |STR_TIME: 0.29097795486450195
> STR_ID: 5f1w |STR_LEN: 154 |STR_TIME: 0.03216218948364258
> STR_ID: 5f1x |STR_LEN: 1192 |STR_TIME: 0.1654813289642334
> STR_ID: 5f1y |STR_LEN: 1019 |STR_TIME: 0.21764397621154785
> STR_ID: 5f1z |STR_LEN: 437 |STR_TIME: 0.06396698951721191
>> FINISH_DIR: ./data/f/f1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 327 |DIR_TIME: 25.62788987159729 

>> START_DIR: ./data/f/f2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1f20 |STR_LEN: 924 |STR_TIME: 0.08444809913635254
> STR_ID: 1f21 |STR_LEN: 319 |STR_TIME: 0.02776503562927246
