>> START_DIR: ./data/o/o0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1o00 |STR_LEN: 5748 |STR_TIME: 0.7928590774536133
> STR_ID: 4o09 |STR_LEN: 351 |STR_TIME: 0.03467893600463867
> STR_ID: 4o0a |STR_LEN: 273 |STR_TIME: 0.046767234802246094
> STR_ID: 4o0b |STR_LEN: 362 |STR_TIME: 0.03967905044555664
> STR_ID: 4o0c |STR_LEN: 940 |STR_TIME: 0.1448047161102295
> STR_ID: 4o0d |STR_LEN: 819 |STR_TIME: 0.0865938663482666
> STR_ID: 4o0e |STR_LEN: 773 |STR_TIME: 0.08295106887817383
> STR_ID: 4o0f |STR_LEN: 752 |STR_TIME: 0.10452032089233398
> STR_ID: 4o0g |STR_LEN: 740 |STR_TIME: 0.07788801193237305
> STR_ID: 4o0h |STR_LEN: 787 |STR_TIME: 0.08745217323303223
> STR_ID: 4o0i |STR_LEN: 849 |STR_TIME: 0.15699100494384766
> STR_ID: 4o0j |STR_LEN: 199 |STR_TIME: 0.025975942611694336
> STR_ID: 4o0k |STR_LEN: 732 |STR_TIME: 0.06638407707214355
> STR_ID: 4o0l |STR_LEN: 1370 |STR_TIME: 0.19736504554748535
> STR_ID: 4o0m |STR_LEN: 1691 |STR_TIME: 0.22589993476867676
> STR_ID: 4o0n |STR_LEN: 2401 |STR_TIME: 0.44408392906188965
> STR_ID: 4o0o |STR_LEN: 351 |STR_TIME: 0.038620948791503906
> STR_ID: 4o0p |STR_LEN: 971 |STR_TIME: 0.14387083053588867
> STR_ID: 4o0q |STR_LEN: 954 |STR_TIME: 0.13725709915161133
> STR_ID: 4o0r |STR_LEN: 622 |STR_TIME: 0.09905695915222168
> STR_ID: 4o0s |STR_LEN: 284 |STR_TIME: 0.037285804748535156
> STR_ID: 4o0t |STR_LEN: 596 |STR_TIME: 0.09942817687988281
> STR_ID: 4o0u |STR_LEN: 282 |STR_TIME: 0.07561707496643066
> STR_ID: 4o0v |STR_LEN: 302 |STR_TIME: 0.05286908149719238
> STR_ID: 4o0w |STR_LEN: 272 |STR_TIME: 0.036643028259277344
> STR_ID: 4o0x |STR_LEN: 346 |STR_TIME: 0.05184817314147949
> STR_ID: 4o0y |STR_LEN: 395 |STR_TIME: 0.05257105827331543
> STR_ID: 4o0z |STR_LEN: 1620 |STR_TIME: 0.22962713241577148
> STR_ID: 5o00 |STR_LEN: 364 |STR_TIME: 0.07877182960510254
>> FINISH_DIR: ./data/o/o0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 133 |DIR_TIME: 21.492373943328857 

>> START_DIR: ./data/o/o1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1o12 |STR_LEN: 936 |STR_TIME: 0.1344902515411377
> STR_ID: 1o13 |STR_LEN: 203 |STR_TIME: 0.01642608642578125
> STR_ID: 1o15 |STR_LEN: 34 |STR_TIME: 0.02003002166748047
> STR_ID: 1o16 |STR_LEN: 375 |STR_TIME: 0.030165910720825195
> STR_ID: 1o17 |STR_LEN: 2300 |STR_TIME: 0.24657583236694336
> STR_ID: 1o18 |STR_LEN: 11708 |STR_TIME: 2.168560028076172
> STR_ID: 1o19 |STR_LEN: 12000 |STR_TIME: 2.3071067333221436
> STR_ID: 1o1a |STR_LEN: 12000 |STR_TIME: 2.472727060317993
> STR_ID: 1o1b |STR_LEN: 9736 |STR_TIME: 1.9024438858032227
> STR_ID: 1o1c |STR_LEN: 10868 |STR_TIME: 2.3086447715759277
> STR_ID: 1o1d |STR_LEN: 12000 |STR_TIME: 2.506479263305664
> STR_ID: 1o1e |STR_LEN: 12000 |STR_TIME: 2.5060410499572754
> STR_ID: 1o1f |STR_LEN: 9736 |STR_TIME: 1.9459068775177002
> STR_ID: 1o1g |STR_LEN: 12000 |STR_TIME: 2.462770938873291
> STR_ID: 1o1h |STR_LEN: 1719 |STR_TIME: 0.1334550380706787
> STR_ID: 1o1i |STR_LEN: 428 |STR_TIME: 0.31153392791748047
> STR_ID: 1o1j |STR_LEN: 949 |STR_TIME: 0.08815789222717285
> STR_ID: 1o1k |STR_LEN: 778 |STR_TIME: 0.08507585525512695
> STR_ID: 1o1l |STR_LEN: 750 |STR_TIME: 0.12304425239562988
> STR_ID: 1o1m |STR_LEN: 917 |STR_TIME: 0.09407997131347656
> STR_ID: 1o1n |STR_LEN: 831 |STR_TIME: 0.08606076240539551
> STR_ID: 1o1o |STR_LEN: 860 |STR_TIME: 0.09061384201049805
> STR_ID: 1o1p |STR_LEN: 830 |STR_TIME: 0.1239469051361084
> STR_ID: 1o1r |STR_LEN: 1459 |STR_TIME: 0.12475013732910156
> STR_ID: 1o1s |STR_LEN: 1461 |STR_TIME: 0.15838098526000977
> STR_ID: 1o1t |STR_LEN: 1371 |STR_TIME: 0.125197172164917
> STR_ID: 1o1u |STR_LEN: 127 |STR_TIME: 0.4035830497741699
> STR_ID: 1o1v |STR_LEN: 128 |STR_TIME: 0.43355607986450195
> STR_ID: 1o1w |STR_LEN: 138 |STR_TIME: 0.33932995796203613
> STR_ID: 1o1x |STR_LEN: 358 |STR_TIME: 0.02549910545349121
> STR_ID: 1o1y |STR_LEN: 597 |STR_TIME: 0.10975813865661621
> STR_ID: 1o1z |STR_LEN: 649 |STR_TIME: 0.04625105857849121
> STR_ID: 2o10 |STR_LEN: 62 |STR_TIME: 0.3417980670928955
> STR_ID: 2o11 |STR_LEN: 926 |STR_TIME: 0.0696110725402832
> STR_ID: 2o12 |STR_LEN: 904 |STR_TIME: 0.06824707984924316
> STR_ID: 2o13 |STR_LEN: 60 |STR_TIME: 0.3912513256072998
> STR_ID: 2o14 |STR_LEN: 624 |STR_TIME: 0.06043291091918945
> STR_ID: 2o15 |STR_LEN: 599 |STR_TIME: 0.1047370433807373
> STR_ID: 2o16 |STR_LEN: 499 |STR_TIME: 0.04613995552062988
> STR_ID: 2o17 |STR_LEN: 923 |STR_TIME: 0.0657191276550293
> STR_ID: 2o18 |STR_LEN: 1433 |STR_TIME: 0.20232605934143066
> STR_ID: 2o19 |STR_LEN: 1498 |STR_TIME: 0.2703061103820801
> STR_ID: 2o1a |STR_LEN: 254 |STR_TIME: 0.028360843658447266
> STR_ID: 2o1b |STR_LEN: 648 |STR_TIME: 0.060762882232666016
> STR_ID: 2o1c |STR_LEN: 1195 |STR_TIME: 0.0988926887512207
> STR_ID: 2o1d |STR_LEN: 1000 |STR_TIME: 0.06676292419433594
> STR_ID: 2o1e |STR_LEN: 567 |STR_TIME: 0.1274700164794922
> STR_ID: 2o1f |STR_LEN: 447 |STR_TIME: 0.04230904579162598
> STR_ID: 2o1g |STR_LEN: 467 |STR_TIME: 0.04586386680603027
> STR_ID: 2o1h |STR_LEN: 505 |STR_TIME: 0.04667210578918457
> STR_ID: 2o1i |STR_LEN: 90 |STR_TIME: 0.012104034423828125
> STR_ID: 2o1j |STR_LEN: 186 |STR_TIME: 0.024529218673706055
> STR_ID: 2o1k |STR_LEN: 148 |STR_TIME: 0.014819860458374023
> STR_ID: 2o1l |STR_LEN: 676 |STR_TIME: 0.09143233299255371
> STR_ID: 2o1m |STR_LEN: 761 |STR_TIME: 0.07187604904174805
> STR_ID: 2o1n |STR_LEN: 175 |STR_TIME: 0.017951011657714844
> STR_ID: 2o1o |STR_LEN: 702 |STR_TIME: 0.10138511657714844
> STR_ID: 2o1p |STR_LEN: 1228 |STR_TIME: 0.18799686431884766
> STR_ID: 2o1q |STR_LEN: 503 |STR_TIME: 0.0476381778717041
> STR_ID: 2o1s |STR_LEN: 2722 |STR_TIME: 0.35050082206726074
> STR_ID: 2o1t |STR_LEN: 4130 |STR_TIME: 0.7251372337341309
> STR_ID: 2o1u |STR_LEN: 1396 |STR_TIME: 0.2417001724243164
> STR_ID: 2o1v |STR_LEN: 1419 |STR_TIME: 0.17971277236938477
> STR_ID: 2o1w |STR_LEN: 2133 |STR_TIME: 0.41966795921325684
> STR_ID: 2o1x |STR_LEN: 2233 |STR_TIME: 0.5270538330078125
> STR_ID: 2o1y |STR_LEN: 182 |STR_TIME: 0.05531811714172363
> STR_ID: 2o1z |STR_LEN: 732 |STR_TIME: 0.08585882186889648
> STR_ID: 3o10 |STR_LEN: 961 |STR_TIME: 0.1838541030883789
> STR_ID: 3o11 |STR_LEN: 963 |STR_TIME: 0.1236271858215332
> STR_ID: 3o12 |STR_LEN: 371 |STR_TIME: 0.04053902626037598
> STR_ID: 3o13 |STR_LEN: 298 |STR_TIME: 0.037648916244506836
> STR_ID: 3o14 |STR_LEN: 1024 |STR_TIME: 0.13292598724365234
> STR_ID: 3o15 |STR_LEN: 434 |STR_TIME: 0.03452610969543457
> STR_ID: 3o16 |STR_LEN: 359 |STR_TIME: 0.03013896942138672
> STR_ID: 3o17 |STR_LEN: 738 |STR_TIME: 0.11069512367248535
> STR_ID: 3o18 |STR_LEN: 738 |STR_TIME: 0.05929112434387207
> STR_ID: 3o19 |STR_LEN: 327 |STR_TIME: 0.06565999984741211
> STR_ID: 3o1a |STR_LEN: 399 |STR_TIME: 0.06516289710998535
> STR_ID: 3o1b |STR_LEN: 477 |STR_TIME: 0.08266496658325195
> STR_ID: 3o1c |STR_LEN: 322 |STR_TIME: 0.031115055084228516
> STR_ID: 3o1d |STR_LEN: 314 |STR_TIME: 0.04794788360595703
> STR_ID: 3o1e |STR_LEN: 270 |STR_TIME: 0.07404589653015137
> STR_ID: 3o1f |STR_LEN: 564 |STR_TIME: 0.05359792709350586
> STR_ID: 3o1g |STR_LEN: 417 |STR_TIME: 0.04310107231140137
> STR_ID: 3o1h |STR_LEN: 638 |STR_TIME: 0.08031678199768066
> STR_ID: 3o1i |STR_LEN: 1231 |STR_TIME: 0.19477391242980957
> STR_ID: 3o1j |STR_LEN: 1181 |STR_TIME: 0.16111278533935547
> STR_ID: 3o1k |STR_LEN: 606 |STR_TIME: 0.1303701400756836
> STR_ID: 3o1l |STR_LEN: 894 |STR_TIME: 0.11886906623840332
> STR_ID: 3o1m |STR_LEN: 557 |STR_TIME: 0.05777907371520996
> STR_ID: 3o1n |STR_LEN: 1278 |STR_TIME: 0.15949392318725586
> STR_ID: 3o1o |STR_LEN: 476 |STR_TIME: 0.05431413650512695
> STR_ID: 3o1p |STR_LEN: 577 |STR_TIME: 0.054944753646850586
> STR_ID: 3o1q |STR_LEN: 1313 |STR_TIME: 0.13712620735168457
> STR_ID: 3o1r |STR_LEN: 589 |STR_TIME: 0.05777406692504883
> STR_ID: 3o1s |STR_LEN: 517 |STR_TIME: 0.05535483360290527
> STR_ID: 3o1t |STR_LEN: 568 |STR_TIME: 0.05767488479614258
> STR_ID: 3o1u |STR_LEN: 548 |STR_TIME: 0.05754494667053223
> STR_ID: 3o1v |STR_LEN: 426 |STR_TIME: 0.08603978157043457
> STR_ID: 3o1w |STR_LEN: 1724 |STR_TIME: 0.19754385948181152
> STR_ID: 3o1x |STR_LEN: 327 |STR_TIME: 0.051136016845703125
> STR_ID: 3o1y |STR_LEN: 847 |STR_TIME: 0.0583338737487793
> STR_ID: 3o1z |STR_LEN: 347 |STR_TIME: 0.03219413757324219
> STR_ID: 4o10 |STR_LEN: 2041 |STR_TIME: 0.2465379238128662
> STR_ID: 4o11 |STR_LEN: 876 |STR_TIME: 0.09332895278930664
> STR_ID: 4o12 |STR_LEN: 1522 |STR_TIME: 0.23043012619018555
> STR_ID: 4o13 |STR_LEN: 1883 |STR_TIME: 0.21732115745544434
> STR_ID: 4o14 |STR_LEN: 1806 |STR_TIME: 0.22314810752868652
> STR_ID: 4o15 |STR_LEN: 1990 |STR_TIME: 0.24651098251342773
> STR_ID: 4o16 |STR_LEN: 736 |STR_TIME: 0.09032106399536133
> STR_ID: 4o17 |STR_LEN: 1642 |STR_TIME: 0.23004722595214844
> STR_ID: 4o18 |STR_LEN: 1684 |STR_TIME: 0.21722912788391113
> STR_ID: 4o19 |STR_LEN: 1977 |STR_TIME: 0.2541487216949463
> STR_ID: 4o1a |STR_LEN: 1785 |STR_TIME: 0.20454192161560059
> STR_ID: 4o1b |STR_LEN: 2089 |STR_TIME: 0.24825310707092285
> STR_ID: 4o1c |STR_LEN: 1510 |STR_TIME: 0.2211449146270752
> STR_ID: 4o1d |STR_LEN: 1971 |STR_TIME: 0.2496020793914795
> STR_ID: 4o1e |STR_LEN: 923 |STR_TIME: 0.10898208618164062
> STR_ID: 4o1f |STR_LEN: 807 |STR_TIME: 0.10374188423156738
> STR_ID: 4o1g |STR_LEN: 465 |STR_TIME: 0.11457180976867676
> STR_ID: 4o1h |STR_LEN: 490 |STR_TIME: 0.07698893547058105
> STR_ID: 4o1i |STR_LEN: 738 |STR_TIME: 0.09934306144714355
> STR_ID: 4o1j |STR_LEN: 556 |STR_TIME: 0.07123184204101562
> STR_ID: 4o1k |STR_LEN: 275 |STR_TIME: 0.06958508491516113
> STR_ID: 4o1l |STR_LEN: 713 |STR_TIME: 0.09614014625549316
> STR_ID: 4o1m |STR_LEN: 2203 |STR_TIME: 0.36174583435058594
> STR_ID: 4o1n |STR_LEN: 1292 |STR_TIME: 0.24186396598815918
> STR_ID: 4o1o |STR_LEN: 2691 |STR_TIME: 0.454420804977417
> STR_ID: 4o1p |STR_LEN: 3730 |STR_TIME: 0.5495491027832031
> STR_ID: 4o1q |STR_LEN: 2122 |STR_TIME: 0.39985013008117676
> STR_ID: 4o1r |STR_LEN: 429 |STR_TIME: 0.034739017486572266
> STR_ID: 4o1s |STR_LEN: 473 |STR_TIME: 0.06146693229675293
> STR_ID: 4o1t |STR_LEN: 309 |STR_TIME: 0.03351116180419922
> STR_ID: 4o1u |STR_LEN: 720 |STR_TIME: 0.1868762969970703
> STR_ID: 4o1v |STR_LEN: 253 |STR_TIME: 0.030256271362304688
> STR_ID: 4o1w |STR_LEN: 684 |STR_TIME: 0.06838607788085938
> STR_ID: 4o1x |STR_LEN: 1406 |STR_TIME: 0.20760393142700195
> STR_ID: 4o1y |STR_LEN: 165 |STR_TIME: 0.023697853088378906
> STR_ID: 4o1z |STR_LEN: 1433 |STR_TIME: 0.18126392364501953
> STR_ID: 5o1n |STR_LEN: 471 |STR_TIME: 0.09821486473083496
>> FINISH_DIR: ./data/o/o1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 273 |DIR_TIME: 40.43662905693054 

>> START_DIR: ./data/o/o2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1o20 |STR_LEN: 713 |STR_TIME: 0.06833314895629883
> STR_ID: 1o22 |STR_LEN: 251 |STR_TIME: 0.02946019172668457
> STR_ID: 1o23 |STR_LEN: 1213 |STR_TIME: 0.12613415718078613
> STR_ID: 1o24 |STR_LEN: 1263 |STR_TIME: 0.18249917030334473
> STR_ID: 1o25 |STR_LEN: 1090 |STR_TIME: 0.13596701622009277
> STR_ID: 1o26 |STR_LEN: 1157 |STR_TIME: 0.18281912803649902
> STR_ID: 1o27 |STR_LEN: 1073 |STR_TIME: 0.1466221809387207
> STR_ID: 1o28 |STR_LEN: 1218 |STR_TIME: 0.18771982192993164
> STR_ID: 1o29 |STR_LEN: 1303 |STR_TIME: 0.14999175071716309
> STR_ID: 1o2a |STR_LEN: 1164 |STR_TIME: 0.18085980415344238
> STR_ID: 1o2b |STR_LEN: 1101 |STR_TIME: 0.1387169361114502
> STR_ID: 1o2d |STR_LEN: 1617 |STR_TIME: 0.1989898681640625
> STR_ID: 1o2e |STR_LEN: 168 |STR_TIME: 0.0164339542388916
> STR_ID: 1o2f |STR_LEN: 227 |STR_TIME: 0.17709589004516602
> STR_ID: 1o2g |STR_LEN: 608 |STR_TIME: 0.1422557830810547
> STR_ID: 1o2h |STR_LEN: 343 |STR_TIME: 0.06781911849975586
> STR_ID: 1o2i |STR_LEN: 508 |STR_TIME: 0.09410405158996582
> STR_ID: 1o2j |STR_LEN: 378 |STR_TIME: 0.10843896865844727
> STR_ID: 1o2k |STR_LEN: 371 |STR_TIME: 0.0739591121673584
> STR_ID: 1o2l |STR_LEN: 351 |STR_TIME: 0.0716710090637207
> STR_ID: 1o2m |STR_LEN: 370 |STR_TIME: 0.06861996650695801
> STR_ID: 1o2n |STR_LEN: 471 |STR_TIME: 0.08427071571350098
> STR_ID: 1o2o |STR_LEN: 367 |STR_TIME: 0.10377383232116699
> STR_ID: 1o2p |STR_LEN: 381 |STR_TIME: 0.0706179141998291
> STR_ID: 1o2q |STR_LEN: 452 |STR_TIME: 0.07543778419494629
> STR_ID: 1o2r |STR_LEN: 409 |STR_TIME: 0.06982874870300293
> STR_ID: 1o2s |STR_LEN: 359 |STR_TIME: 0.1029210090637207
> STR_ID: 1o2t |STR_LEN: 359 |STR_TIME: 0.06969904899597168
> STR_ID: 1o2u |STR_LEN: 361 |STR_TIME: 0.06802797317504883
> STR_ID: 1o2v |STR_LEN: 370 |STR_TIME: 0.07175612449645996
> STR_ID: 1o2w |STR_LEN: 375 |STR_TIME: 0.10180282592773438
> STR_ID: 1o2x |STR_LEN: 378 |STR_TIME: 0.06868672370910645
> STR_ID: 1o2y |STR_LEN: 365 |STR_TIME: 0.06988215446472168
> STR_ID: 1o2z |STR_LEN: 359 |STR_TIME: 0.0703277587890625
> STR_ID: 2o20 |STR_LEN: 3516 |STR_TIME: 0.39157867431640625
> STR_ID: 2o21 |STR_LEN: 165 |STR_TIME: 0.06955385208129883
> STR_ID: 2o22 |STR_LEN: 165 |STR_TIME: 0.04831385612487793
> STR_ID: 2o23 |STR_LEN: 1120 |STR_TIME: 0.10528683662414551
> STR_ID: 2o24 |STR_LEN: 453 |STR_TIME: 0.037271738052368164
> STR_ID: 2o25 |STR_LEN: 748 |STR_TIME: 0.16609787940979004
> STR_ID: 2o26 |STR_LEN: 3415 |STR_TIME: 0.31702518463134766
> STR_ID: 2o27 |STR_LEN: 731 |STR_TIME: 0.047393083572387695
> STR_ID: 2o28 |STR_LEN: 680 |STR_TIME: 0.05974888801574707
> STR_ID: 2o29 |STR_LEN: 416 |STR_TIME: 0.03961586952209473
> STR_ID: 2o2a |STR_LEN: 743 |STR_TIME: 0.0780329704284668
> STR_ID: 2o2b |STR_LEN: 390 |STR_TIME: 0.08852314949035645
> STR_ID: 2o2c |STR_LEN: 3009 |STR_TIME: 0.29952216148376465
> STR_ID: 2o2d |STR_LEN: 2824 |STR_TIME: 0.31092214584350586
> STR_ID: 2o2e |STR_LEN: 665 |STR_TIME: 0.08493185043334961
> STR_ID: 2o2f |STR_LEN: 139 |STR_TIME: 0.03951621055603027
> STR_ID: 2o2g |STR_LEN: 388 |STR_TIME: 0.03496217727661133
> STR_ID: 2o2h |STR_LEN: 530 |STR_TIME: 0.05152297019958496
> STR_ID: 2o2i |STR_LEN: 592 |STR_TIME: 0.0515749454498291
> STR_ID: 2o2j |STR_LEN: 651 |STR_TIME: 0.1583700180053711
> STR_ID: 2o2k |STR_LEN: 1860 |STR_TIME: 0.1275639533996582
