>> START_DIR: ./data/p/p0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1p00 |STR_LEN: 44 |STR_TIME: 0.14609813690185547
> STR_ID: 2p01 |STR_LEN: 323 |STR_TIME: 2.429697036743164
> STR_ID: 2p02 |STR_LEN: 894 |STR_TIME: 0.08473610877990723
> STR_ID: 2p03 |STR_LEN: 323 |STR_TIME: 0.0976719856262207
> STR_ID: 2p04 |STR_LEN: 267 |STR_TIME: 0.03262901306152344
> STR_ID: 2p05 |STR_LEN: 67 |STR_TIME: 0.009563207626342773
> STR_ID: 2p06 |STR_LEN: 299 |STR_TIME: 0.03163003921508789
> STR_ID: 2p08 |STR_LEN: 330 |STR_TIME: 0.23595786094665527
> STR_ID: 2p09 |STR_LEN: 183 |STR_TIME: 0.012979984283447266
> STR_ID: 2p0a |STR_LEN: 1060 |STR_TIME: 0.09677314758300781
> STR_ID: 2p0b |STR_LEN: 331 |STR_TIME: 0.03243112564086914
> STR_ID: 2p0c |STR_LEN: 667 |STR_TIME: 0.08997416496276855
> STR_ID: 2p0d |STR_LEN: 180 |STR_TIME: 0.018520116806030273
> STR_ID: 2p0e |STR_LEN: 360 |STR_TIME: 0.06458806991577148
> STR_ID: 2p0f |STR_LEN: 168 |STR_TIME: 0.016263961791992188
> STR_ID: 2p0g |STR_LEN: 424 |STR_TIME: 0.050987958908081055
> STR_ID: 2p0h |STR_LEN: 191 |STR_TIME: 0.019620895385742188
> STR_ID: 2p0i |STR_LEN: 4199 |STR_TIME: 0.5750689506530762
> STR_ID: 2p0j |STR_LEN: 755 |STR_TIME: 0.07846879959106445
> STR_ID: 2p0k |STR_LEN: 425 |STR_TIME: 0.04205894470214844
> STR_ID: 2p0l |STR_LEN: 345 |STR_TIME: 0.04131460189819336
> STR_ID: 2p0m |STR_LEN: 1545 |STR_TIME: 0.2795069217681885
> STR_ID: 2p0n |STR_LEN: 753 |STR_TIME: 0.07227802276611328
> STR_ID: 2p0o |STR_LEN: 550 |STR_TIME: 0.05240297317504883
> STR_ID: 2p0p |STR_LEN: 126 |STR_TIME: 0.9125518798828125
> STR_ID: 2p0q |STR_LEN: 126 |STR_TIME: 0.9050288200378418
> STR_ID: 2p0r |STR_LEN: 921 |STR_TIME: 0.09953689575195312
> STR_ID: 2p0s |STR_LEN: 441 |STR_TIME: 0.055531978607177734
> STR_ID: 2p0t |STR_LEN: 170 |STR_TIME: 0.022879838943481445
> STR_ID: 2p0u |STR_LEN: 1360 |STR_TIME: 0.25485682487487793
> STR_ID: 2p0v |STR_LEN: 1354 |STR_TIME: 0.14304709434509277
> STR_ID: 2p0w |STR_LEN: 1455 |STR_TIME: 0.14678096771240234
> STR_ID: 2p0x |STR_LEN: 66 |STR_TIME: 0.44800305366516113
> STR_ID: 2p0y |STR_LEN: 240 |STR_TIME: 0.034456729888916016
> STR_ID: 3p01 |STR_LEN: 564 |STR_TIME: 0.1487417221069336
> STR_ID: 3p02 |STR_LEN: 804 |STR_TIME: 0.0741879940032959
> STR_ID: 3p03 |STR_LEN: 1489 |STR_TIME: 0.2925841808319092
> STR_ID: 3p04 |STR_LEN: 239 |STR_TIME: 0.03049302101135254
> STR_ID: 3p05 |STR_LEN: 1043 |STR_TIME: 0.144028902053833
> STR_ID: 3p06 |STR_LEN: 248 |STR_TIME: 0.03537392616271973
> STR_ID: 3p08 |STR_LEN: 650 |STR_TIME: 0.1417098045349121
> STR_ID: 3p09 |STR_LEN: 913 |STR_TIME: 0.10282588005065918
> STR_ID: 3p0a |STR_LEN: 3952 |STR_TIME: 0.11178088188171387
> STR_ID: 3p0b |STR_LEN: 1196 |STR_TIME: 0.11139893531799316
> STR_ID: 3p0c |STR_LEN: 368 |STR_TIME: 0.04456806182861328
> STR_ID: 3p0e |STR_LEN: 2093 |STR_TIME: 0.29570508003234863
> STR_ID: 3p0f |STR_LEN: 601 |STR_TIME: 0.047615766525268555
> STR_ID: 3p0g |STR_LEN: 406 |STR_TIME: 0.09263801574707031
> STR_ID: 3p0h |STR_LEN: 1265 |STR_TIME: 0.21959710121154785
> STR_ID: 3p0i |STR_LEN: 1211 |STR_TIME: 0.19916892051696777
> STR_ID: 3p0j |STR_LEN: 2572 |STR_TIME: 0.43394923210144043
> STR_ID: 3p0k |STR_LEN: 456 |STR_TIME: 0.048256635665893555
> STR_ID: 3p0l |STR_LEN: 808 |STR_TIME: 0.17258191108703613
> STR_ID: 3p0m |STR_LEN: 575 |STR_TIME: 0.07150101661682129
> STR_ID: 3p0n |STR_LEN: 914 |STR_TIME: 0.07067275047302246
> STR_ID: 3p0p |STR_LEN: 535 |STR_TIME: 0.06273317337036133
> STR_ID: 3p0q |STR_LEN: 763 |STR_TIME: 0.1082768440246582
> STR_ID: 3p0r |STR_LEN: 384 |STR_TIME: 0.04034876823425293
> STR_ID: 3p0s |STR_LEN: 412 |STR_TIME: 0.0636758804321289
> STR_ID: 3p0t |STR_LEN: 580 |STR_TIME: 0.060111045837402344
> STR_ID: 3p0u |STR_LEN: 511 |STR_TIME: 0.10778999328613281
> STR_ID: 3p0v |STR_LEN: 876 |STR_TIME: 0.14399194717407227
> STR_ID: 3p0w |STR_LEN: 1936 |STR_TIME: 0.28758692741394043
> STR_ID: 3p0x |STR_LEN: 2392 |STR_TIME: 0.3768770694732666
> STR_ID: 3p0y |STR_LEN: 1283 |STR_TIME: 0.10794305801391602
> STR_ID: 3p0z |STR_LEN: 744 |STR_TIME: 0.13483810424804688
> STR_ID: 4p00 |STR_LEN: 1415 |STR_TIME: 0.2804229259490967
> STR_ID: 4p01 |STR_LEN: 532 |STR_TIME: 0.049141883850097656
> STR_ID: 4p02 |STR_LEN: 1417 |STR_TIME: 0.2965230941772461
> STR_ID: 4p04 |STR_LEN: 1943 |STR_TIME: 0.17820429801940918
> STR_ID: 4p05 |STR_LEN: 1737 |STR_TIME: 0.21546697616577148
> STR_ID: 4p06 |STR_LEN: 1149 |STR_TIME: 0.19946885108947754
> STR_ID: 4p07 |STR_LEN: 1354 |STR_TIME: 0.17845797538757324
> STR_ID: 4p08 |STR_LEN: 1000 |STR_TIME: 0.15447020530700684
> STR_ID: 4p09 |STR_LEN: 347 |STR_TIME: 0.03878593444824219
> STR_ID: 4p0a |STR_LEN: 442 |STR_TIME: 0.0627131462097168
> STR_ID: 4p0b |STR_LEN: 399 |STR_TIME: 0.06696295738220215
> STR_ID: 4p0c |STR_LEN: 232 |STR_TIME: 0.030572891235351562
> STR_ID: 4p0d |STR_LEN: 916 |STR_TIME: 0.11613273620605469
> STR_ID: 4p0e |STR_LEN: 504 |STR_TIME: 0.05260801315307617
> STR_ID: 4p0f |STR_LEN: 713 |STR_TIME: 0.07775998115539551
> STR_ID: 4p0g |STR_LEN: 1046 |STR_TIME: 0.07930207252502441
> STR_ID: 4p0h |STR_LEN: 671 |STR_TIME: 0.0858149528503418
> STR_ID: 4p0i |STR_LEN: 823 |STR_TIME: 0.09942483901977539
> STR_ID: 4p0j |STR_LEN: 346 |STR_TIME: 0.0408937931060791
> STR_ID: 4p0k |STR_LEN: 267 |STR_TIME: 0.02361893653869629
> STR_ID: 4p0l |STR_LEN: 282 |STR_TIME: 0.02606797218322754
> STR_ID: 4p0m |STR_LEN: 413 |STR_TIME: 0.037148237228393555
> STR_ID: 4p0n |STR_LEN: 1184 |STR_TIME: 0.1633620262145996
> STR_ID: 4p0o |STR_LEN: 748 |STR_TIME: 0.0816812515258789
> STR_ID: 4p0p |STR_LEN: 642 |STR_TIME: 0.10316085815429688
> STR_ID: 4p0q |STR_LEN: 636 |STR_TIME: 0.1298811435699463
> STR_ID: 4p0r |STR_LEN: 1208 |STR_TIME: 0.2888069152832031
> STR_ID: 4p0s |STR_LEN: 2396 |STR_TIME: 0.4407958984375
> STR_ID: 4p0t |STR_LEN: 596 |STR_TIME: 0.059172868728637695
> STR_ID: 4p0u |STR_LEN: 510 |STR_TIME: 0.054058074951171875
> STR_ID: 4p0v |STR_LEN: 383 |STR_TIME: 0.052178144454956055
> STR_ID: 4p0w |STR_LEN: 407 |STR_TIME: 0.11257076263427734
> STR_ID: 4p0x |STR_LEN: 393 |STR_TIME: 0.06236100196838379
> STR_ID: 4p0y |STR_LEN: 459 |STR_TIME: 0.03881096839904785
> STR_ID: 4p0z |STR_LEN: 332 |STR_TIME: 0.027304887771606445
> STR_ID: 5p00 |STR_LEN: 546 |STR_TIME: 0.09528923034667969
> STR_ID: 5p01 |STR_LEN: 524 |STR_TIME: 0.12745118141174316
> STR_ID: 5p02 |STR_LEN: 559 |STR_TIME: 0.09351921081542969
> STR_ID: 5p03 |STR_LEN: 551 |STR_TIME: 0.0938570499420166
> STR_ID: 5p04 |STR_LEN: 476 |STR_TIME: 0.12143588066101074
> STR_ID: 5p05 |STR_LEN: 482 |STR_TIME: 0.09144902229309082
> STR_ID: 5p06 |STR_LEN: 562 |STR_TIME: 0.09848690032958984
> STR_ID: 5p07 |STR_LEN: 445 |STR_TIME: 0.11474204063415527
> STR_ID: 5p08 |STR_LEN: 484 |STR_TIME: 0.10060620307922363
> STR_ID: 5p09 |STR_LEN: 494 |STR_TIME: 0.12056970596313477
> STR_ID: 5p0a |STR_LEN: 458 |STR_TIME: 0.09355378150939941
> STR_ID: 5p0b |STR_LEN: 504 |STR_TIME: 0.09789013862609863
> STR_ID: 5p0c |STR_LEN: 481 |STR_TIME: 0.12532806396484375
> STR_ID: 5p0d |STR_LEN: 443 |STR_TIME: 0.09221291542053223
> STR_ID: 5p0e |STR_LEN: 488 |STR_TIME: 0.09353804588317871
> STR_ID: 5p0f |STR_LEN: 579 |STR_TIME: 0.12645506858825684
> STR_ID: 5p0g |STR_LEN: 538 |STR_TIME: 0.09628605842590332
> STR_ID: 5p0h |STR_LEN: 461 |STR_TIME: 0.0936892032623291
> STR_ID: 5p0i |STR_LEN: 596 |STR_TIME: 0.12792205810546875
> STR_ID: 5p0j |STR_LEN: 602 |STR_TIME: 0.09528613090515137
> STR_ID: 5p0k |STR_LEN: 487 |STR_TIME: 0.0916130542755127
> STR_ID: 5p0l |STR_LEN: 517 |STR_TIME: 0.1265580654144287
> STR_ID: 5p0m |STR_LEN: 605 |STR_TIME: 0.09669899940490723
> STR_ID: 5p0n |STR_LEN: 572 |STR_TIME: 0.09636783599853516
> STR_ID: 5p0o |STR_LEN: 577 |STR_TIME: 0.12842011451721191
> STR_ID: 5p0p |STR_LEN: 577 |STR_TIME: 0.09468388557434082
> STR_ID: 5p0q |STR_LEN: 541 |STR_TIME: 0.09568381309509277
> STR_ID: 5p0r |STR_LEN: 588 |STR_TIME: 0.13168787956237793
> STR_ID: 5p0s |STR_LEN: 564 |STR_TIME: 0.09498000144958496
> STR_ID: 5p0t |STR_LEN: 599 |STR_TIME: 0.09478998184204102
> STR_ID: 5p0u |STR_LEN: 522 |STR_TIME: 0.13286900520324707
> STR_ID: 5p0v |STR_LEN: 578 |STR_TIME: 0.10454988479614258
> STR_ID: 5p0w |STR_LEN: 573 |STR_TIME: 0.0995640754699707
> STR_ID: 5p0x |STR_LEN: 587 |STR_TIME: 0.1352839469909668
> STR_ID: 5p0y |STR_LEN: 575 |STR_TIME: 0.10126709938049316
> STR_ID: 5p0z |STR_LEN: 572 |STR_TIME: 0.10171270370483398
>> FINISH_DIR: ./data/p/p0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 169 |DIR_TIME: 24.374516010284424 

>> START_DIR: ./data/p/p1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1p10 |STR_LEN: 351 |STR_TIME: 0.05877995491027832
> STR_ID: 1p11 |STR_LEN: 401 |STR_TIME: 0.03221583366394043
> STR_ID: 1p12 |STR_LEN: 389 |STR_TIME: 0.032382965087890625
> STR_ID: 1p13 |STR_LEN: 495 |STR_TIME: 0.041831016540527344
> STR_ID: 1p14 |STR_LEN: 475 |STR_TIME: 0.051199913024902344
> STR_ID: 1p15 |STR_LEN: 606 |STR_TIME: 0.07516813278198242
> STR_ID: 1p16 |STR_LEN: 1231 |STR_TIME: 0.16103506088256836
> STR_ID: 1p17 |STR_LEN: 1142 |STR_TIME: 0.1220858097076416
> STR_ID: 1p18 |STR_LEN: 498 |STR_TIME: 0.058319091796875
> STR_ID: 1p19 |STR_LEN: 1526 |STR_TIME: 0.17223000526428223
> STR_ID: 1p1a |STR_LEN: 85 |STR_TIME: 0.38536500930786133
> STR_ID: 1p1b |STR_LEN: 926 |STR_TIME: 0.12019205093383789
> STR_ID: 1p1c |STR_LEN: 585 |STR_TIME: 0.1095118522644043
> STR_ID: 1p1d |STR_LEN: 196 |STR_TIME: 1.3131449222564697
> STR_ID: 1p1e |STR_LEN: 101 |STR_TIME: 0.70654296875
> STR_ID: 1p1f |STR_LEN: 1130 |STR_TIME: 0.14201903343200684
> STR_ID: 1p1g |STR_LEN: 375 |STR_TIME: 0.045722007751464844
> STR_ID: 1p1h |STR_LEN: 3534 |STR_TIME: 0.5081467628479004
> STR_ID: 1p1i |STR_LEN: 1166 |STR_TIME: 0.14508485794067383
> STR_ID: 1p1j |STR_LEN: 2115 |STR_TIME: 0.2260589599609375
> STR_ID: 1p1k |STR_LEN: 1217 |STR_TIME: 0.15598797798156738
> STR_ID: 1p1l |STR_LEN: 158 |STR_TIME: 0.015203714370727539
> STR_ID: 1p1m |STR_LEN: 927 |STR_TIME: 0.11755180358886719
> STR_ID: 1p1n |STR_LEN: 382 |STR_TIME: 0.0377352237701416
> STR_ID: 1p1o |STR_LEN: 483 |STR_TIME: 0.04619121551513672
> STR_ID: 1p1p |STR_LEN: 26 |STR_TIME: 0.07284116744995117
> STR_ID: 1p1q |STR_LEN: 1203 |STR_TIME: 0.14902710914611816
> STR_ID: 1p1r |STR_LEN: 2754 |STR_TIME: 0.3223891258239746
> STR_ID: 1p1t |STR_LEN: 104 |STR_TIME: 0.6732437610626221
> STR_ID: 1p1u |STR_LEN: 696 |STR_TIME: 0.11823797225952148
> STR_ID: 1p1v |STR_LEN: 1181 |STR_TIME: 0.07564187049865723
> STR_ID: 1p1w |STR_LEN: 755 |STR_TIME: 0.0781712532043457
> STR_ID: 1p1x |STR_LEN: 1145 |STR_TIME: 0.17842698097229004
> STR_ID: 1p1y |STR_LEN: 37 |STR_TIME: 0.0056040287017822266
> STR_ID: 1p1z |STR_LEN: 478 |STR_TIME: 0.07706189155578613
> STR_ID: 2p10 |STR_LEN: 2344 |STR_TIME: 0.29362010955810547
> STR_ID: 2p11 |STR_LEN: 545 |STR_TIME: 0.06665492057800293
> STR_ID: 2p12 |STR_LEN: 862 |STR_TIME: 0.06625509262084961
> STR_ID: 2p13 |STR_LEN: 348 |STR_TIME: 0.0346071720123291
> STR_ID: 2p14 |STR_LEN: 348 |STR_TIME: 0.0839240550994873
> STR_ID: 2p15 |STR_LEN: 969 |STR_TIME: 0.09249210357666016
> STR_ID: 2p16 |STR_LEN: 409 |STR_TIME: 0.04482102394104004
> STR_ID: 2p17 |STR_LEN: 461 |STR_TIME: 0.03904008865356445
> STR_ID: 2p18 |STR_LEN: 398 |STR_TIME: 0.046508073806762695
> STR_ID: 2p19 |STR_LEN: 944 |STR_TIME: 0.10384821891784668
> STR_ID: 2p1a |STR_LEN: 391 |STR_TIME: 0.05043911933898926
> STR_ID: 2p1b |STR_LEN: 1086 |STR_TIME: 0.15313386917114258
> STR_ID: 2p1c |STR_LEN: 1032 |STR_TIME: 0.14383912086486816
> STR_ID: 2p1d |STR_LEN: 282 |STR_TIME: 0.04114890098571777
> STR_ID: 2p1e |STR_LEN: 385 |STR_TIME: 0.04227614402770996
> STR_ID: 2p1f |STR_LEN: 562 |STR_TIME: 0.04841113090515137
> STR_ID: 2p1g |STR_LEN: 978 |STR_TIME: 0.07617783546447754
> STR_ID: 2p1h |STR_LEN: 152 |STR_TIME: 0.014561176300048828
> STR_ID: 2p1i |STR_LEN: 2179 |STR_TIME: 0.36490607261657715
> STR_ID: 2p1j |STR_LEN: 421 |STR_TIME: 0.06869101524353027
> STR_ID: 2p1l |STR_LEN: 676 |STR_TIME: 0.09783482551574707
> STR_ID: 2p1m |STR_LEN: 1472 |STR_TIME: 0.1424410343170166
> STR_ID: 2p1n |STR_LEN: 1949 |STR_TIME: 0.27173876762390137
> STR_ID: 2p1o |STR_LEN: 1344 |STR_TIME: 0.17678284645080566
> STR_ID: 2p1p |STR_LEN: 1103 |STR_TIME: 0.12815093994140625
> STR_ID: 2p1q |STR_LEN: 1477 |STR_TIME: 0.16893887519836426
> STR_ID: 2p1r |STR_LEN: 1574 |STR_TIME: 0.16807103157043457
> STR_ID: 2p1s |STR_LEN: 678 |STR_TIME: 0.05774283409118652
> STR_ID: 2p1t |STR_LEN: 334 |STR_TIME: 0.07738590240478516
> STR_ID: 2p1u |STR_LEN: 333 |STR_TIME: 0.03565096855163574
> STR_ID: 2p1v |STR_LEN: 296 |STR_TIME: 0.033128976821899414
> STR_ID: 2p1w |STR_LEN: 383 |STR_TIME: 0.03195691108703613
> STR_ID: 2p1x |STR_LEN: 224 |STR_TIME: 0.01952505111694336
> STR_ID: 2p1y |STR_LEN: 998 |STR_TIME: 0.12473225593566895
> STR_ID: 2p1z |STR_LEN: 429 |STR_TIME: 0.07424497604370117
> STR_ID: 3p10 |STR_LEN: 878 |STR_TIME: 0.09137988090515137
> STR_ID: 3p11 |STR_LEN: 939 |STR_TIME: 0.19614291191101074
> STR_ID: 3p12 |STR_LEN: 738 |STR_TIME: 0.08273100852966309
> STR_ID: 3p13 |STR_LEN: 666 |STR_TIME: 0.078521728515625
> STR_ID: 3p14 |STR_LEN: 2059 |STR_TIME: 0.29476094245910645
> STR_ID: 3p16 |STR_LEN: 2238 |STR_TIME: 0.36652278900146484
> STR_ID: 3p17 |STR_LEN: 569 |STR_TIME: 0.06568598747253418
> STR_ID: 3p19 |STR_LEN: 1460 |STR_TIME: 0.20645904541015625
> STR_ID: 3p1a |STR_LEN: 643 |STR_TIME: 0.058524131774902344
> STR_ID: 3p1b |STR_LEN: 401 |STR_TIME: 0.04003715515136719
> STR_ID: 3p1c |STR_LEN: 412 |STR_TIME: 0.04564094543457031
> STR_ID: 3p1d |STR_LEN: 391 |STR_TIME: 0.04995107650756836
> STR_ID: 3p1e |STR_LEN: 409 |STR_TIME: 0.0817270278930664
> STR_ID: 3p1f |STR_LEN: 508 |STR_TIME: 0.05123615264892578
> STR_ID: 3p1g |STR_LEN: 320 |STR_TIME: 0.03114604949951172
> STR_ID: 3p1h |STR_LEN: 192 |STR_TIME: 0.02494502067565918
> STR_ID: 3p1i |STR_LEN: 741 |STR_TIME: 0.09300804138183594
> STR_ID: 3p1j |STR_LEN: 768 |STR_TIME: 0.14415311813354492
> STR_ID: 3p1l |STR_LEN: 442 |STR_TIME: 0.050676822662353516
> STR_ID: 3p1m |STR_LEN: 1303 |STR_TIME: 0.21224284172058105
> STR_ID: 3p1n |STR_LEN: 653 |STR_TIME: 0.04980874061584473
> STR_ID: 3p1o |STR_LEN: 453 |STR_TIME: 0.044879913330078125
> STR_ID: 3p1p |STR_LEN: 462 |STR_TIME: 0.04567313194274902
> STR_ID: 3p1q |STR_LEN: 451 |STR_TIME: 0.05550217628479004
> STR_ID: 3p1r |STR_LEN: 617 |STR_TIME: 0.08580684661865234
> STR_ID: 3p1s |STR_LEN: 496 |STR_TIME: 0.060266971588134766
> STR_ID: 3p1t |STR_LEN: 1869 |STR_TIME: 0.27513694763183594
> STR_ID: 3p1u |STR_LEN: 1623 |STR_TIME: 0.20491909980773926
> STR_ID: 3p1v |STR_LEN: 1580 |STR_TIME: 0.20836400985717773
> STR_ID: 3p1w |STR_LEN: 657 |STR_TIME: 0.09210968017578125
> STR_ID: 3p1x |STR_LEN: 335 |STR_TIME: 0.02406477928161621
> STR_ID: 3p1y |STR_LEN: 1558 |STR_TIME: 0.2393331527709961
> STR_ID: 3p1z |STR_LEN: 2487 |STR_TIME: 0.3354208469390869
> STR_ID: 4p10 |STR_LEN: 564 |STR_TIME: 0.06370806694030762
> STR_ID: 4p11 |STR_LEN: 922 |STR_TIME: 0.13218092918395996
> STR_ID: 4p12 |STR_LEN: 2587 |STR_TIME: 0.26508593559265137
> STR_ID: 4p13 |STR_LEN: 2372 |STR_TIME: 0.3459749221801758
> STR_ID: 4p14 |STR_LEN: 328 |STR_TIME: 0.041628122329711914
> STR_ID: 4p15 |STR_LEN: 151 |STR_TIME: 0.018663883209228516
> STR_ID: 4p16 |STR_LEN: 362 |STR_TIME: 0.04613208770751953
> STR_ID: 4p17 |STR_LEN: 1346 |STR_TIME: 0.23280906677246094
> STR_ID: 4p18 |STR_LEN: 9291 |STR_TIME: 0.9637479782104492
> STR_ID: 4p19 |STR_LEN: 1238 |STR_TIME: 0.21570205688476562
> STR_ID: 4p1a |STR_LEN: 1243 |STR_TIME: 0.3219327926635742
> STR_ID: 4p1b |STR_LEN: 3908 |STR_TIME: 0.543269157409668
> STR_ID: 4p1c |STR_LEN: 2593 |STR_TIME: 0.3569331169128418
> STR_ID: 4p1d |STR_LEN: 55 |STR_TIME: 0.008984088897705078
> STR_ID: 4p1e |STR_LEN: 551 |STR_TIME: 0.09282517433166504
> STR_ID: 4p1g |STR_LEN: 153 |STR_TIME: 0.021797895431518555
> STR_ID: 4p1h |STR_LEN: 800 |STR_TIME: 0.08329033851623535
> STR_ID: 4p1j |STR_LEN: 600 |STR_TIME: 0.14703083038330078
> STR_ID: 4p1l |STR_LEN: 1202 |STR_TIME: 0.20278406143188477
> STR_ID: 4p1m |STR_LEN: 332 |STR_TIME: 0.09356379508972168
> STR_ID: 4p1n |STR_LEN: 523 |STR_TIME: 0.0860891342163086
> STR_ID: 4p1o |STR_LEN: 308 |STR_TIME: 0.058116912841796875
> STR_ID: 4p1q |STR_LEN: 512 |STR_TIME: 0.045178890228271484
> STR_ID: 4p1r |STR_LEN: 1357 |STR_TIME: 0.15537714958190918
> STR_ID: 4p1t |STR_LEN: 663 |STR_TIME: 0.09415292739868164
> STR_ID: 4p1u |STR_LEN: 206 |STR_TIME: 0.029033184051513672
> STR_ID: 4p1v |STR_LEN: 2687 |STR_TIME: 0.2816507816314697
> STR_ID: 4p1w |STR_LEN: 1193 |STR_TIME: 0.2263660430908203
> STR_ID: 4p1x |STR_LEN: 3153 |STR_TIME: 0.7730460166931152
> STR_ID: 4p1y |STR_LEN: 2120 |STR_TIME: 0.7671878337860107
> STR_ID: 4p1z |STR_LEN: 509 |STR_TIME: 0.08995699882507324
> STR_ID: 5p10 |STR_LEN: 520 |STR_TIME: 0.19536113739013672
> STR_ID: 5p11 |STR_LEN: 579 |STR_TIME: 0.0976099967956543
> STR_ID: 5p12 |STR_LEN: 520 |STR_TIME: 0.0951840877532959
> STR_ID: 5p13 |STR_LEN: 538 |STR_TIME: 0.13736701011657715
> STR_ID: 5p14 |STR_LEN: 599 |STR_TIME: 0.10417699813842773
> STR_ID: 5p15 |STR_LEN: 562 |STR_TIME: 0.10119915008544922
> STR_ID: 5p16 |STR_LEN: 517 |STR_TIME: 0.13190484046936035
> STR_ID: 5p17 |STR_LEN: 512 |STR_TIME: 0.10013580322265625
> STR_ID: 5p18 |STR_LEN: 569 |STR_TIME: 0.09970688819885254
> STR_ID: 5p19 |STR_LEN: 582 |STR_TIME: 0.12969088554382324
> STR_ID: 5p1a |STR_LEN: 540 |STR_TIME: 0.09479188919067383
> STR_ID: 5p1b |STR_LEN: 550 |STR_TIME: 0.09702301025390625
> STR_ID: 5p1c |STR_LEN: 523 |STR_TIME: 0.12747502326965332
> STR_ID: 5p1d |STR_LEN: 577 |STR_TIME: 0.10171175003051758
> STR_ID: 5p1e |STR_LEN: 507 |STR_TIME: 0.09927010536193848
> STR_ID: 5p1f |STR_LEN: 568 |STR_TIME: 0.12767887115478516
> STR_ID: 5p1g |STR_LEN: 529 |STR_TIME: 0.0968778133392334
> STR_ID: 5p1h |STR_LEN: 513 |STR_TIME: 0.09352993965148926
> STR_ID: 5p1i |STR_LEN: 555 |STR_TIME: 0.12773394584655762
> STR_ID: 5p1j |STR_LEN: 544 |STR_TIME: 0.0956869125366211
> STR_ID: 5p1k |STR_LEN: 518 |STR_TIME: 0.09498095512390137
> STR_ID: 5p1l |STR_LEN: 572 |STR_TIME: 0.12453699111938477
> STR_ID: 5p1m |STR_LEN: 504 |STR_TIME: 0.0911872386932373
> STR_ID: 5p1n |STR_LEN: 514 |STR_TIME: 0.09528374671936035
> STR_ID: 5p1o |STR_LEN: 515 |STR_TIME: 0.13054728507995605
> STR_ID: 5p1p |STR_LEN: 555 |STR_TIME: 0.09463286399841309
> STR_ID: 5p1q |STR_LEN: 567 |STR_TIME: 0.09534502029418945
> STR_ID: 5p1r |STR_LEN: 544 |STR_TIME: 0.12389397621154785
> STR_ID: 5p1s |STR_LEN: 554 |STR_TIME: 0.0930020809173584
