>> START_DIR: ./data/l/l0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1l00 |STR_LEN: 309 |STR_TIME: 0.026216983795166016
> STR_ID: 2l0e |STR_LEN: 33 |STR_TIME: 0.48836207389831543
> STR_ID: 2l0f |STR_LEN: 121 |STR_TIME: 0.9537429809570312
> STR_ID: 2l0g |STR_LEN: 32 |STR_TIME: 0.18337202072143555
> STR_ID: 2l0i |STR_LEN: 145 |STR_TIME: 0.6379868984222412
> STR_ID: 2l0j |STR_LEN: 164 |STR_TIME: 0.48752427101135254
> STR_ID: 2l0k |STR_LEN: 93 |STR_TIME: 0.7556796073913574
> STR_ID: 2l0l |STR_LEN: 27 |STR_TIME: 0.15816593170166016
> STR_ID: 2l0m |STR_LEN: 27 |STR_TIME: 0.2754249572753906
> STR_ID: 2l0n |STR_LEN: 30 |STR_TIME: 0.20027399063110352
> STR_ID: 2l0o |STR_LEN: 30 |STR_TIME: 0.25334596633911133
> STR_ID: 2l0p |STR_LEN: 186 |STR_TIME: 1.2992539405822754
> STR_ID: 2l0q |STR_LEN: 80 |STR_TIME: 0.5947220325469971
> STR_ID: 2l0r |STR_LEN: 106 |STR_TIME: 1.3364176750183105
> STR_ID: 2l0s |STR_LEN: 83 |STR_TIME: 0.5922329425811768
> STR_ID: 2l0t |STR_LEN: 239 |STR_TIME: 0.9584500789642334
> STR_ID: 2l0w |STR_LEN: 135 |STR_TIME: 1.0640220642089844
> STR_ID: 2l0x |STR_LEN: 171 |STR_TIME: 1.39913010597229
> STR_ID: 2l0y |STR_LEN: 81 |STR_TIME: 0.619905948638916
> STR_ID: 2l0z |STR_LEN: 44 |STR_TIME: 0.4152357578277588
> STR_ID: 3l00 |STR_LEN: 344 |STR_TIME: 0.034684181213378906
> STR_ID: 3l01 |STR_LEN: 971 |STR_TIME: 0.13251900672912598
> STR_ID: 3l02 |STR_LEN: 444 |STR_TIME: 0.05011606216430664
> STR_ID: 3l03 |STR_LEN: 635 |STR_TIME: 0.1642470359802246
> STR_ID: 3l04 |STR_LEN: 446 |STR_TIME: 0.0512998104095459
> STR_ID: 3l05 |STR_LEN: 395 |STR_TIME: 0.052057743072509766
> STR_ID: 3l06 |STR_LEN: 379 |STR_TIME: 0.04996013641357422
> STR_ID: 3l07 |STR_LEN: 1012 |STR_TIME: 0.09504199028015137
> STR_ID: 3l08 |STR_LEN: 888 |STR_TIME: 0.15702605247497559
> STR_ID: 3l09 |STR_LEN: 1049 |STR_TIME: 0.20641088485717773
> STR_ID: 3l0a |STR_LEN: 361 |STR_TIME: 0.0438997745513916
> STR_ID: 3l0b |STR_LEN: 458 |STR_TIME: 0.05772209167480469
> STR_ID: 3l0c |STR_LEN: 394 |STR_TIME: 0.05205702781677246
> STR_ID: 3l0d |STR_LEN: 763 |STR_TIME: 0.09702825546264648
> STR_ID: 3l0e |STR_LEN: 332 |STR_TIME: 0.03774905204772949
> STR_ID: 3l0f |STR_LEN: 910 |STR_TIME: 0.13167381286621094
> STR_ID: 3l0g |STR_LEN: 1954 |STR_TIME: 0.1704847812652588
> STR_ID: 3l0h |STR_LEN: 828 |STR_TIME: 0.11248517036437988
> STR_ID: 3l0i |STR_LEN: 1004 |STR_TIME: 0.14431095123291016
> STR_ID: 3l0j |STR_LEN: 421 |STR_TIME: 0.04106879234313965
> STR_ID: 3l0k |STR_LEN: 1115 |STR_TIME: 0.16349101066589355
> STR_ID: 3l0l |STR_LEN: 1247 |STR_TIME: 0.09737801551818848
> STR_ID: 3l0m |STR_LEN: 653 |STR_TIME: 0.09631991386413574
> STR_ID: 3l0n |STR_LEN: 774 |STR_TIME: 0.10803985595703125
> STR_ID: 3l0o |STR_LEN: 884 |STR_TIME: 0.11253499984741211
> STR_ID: 3l0p |STR_LEN: 232 |STR_TIME: 0.04118609428405762
> STR_ID: 3l0q |STR_LEN: 1986 |STR_TIME: 0.19786691665649414
> STR_ID: 3l0r |STR_LEN: 333 |STR_TIME: 0.04110097885131836
> STR_ID: 3l0s |STR_LEN: 752 |STR_TIME: 0.08353495597839355
> STR_ID: 3l0t |STR_LEN: 769 |STR_TIME: 0.1145470142364502
> STR_ID: 3l0u |STR_LEN: 85 |STR_TIME: 0.03443598747253418
> STR_ID: 3l0v |STR_LEN: 852 |STR_TIME: 0.07594704627990723
> STR_ID: 3l0w |STR_LEN: 329 |STR_TIME: 0.04446005821228027
> STR_ID: 3l0x |STR_LEN: 254 |STR_TIME: 0.03685498237609863
> STR_ID: 3l0y |STR_LEN: 520 |STR_TIME: 0.09051704406738281
> STR_ID: 3l0z |STR_LEN: 1044 |STR_TIME: 0.14987993240356445
> STR_ID: 4l00 |STR_LEN: 931 |STR_TIME: 0.11863899230957031
> STR_ID: 4l01 |STR_LEN: 769 |STR_TIME: 0.1395249366760254
> STR_ID: 4l02 |STR_LEN: 1106 |STR_TIME: 0.157210111618042
> STR_ID: 4l03 |STR_LEN: 1836 |STR_TIME: 0.26622819900512695
> STR_ID: 4l04 |STR_LEN: 2558 |STR_TIME: 0.5729269981384277
> STR_ID: 4l05 |STR_LEN: 421 |STR_TIME: 0.054923057556152344
> STR_ID: 4l06 |STR_LEN: 2619 |STR_TIME: 0.6028320789337158
> STR_ID: 4l07 |STR_LEN: 658 |STR_TIME: 0.06240487098693848
> STR_ID: 4l08 |STR_LEN: 1661 |STR_TIME: 0.27286410331726074
> STR_ID: 4l09 |STR_LEN: 676 |STR_TIME: 0.0651712417602539
> STR_ID: 4l0a |STR_LEN: 285 |STR_TIME: 0.021871089935302734
> STR_ID: 4l0b |STR_LEN: 777 |STR_TIME: 0.07738804817199707
> STR_ID: 4l0c |STR_LEN: 4144 |STR_TIME: 0.3979332447052002
> STR_ID: 4l0d |STR_LEN: 996 |STR_TIME: 0.18169426918029785
> STR_ID: 4l0e |STR_LEN: 457 |STR_TIME: 0.08617997169494629
> STR_ID: 4l0f |STR_LEN: 871 |STR_TIME: 0.1544959545135498
> STR_ID: 4l0g |STR_LEN: 828 |STR_TIME: 0.1204371452331543
> STR_ID: 4l0i |STR_LEN: 558 |STR_TIME: 0.061810970306396484
> STR_ID: 4l0j |STR_LEN: 328 |STR_TIME: 0.03952312469482422
> STR_ID: 4l0k |STR_LEN: 1193 |STR_TIME: 0.19056987762451172
> STR_ID: 4l0l |STR_LEN: 758 |STR_TIME: 0.07190513610839844
> STR_ID: 4l0m |STR_LEN: 352 |STR_TIME: 0.03844285011291504
> STR_ID: 4l0n |STR_LEN: 1306 |STR_TIME: 0.15099406242370605
> STR_ID: 4l0o |STR_LEN: 2949 |STR_TIME: 0.44939184188842773
> STR_ID: 4l0p |STR_LEN: 429 |STR_TIME: 0.06322193145751953
> STR_ID: 4l0q |STR_LEN: 1153 |STR_TIME: 0.1675429344177246
> STR_ID: 4l0r |STR_LEN: 206 |STR_TIME: 0.024822711944580078
> STR_ID: 4l0s |STR_LEN: 735 |STR_TIME: 0.07328224182128906
> STR_ID: 4l0t |STR_LEN: 665 |STR_TIME: 0.06536102294921875
> STR_ID: 4l0u |STR_LEN: 1969 |STR_TIME: 0.3910551071166992
> STR_ID: 4l0v |STR_LEN: 729 |STR_TIME: 0.06550097465515137
> STR_ID: 4l0w |STR_LEN: 249 |STR_TIME: 0.03342580795288086
> STR_ID: 4l0y |STR_LEN: 330 |STR_TIME: 0.05008888244628906
> STR_ID: 4l0z |STR_LEN: 307 |STR_TIME: 0.05001020431518555
> STR_ID: 5l00 |STR_LEN: 244 |STR_TIME: 0.028992891311645508
> STR_ID: 5l01 |STR_LEN: 426 |STR_TIME: 0.04468512535095215
> STR_ID: 5l02 |STR_LEN: 2750 |STR_TIME: 0.37777018547058105
> STR_ID: 5l04 |STR_LEN: 682 |STR_TIME: 0.07827472686767578
> STR_ID: 5l05 |STR_LEN: 3313 |STR_TIME: 0.35276317596435547
> STR_ID: 5l06 |STR_LEN: 24 |STR_TIME: 0.11790800094604492
> STR_ID: 5l07 |STR_LEN: 415 |STR_TIME: 0.10657167434692383
> STR_ID: 5l08 |STR_LEN: 1629 |STR_TIME: 0.24027490615844727
> STR_ID: 5l09 |STR_LEN: 478 |STR_TIME: 0.09410905838012695
> STR_ID: 5l0b |STR_LEN: 2176 |STR_TIME: 0.2877821922302246
> STR_ID: 5l0c |STR_LEN: 761 |STR_TIME: 0.10100412368774414
> STR_ID: 5l0d |STR_LEN: 874 |STR_TIME: 0.1027219295501709
> STR_ID: 5l0e |STR_LEN: 1674 |STR_TIME: 0.2921900749206543
> STR_ID: 5l0f |STR_LEN: 641 |STR_TIME: 0.05709695816040039
> STR_ID: 5l0g |STR_LEN: 733 |STR_TIME: 0.13996219635009766
> STR_ID: 5l0h |STR_LEN: 198 |STR_TIME: 0.029362916946411133
> STR_ID: 5l0i |STR_LEN: 243 |STR_TIME: 0.027309179306030273
> STR_ID: 5l0j |STR_LEN: 347 |STR_TIME: 0.048336029052734375
> STR_ID: 5l0k |STR_LEN: 1688 |STR_TIME: 0.270827054977417
> STR_ID: 5l0l |STR_LEN: 759 |STR_TIME: 0.09142780303955078
> STR_ID: 5l0m |STR_LEN: 173 |STR_TIME: 0.039977073669433594
> STR_ID: 5l0o |STR_LEN: 656 |STR_TIME: 0.09592795372009277
> STR_ID: 5l0p |STR_LEN: 431 |STR_TIME: 0.08791112899780273
> STR_ID: 5l0q |STR_LEN: 1602 |STR_TIME: 0.18013596534729004
> STR_ID: 5l0w |STR_LEN: 371 |STR_TIME: 0.05434584617614746
> STR_ID: 5l0y |STR_LEN: 1203 |STR_TIME: 0.21270298957824707
>> FINISH_DIR: ./data/l/l0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 163 |DIR_TIME: 39.35536789894104 

>> START_DIR: ./data/l/l1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1l10 |STR_LEN: 283 |STR_TIME: 0.027800798416137695
> STR_ID: 1l11 |STR_LEN: 283 |STR_TIME: 0.02535390853881836
> STR_ID: 1l12 |STR_LEN: 283 |STR_TIME: 0.02778911590576172
> STR_ID: 1l13 |STR_LEN: 282 |STR_TIME: 0.027247190475463867
> STR_ID: 1l14 |STR_LEN: 282 |STR_TIME: 0.02802109718322754
> STR_ID: 1l15 |STR_LEN: 283 |STR_TIME: 0.059073686599731445
> STR_ID: 1l16 |STR_LEN: 286 |STR_TIME: 0.027842044830322266
> STR_ID: 1l17 |STR_LEN: 316 |STR_TIME: 0.028633832931518555
> STR_ID: 1l18 |STR_LEN: 317 |STR_TIME: 0.02586078643798828
> STR_ID: 1l19 |STR_LEN: 315 |STR_TIME: 0.027640104293823242
> STR_ID: 1l1c |STR_LEN: 139 |STR_TIME: 0.049868106842041016
> STR_ID: 1l1d |STR_LEN: 418 |STR_TIME: 0.044000864028930664
> STR_ID: 1l1e |STR_LEN: 736 |STR_TIME: 0.10718584060668945
> STR_ID: 1l1f |STR_LEN: 2976 |STR_TIME: 0.46128082275390625
> STR_ID: 1l1g |STR_LEN: 465 |STR_TIME: 0.03953886032104492
> STR_ID: 1l1h |STR_LEN: 175 |STR_TIME: 0.013830184936523438
> STR_ID: 1l1i |STR_LEN: 84 |STR_TIME: 0.47872209548950195
> STR_ID: 1l1j |STR_LEN: 510 |STR_TIME: 0.09054398536682129
> STR_ID: 1l1k |STR_LEN: 20 |STR_TIME: 0.05641293525695801
> STR_ID: 1l1l |STR_LEN: 5743 |STR_TIME: 0.606442928314209
> STR_ID: 1l1m |STR_LEN: 170 |STR_TIME: 1.5363478660583496
> STR_ID: 1l1n |STR_LEN: 493 |STR_TIME: 0.05307412147521973
> STR_ID: 1l1o |STR_LEN: 822 |STR_TIME: 0.26825904846191406
> STR_ID: 1l1p |STR_LEN: 106 |STR_TIME: 1.0273170471191406
> STR_ID: 1l1q |STR_LEN: 274 |STR_TIME: 0.030498981475830078
> STR_ID: 1l1r |STR_LEN: 261 |STR_TIME: 0.11250901222229004
> STR_ID: 1l1s |STR_LEN: 130 |STR_TIME: 0.018034934997558594
> STR_ID: 1l1t |STR_LEN: 515 |STR_TIME: 0.05065584182739258
> STR_ID: 1l1v |STR_LEN: 20 |STR_TIME: 0.04399609565734863
> STR_ID: 1l1w |STR_LEN: 29 |STR_TIME: 0.015490055084228516
> STR_ID: 1l1y |STR_LEN: 5459 |STR_TIME: 0.6952500343322754
> STR_ID: 1l1z |STR_LEN: 522 |STR_TIME: 0.04687905311584473
> STR_ID: 2l10 |STR_LEN: 158 |STR_TIME: 1.049591064453125
> STR_ID: 2l11 |STR_LEN: 69 |STR_TIME: 0.48024868965148926
> STR_ID: 2l12 |STR_LEN: 71 |STR_TIME: 0.661517858505249
> STR_ID: 2l13 |STR_LEN: 13 |STR_TIME: 0.07741308212280273
> STR_ID: 2l14 |STR_LEN: 108 |STR_TIME: 0.7847459316253662
> STR_ID: 2l15 |STR_LEN: 70 |STR_TIME: 0.18430328369140625
> STR_ID: 2l16 |STR_LEN: 52 |STR_TIME: 0.7478430271148682
> STR_ID: 2l17 |STR_LEN: 131 |STR_TIME: 0.9602770805358887
> STR_ID: 2l18 |STR_LEN: 131 |STR_TIME: 0.9406619071960449
> STR_ID: 2l19 |STR_LEN: 131 |STR_TIME: 1.0132100582122803
> STR_ID: 2l1a |STR_LEN: 107 |STR_TIME: 0.8317408561706543
> STR_ID: 2l1b |STR_LEN: 71 |STR_TIME: 0.6493010520935059
> STR_ID: 2l1c |STR_LEN: 218 |STR_TIME: 1.1686742305755615
> STR_ID: 2l1d |STR_LEN: 114 |STR_TIME: 0.9494071006774902
> STR_ID: 2l1e |STR_LEN: 114 |STR_TIME: 0.9416031837463379
> STR_ID: 2l1f |STR_LEN: 131 |STR_TIME: 2.1031558513641357
> STR_ID: 2l1g |STR_LEN: 120 |STR_TIME: 0.910207986831665
> STR_ID: 2l1h |STR_LEN: 114 |STR_TIME: 0.9643089771270752
> STR_ID: 2l1j |STR_LEN: 34 |STR_TIME: 0.16972899436950684
> STR_ID: 2l1k |STR_LEN: 114 |STR_TIME: 0.9172899723052979
> STR_ID: 2l1l |STR_LEN: 154 |STR_TIME: 0.6030299663543701
> STR_ID: 2l1m |STR_LEN: 135 |STR_TIME: 0.9993610382080078
> STR_ID: 2l1n |STR_LEN: 120 |STR_TIME: 0.9543938636779785
> STR_ID: 2l1o |STR_LEN: 40 |STR_TIME: 0.356597900390625
> STR_ID: 2l1p |STR_LEN: 83 |STR_TIME: 0.5943429470062256
> STR_ID: 2l1q |STR_LEN: 40 |STR_TIME: 0.28708410263061523
> STR_ID: 2l1r |STR_LEN: 111 |STR_TIME: 0.7505018711090088
> STR_ID: 2l1s |STR_LEN: 83 |STR_TIME: 0.6401889324188232
> STR_ID: 2l1t |STR_LEN: 109 |STR_TIME: 0.7781517505645752
> STR_ID: 2l1u |STR_LEN: 144 |STR_TIME: 1.0234050750732422
> STR_ID: 2l1v |STR_LEN: 37 |STR_TIME: 0.5755093097686768
> STR_ID: 2l1w |STR_LEN: 178 |STR_TIME: 1.6379940509796143
> STR_ID: 2l1x |STR_LEN: 39 |STR_TIME: 0.214216947555542
> STR_ID: 2l1y |STR_LEN: 51 |STR_TIME: 0.4234638214111328
> STR_ID: 2l1z |STR_LEN: 51 |STR_TIME: 0.2793421745300293
> STR_ID: 3l10 |STR_LEN: 329 |STR_TIME: 0.09572982788085938
> STR_ID: 3l11 |STR_LEN: 142 |STR_TIME: 0.019963979721069336
> STR_ID: 3l12 |STR_LEN: 1303 |STR_TIME: 0.10732603073120117
> STR_ID: 3l13 |STR_LEN: 842 |STR_TIME: 0.16904091835021973
> STR_ID: 3l14 |STR_LEN: 570 |STR_TIME: 0.05689597129821777
> STR_ID: 3l15 |STR_LEN: 560 |STR_TIME: 0.13353610038757324
> STR_ID: 3l16 |STR_LEN: 842 |STR_TIME: 0.16671061515808105
> STR_ID: 3l17 |STR_LEN: 842 |STR_TIME: 0.13249874114990234
> STR_ID: 3l18 |STR_LEN: 598 |STR_TIME: 0.06819605827331543
> STR_ID: 3l19 |STR_LEN: 511 |STR_TIME: 0.11453795433044434
> STR_ID: 3l1a |STR_LEN: 523 |STR_TIME: 0.0645451545715332
> STR_ID: 3l1b |STR_LEN: 247 |STR_TIME: 0.04046368598937988
> STR_ID: 3l1c |STR_LEN: 933 |STR_TIME: 0.10682082176208496
> STR_ID: 3l1e |STR_LEN: 201 |STR_TIME: 0.0253751277923584
> STR_ID: 3l1f |STR_LEN: 141 |STR_TIME: 0.020531177520751953
> STR_ID: 3l1g |STR_LEN: 97 |STR_TIME: 0.05448794364929199
> STR_ID: 3l1h |STR_LEN: 322 |STR_TIME: 0.038175106048583984
> STR_ID: 3l1i |STR_LEN: 378 |STR_TIME: 0.04142284393310547
> STR_ID: 3l1j |STR_LEN: 391 |STR_TIME: 0.04293012619018555
> STR_ID: 3l1k |STR_LEN: 708 |STR_TIME: 0.05886507034301758
> STR_ID: 3l1l |STR_LEN: 425 |STR_TIME: 0.058892250061035156
> STR_ID: 3l1m |STR_LEN: 155 |STR_TIME: 0.016572952270507812
> STR_ID: 3l1n |STR_LEN: 399 |STR_TIME: 0.05956697463989258
> STR_ID: 3l1o |STR_LEN: 876 |STR_TIME: 0.07100510597229004
> STR_ID: 3l1p |STR_LEN: 338 |STR_TIME: 0.06746912002563477
> STR_ID: 3l1q |STR_LEN: 66 |STR_TIME: 0.008591890335083008
> STR_ID: 3l1r |STR_LEN: 960 |STR_TIME: 0.16245388984680176
> STR_ID: 3l1s |STR_LEN: 1076 |STR_TIME: 0.11976003646850586
> STR_ID: 3l1t |STR_LEN: 2766 |STR_TIME: 0.31868982315063477
> STR_ID: 3l1u |STR_LEN: 713 |STR_TIME: 0.0698690414428711
> STR_ID: 3l1v |STR_LEN: 621 |STR_TIME: 0.11232304573059082
> STR_ID: 3l1w |STR_LEN: 3071 |STR_TIME: 0.3556520938873291
> STR_ID: 3l1x |STR_LEN: 108 |STR_TIME: 0.014723062515258789
> STR_ID: 3l1y |STR_LEN: 328 |STR_TIME: 0.026006221771240234
> STR_ID: 3l1z |STR_LEN: 245 |STR_TIME: 0.04199981689453125
> STR_ID: 4l10 |STR_LEN: 745 |STR_TIME: 0.06736373901367188
> STR_ID: 4l11 |STR_LEN: 216 |STR_TIME: 0.08237409591674805
> STR_ID: 4l12 |STR_LEN: 370 |STR_TIME: 0.03718400001525879
> STR_ID: 4l13 |STR_LEN: 398 |STR_TIME: 0.041828155517578125
> STR_ID: 4l15 |STR_LEN: 323 |STR_TIME: 0.0523526668548584
> STR_ID: 4l16 |STR_LEN: 313 |STR_TIME: 0.040213823318481445
> STR_ID: 4l17 |STR_LEN: 1178 |STR_TIME: 0.23772001266479492
> STR_ID: 4l18 |STR_LEN: 704 |STR_TIME: 0.10215592384338379
> STR_ID: 4l19 |STR_LEN: 624 |STR_TIME: 0.07193970680236816
> STR_ID: 4l1a |STR_LEN: 421 |STR_TIME: 0.06748580932617188
> STR_ID: 4l1b |STR_LEN: 1309 |STR_TIME: 0.19067096710205078
> STR_ID: 4l1c |STR_LEN: 215 |STR_TIME: 0.0262908935546875
> STR_ID: 4l1d |STR_LEN: 449 |STR_TIME: 0.061521053314208984
> STR_ID: 4l1e |STR_LEN: 2266 |STR_TIME: 0.7690920829772949
> STR_ID: 4l1f |STR_LEN: 1385 |STR_TIME: 0.123809814453125
> STR_ID: 4l1g |STR_LEN: 1634 |STR_TIME: 0.24466991424560547
> STR_ID: 4l1h |STR_LEN: 107 |STR_TIME: 0.016569852828979492
> STR_ID: 4l1i |STR_LEN: 427 |STR_TIME: 0.048944950103759766
> STR_ID: 4l1j |STR_LEN: 636 |STR_TIME: 0.07978582382202148
> STR_ID: 4l1k |STR_LEN: 448 |STR_TIME: 0.04703998565673828
> STR_ID: 4l1l |STR_LEN: 290 |STR_TIME: 0.07396101951599121
> STR_ID: 4l1m |STR_LEN: 1164 |STR_TIME: 0.17541289329528809
> STR_ID: 4l1n |STR_LEN: 171 |STR_TIME: 0.031052112579345703
> STR_ID: 4l1o |STR_LEN: 1555 |STR_TIME: 0.17572283744812012
> STR_ID: 4l1p |STR_LEN: 335 |STR_TIME: 0.07552719116210938
> STR_ID: 4l1q |STR_LEN: 3254 |STR_TIME: 0.39687490463256836
> STR_ID: 4l1r |STR_LEN: 1258 |STR_TIME: 0.2519190311431885
> STR_ID: 4l1s |STR_LEN: 371 |STR_TIME: 0.05046224594116211
> STR_ID: 4l1t |STR_LEN: 412 |STR_TIME: 0.1001291275024414
> STR_ID: 4l1u |STR_LEN: 965 |STR_TIME: 0.30103397369384766
> STR_ID: 4l1w |STR_LEN: 1025 |STR_TIME: 0.1087338924407959
> STR_ID: 4l1x |STR_LEN: 1200 |STR_TIME: 0.1172642707824707
> STR_ID: 4l1y |STR_LEN: 505 |STR_TIME: 0.08780622482299805
> STR_ID: 4l1z |STR_LEN: 455 |STR_TIME: 0.04437994956970215
> STR_ID: 5l10 |STR_LEN: 1115 |STR_TIME: 0.19290709495544434
> STR_ID: 5l11 |STR_LEN: 338 |STR_TIME: 0.11669707298278809
> STR_ID: 5l13 |STR_LEN: 5708 |STR_TIME: 0.7009742259979248
> STR_ID: 5l19 |STR_LEN: 213 |STR_TIME: 0.021671772003173828
> STR_ID: 5l1a |STR_LEN: 178 |STR_TIME: 0.026055335998535156
> STR_ID: 5l1b |STR_LEN: 3127 |STR_TIME: 0.540355920791626
> STR_ID: 5l1d |STR_LEN: 14708 |STR_TIME: 2.6068148612976074
> STR_ID: 5l1e |STR_LEN: 3108 |STR_TIME: 0.6093871593475342
> STR_ID: 5l1f |STR_LEN: 3108 |STR_TIME: 0.6588890552520752
> STR_ID: 5l1g |STR_LEN: 3110 |STR_TIME: 0.5464818477630615
> STR_ID: 5l1h |STR_LEN: 3103 |STR_TIME: 0.6169228553771973
> STR_ID: 5l1i |STR_LEN: 594 |STR_TIME: 0.07479190826416016
> STR_ID: 5l1j |STR_LEN: 864 |STR_TIME: 0.08205986022949219
> STR_ID: 5l1k |STR_LEN: 945 |STR_TIME: 0.08783316612243652
> STR_ID: 5l1l |STR_LEN: 982 |STR_TIME: 0.18686699867248535
> STR_ID: 5l1m |STR_LEN: 140 |STR_TIME: 0.021950960159301758
> STR_ID: 5l1o |STR_LEN: 1038 |STR_TIME: 0.09015798568725586
> STR_ID: 5l1p |STR_LEN: 682 |STR_TIME: 0.08078122138977051
> STR_ID: 5l1q |STR_LEN: 880 |STR_TIME: 0.11232590675354004
> STR_ID: 5l1r |STR_LEN: 1018 |STR_TIME: 0.08870196342468262
> STR_ID: 5l1s |STR_LEN: 882 |STR_TIME: 0.08441305160522461
> STR_ID: 5l1t |STR_LEN: 911 |STR_TIME: 0.11457419395446777
> STR_ID: 5l1u |STR_LEN: 890 |STR_TIME: 0.08312201499938965
> STR_ID: 5l1v |STR_LEN: 950 |STR_TIME: 0.0837550163269043
> STR_ID: 5l1w |STR_LEN: 1030 |STR_TIME: 0.10606598854064941
> STR_ID: 5l1x |STR_LEN: 2680 |STR_TIME: 0.5860521793365479
> STR_ID: 5l1z |STR_LEN: 673 |STR_TIME: 0.1013340950012207
>> FINISH_DIR: ./data/l/l1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 326 |DIR_TIME: 50.6337411403656 

>> START_DIR: ./data/l/l2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1l20 |STR_LEN: 316 |STR_TIME: 0.026683330535888672
> STR_ID: 1l21 |STR_LEN: 318 |STR_TIME: 0.028575420379638672
> STR_ID: 1l22 |STR_LEN: 317 |STR_TIME: 0.028744935989379883
