>> START_DIR: ./data/n/n0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1n00 |STR_LEN: 502 |STR_TIME: 0.05328679084777832
> STR_ID: 2n0q |STR_LEN: 24 |STR_TIME: 0.14276671409606934
> STR_ID: 2n0r |STR_LEN: 23 |STR_TIME: 0.1863560676574707
> STR_ID: 2n0s |STR_LEN: 503 |STR_TIME: 0.6187179088592529
> STR_ID: 2n0t |STR_LEN: 165 |STR_TIME: 2.339175224304199
> STR_ID: 2n0u |STR_LEN: 90 |STR_TIME: 0.6908190250396729
> STR_ID: 2n0v |STR_LEN: 10 |STR_TIME: 0.04064178466796875
> STR_ID: 2n0w |STR_LEN: 90 |STR_TIME: 0.8725879192352295
> STR_ID: 2n0x |STR_LEN: 16 |STR_TIME: 0.09429407119750977
> STR_ID: 2n0y |STR_LEN: 139 |STR_TIME: 0.9842660427093506
> STR_ID: 2n0z |STR_LEN: 43 |STR_TIME: 0.33052802085876465
> STR_ID: 3n00 |STR_LEN: 267 |STR_TIME: 0.030642986297607422
> STR_ID: 3n01 |STR_LEN: 383 |STR_TIME: 0.04043984413146973
> STR_ID: 3n02 |STR_LEN: 427 |STR_TIME: 0.03881025314331055
> STR_ID: 3n03 |STR_LEN: 431 |STR_TIME: 0.03930807113647461
> STR_ID: 3n04 |STR_LEN: 2155 |STR_TIME: 0.4174940586090088
> STR_ID: 3n05 |STR_LEN: 1190 |STR_TIME: 0.19572710990905762
> STR_ID: 3n06 |STR_LEN: 669 |STR_TIME: 0.062062978744506836
> STR_ID: 3n07 |STR_LEN: 1027 |STR_TIME: 0.1351301670074463
> STR_ID: 3n08 |STR_LEN: 896 |STR_TIME: 0.17407703399658203
> STR_ID: 3n0a |STR_LEN: 551 |STR_TIME: 0.06774210929870605
> STR_ID: 3n0b |STR_LEN: 909 |STR_TIME: 0.19925785064697266
> STR_ID: 3n0c |STR_LEN: 916 |STR_TIME: 0.1744980812072754
> STR_ID: 3n0d |STR_LEN: 487 |STR_TIME: 0.04828906059265137
> STR_ID: 3n0e |STR_LEN: 561 |STR_TIME: 0.08311986923217773
> STR_ID: 3n0f |STR_LEN: 1386 |STR_TIME: 0.16208219528198242
> STR_ID: 3n0g |STR_LEN: 1375 |STR_TIME: 0.19746017456054688
> STR_ID: 3n0h |STR_LEN: 282 |STR_TIME: 0.03360176086425781
> STR_ID: 3n0i |STR_LEN: 1088 |STR_TIME: 0.11151838302612305
> STR_ID: 3n0k |STR_LEN: 401 |STR_TIME: 0.0276491641998291
> STR_ID: 3n0l |STR_LEN: 1313 |STR_TIME: 0.17659997940063477
> STR_ID: 3n0m |STR_LEN: 577 |STR_TIME: 0.09320497512817383
> STR_ID: 3n0n |STR_LEN: 567 |STR_TIME: 0.11924386024475098
> STR_ID: 3n0p |STR_LEN: 727 |STR_TIME: 0.06429791450500488
> STR_ID: 3n0q |STR_LEN: 879 |STR_TIME: 0.08357405662536621
> STR_ID: 3n0r |STR_LEN: 540 |STR_TIME: 0.05462241172790527
> STR_ID: 3n0s |STR_LEN: 1441 |STR_TIME: 0.20560693740844727
> STR_ID: 3n0t |STR_LEN: 2056 |STR_TIME: 0.3660118579864502
> STR_ID: 3n0u |STR_LEN: 1306 |STR_TIME: 0.28473687171936035
> STR_ID: 3n0v |STR_LEN: 1538 |STR_TIME: 0.2731132507324219
> STR_ID: 3n0w |STR_LEN: 1478 |STR_TIME: 0.15366220474243164
> STR_ID: 3n0x |STR_LEN: 900 |STR_TIME: 0.13025212287902832
> STR_ID: 3n0y |STR_LEN: 512 |STR_TIME: 0.054206132888793945
> STR_ID: 3n0z |STR_LEN: 553 |STR_TIME: 0.055333852767944336
> STR_ID: 4n00 |STR_LEN: 575 |STR_TIME: 0.060796260833740234
> STR_ID: 4n01 |STR_LEN: 1089 |STR_TIME: 0.1648709774017334
> STR_ID: 4n02 |STR_LEN: 705 |STR_TIME: 0.07279300689697266
> STR_ID: 4n03 |STR_LEN: 858 |STR_TIME: 0.09267902374267578
> STR_ID: 4n04 |STR_LEN: 267 |STR_TIME: 0.041947126388549805
> STR_ID: 4n05 |STR_LEN: 660 |STR_TIME: 0.15047812461853027
> STR_ID: 4n06 |STR_LEN: 1048 |STR_TIME: 0.1333022117614746
> STR_ID: 4n07 |STR_LEN: 1507 |STR_TIME: 0.15684199333190918
> STR_ID: 4n08 |STR_LEN: 487 |STR_TIME: 0.05185103416442871
> STR_ID: 4n09 |STR_LEN: 1535 |STR_TIME: 0.24781012535095215
> STR_ID: 4n0a |STR_LEN: 1589 |STR_TIME: 0.23298311233520508
> STR_ID: 4n0b |STR_LEN: 1925 |STR_TIME: 0.4606599807739258
> STR_ID: 4n0c |STR_LEN: 1235 |STR_TIME: 0.2364826202392578
> STR_ID: 4n0d |STR_LEN: 705 |STR_TIME: 0.10661673545837402
> STR_ID: 4n0e |STR_LEN: 455 |STR_TIME: 0.04920029640197754
> STR_ID: 4n0f |STR_LEN: 3784 |STR_TIME: 0.6488521099090576
> STR_ID: 4n0g |STR_LEN: 1140 |STR_TIME: 0.1589798927307129
> STR_ID: 4n0h |STR_LEN: 1131 |STR_TIME: 0.23273515701293945
> STR_ID: 4n0i |STR_LEN: 1189 |STR_TIME: 0.16395282745361328
> STR_ID: 4n0j |STR_LEN: 464 |STR_TIME: 0.08236908912658691
> STR_ID: 4n0k |STR_LEN: 569 |STR_TIME: 0.05814313888549805
> STR_ID: 4n0l |STR_LEN: 852 |STR_TIME: 0.12492728233337402
> STR_ID: 4n0m |STR_LEN: 369 |STR_TIME: 0.030204057693481445
> STR_ID: 4n0n |STR_LEN: 661 |STR_TIME: 0.11382889747619629
> STR_ID: 4n0o |STR_LEN: 2462 |STR_TIME: 0.24861598014831543
> STR_ID: 4n0p |STR_LEN: 1646 |STR_TIME: 0.19904613494873047
> STR_ID: 4n0q |STR_LEN: 1878 |STR_TIME: 0.27682042121887207
> STR_ID: 4n0r |STR_LEN: 2305 |STR_TIME: 0.2741711139678955
> STR_ID: 4n0s |STR_LEN: 761 |STR_TIME: 0.12507200241088867
> STR_ID: 4n0t |STR_LEN: 1125 |STR_TIME: 0.14965081214904785
> STR_ID: 4n0u |STR_LEN: 1163 |STR_TIME: 0.2093338966369629
> STR_ID: 4n0v |STR_LEN: 636 |STR_TIME: 0.08983302116394043
> STR_ID: 4n0w |STR_LEN: 3161 |STR_TIME: 0.37036800384521484
> STR_ID: 4n0x |STR_LEN: 486 |STR_TIME: 0.040982723236083984
> STR_ID: 4n0y |STR_LEN: 794 |STR_TIME: 0.07010793685913086
> STR_ID: 4n0z |STR_LEN: 217 |STR_TIME: 0.01822972297668457
> STR_ID: 5n00 |STR_LEN: 1984 |STR_TIME: 0.3568379878997803
> STR_ID: 5n01 |STR_LEN: 2138 |STR_TIME: 0.33405375480651855
> STR_ID: 5n02 |STR_LEN: 2014 |STR_TIME: 0.3534200191497803
> STR_ID: 5n03 |STR_LEN: 1995 |STR_TIME: 0.20358991622924805
> STR_ID: 5n04 |STR_LEN: 662 |STR_TIME: 0.04653620719909668
> STR_ID: 5n05 |STR_LEN: 635 |STR_TIME: 0.044510841369628906
> STR_ID: 5n06 |STR_LEN: 254 |STR_TIME: 0.03185296058654785
> STR_ID: 5n07 |STR_LEN: 171 |STR_TIME: 0.02672100067138672
> STR_ID: 5n08 |STR_LEN: 635 |STR_TIME: 0.16275405883789062
> STR_ID: 5n0d |STR_LEN: 503 |STR_TIME: 0.04390406608581543
> STR_ID: 5n0e |STR_LEN: 493 |STR_TIME: 0.04297804832458496
> STR_ID: 5n0h |STR_LEN: 882 |STR_TIME: 0.07403182983398438
> STR_ID: 5n0i |STR_LEN: 1051 |STR_TIME: 0.11978888511657715
> STR_ID: 5n0m |STR_LEN: 819 |STR_TIME: 0.0910329818725586
> STR_ID: 5n0y |STR_LEN: 881 |STR_TIME: 0.09432506561279297
> STR_ID: 5n0z |STR_LEN: 842 |STR_TIME: 0.12296390533447266
>> FINISH_DIR: ./data/n/n0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 151 |DIR_TIME: 33.89807200431824 

>> START_DIR: ./data/n/n1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1n10 |STR_LEN: 458 |STR_TIME: 0.06276893615722656
> STR_ID: 1n11 |STR_LEN: 414 |STR_TIME: 0.05819392204284668
> STR_ID: 1n12 |STR_LEN: 436 |STR_TIME: 0.04259991645812988
> STR_ID: 1n13 |STR_LEN: 1705 |STR_TIME: 0.19164085388183594
> STR_ID: 1n14 |STR_LEN: 26 |STR_TIME: 0.3283710479736328
> STR_ID: 1n15 |STR_LEN: 1081 |STR_TIME: 0.15646696090698242
> STR_ID: 1n17 |STR_LEN: 26 |STR_TIME: 0.38404393196105957
> STR_ID: 1n18 |STR_LEN: 2940 |STR_TIME: 0.2710850238800049
> STR_ID: 1n19 |STR_LEN: 573 |STR_TIME: 0.046813011169433594
> STR_ID: 1n1a |STR_LEN: 297 |STR_TIME: 0.033866167068481445
> STR_ID: 1n1b |STR_LEN: 1636 |STR_TIME: 0.2266252040863037
> STR_ID: 1n1c |STR_LEN: 543 |STR_TIME: 0.05933690071105957
> STR_ID: 1n1d |STR_LEN: 680 |STR_TIME: 0.08280825614929199
> STR_ID: 1n1e |STR_LEN: 1006 |STR_TIME: 0.1374208927154541
> STR_ID: 1n1f |STR_LEN: 318 |STR_TIME: 0.024590730667114258
> STR_ID: 1n1g |STR_LEN: 431 |STR_TIME: 0.056792259216308594
> STR_ID: 1n1h |STR_LEN: 1457 |STR_TIME: 0.2341909408569336
> STR_ID: 1n1i |STR_LEN: 673 |STR_TIME: 0.054997920989990234
> STR_ID: 1n1j |STR_LEN: 464 |STR_TIME: 0.029928922653198242
> STR_ID: 1n1k |STR_LEN: 12 |STR_TIME: 0.06465911865234375
> STR_ID: 1n1l |STR_LEN: 480 |STR_TIME: 0.05040574073791504
> STR_ID: 1n1m |STR_LEN: 2421 |STR_TIME: 0.28295302391052246
> STR_ID: 1n1n |STR_LEN: 21 |STR_TIME: 0.01173710823059082
> STR_ID: 1n1o |STR_LEN: 222 |STR_TIME: 0.014451026916503906
> STR_ID: 1n1p |STR_LEN: 1322 |STR_TIME: 0.24302911758422852
> STR_ID: 1n1q |STR_LEN: 1071 |STR_TIME: 0.09462094306945801
> STR_ID: 1n1s |STR_LEN: 1259 |STR_TIME: 0.13422536849975586
> STR_ID: 1n1t |STR_LEN: 1292 |STR_TIME: 0.10556912422180176
> STR_ID: 1n1u |STR_LEN: 29 |STR_TIME: 0.17261219024658203
> STR_ID: 1n1v |STR_LEN: 926 |STR_TIME: 0.09624910354614258
> STR_ID: 1n1x |STR_LEN: 265 |STR_TIME: 0.019448041915893555
> STR_ID: 1n1y |STR_LEN: 629 |STR_TIME: 0.08578014373779297
> STR_ID: 1n1z |STR_LEN: 1354 |STR_TIME: 0.20443296432495117
> STR_ID: 2n10 |STR_LEN: 52 |STR_TIME: 0.38205909729003906
> STR_ID: 2n11 |STR_LEN: 74 |STR_TIME: 0.5064170360565186
> STR_ID: 2n12 |STR_LEN: 82 |STR_TIME: 0.6403250694274902
> STR_ID: 2n13 |STR_LEN: 238 |STR_TIME: 1.8095459938049316
> STR_ID: 2n14 |STR_LEN: 90 |STR_TIME: 0.6686851978302002
> STR_ID: 2n16 |STR_LEN: 20 |STR_TIME: 0.18416094779968262
> STR_ID: 2n17 |STR_LEN: 56 |STR_TIME: 0.16726207733154297
> STR_ID: 2n18 |STR_LEN: 513 |STR_TIME: 2.897953987121582
> STR_ID: 2n19 |STR_LEN: 88 |STR_TIME: 0.6217842102050781
> STR_ID: 2n1a |STR_LEN: 158 |STR_TIME: 0.2617228031158447
> STR_ID: 2n1b |STR_LEN: 216 |STR_TIME: 0.924468994140625
> STR_ID: 2n1c |STR_LEN: 23 |STR_TIME: 0.1955420970916748
> STR_ID: 2n1d |STR_LEN: 226 |STR_TIME: 1.6973533630371094
> STR_ID: 2n1e |STR_LEN: 168 |STR_TIME: 1.4266443252563477
> STR_ID: 2n1f |STR_LEN: 1335 |STR_TIME: 2.650391101837158
> STR_ID: 2n1g |STR_LEN: 110 |STR_TIME: 0.9981310367584229
> STR_ID: 2n1h |STR_LEN: 94 |STR_TIME: 0.7491471767425537
> STR_ID: 2n1i |STR_LEN: 176 |STR_TIME: 1.2924742698669434
> STR_ID: 2n1k |STR_LEN: 106 |STR_TIME: 0.9880850315093994
> STR_ID: 2n1l |STR_LEN: 115 |STR_TIME: 0.03038311004638672
> STR_ID: 2n1m |STR_LEN: 151 |STR_TIME: 1.045360803604126
> STR_ID: 2n1n |STR_LEN: 35 |STR_TIME: 0.25449705123901367
> STR_ID: 2n1o |STR_LEN: 41 |STR_TIME: 0.24389004707336426
> STR_ID: 2n1p |STR_LEN: 30 |STR_TIME: 0.5199718475341797
> STR_ID: 2n1q |STR_LEN: 155 |STR_TIME: 2.162318706512451
> STR_ID: 2n1r |STR_LEN: 135 |STR_TIME: 0.9689671993255615
> STR_ID: 2n1s |STR_LEN: 30 |STR_TIME: 0.3062119483947754
> STR_ID: 2n1t |STR_LEN: 448 |STR_TIME: 0.8555781841278076
> STR_ID: 2n1u |STR_LEN: 71 |STR_TIME: 0.3866550922393799
> STR_ID: 2n1v |STR_LEN: 97 |STR_TIME: 0.7388298511505127
> STR_ID: 2n1w |STR_LEN: 93 |STR_TIME: 0.6224870681762695
> STR_ID: 3n10 |STR_LEN: 530 |STR_TIME: 0.05591130256652832
> STR_ID: 3n11 |STR_LEN: 667 |STR_TIME: 0.16749191284179688
> STR_ID: 3n12 |STR_LEN: 639 |STR_TIME: 0.0512239933013916
> STR_ID: 3n13 |STR_LEN: 474 |STR_TIME: 0.04901123046875
> STR_ID: 3n14 |STR_LEN: 658 |STR_TIME: 0.05512070655822754
> STR_ID: 3n15 |STR_LEN: 519 |STR_TIME: 0.04869699478149414
> STR_ID: 3n17 |STR_LEN: 619 |STR_TIME: 0.08417797088623047
> STR_ID: 3n18 |STR_LEN: 652 |STR_TIME: 0.05558300018310547
> STR_ID: 3n19 |STR_LEN: 1298 |STR_TIME: 0.25993776321411133
> STR_ID: 3n1a |STR_LEN: 424 |STR_TIME: 0.0493311882019043
> STR_ID: 3n1b |STR_LEN: 326 |STR_TIME: 0.043138980865478516
> STR_ID: 3n1c |STR_LEN: 2232 |STR_TIME: 0.2810039520263672
> STR_ID: 3n1d |STR_LEN: 498 |STR_TIME: 0.039666175842285156
> STR_ID: 3n1e |STR_LEN: 620 |STR_TIME: 0.05393791198730469
> STR_ID: 3n1f |STR_LEN: 1261 |STR_TIME: 0.20783114433288574
> STR_ID: 3n1g |STR_LEN: 1222 |STR_TIME: 0.10470199584960938
> STR_ID: 3n1h |STR_LEN: 232 |STR_TIME: 0.0257570743560791
> STR_ID: 3n1i |STR_LEN: 206 |STR_TIME: 0.024997234344482422
> STR_ID: 3n1j |STR_LEN: 230 |STR_TIME: 0.02711200714111328
> STR_ID: 3n1k |STR_LEN: 226 |STR_TIME: 0.027058124542236328
> STR_ID: 3n1l |STR_LEN: 230 |STR_TIME: 0.06548380851745605
> STR_ID: 3n1m |STR_LEN: 627 |STR_TIME: 0.0881962776184082
> STR_ID: 3n1n |STR_LEN: 502 |STR_TIME: 0.04021000862121582
> STR_ID: 3n1o |STR_LEN: 574 |STR_TIME: 0.06995415687561035
> STR_ID: 3n1p |STR_LEN: 259 |STR_TIME: 0.036782264709472656
> STR_ID: 3n1q |STR_LEN: 723 |STR_TIME: 0.16068601608276367
> STR_ID: 3n1r |STR_LEN: 198 |STR_TIME: 0.02760004997253418
> STR_ID: 3n1s |STR_LEN: 2032 |STR_TIME: 0.20137715339660645
> STR_ID: 3n1t |STR_LEN: 779 |STR_TIME: 0.0758812427520752
> STR_ID: 3n1u |STR_LEN: 257 |STR_TIME: 0.03262495994567871
> STR_ID: 3n1v |STR_LEN: 461 |STR_TIME: 0.05724811553955078
> STR_ID: 3n1w |STR_LEN: 401 |STR_TIME: 0.05369091033935547
> STR_ID: 3n1x |STR_LEN: 1045 |STR_TIME: 0.1894221305847168
> STR_ID: 3n1y |STR_LEN: 1095 |STR_TIME: 0.13706111907958984
> STR_ID: 3n1z |STR_LEN: 1004 |STR_TIME: 0.16663193702697754
> STR_ID: 4n10 |STR_LEN: 187 |STR_TIME: 0.02032184600830078
> STR_ID: 4n11 |STR_LEN: 192 |STR_TIME: 0.021024703979492188
> STR_ID: 4n12 |STR_LEN: 358 |STR_TIME: 0.030180692672729492
> STR_ID: 4n13 |STR_LEN: 393 |STR_TIME: 0.09697771072387695
> STR_ID: 4n14 |STR_LEN: 395 |STR_TIME: 0.13921880722045898
> STR_ID: 4n15 |STR_LEN: 605 |STR_TIME: 0.10020875930786133
> STR_ID: 4n16 |STR_LEN: 520 |STR_TIME: 0.09305286407470703
> STR_ID: 4n17 |STR_LEN: 631 |STR_TIME: 0.13245701789855957
> STR_ID: 4n18 |STR_LEN: 426 |STR_TIME: 0.05538320541381836
> STR_ID: 4n19 |STR_LEN: 256 |STR_TIME: 0.04168200492858887
> STR_ID: 4n1a |STR_LEN: 2258 |STR_TIME: 0.3644399642944336
> STR_ID: 4n1b |STR_LEN: 890 |STR_TIME: 0.12750482559204102
> STR_ID: 4n1c |STR_LEN: 484 |STR_TIME: 0.09456682205200195
> STR_ID: 4n1d |STR_LEN: 177 |STR_TIME: 0.019446849822998047
> STR_ID: 4n1e |STR_LEN: 1482 |STR_TIME: 0.25347399711608887
> STR_ID: 4n1f |STR_LEN: 351 |STR_TIME: 0.0381159782409668
> STR_ID: 4n1g |STR_LEN: 962 |STR_TIME: 0.08571386337280273
> STR_ID: 4n1h |STR_LEN: 785 |STR_TIME: 0.1060190200805664
> STR_ID: 4n1i |STR_LEN: 797 |STR_TIME: 0.10557699203491211
> STR_ID: 4n1j |STR_LEN: 402 |STR_TIME: 0.054791927337646484
> STR_ID: 4n1k |STR_LEN: 373 |STR_TIME: 0.05587911605834961
> STR_ID: 4n1l |STR_LEN: 149 |STR_TIME: 0.015484333038330078
> STR_ID: 4n1m |STR_LEN: 416 |STR_TIME: 0.06222796440124512
> STR_ID: 4n1n |STR_LEN: 315 |STR_TIME: 0.06736326217651367
> STR_ID: 4n1o |STR_LEN: 419 |STR_TIME: 0.029465913772583008
> STR_ID: 4n1p |STR_LEN: 371 |STR_TIME: 0.028520822525024414
> STR_ID: 4n1q |STR_LEN: 487 |STR_TIME: 0.03243708610534668
> STR_ID: 4n1r |STR_LEN: 453 |STR_TIME: 0.0314481258392334
> STR_ID: 4n1s |STR_LEN: 463 |STR_TIME: 0.038871049880981445
> STR_ID: 4n1t |STR_LEN: 297 |STR_TIME: 0.03355813026428223
> STR_ID: 4n1u |STR_LEN: 539 |STR_TIME: 0.09664797782897949
> STR_ID: 4n1v |STR_LEN: 207 |STR_TIME: 0.02824091911315918
> STR_ID: 4n1x |STR_LEN: 1628 |STR_TIME: 0.15268182754516602
> STR_ID: 4n1y |STR_LEN: 955 |STR_TIME: 0.18570399284362793
> STR_ID: 4n1z |STR_LEN: 396 |STR_TIME: 0.05216383934020996
> STR_ID: 5n10 |STR_LEN: 1044 |STR_TIME: 0.2037498950958252
> STR_ID: 5n11 |STR_LEN: 781 |STR_TIME: 0.13508009910583496
> STR_ID: 5n13 |STR_LEN: 304 |STR_TIME: 0.024999141693115234
> STR_ID: 5n14 |STR_LEN: 225 |STR_TIME: 0.230849027633667
> STR_ID: 5n15 |STR_LEN: 680 |STR_TIME: 0.09409904479980469
> STR_ID: 5n16 |STR_LEN: 1173 |STR_TIME: 0.12473797798156738
> STR_ID: 5n17 |STR_LEN: 522 |STR_TIME: 0.049741268157958984
> STR_ID: 5n18 |STR_LEN: 487 |STR_TIME: 0.04690718650817871
> STR_ID: 5n1b |STR_LEN: 816 |STR_TIME: 0.09592890739440918
> STR_ID: 5n1c |STR_LEN: 403 |STR_TIME: 0.054689884185791016
> STR_ID: 5n1i |STR_LEN: 382 |STR_TIME: 0.08770108222961426
> STR_ID: 5n1u |STR_LEN: 342 |STR_TIME: 0.08919501304626465
> STR_ID: 5n1v |STR_LEN: 828 |STR_TIME: 0.12538504600524902
> STR_ID: 5n1w |STR_LEN: 508 |STR_TIME: 0.12713384628295898
> STR_ID: 5n1x |STR_LEN: 628 |STR_TIME: 0.08681774139404297
> STR_ID: 5n1y |STR_LEN: 681 |STR_TIME: 0.08163309097290039
> STR_ID: 5n1z |STR_LEN: 164 |STR_TIME: 0.024616003036499023
>> FINISH_DIR: ./data/n/n1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 302 |DIR_TIME: 40.39025902748108 

>> START_DIR: ./data/n/n2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1n20 |STR_LEN: 1336 |STR_TIME: 0.19938397407531738
> STR_ID: 1n21 |STR_LEN: 565 |STR_TIME: 0.08050894737243652
> STR_ID: 1n22 |STR_LEN: 1237 |STR_TIME: 0.18760895729064941
> STR_ID: 1n23 |STR_LEN: 1292 |STR_TIME: 0.16793203353881836
> STR_ID: 1n24 |STR_LEN: 1417 |STR_TIME: 0.20989108085632324
> STR_ID: 1n25 |STR_LEN: 726 |STR_TIME: 0.10646224021911621
> STR_ID: 1n26 |STR_LEN: 394 |STR_TIME: 0.09017705917358398
> STR_ID: 1n27 |STR_LEN: 96 |STR_TIME: 0.6119790077209473
> STR_ID: 1n28 |STR_LEN: 359 |STR_TIME: 0.03908085823059082
> STR_ID: 1n29 |STR_LEN: 151 |STR_TIME: 0.016232967376708984
> STR_ID: 1n2a |STR_LEN: 543 |STR_TIME: 0.11643123626708984
> STR_ID: 1n2b |STR_LEN: 925 |STR_TIME: 0.08857607841491699
> STR_ID: 1n2c |STR_LEN: 3118 |STR_TIME: 0.5168378353118896
> STR_ID: 1n2d |STR_LEN: 596 |STR_TIME: 0.08213186264038086
> STR_ID: 1n2e |STR_LEN: 989 |STR_TIME: 0.08772921562194824
> STR_ID: 1n2f |STR_LEN: 456 |STR_TIME: 0.0412290096282959
> STR_ID: 1n2g |STR_LEN: 893 |STR_TIME: 0.08609294891357422
> STR_ID: 1n2h |STR_LEN: 886 |STR_TIME: 0.14306879043579102
> STR_ID: 1n2i |STR_LEN: 985 |STR_TIME: 0.09155988693237305
> STR_ID: 1n2j |STR_LEN: 894 |STR_TIME: 0.0840919017791748
> STR_ID: 1n2k |STR_LEN: 534 |STR_TIME: 0.10064387321472168
> STR_ID: 1n2l |STR_LEN: 521 |STR_TIME: 0.06381511688232422
> STR_ID: 1n2m |STR_LEN: 1457 |STR_TIME: 0.14354896545410156
> STR_ID: 1n2n |STR_LEN: 1377 |STR_TIME: 0.1681838035583496
> STR_ID: 1n2o |STR_LEN: 754 |STR_TIME: 0.08208799362182617
> STR_ID: 1n2r |STR_LEN: 867 |STR_TIME: 0.06884264945983887
> STR_ID: 1n2s |STR_LEN: 464 |STR_TIME: 0.046427249908447266
