>> START_DIR: ./data/r/r0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1r00 |STR_LEN: 433 |STR_TIME: 0.04906606674194336
> STR_ID: 2r0x |STR_LEN: 302 |STR_TIME: 0.03764200210571289
> STR_ID: 2r0y |STR_LEN: 554 |STR_TIME: 0.0921480655670166
> STR_ID: 2r0z |STR_LEN: 556 |STR_TIME: 0.06205892562866211
> STR_ID: 3r00 |STR_LEN: 459 |STR_TIME: 0.049668073654174805
> STR_ID: 3r01 |STR_LEN: 368 |STR_TIME: 0.044483184814453125
> STR_ID: 3r02 |STR_LEN: 439 |STR_TIME: 0.05702400207519531
> STR_ID: 3r03 |STR_LEN: 309 |STR_TIME: 0.03962278366088867
> STR_ID: 3r04 |STR_LEN: 506 |STR_TIME: 0.08727002143859863
> STR_ID: 3r05 |STR_LEN: 2020 |STR_TIME: 0.3998532295227051
> STR_ID: 3r06 |STR_LEN: 2104 |STR_TIME: 0.35851407051086426
> STR_ID: 3r07 |STR_LEN: 394 |STR_TIME: 0.054123878479003906
> STR_ID: 3r08 |STR_LEN: 511 |STR_TIME: 0.12625408172607422
> STR_ID: 3r09 |STR_LEN: 357 |STR_TIME: 0.04078221321105957
> STR_ID: 3r0a |STR_LEN: 297 |STR_TIME: 0.03828883171081543
> STR_ID: 3r0d |STR_LEN: 661 |STR_TIME: 0.06590914726257324
> STR_ID: 3r0e |STR_LEN: 567 |STR_TIME: 0.06315279006958008
> STR_ID: 3r0f |STR_LEN: 656 |STR_TIME: 0.17453789710998535
> STR_ID: 3r0g |STR_LEN: 558 |STR_TIME: 0.06321287155151367
> STR_ID: 3r0h |STR_LEN: 1811 |STR_TIME: 0.34037303924560547
> STR_ID: 3r0i |STR_LEN: 1563 |STR_TIME: 0.177048921585083
> STR_ID: 3r0j |STR_LEN: 529 |STR_TIME: 0.07904219627380371
> STR_ID: 3r0k |STR_LEN: 1288 |STR_TIME: 0.13951802253723145
> STR_ID: 3r0l |STR_LEN: 463 |STR_TIME: 0.08217287063598633
> STR_ID: 3r0m |STR_LEN: 613 |STR_TIME: 0.054891109466552734
> STR_ID: 3r0n |STR_LEN: 264 |STR_TIME: 0.028113126754760742
> STR_ID: 3r0o |STR_LEN: 1356 |STR_TIME: 0.14530205726623535
> STR_ID: 3r0p |STR_LEN: 1162 |STR_TIME: 0.1707310676574707
> STR_ID: 3r0q |STR_LEN: 1573 |STR_TIME: 0.22996783256530762
> STR_ID: 3r0r |STR_LEN: 326 |STR_TIME: 0.030955076217651367
> STR_ID: 3r0s |STR_LEN: 287 |STR_TIME: 0.04578208923339844
> STR_ID: 3r0t |STR_LEN: 676 |STR_TIME: 0.07471776008605957
> STR_ID: 3r0u |STR_LEN: 1362 |STR_TIME: 0.1987471580505371
> STR_ID: 3r0v |STR_LEN: 561 |STR_TIME: 0.05462288856506348
> STR_ID: 3r0w |STR_LEN: 407 |STR_TIME: 0.033203840255737305
> STR_ID: 3r0x |STR_LEN: 834 |STR_TIME: 0.0694892406463623
> STR_ID: 3r0y |STR_LEN: 392 |STR_TIME: 0.03437495231628418
> STR_ID: 3r0z |STR_LEN: 578 |STR_TIME: 0.10066080093383789
> STR_ID: 4r00 |STR_LEN: 6706 |STR_TIME: 1.495473861694336
> STR_ID: 4r01 |STR_LEN: 591 |STR_TIME: 0.07791471481323242
> STR_ID: 4r02 |STR_LEN: 9063 |STR_TIME: 1.7528698444366455
> STR_ID: 4r03 |STR_LEN: 301 |STR_TIME: 0.02453780174255371
> STR_ID: 4r04 |STR_LEN: 1794 |STR_TIME: 0.43964624404907227
> STR_ID: 4r05 |STR_LEN: 762 |STR_TIME: 0.0975189208984375
> STR_ID: 4r06 |STR_LEN: 685 |STR_TIME: 0.09517693519592285
> STR_ID: 4r07 |STR_LEN: 4453 |STR_TIME: 0.5913310050964355
> STR_ID: 4r08 |STR_LEN: 3936 |STR_TIME: 0.5660521984100342
> STR_ID: 4r09 |STR_LEN: 3039 |STR_TIME: 0.5995018482208252
> STR_ID: 4r0a |STR_LEN: 1096 |STR_TIME: 0.12198495864868164
> STR_ID: 4r0b |STR_LEN: 178 |STR_TIME: 0.030692100524902344
> STR_ID: 4r0c |STR_LEN: 1973 |STR_TIME: 0.3672218322753906
> STR_ID: 4r0d |STR_LEN: 885 |STR_TIME: 0.35762619972229004
> STR_ID: 4r0e |STR_LEN: 487 |STR_TIME: 0.11863517761230469
> STR_ID: 4r0f |STR_LEN: 400 |STR_TIME: 0.04000067710876465
> STR_ID: 4r0g |STR_LEN: 995 |STR_TIME: 0.14049601554870605
> STR_ID: 4r0i |STR_LEN: 329 |STR_TIME: 0.03812980651855469
> STR_ID: 4r0j |STR_LEN: 368 |STR_TIME: 0.09292316436767578
> STR_ID: 4r0k |STR_LEN: 1186 |STR_TIME: 0.12352824211120605
> STR_ID: 4r0l |STR_LEN: 701 |STR_TIME: 0.10867786407470703
> STR_ID: 4r0m |STR_LEN: 1220 |STR_TIME: 0.20082616806030273
> STR_ID: 4r0n |STR_LEN: 1207 |STR_TIME: 0.19636201858520508
> STR_ID: 4r0o |STR_LEN: 432 |STR_TIME: 0.05629706382751465
> STR_ID: 4r0p |STR_LEN: 8 |STR_TIME: 0.0014531612396240234
> STR_ID: 4r0q |STR_LEN: 1186 |STR_TIME: 0.15230321884155273
> STR_ID: 4r0r |STR_LEN: 56 |STR_TIME: 0.014321088790893555
> STR_ID: 4r0s |STR_LEN: 351 |STR_TIME: 0.10373306274414062
> STR_ID: 4r0t |STR_LEN: 372 |STR_TIME: 0.055803775787353516
> STR_ID: 4r0u |STR_LEN: 14 |STR_TIME: 0.0013821125030517578
> STR_ID: 4r0v |STR_LEN: 1130 |STR_TIME: 0.1479952335357666
> STR_ID: 4r0w |STR_LEN: 8 |STR_TIME: 0.0012176036834716797
> STR_ID: 4r0x |STR_LEN: 315 |STR_TIME: 0.0487370491027832
> STR_ID: 4r0y |STR_LEN: 1123 |STR_TIME: 0.13414597511291504
> STR_ID: 4r0z |STR_LEN: 690 |STR_TIME: 0.09950613975524902
>> FINISH_DIR: ./data/r/r0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 133 |DIR_TIME: 20.92711615562439 

>> START_DIR: ./data/r/r1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1r10 |STR_LEN: 535 |STR_TIME: 0.09854292869567871
> STR_ID: 1r11 |STR_LEN: 606 |STR_TIME: 0.09472823143005371
> STR_ID: 1r12 |STR_LEN: 778 |STR_TIME: 0.08054304122924805
> STR_ID: 1r13 |STR_LEN: 265 |STR_TIME: 0.02408003807067871
> STR_ID: 1r14 |STR_LEN: 154 |STR_TIME: 0.021072864532470703
> STR_ID: 1r15 |STR_LEN: 2032 |STR_TIME: 0.33568882942199707
> STR_ID: 1r16 |STR_LEN: 598 |STR_TIME: 0.0893707275390625
> STR_ID: 1r17 |STR_LEN: 1103 |STR_TIME: 0.10087919235229492
> STR_ID: 1r18 |STR_LEN: 301 |STR_TIME: 0.03386712074279785
> STR_ID: 1r19 |STR_LEN: 1176 |STR_TIME: 0.2109827995300293
> STR_ID: 1r1a |STR_LEN: 794 |STR_TIME: 0.12121224403381348
> STR_ID: 1r1b |STR_LEN: 56 |STR_TIME: 0.015191078186035156
> STR_ID: 1r1c |STR_LEN: 823 |STR_TIME: 0.08340811729431152
> STR_ID: 1r1d |STR_LEN: 1144 |STR_TIME: 0.13344216346740723
> STR_ID: 1r1f |STR_LEN: 37 |STR_TIME: 0.18051505088806152
> STR_ID: 1r1g |STR_LEN: 170 |STR_TIME: 0.013457298278808594
> STR_ID: 1r1h |STR_LEN: 996 |STR_TIME: 0.14696383476257324
> STR_ID: 1r1i |STR_LEN: 720 |STR_TIME: 0.1029961109161377
> STR_ID: 1r1j |STR_LEN: 789 |STR_TIME: 0.10333514213562012
> STR_ID: 1r1k |STR_LEN: 487 |STR_TIME: 0.10136604309082031
> STR_ID: 1r1l |STR_LEN: 963 |STR_TIME: 0.12405800819396973
> STR_ID: 1r1m |STR_LEN: 255 |STR_TIME: 0.023269176483154297
> STR_ID: 1r1n |STR_LEN: 5607 |STR_TIME: 0.5543677806854248
> STR_ID: 1r1o |STR_LEN: 992 |STR_TIME: 0.13179707527160645
> STR_ID: 1r1p |STR_LEN: 788 |STR_TIME: 0.12251591682434082
> STR_ID: 1r1q |STR_LEN: 357 |STR_TIME: 0.03443574905395508
> STR_ID: 1r1r |STR_LEN: 2565 |STR_TIME: 0.37668895721435547
> STR_ID: 1r1s |STR_LEN: 867 |STR_TIME: 0.07319927215576172
> STR_ID: 1r1t |STR_LEN: 476 |STR_TIME: 0.032122135162353516
> STR_ID: 1r1u |STR_LEN: 578 |STR_TIME: 0.06024312973022461
> STR_ID: 1r1v |STR_LEN: 417 |STR_TIME: 0.0867776870727539
> STR_ID: 1r1w |STR_LEN: 520 |STR_TIME: 0.04756808280944824
> STR_ID: 1r1x |STR_LEN: 485 |STR_TIME: 0.047363996505737305
> STR_ID: 1r1y |STR_LEN: 1176 |STR_TIME: 0.09560894966125488
> STR_ID: 1r1z |STR_LEN: 1189 |STR_TIME: 0.1679379940032959
> STR_ID: 2r10 |STR_LEN: 1004 |STR_TIME: 0.0965280532836914
> STR_ID: 2r11 |STR_LEN: 2133 |STR_TIME: 0.23902678489685059
> STR_ID: 2r13 |STR_LEN: 203 |STR_TIME: 0.01605391502380371
> STR_ID: 2r14 |STR_LEN: 1049 |STR_TIME: 0.0842890739440918
> STR_ID: 2r15 |STR_LEN: 665 |STR_TIME: 0.06807708740234375
> STR_ID: 2r16 |STR_LEN: 306 |STR_TIME: 0.036844730377197266
> STR_ID: 2r17 |STR_LEN: 991 |STR_TIME: 0.18886184692382812
> STR_ID: 2r18 |STR_LEN: 183 |STR_TIME: 0.02222299575805664
> STR_ID: 2r19 |STR_LEN: 580 |STR_TIME: 0.044888973236083984
> STR_ID: 2r1a |STR_LEN: 1134 |STR_TIME: 0.1618788242340088
> STR_ID: 2r1b |STR_LEN: 749 |STR_TIME: 0.06160688400268555
> STR_ID: 2r1c |STR_LEN: 91 |STR_TIME: 0.013469219207763672
> STR_ID: 2r1d |STR_LEN: 1716 |STR_TIME: 0.272799015045166
> STR_ID: 2r1f |STR_LEN: 790 |STR_TIME: 0.08245587348937988
> STR_ID: 2r1g |STR_LEN: 556 |STR_TIME: 0.01553797721862793
> STR_ID: 2r1h |STR_LEN: 941 |STR_TIME: 0.09610509872436523
> STR_ID: 2r1i |STR_LEN: 627 |STR_TIME: 0.09205484390258789
> STR_ID: 2r1j |STR_LEN: 503 |STR_TIME: 0.04162788391113281
> STR_ID: 2r1k |STR_LEN: 623 |STR_TIME: 0.05058407783508301
> STR_ID: 2r1l |STR_LEN: 605 |STR_TIME: 0.05215001106262207
> STR_ID: 2r1m |STR_LEN: 485 |STR_TIME: 0.04812502861022949
> STR_ID: 2r1n |STR_LEN: 648 |STR_TIME: 0.05513906478881836
> STR_ID: 2r1p |STR_LEN: 620 |STR_TIME: 0.09500575065612793
> STR_ID: 2r1q |STR_LEN: 84 |STR_TIME: 0.012237071990966797
> STR_ID: 2r1r |STR_LEN: 2245 |STR_TIME: 0.36379170417785645
> STR_ID: 2r1s |STR_LEN: 208 |STR_TIME: 0.015535831451416016
> STR_ID: 2r1t |STR_LEN: 791 |STR_TIME: 0.05734825134277344
> STR_ID: 2r1u |STR_LEN: 790 |STR_TIME: 0.060891151428222656
> STR_ID: 2r1v |STR_LEN: 807 |STR_TIME: 0.058708906173706055
> STR_ID: 2r1w |STR_LEN: 742 |STR_TIME: 0.11630797386169434
> STR_ID: 2r1x |STR_LEN: 813 |STR_TIME: 0.06875491142272949
> STR_ID: 2r1y |STR_LEN: 792 |STR_TIME: 0.06955718994140625
> STR_ID: 2r1z |STR_LEN: 527 |STR_TIME: 0.06211590766906738
> STR_ID: 3r10 |STR_LEN: 1319 |STR_TIME: 0.16994094848632812
> STR_ID: 3r11 |STR_LEN: 1444 |STR_TIME: 0.14275312423706055
> STR_ID: 3r12 |STR_LEN: 770 |STR_TIME: 0.12092375755310059
> STR_ID: 3r13 |STR_LEN: 784 |STR_TIME: 0.10660672187805176
> STR_ID: 3r15 |STR_LEN: 275 |STR_TIME: 0.0263211727142334
> STR_ID: 3r16 |STR_LEN: 589 |STR_TIME: 0.04915785789489746
> STR_ID: 3r17 |STR_LEN: 545 |STR_TIME: 0.07228398323059082
> STR_ID: 3r18 |STR_LEN: 573 |STR_TIME: 0.06829690933227539
> STR_ID: 3r19 |STR_LEN: 564 |STR_TIME: 0.06842494010925293
> STR_ID: 3r1a |STR_LEN: 3743 |STR_TIME: 0.6452069282531738
> STR_ID: 3r1b |STR_LEN: 1867 |STR_TIME: 0.3102908134460449
> STR_ID: 3r1c |STR_LEN: 819 |STR_TIME: 0.12434816360473633
> STR_ID: 3r1d |STR_LEN: 271 |STR_TIME: 0.038932085037231445
> STR_ID: 3r1e |STR_LEN: 124 |STR_TIME: 0.010848045349121094
> STR_ID: 3r1f |STR_LEN: 2210 |STR_TIME: 0.4231867790222168
> STR_ID: 3r1g |STR_LEN: 907 |STR_TIME: 0.1436159610748291
> STR_ID: 3r1h |STR_LEN: 524 |STR_TIME: 0.13769316673278809
> STR_ID: 3r1i |STR_LEN: 864 |STR_TIME: 0.12987017631530762
> STR_ID: 3r1j |STR_LEN: 821 |STR_TIME: 0.09267306327819824
> STR_ID: 3r1k |STR_LEN: 689 |STR_TIME: 0.0787057876586914
> STR_ID: 3r1l |STR_LEN: 556 |STR_TIME: 0.1674797534942627
> STR_ID: 3r1m |STR_LEN: 625 |STR_TIME: 0.06108427047729492
> STR_ID: 3r1n |STR_LEN: 348 |STR_TIME: 0.05001497268676758
> STR_ID: 3r1o |STR_LEN: 417 |STR_TIME: 0.04383587837219238
> STR_ID: 3r1p |STR_LEN: 1066 |STR_TIME: 0.14783477783203125
> STR_ID: 3r1q |STR_LEN: 467 |STR_TIME: 0.0455927848815918
> STR_ID: 3r1r |STR_LEN: 2328 |STR_TIME: 0.36142396926879883
> STR_ID: 3r1s |STR_LEN: 489 |STR_TIME: 0.04805302619934082
> STR_ID: 3r1v |STR_LEN: 310 |STR_TIME: 0.0857694149017334
> STR_ID: 3r1w |STR_LEN: 1004 |STR_TIME: 0.10421037673950195
> STR_ID: 3r1x |STR_LEN: 1732 |STR_TIME: 0.2546987533569336
> STR_ID: 3r1y |STR_LEN: 466 |STR_TIME: 0.04920196533203125
> STR_ID: 3r1z |STR_LEN: 1448 |STR_TIME: 0.18215203285217285
> STR_ID: 4r10 |STR_LEN: 767 |STR_TIME: 0.10234808921813965
> STR_ID: 4r11 |STR_LEN: 1762 |STR_TIME: 0.33000802993774414
> STR_ID: 4r12 |STR_LEN: 975 |STR_TIME: 0.11467599868774414
> STR_ID: 4r14 |STR_LEN: 314 |STR_TIME: 0.09757065773010254
> STR_ID: 4r15 |STR_LEN: 82 |STR_TIME: 0.008205890655517578
> STR_ID: 4r16 |STR_LEN: 1850 |STR_TIME: 0.14292407035827637
> STR_ID: 4r17 |STR_LEN: 9825 |STR_TIME: 1.5819189548492432
> STR_ID: 4r18 |STR_LEN: 8095 |STR_TIME: 1.622572898864746
> STR_ID: 4r19 |STR_LEN: 1071 |STR_TIME: 0.12610602378845215
> STR_ID: 4r1a |STR_LEN: 400 |STR_TIME: 0.04895615577697754
> STR_ID: 4r1b |STR_LEN: 578 |STR_TIME: 0.05780673027038574
> STR_ID: 4r1c |STR_LEN: 844 |STR_TIME: 0.27430081367492676
> STR_ID: 4r1d |STR_LEN: 1779 |STR_TIME: 0.14360284805297852
> STR_ID: 4r1e |STR_LEN: 225 |STR_TIME: 0.027272939682006836
> STR_ID: 4r1f |STR_LEN: 1648 |STR_TIME: 0.26508617401123047
> STR_ID: 4r1g |STR_LEN: 1275 |STR_TIME: 0.17505693435668945
> STR_ID: 4r1h |STR_LEN: 433 |STR_TIME: 0.05039501190185547
> STR_ID: 4r1i |STR_LEN: 1013 |STR_TIME: 0.23131108283996582
> STR_ID: 4r1j |STR_LEN: 442 |STR_TIME: 0.03353595733642578
> STR_ID: 4r1k |STR_LEN: 275 |STR_TIME: 0.05150103569030762
> STR_ID: 4r1l |STR_LEN: 2308 |STR_TIME: 0.3801560401916504
> STR_ID: 4r1m |STR_LEN: 2029 |STR_TIME: 0.3595240116119385
> STR_ID: 4r1n |STR_LEN: 1364 |STR_TIME: 0.20766901969909668
> STR_ID: 4r1o |STR_LEN: 4152 |STR_TIME: 0.5310330390930176
> STR_ID: 4r1p |STR_LEN: 4139 |STR_TIME: 0.5839040279388428
> STR_ID: 4r1q |STR_LEN: 4629 |STR_TIME: 0.6334912776947021
> STR_ID: 4r1r |STR_LEN: 2256 |STR_TIME: 0.42317700386047363
> STR_ID: 4r1s |STR_LEN: 1347 |STR_TIME: 0.23575806617736816
> STR_ID: 4r1t |STR_LEN: 568 |STR_TIME: 0.20244097709655762
> STR_ID: 4r1u |STR_LEN: 922 |STR_TIME: 0.10003924369812012
> STR_ID: 4r1v |STR_LEN: 642 |STR_TIME: 0.06447696685791016
> STR_ID: 4r1y |STR_LEN: 418 |STR_TIME: 0.08472514152526855
> STR_ID: 4r1z |STR_LEN: 847 |STR_TIME: 0.14586210250854492
> STR_ID: 5r1r |STR_LEN: 2362 |STR_TIME: 0.37877988815307617
> STR_ID: 6r1r |STR_LEN: 2362 |STR_TIME: 0.4038197994232178
> STR_ID: 7r1r |STR_LEN: 2362 |STR_TIME: 0.3939356803894043
>> FINISH_DIR: ./data/r/r1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 270 |DIR_TIME: 23.195353984832764 

>> START_DIR: ./data/r/r2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1r20 |STR_LEN: 480 |STR_TIME: 0.11086392402648926
> STR_ID: 1r21 |STR_LEN: 100 |STR_TIME: 0.7815649509429932
> STR_ID: 1r22 |STR_LEN: 252 |STR_TIME: 0.029335975646972656
> STR_ID: 1r23 |STR_LEN: 325 |STR_TIME: 0.03292274475097656
> STR_ID: 1r24 |STR_LEN: 846 |STR_TIME: 0.11891388893127441
> STR_ID: 1r26 |STR_LEN: 239 |STR_TIME: 0.020565032958984375
> STR_ID: 1r27 |STR_LEN: 5703 |STR_TIME: 0.6866848468780518
> STR_ID: 1r28 |STR_LEN: 374 |STR_TIME: 0.061576128005981445
> STR_ID: 1r29 |STR_LEN: 310 |STR_TIME: 0.025951147079467773
> STR_ID: 1r2a |STR_LEN: 92 |STR_TIME: 0.5770571231842041
> STR_ID: 1r2b |STR_LEN: 414 |STR_TIME: 0.05037999153137207
> STR_ID: 1r2c |STR_LEN: 1210 |STR_TIME: 0.2476348876953125
> STR_ID: 1r2d |STR_LEN: 352 |STR_TIME: 0.02887582778930664
> STR_ID: 1r2e |STR_LEN: 281 |STR_TIME: 0.023567914962768555
> STR_ID: 1r2f |STR_LEN: 965 |STR_TIME: 0.09199380874633789
> STR_ID: 1r2g |STR_LEN: 159 |STR_TIME: 0.02226710319519043
> STR_ID: 1r2h |STR_LEN: 242 |STR_TIME: 0.05762887001037598
> STR_ID: 1r2i |STR_LEN: 357 |STR_TIME: 0.02621173858642578
> STR_ID: 1r2j |STR_LEN: 520 |STR_TIME: 0.04836082458496094
> STR_ID: 1r2k |STR_LEN: 479 |STR_TIME: 0.05196690559387207
> STR_ID: 1r2l |STR_LEN: 24 |STR_TIME: 0.01377725601196289
> STR_ID: 1r2m |STR_LEN: 392 |STR_TIME: 0.03150486946105957
> STR_ID: 1r2n |STR_LEN: 237 |STR_TIME: 0.9394140243530273
> STR_ID: 1r2o |STR_LEN: 16 |STR_TIME: 0.004823923110961914
> STR_ID: 1r2p |STR_LEN: 34 |STR_TIME: 0.1862499713897705
> STR_ID: 1r2q |STR_LEN: 391 |STR_TIME: 0.12113118171691895
> STR_ID: 1r2r |STR_LEN: 2166 |STR_TIME: 0.16349411010742188
> STR_ID: 1r2s |STR_LEN: 1122 |STR_TIME: 0.18033981323242188
> STR_ID: 1r2t |STR_LEN: 828 |STR_TIME: 0.08061885833740234
> STR_ID: 1r2u |STR_LEN: 90 |STR_TIME: 1.2211499214172363
> STR_ID: 1r2w |STR_LEN: 191 |STR_TIME: 0.004689216613769531
> STR_ID: 1r2x |STR_LEN: 190 |STR_TIME: 0.005063772201538086
> STR_ID: 1r2y |STR_LEN: 433 |STR_TIME: 0.051544189453125
> STR_ID: 1r2z |STR_LEN: 616 |STR_TIME: 0.052206993103027344
> STR_ID: 2r20 |STR_LEN: 197 |STR_TIME: 0.013163089752197266
> STR_ID: 2r21 |STR_LEN: 193 |STR_TIME: 0.11805391311645508
> STR_ID: 2r22 |STR_LEN: 176 |STR_TIME: 0.014288902282714844
> STR_ID: 2r23 |STR_LEN: 814 |STR_TIME: 0.07226181030273438
> STR_ID: 2r24 |STR_LEN: 603 |STR_TIME: 0.09799504280090332
> STR_ID: 2r25 |STR_LEN: 540 |STR_TIME: 0.048793792724609375
> STR_ID: 2r26 |STR_LEN: 2486 |STR_TIME: 0.27892518043518066
> STR_ID: 2r27 |STR_LEN: 460 |STR_TIME: 0.0392148494720459
> STR_ID: 2r28 |STR_LEN: 587 |STR_TIME: 0.08322000503540039
> STR_ID: 2r29 |STR_LEN: 771 |STR_TIME: 0.07843518257141113
> STR_ID: 2r2a |STR_LEN: 656 |STR_TIME: 0.0640718936920166
> STR_ID: 2r2b |STR_LEN: 748 |STR_TIME: 0.07253599166870117
> STR_ID: 2r2c |STR_LEN: 580 |STR_TIME: 0.04174685478210449
> STR_ID: 2r2d |STR_LEN: 3208 |STR_TIME: 0.43585705757141113
> STR_ID: 2r2e |STR_LEN: 528 |STR_TIME: 0.06211090087890625
> STR_ID: 2r2f |STR_LEN: 988 |STR_TIME: 0.08842897415161133
> STR_ID: 2r2g |STR_LEN: 974 |STR_TIME: 0.1399519443511963
> STR_ID: 2r2h |STR_LEN: 705 |STR_TIME: 0.06533980369567871
> STR_ID: 2r2i |STR_LEN: 276 |STR_TIME: 0.03031301498413086
> STR_ID: 2r2j |STR_LEN: 441 |STR_TIME: 0.05304408073425293
> STR_ID: 2r2k |STR_LEN: 741 |STR_TIME: 0.1335432529449463
> STR_ID: 2r2l |STR_LEN: 1253 |STR_TIME: 0.12042880058288574
> STR_ID: 2r2m |STR_LEN: 424 |STR_TIME: 0.046830177307128906
> STR_ID: 2r2n |STR_LEN: 3055 |STR_TIME: 0.3089561462402344
