>> START_DIR: ./data/s/s0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1s00 |STR_LEN: 1831 |STR_TIME: 0.32448410987854004
> STR_ID: 3s0t |STR_LEN: 749 |STR_TIME: 0.07472491264343262
> STR_ID: 3s0w |STR_LEN: 408 |STR_TIME: 0.062233686447143555
> STR_ID: 3s0x |STR_LEN: 411 |STR_TIME: 0.05253291130065918
> STR_ID: 3s0y |STR_LEN: 577 |STR_TIME: 0.10378384590148926
> STR_ID: 3s0z |STR_LEN: 670 |STR_TIME: 0.06363511085510254
> STR_ID: 4s00 |STR_LEN: 3978 |STR_TIME: 0.34108996391296387
> STR_ID: 4s01 |STR_LEN: 3596 |STR_TIME: 0.3342008590698242
> STR_ID: 4s02 |STR_LEN: 210 |STR_TIME: 0.027300119400024414
> STR_ID: 4s03 |STR_LEN: 296 |STR_TIME: 0.030481815338134766
> STR_ID: 4s04 |STR_LEN: 1070 |STR_TIME: 0.2725181579589844
> STR_ID: 4s05 |STR_LEN: 494 |STR_TIME: 0.09972882270812988
> STR_ID: 4s06 |STR_LEN: 554 |STR_TIME: 0.07875990867614746
> STR_ID: 4s0f |STR_LEN: 1132 |STR_TIME: 0.12877726554870605
> STR_ID: 4s0g |STR_LEN: 422 |STR_TIME: 0.08145594596862793
> STR_ID: 4s0h |STR_LEN: 537 |STR_TIME: 0.12691998481750488
> STR_ID: 4s0i |STR_LEN: 154 |STR_TIME: 0.02552509307861328
> STR_ID: 4s0j |STR_LEN: 153 |STR_TIME: 0.02447199821472168
> STR_ID: 4s0k |STR_LEN: 191 |STR_TIME: 0.02966594696044922
> STR_ID: 4s0l |STR_LEN: 152 |STR_TIME: 0.028141021728515625
> STR_ID: 4s0m |STR_LEN: 1992 |STR_TIME: 0.25543999671936035
> STR_ID: 4s0n |STR_LEN: 1112 |STR_TIME: 0.11167216300964355
> STR_ID: 4s0o |STR_LEN: 475 |STR_TIME: 0.09234499931335449
> STR_ID: 4s0p |STR_LEN: 348 |STR_TIME: 0.048238277435302734
> STR_ID: 4s0q |STR_LEN: 344 |STR_TIME: 0.03362417221069336
> STR_ID: 4s0r |STR_LEN: 6477 |STR_TIME: 1.1962049007415771
> STR_ID: 4s0s |STR_LEN: 726 |STR_TIME: 0.10601282119750977
> STR_ID: 4s0t |STR_LEN: 746 |STR_TIME: 0.18756890296936035
> STR_ID: 4s0u |STR_LEN: 513 |STR_TIME: 0.06365799903869629
> STR_ID: 4s0v |STR_LEN: 508 |STR_TIME: 0.08742690086364746
> STR_ID: 4s0w |STR_LEN: 673 |STR_TIME: 0.14874911308288574
> STR_ID: 4s0x |STR_LEN: 830 |STR_TIME: 0.0881340503692627
> STR_ID: 4s0z |STR_LEN: 470 |STR_TIME: 0.04443478584289551
>> FINISH_DIR: ./data/s/s0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 90 |DIR_TIME: 12.519488096237183 

>> START_DIR: ./data/s/s1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1s10 |STR_LEN: 707 |STR_TIME: 0.06837582588195801
> STR_ID: 1s12 |STR_LEN: 743 |STR_TIME: 0.09557795524597168
> STR_ID: 1s13 |STR_LEN: 591 |STR_TIME: 0.0694880485534668
> STR_ID: 1s14 |STR_LEN: 874 |STR_TIME: 0.0633540153503418
> STR_ID: 1s16 |STR_LEN: 1013 |STR_TIME: 0.11282205581665039
> STR_ID: 1s17 |STR_LEN: 543 |STR_TIME: 0.08708977699279785
> STR_ID: 1s18 |STR_LEN: 1170 |STR_TIME: 0.10514020919799805
> STR_ID: 1s19 |STR_LEN: 438 |STR_TIME: 0.04117083549499512
> STR_ID: 1s1a |STR_LEN: 703 |STR_TIME: 0.06976199150085449
> STR_ID: 1s1c |STR_LEN: 556 |STR_TIME: 0.10892987251281738
> STR_ID: 1s1d |STR_LEN: 1296 |STR_TIME: 0.10419607162475586
> STR_ID: 1s1e |STR_LEN: 306 |STR_TIME: 0.02928900718688965
> STR_ID: 1s1f |STR_LEN: 730 |STR_TIME: 0.06523489952087402
> STR_ID: 1s1g |STR_LEN: 247 |STR_TIME: 0.03469085693359375
> STR_ID: 1s1j |STR_LEN: 501 |STR_TIME: 0.07780694961547852
> STR_ID: 1s1k |STR_LEN: 53 |STR_TIME: 0.004711151123046875
> STR_ID: 1s1l |STR_LEN: 82 |STR_TIME: 0.008276939392089844
> STR_ID: 1s1m |STR_LEN: 1645 |STR_TIME: 0.1584179401397705
> STR_ID: 1s1n |STR_LEN: 60 |STR_TIME: 0.3177180290222168
> STR_ID: 1s1o |STR_LEN: 32 |STR_TIME: 0.05118989944458008
> STR_ID: 1s1p |STR_LEN: 750 |STR_TIME: 0.11254024505615234
> STR_ID: 1s1q |STR_LEN: 788 |STR_TIME: 0.07220935821533203
> STR_ID: 1s1r |STR_LEN: 613 |STR_TIME: 0.0566248893737793
> STR_ID: 1s1s |STR_LEN: 531 |STR_TIME: 0.04575395584106445
> STR_ID: 1s1t |STR_LEN: 1137 |STR_TIME: 0.17420077323913574
> STR_ID: 1s1u |STR_LEN: 927 |STR_TIME: 0.1410350799560547
> STR_ID: 1s1v |STR_LEN: 1006 |STR_TIME: 0.17419075965881348
> STR_ID: 1s1w |STR_LEN: 996 |STR_TIME: 0.1418299674987793
> STR_ID: 1s1x |STR_LEN: 965 |STR_TIME: 0.18511319160461426
> STR_ID: 1s1y |STR_LEN: 237 |STR_TIME: 0.029639005661010742
> STR_ID: 1s1z |STR_LEN: 232 |STR_TIME: 0.02579498291015625
> STR_ID: 3s11 |STR_LEN: 1627 |STR_TIME: 0.2296130657196045
> STR_ID: 3s12 |STR_LEN: 497 |STR_TIME: 0.10360383987426758
> STR_ID: 3s13 |STR_LEN: 340 |STR_TIME: 0.049696922302246094
> STR_ID: 3s14 |STR_LEN: 3589 |STR_TIME: 0.8007087707519531
> STR_ID: 3s15 |STR_LEN: 3591 |STR_TIME: 0.8695991039276123
> STR_ID: 3s16 |STR_LEN: 3591 |STR_TIME: 0.8792860507965088
> STR_ID: 3s17 |STR_LEN: 3592 |STR_TIME: 0.8819470405578613
> STR_ID: 3s18 |STR_LEN: 596 |STR_TIME: 0.157684326171875
> STR_ID: 3s19 |STR_LEN: 2240 |STR_TIME: 0.33250999450683594
> STR_ID: 3s1a |STR_LEN: 3082 |STR_TIME: 0.48804187774658203
> STR_ID: 3s1b |STR_LEN: 130 |STR_TIME: 0.024893999099731445
> STR_ID: 3s1c |STR_LEN: 850 |STR_TIME: 0.14983081817626953
> STR_ID: 3s1d |STR_LEN: 901 |STR_TIME: 0.08051490783691406
> STR_ID: 3s1e |STR_LEN: 820 |STR_TIME: 0.08052730560302734
> STR_ID: 3s1f |STR_LEN: 820 |STR_TIME: 0.08201289176940918
> STR_ID: 3s1g |STR_LEN: 611 |STR_TIME: 0.09230685234069824
> STR_ID: 3s1h |STR_LEN: 455 |STR_TIME: 0.04518866539001465
> STR_ID: 3s1i |STR_LEN: 587 |STR_TIME: 0.06257367134094238
> STR_ID: 3s1j |STR_LEN: 660 |STR_TIME: 0.06384515762329102
> STR_ID: 3s1k |STR_LEN: 329 |STR_TIME: 0.05243086814880371
> STR_ID: 3s1l |STR_LEN: 2273 |STR_TIME: 0.23160195350646973
> STR_ID: 3s1m |STR_LEN: 3583 |STR_TIME: 0.8217978477478027
> STR_ID: 3s1n |STR_LEN: 3583 |STR_TIME: 0.8494949340820312
> STR_ID: 3s1q |STR_LEN: 3590 |STR_TIME: 0.8442580699920654
> STR_ID: 3s1r |STR_LEN: 3584 |STR_TIME: 0.8928501605987549
> STR_ID: 3s1s |STR_LEN: 1246 |STR_TIME: 0.17824316024780273
> STR_ID: 3s1t |STR_LEN: 553 |STR_TIME: 0.15517377853393555
> STR_ID: 3s1u |STR_LEN: 1750 |STR_TIME: 0.22162103652954102
> STR_ID: 3s1v |STR_LEN: 2006 |STR_TIME: 0.2654390335083008
> STR_ID: 3s1w |STR_LEN: 1902 |STR_TIME: 0.2535858154296875
> STR_ID: 3s1x |STR_LEN: 2330 |STR_TIME: 0.2730071544647217
> STR_ID: 3s1y |STR_LEN: 790 |STR_TIME: 0.07563114166259766
> STR_ID: 3s1z |STR_LEN: 1096 |STR_TIME: 0.1754748821258545
> STR_ID: 4s10 |STR_LEN: 562 |STR_TIME: 0.08205175399780273
> STR_ID: 4s11 |STR_LEN: 186 |STR_TIME: 0.024752140045166016
> STR_ID: 4s12 |STR_LEN: 1859 |STR_TIME: 0.22272300720214844
> STR_ID: 4s13 |STR_LEN: 5069 |STR_TIME: 0.8749611377716064
> STR_ID: 4s14 |STR_LEN: 255 |STR_TIME: 0.09118413925170898
> STR_ID: 4s15 |STR_LEN: 826 |STR_TIME: 0.1091318130493164
> STR_ID: 4s17 |STR_LEN: 3119 |STR_TIME: 0.6344749927520752
> STR_ID: 4s18 |STR_LEN: 310 |STR_TIME: 0.0351259708404541
> STR_ID: 4s1a |STR_LEN: 841 |STR_TIME: 0.07930302619934082
> STR_ID: 4s1b |STR_LEN: 648 |STR_TIME: 0.06736111640930176
> STR_ID: 4s1c |STR_LEN: 606 |STR_TIME: 0.11533689498901367
> STR_ID: 4s1d |STR_LEN: 2043 |STR_TIME: 0.35836100578308105
> STR_ID: 4s1e |STR_LEN: 451 |STR_TIME: 0.04814910888671875
> STR_ID: 4s1f |STR_LEN: 5150 |STR_TIME: 0.7421209812164307
> STR_ID: 4s1g |STR_LEN: 975 |STR_TIME: 0.09846210479736328
> STR_ID: 4s1h |STR_LEN: 877 |STR_TIME: 0.16512608528137207
> STR_ID: 4s1i |STR_LEN: 820 |STR_TIME: 0.10487604141235352
> STR_ID: 4s1j |STR_LEN: 441 |STR_TIME: 0.049231767654418945
> STR_ID: 4s1k |STR_LEN: 384 |STR_TIME: 0.07076096534729004
> STR_ID: 4s1l |STR_LEN: 412 |STR_TIME: 0.06951785087585449
> STR_ID: 4s1m |STR_LEN: 812 |STR_TIME: 0.09725213050842285
> STR_ID: 4s1n |STR_LEN: 187 |STR_TIME: 0.03424525260925293
> STR_ID: 4s1o |STR_LEN: 590 |STR_TIME: 0.062042951583862305
> STR_ID: 4s1p |STR_LEN: 385 |STR_TIME: 0.07125711441040039
> STR_ID: 4s1q |STR_LEN: 918 |STR_TIME: 0.25115084648132324
> STR_ID: 4s1r |STR_LEN: 791 |STR_TIME: 0.16580986976623535
> STR_ID: 4s1s |STR_LEN: 789 |STR_TIME: 0.14150595664978027
> STR_ID: 4s1t |STR_LEN: 2577 |STR_TIME: 0.39182496070861816
> STR_ID: 4s1v |STR_LEN: 1711 |STR_TIME: 0.18876409530639648
> STR_ID: 4s1w |STR_LEN: 1223 |STR_TIME: 0.18543291091918945
> STR_ID: 4s1x |STR_LEN: 249 |STR_TIME: 0.0392758846282959
> STR_ID: 4s1y |STR_LEN: 559 |STR_TIME: 0.07810306549072266
> STR_ID: 4s1z |STR_LEN: 503 |STR_TIME: 0.0673058032989502
>> FINISH_DIR: ./data/s/s1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 187 |DIR_TIME: 20.437148809432983 

>> START_DIR: ./data/s/s2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1s20 |STR_LEN: 4085 |STR_TIME: 0.5366771221160889
> STR_ID: 1s21 |STR_LEN: 310 |STR_TIME: 0.02429819107055664
> STR_ID: 1s22 |STR_LEN: 745 |STR_TIME: 0.06497979164123535
> STR_ID: 1s23 |STR_LEN: 57 |STR_TIME: 0.004839897155761719
> STR_ID: 1s24 |STR_LEN: 57 |STR_TIME: 0.3792269229888916
> STR_ID: 1s26 |STR_LEN: 1894 |STR_TIME: 0.32451510429382324
> STR_ID: 1s28 |STR_LEN: 524 |STR_TIME: 0.07572793960571289
> STR_ID: 1s29 |STR_LEN: 192 |STR_TIME: 0.015394210815429688
> STR_ID: 1s2a |STR_LEN: 680 |STR_TIME: 0.0544281005859375
> STR_ID: 1s2b |STR_LEN: 366 |STR_TIME: 0.1024928092956543
> STR_ID: 1s2c |STR_LEN: 554 |STR_TIME: 0.054225921630859375
> STR_ID: 1s2d |STR_LEN: 783 |STR_TIME: 0.07928705215454102
> STR_ID: 1s2e |STR_LEN: 870 |STR_TIME: 0.08357787132263184
> STR_ID: 1s2f |STR_LEN: 23 |STR_TIME: 0.014425039291381836
> STR_ID: 1s2g |STR_LEN: 774 |STR_TIME: 0.1133871078491211
> STR_ID: 1s2h |STR_LEN: 205 |STR_TIME: 0.05647706985473633
> STR_ID: 1s2i |STR_LEN: 686 |STR_TIME: 0.07729578018188477
> STR_ID: 1s2j |STR_LEN: 453 |STR_TIME: 0.053762197494506836
> STR_ID: 1s2k |STR_LEN: 324 |STR_TIME: 0.028636932373046875
> STR_ID: 1s2l |STR_LEN: 876 |STR_TIME: 0.10774087905883789
> STR_ID: 1s2m |STR_LEN: 630 |STR_TIME: 0.061550140380859375
> STR_ID: 1s2n |STR_LEN: 940 |STR_TIME: 0.08249306678771973
> STR_ID: 1s2o |STR_LEN: 593 |STR_TIME: 0.04588723182678223
> STR_ID: 1s2p |STR_LEN: 831 |STR_TIME: 0.1083977222442627
> STR_ID: 1s2q |STR_LEN: 1499 |STR_TIME: 0.1636190414428711
> STR_ID: 1s2r |STR_LEN: 200 |STR_TIME: 0.011862039566040039
> STR_ID: 1s2t |STR_LEN: 1221 |STR_TIME: 0.1252140998840332
> STR_ID: 1s2u |STR_LEN: 1149 |STR_TIME: 0.09546232223510742
> STR_ID: 1s2v |STR_LEN: 2072 |STR_TIME: 0.21429777145385742
> STR_ID: 1s2w |STR_LEN: 529 |STR_TIME: 0.04589700698852539
> STR_ID: 1s2x |STR_LEN: 272 |STR_TIME: 0.030580997467041016
> STR_ID: 1s2y |STR_LEN: 1480 |STR_TIME: 0.16145038604736328
> STR_ID: 1s2z |STR_LEN: 432 |STR_TIME: 0.032898902893066406
> STR_ID: 3s20 |STR_LEN: 1141 |STR_TIME: 0.18183231353759766
> STR_ID: 3s21 |STR_LEN: 558 |STR_TIME: 0.06535792350769043
> STR_ID: 3s22 |STR_LEN: 749 |STR_TIME: 0.09073019027709961
> STR_ID: 3s23 |STR_LEN: 474 |STR_TIME: 0.06413984298706055
> STR_ID: 3s24 |STR_LEN: 2282 |STR_TIME: 0.37632012367248535
> STR_ID: 3s25 |STR_LEN: 468 |STR_TIME: 0.0638730525970459
> STR_ID: 3s26 |STR_LEN: 262 |STR_TIME: 0.032701730728149414
> STR_ID: 3s27 |STR_LEN: 6895 |STR_TIME: 1.1672818660736084
> STR_ID: 3s28 |STR_LEN: 6752 |STR_TIME: 1.2256388664245605
> STR_ID: 3s29 |STR_LEN: 6839 |STR_TIME: 1.3250799179077148
> STR_ID: 3s2a |STR_LEN: 867 |STR_TIME: 0.27322888374328613
> STR_ID: 3s2c |STR_LEN: 6227 |STR_TIME: 1.1948161125183105
> STR_ID: 3s2d |STR_LEN: 3588 |STR_TIME: 0.8908801078796387
> STR_ID: 3s2e |STR_LEN: 5141 |STR_TIME: 0.602604866027832
> STR_ID: 3s2f |STR_LEN: 4987 |STR_TIME: 0.5363190174102783
> STR_ID: 3s2g |STR_LEN: 4155 |STR_TIME: 0.5023930072784424
> STR_ID: 3s2h |STR_LEN: 3588 |STR_TIME: 0.8791019916534424
> STR_ID: 3s2i |STR_LEN: 4253 |STR_TIME: 0.5171799659729004
> STR_ID: 3s2j |STR_LEN: 945 |STR_TIME: 0.14740395545959473
> STR_ID: 3s2k |STR_LEN: 1372 |STR_TIME: 0.2502100467681885
> STR_ID: 3s2l |STR_LEN: 985 |STR_TIME: 0.15120577812194824
> STR_ID: 3s2m |STR_LEN: 967 |STR_TIME: 0.0828101634979248
> STR_ID: 3s2n |STR_LEN: 1037 |STR_TIME: 0.09104013442993164
> STR_ID: 3s2o |STR_LEN: 450 |STR_TIME: 0.1087188720703125
> STR_ID: 3s2p |STR_LEN: 320 |STR_TIME: 0.040396928787231445
> STR_ID: 3s2q |STR_LEN: 240 |STR_TIME: 0.02757096290588379
> STR_ID: 3s2r |STR_LEN: 294 |STR_TIME: 0.028137922286987305
> STR_ID: 3s2s |STR_LEN: 1323 |STR_TIME: 0.17172789573669434
> STR_ID: 3s2u |STR_LEN: 447 |STR_TIME: 0.05983114242553711
> STR_ID: 3s2v |STR_LEN: 849 |STR_TIME: 0.08014512062072754
> STR_ID: 3s2w |STR_LEN: 1216 |STR_TIME: 0.2516641616821289
> STR_ID: 3s2x |STR_LEN: 283 |STR_TIME: 0.0373082160949707
> STR_ID: 3s2y |STR_LEN: 1065 |STR_TIME: 0.10865998268127441
> STR_ID: 3s2z |STR_LEN: 951 |STR_TIME: 0.13794517517089844
> STR_ID: 4s20 |STR_LEN: 7695 |STR_TIME: 1.813040018081665
> STR_ID: 4s21 |STR_LEN: 931 |STR_TIME: 0.22179603576660156
> STR_ID: 4s22 |STR_LEN: 348 |STR_TIME: 0.05475902557373047
> STR_ID: 4s23 |STR_LEN: 3032 |STR_TIME: 0.30446314811706543
> STR_ID: 4s24 |STR_LEN: 372 |STR_TIME: 0.043031930923461914
> STR_ID: 4s25 |STR_LEN: 1039 |STR_TIME: 0.09370994567871094
> STR_ID: 4s26 |STR_LEN: 1585 |STR_TIME: 0.2045888900756836
> STR_ID: 4s27 |STR_LEN: 1024 |STR_TIME: 0.11966276168823242
> STR_ID: 4s28 |STR_LEN: 1076 |STR_TIME: 0.16291594505310059
> STR_ID: 4s29 |STR_LEN: 1012 |STR_TIME: 0.10534024238586426
> STR_ID: 4s2a |STR_LEN: 596 |STR_TIME: 0.0833439826965332
> STR_ID: 4s2b |STR_LEN: 1212 |STR_TIME: 0.15909504890441895
> STR_ID: 4s2c |STR_LEN: 936 |STR_TIME: 0.1183328628540039
> STR_ID: 4s2d |STR_LEN: 343 |STR_TIME: 0.09107494354248047
> STR_ID: 4s2e |STR_LEN: 439 |STR_TIME: 0.053678035736083984
> STR_ID: 4s2f |STR_LEN: 337 |STR_TIME: 0.06458878517150879
> STR_ID: 4s2g |STR_LEN: 339 |STR_TIME: 0.06465911865234375
> STR_ID: 4s2h |STR_LEN: 361 |STR_TIME: 0.10032916069030762
> STR_ID: 4s2i |STR_LEN: 1065 |STR_TIME: 0.09862494468688965
> STR_ID: 4s2j |STR_LEN: 1155 |STR_TIME: 0.14992284774780273
> STR_ID: 4s2k |STR_LEN: 1515 |STR_TIME: 0.24055695533752441
> STR_ID: 4s2l |STR_LEN: 1167 |STR_TIME: 0.08543205261230469
> STR_ID: 4s2m |STR_LEN: 1023 |STR_TIME: 0.19847989082336426
> STR_ID: 4s2n |STR_LEN: 1358 |STR_TIME: 0.18104791641235352
> STR_ID: 4s2o |STR_LEN: 935 |STR_TIME: 0.10072517395019531
> STR_ID: 4s2p |STR_LEN: 825 |STR_TIME: 0.08093810081481934
> STR_ID: 4s2q |STR_LEN: 110 |STR_TIME: 0.02993488311767578
> STR_ID: 4s2r |STR_LEN: 1827 |STR_TIME: 0.29598069190979004
> STR_ID: 4s2s |STR_LEN: 1662 |STR_TIME: 0.16655611991882324
> STR_ID: 4s2t |STR_LEN: 1598 |STR_TIME: 0.18817901611328125
> STR_ID: 4s2u |STR_LEN: 320 |STR_TIME: 0.08187699317932129
> STR_ID: 4s2v |STR_LEN: 280 |STR_TIME: 0.030892133712768555
> STR_ID: 4s2w |STR_LEN: 254 |STR_TIME: 0.0335848331451416
> STR_ID: 4s2x |STR_LEN: 274 |STR_TIME: 0.03807497024536133
> STR_ID: 4s2y |STR_LEN: 281 |STR_TIME: 0.03483295440673828
> STR_ID: 4s2z |STR_LEN: 670 |STR_TIME: 0.05591106414794922
>> FINISH_DIR: ./data/s/s2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 290 |DIR_TIME: 22.16743493080139 

>> START_DIR: ./data/s/s3/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1s30 |STR_LEN: 378 |STR_TIME: 0.032036781311035156
> STR_ID: 1s31 |STR_LEN: 364 |STR_TIME: 0.08349609375
> STR_ID: 1s32 |STR_LEN: 2000 |STR_TIME: 0.24570298194885254
> STR_ID: 1s34 |STR_LEN: 23 |STR_TIME: 0.23732495307922363
> STR_ID: 1s35 |STR_LEN: 395 |STR_TIME: 0.03650808334350586
> STR_ID: 1s36 |STR_LEN: 334 |STR_TIME: 0.030067920684814453
> STR_ID: 1s37 |STR_LEN: 22 |STR_TIME: 0.011020898818969727
> STR_ID: 1s38 |STR_LEN: 710 |STR_TIME: 0.10488486289978027
> STR_ID: 1s39 |STR_LEN: 543 |STR_TIME: 0.05727672576904297
> STR_ID: 1s3a |STR_LEN: 85 |STR_TIME: 0.5104770660400391
> STR_ID: 1s3b |STR_LEN: 1816 |STR_TIME: 0.20341992378234863
> STR_ID: 1s3c |STR_LEN: 420 |STR_TIME: 0.03331398963928223
> STR_ID: 1s3d |STR_LEN: 482 |STR_TIME: 0.03795981407165527
> STR_ID: 1s3e |STR_LEN: 1788 |STR_TIME: 0.23796892166137695
> STR_ID: 1s3f |STR_LEN: 664 |STR_TIME: 0.0735940933227539
> STR_ID: 1s3g |STR_LEN: 328 |STR_TIME: 0.034713029861450195
> STR_ID: 1s3h |STR_LEN: 474 |STR_TIME: 0.0652620792388916
> STR_ID: 1s3i |STR_LEN: 365 |STR_TIME: 0.04811406135559082
> STR_ID: 1s3j |STR_LEN: 410 |STR_TIME: 0.08415412902832031
> STR_ID: 1s3k |STR_LEN: 779 |STR_TIME: 0.06653189659118652
> STR_ID: 1s3l |STR_LEN: 378 |STR_TIME: 0.046854257583618164
> STR_ID: 1s3m |STR_LEN: 403 |STR_TIME: 0.04811501502990723
> STR_ID: 1s3n |STR_LEN: 394 |STR_TIME: 0.04914999008178711
> STR_ID: 1s3o |STR_LEN: 232 |STR_TIME: 0.03257918357849121
> STR_ID: 1s3p |STR_LEN: 241 |STR_TIME: 0.0183870792388916
> STR_ID: 1s3q |STR_LEN: 2837 |STR_TIME: 0.385479211807251
> STR_ID: 1s3r |STR_LEN: 1401 |STR_TIME: 0.1425800323486328
> STR_ID: 1s3s |STR_LEN: 2940 |STR_TIME: 0.4847290515899658
> STR_ID: 1s3t |STR_LEN: 1202 |STR_TIME: 0.15419292449951172
> STR_ID: 1s3u |STR_LEN: 241 |STR_TIME: 0.027320146560668945
> STR_ID: 1s3v |STR_LEN: 301 |STR_TIME: 0.030081987380981445
> STR_ID: 1s3w |STR_LEN: 270 |STR_TIME: 0.029075145721435547
> STR_ID: 1s3x |STR_LEN: 794 |STR_TIME: 0.06203007698059082
> STR_ID: 1s3y |STR_LEN: 231 |STR_TIME: 0.03179025650024414
