>> START_DIR: ./data/t/t0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1t00 |STR_LEN: 262 |STR_TIME: 0.020526885986328125
> STR_ID: 1t0o |STR_LEN: 817 |STR_TIME: 0.07165789604187012
> STR_ID: 1t0p |STR_LEN: 432 |STR_TIME: 0.10079097747802734
> STR_ID: 1t0q |STR_LEN: 1143 |STR_TIME: 0.14765095710754395
> STR_ID: 1t0r |STR_LEN: 1247 |STR_TIME: 0.1706857681274414
> STR_ID: 1t0s |STR_LEN: 1174 |STR_TIME: 0.14345002174377441
> STR_ID: 1t0t |STR_LEN: 2550 |STR_TIME: 0.27878594398498535
> STR_ID: 1t0u |STR_LEN: 721 |STR_TIME: 0.0693199634552002
> STR_ID: 1t0v |STR_LEN: 184 |STR_TIME: 1.2752430438995361
> STR_ID: 1t0w |STR_LEN: 36 |STR_TIME: 0.28925585746765137
> STR_ID: 1t0y |STR_LEN: 90 |STR_TIME: 0.7137789726257324
> STR_ID: 1t0z |STR_LEN: 221 |STR_TIME: 0.0234067440032959
> STR_ID: 3t00 |STR_LEN: 768 |STR_TIME: 0.06461596488952637
> STR_ID: 3t01 |STR_LEN: 981 |STR_TIME: 0.06916403770446777
> STR_ID: 3t02 |STR_LEN: 696 |STR_TIME: 0.14412784576416016
> STR_ID: 3t03 |STR_LEN: 853 |STR_TIME: 0.10011911392211914
> STR_ID: 3t04 |STR_LEN: 333 |STR_TIME: 0.030363798141479492
> STR_ID: 3t05 |STR_LEN: 2336 |STR_TIME: 0.4525880813598633
> STR_ID: 3t06 |STR_LEN: 1069 |STR_TIME: 0.17058515548706055
> STR_ID: 3t07 |STR_LEN: 2338 |STR_TIME: 0.4766242504119873
> STR_ID: 3t08 |STR_LEN: 7252 |STR_TIME: 0.8356339931488037
> STR_ID: 3t09 |STR_LEN: 8509 |STR_TIME: 0.9371771812438965
> STR_ID: 3t0a |STR_LEN: 7912 |STR_TIME: 0.9411928653717041
> STR_ID: 3t0b |STR_LEN: 7877 |STR_TIME: 0.9522678852081299
> STR_ID: 3t0c |STR_LEN: 1234 |STR_TIME: 0.20063114166259766
> STR_ID: 3t0d |STR_LEN: 8212 |STR_TIME: 0.9213001728057861
> STR_ID: 3t0e |STR_LEN: 1176 |STR_TIME: 0.2722339630126953
> STR_ID: 3t0f |STR_LEN: 806 |STR_TIME: 0.11564087867736816
> STR_ID: 3t0g |STR_LEN: 764 |STR_TIME: 0.21038198471069336
> STR_ID: 3t0h |STR_LEN: 423 |STR_TIME: 0.07735204696655273
> STR_ID: 3t0i |STR_LEN: 663 |STR_TIME: 0.07371401786804199
> STR_ID: 3t0j |STR_LEN: 1352 |STR_TIME: 0.2167201042175293
> STR_ID: 3t0k |STR_LEN: 649 |STR_TIME: 0.07850790023803711
> STR_ID: 3t0l |STR_LEN: 571 |STR_TIME: 0.07437682151794434
> STR_ID: 3t0m |STR_LEN: 570 |STR_TIME: 0.04888296127319336
> STR_ID: 3t0o |STR_LEN: 380 |STR_TIME: 0.04080080986022949
> STR_ID: 3t0p |STR_LEN: 1005 |STR_TIME: 0.13776898384094238
> STR_ID: 3t0q |STR_LEN: 403 |STR_TIME: 0.0736227035522461
> STR_ID: 3t0r |STR_LEN: 589 |STR_TIME: 0.08076286315917969
> STR_ID: 3t0s |STR_LEN: 494 |STR_TIME: 0.05851387977600098
> STR_ID: 3t0t |STR_LEN: 2338 |STR_TIME: 0.5003519058227539
> STR_ID: 3t0u |STR_LEN: 4749 |STR_TIME: 0.5092649459838867
> STR_ID: 3t0v |STR_LEN: 247 |STR_TIME: 0.02249312400817871
> STR_ID: 3t0w |STR_LEN: 545 |STR_TIME: 0.10958409309387207
> STR_ID: 3t0x |STR_LEN: 365 |STR_TIME: 0.042163848876953125
> STR_ID: 3t0y |STR_LEN: 394 |STR_TIME: 0.04747605323791504
> STR_ID: 3t0z |STR_LEN: 300 |STR_TIME: 0.0332331657409668
> STR_ID: 5t00 |STR_LEN: 461 |STR_TIME: 0.1590900421142578
> STR_ID: 5t01 |STR_LEN: 281 |STR_TIME: 0.04455089569091797
> STR_ID: 5t02 |STR_LEN: 901 |STR_TIME: 0.1319429874420166
> STR_ID: 5t03 |STR_LEN: 2315 |STR_TIME: 0.3166978359222412
> STR_ID: 5t04 |STR_LEN: 469 |STR_TIME: 0.08627986907958984
> STR_ID: 5t05 |STR_LEN: 2468 |STR_TIME: 0.26723790168762207
> STR_ID: 5t06 |STR_LEN: 1042 |STR_TIME: 0.14121413230895996
> STR_ID: 5t07 |STR_LEN: 1054 |STR_TIME: 0.11295676231384277
> STR_ID: 5t09 |STR_LEN: 248 |STR_TIME: 0.06281495094299316
> STR_ID: 5t0a |STR_LEN: 2410 |STR_TIME: 0.2824389934539795
> STR_ID: 5t0c |STR_LEN: 19860 |STR_TIME: 4.888033151626587
> STR_ID: 5t0f |STR_LEN: 212 |STR_TIME: 0.026614904403686523
> STR_ID: 5t0g |STR_LEN: 9931 |STR_TIME: 2.6117026805877686
> STR_ID: 5t0h |STR_LEN: 9395 |STR_TIME: 2.380303144454956
> STR_ID: 5t0i |STR_LEN: 9788 |STR_TIME: 2.3438620567321777
> STR_ID: 5t0j |STR_LEN: 9795 |STR_TIME: 2.5872738361358643
> STR_ID: 5t0k |STR_LEN: 1247 |STR_TIME: 0.09747719764709473
> STR_ID: 5t0l |STR_LEN: 1026 |STR_TIME: 0.15485525131225586
> STR_ID: 5t0m |STR_LEN: 914 |STR_TIME: 0.0917806625366211
> STR_ID: 5t0n |STR_LEN: 1814 |STR_TIME: 0.2643411159515381
> STR_ID: 5t0q |STR_LEN: 295 |STR_TIME: 0.2643129825592041
> STR_ID: 5t0u |STR_LEN: 455 |STR_TIME: 0.17319893836975098
> STR_ID: 5t0v |STR_LEN: 6312 |STR_TIME: 1.0907371044158936
> STR_ID: 5t0x |STR_LEN: 190 |STR_TIME: 0.6710019111633301
> STR_ID: 5t0z |STR_LEN: 796 |STR_TIME: 0.10947299003601074
>> FINISH_DIR: ./data/t/t0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 95 |DIR_TIME: 36.9413640499115 

>> START_DIR: ./data/t/t1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1t10 |STR_LEN: 737 |STR_TIME: 0.19377708435058594
> STR_ID: 1t11 |STR_LEN: 858 |STR_TIME: 0.1053159236907959
> STR_ID: 1t12 |STR_LEN: 91 |STR_TIME: 0.26313209533691406
> STR_ID: 1t13 |STR_LEN: 839 |STR_TIME: 0.11269712448120117
> STR_ID: 1t14 |STR_LEN: 457 |STR_TIME: 0.04571390151977539
> STR_ID: 1t15 |STR_LEN: 375 |STR_TIME: 0.03818774223327637
> STR_ID: 1t16 |STR_LEN: 1017 |STR_TIME: 0.19079899787902832
> STR_ID: 1t17 |STR_LEN: 148 |STR_TIME: 0.9738690853118896
> STR_ID: 1t18 |STR_LEN: 126 |STR_TIME: 0.08419299125671387
> STR_ID: 1t19 |STR_LEN: 126 |STR_TIME: 0.03358793258666992
> STR_ID: 1t1a |STR_LEN: 126 |STR_TIME: 0.03485393524169922
> STR_ID: 1t1b |STR_LEN: 126 |STR_TIME: 0.03600788116455078
> STR_ID: 1t1c |STR_LEN: 126 |STR_TIME: 0.033124685287475586
> STR_ID: 1t1d |STR_LEN: 208 |STR_TIME: 0.01714801788330078
> STR_ID: 1t1e |STR_LEN: 1153 |STR_TIME: 0.09137797355651855
> STR_ID: 1t1f |STR_LEN: 1518 |STR_TIME: 0.30758118629455566
> STR_ID: 1t1g |STR_LEN: 687 |STR_TIME: 0.05493283271789551
> STR_ID: 1t1h |STR_LEN: 78 |STR_TIME: 0.5442569255828857
> STR_ID: 1t1i |STR_LEN: 719 |STR_TIME: 0.05775594711303711
> STR_ID: 1t1j |STR_LEN: 390 |STR_TIME: 0.042136192321777344
> STR_ID: 1t1k |STR_LEN: 51 |STR_TIME: 0.26590991020202637
> STR_ID: 1t1l |STR_LEN: 950 |STR_TIME: 0.12363910675048828
> STR_ID: 1t1m |STR_LEN: 238 |STR_TIME: 0.0056340694427490234
> STR_ID: 1t1n |STR_LEN: 344 |STR_TIME: 0.04228687286376953
> STR_ID: 1t1o |STR_LEN: 73 |STR_TIME: 0.002006053924560547
> STR_ID: 1t1p |STR_LEN: 51 |STR_TIME: 0.2626070976257324
> STR_ID: 1t1q |STR_LEN: 51 |STR_TIME: 0.2355341911315918
> STR_ID: 1t1r |STR_LEN: 890 |STR_TIME: 0.1141049861907959
> STR_ID: 1t1s |STR_LEN: 961 |STR_TIME: 0.11873316764831543
> STR_ID: 1t1t |STR_LEN: 63 |STR_TIME: 0.47611069679260254
> STR_ID: 1t1u |STR_LEN: 1005 |STR_TIME: 0.10272908210754395
> STR_ID: 1t1v |STR_LEN: 330 |STR_TIME: 0.030787229537963867
> STR_ID: 1t1w |STR_LEN: 702 |STR_TIME: 0.06317400932312012
> STR_ID: 1t1x |STR_LEN: 714 |STR_TIME: 0.06639981269836426
> STR_ID: 1t1y |STR_LEN: 803 |STR_TIME: 0.12959885597229004
> STR_ID: 1t1z |STR_LEN: 818 |STR_TIME: 0.0667581558227539
> STR_ID: 3t10 |STR_LEN: 458 |STR_TIME: 0.07833003997802734
> STR_ID: 3t11 |STR_LEN: 274 |STR_TIME: 0.040670156478881836
> STR_ID: 3t12 |STR_LEN: 638 |STR_TIME: 0.09769511222839355
> STR_ID: 3t13 |STR_LEN: 534 |STR_TIME: 0.05613994598388672
> STR_ID: 3t14 |STR_LEN: 613 |STR_TIME: 0.07751798629760742
> STR_ID: 3t15 |STR_LEN: 263 |STR_TIME: 0.04686117172241211
> STR_ID: 3t16 |STR_LEN: 195 |STR_TIME: 0.024905920028686523
> STR_ID: 3t19 |STR_LEN: 1151 |STR_TIME: 0.17386198043823242
> STR_ID: 3t1a |STR_LEN: 1223 |STR_TIME: 0.14443206787109375
> STR_ID: 3t1b |STR_LEN: 1358 |STR_TIME: 0.24987506866455078
> STR_ID: 3t1c |STR_LEN: 203 |STR_TIME: 0.034934043884277344
> STR_ID: 3t1d |STR_LEN: 795 |STR_TIME: 0.13588500022888184
> STR_ID: 3t1e |STR_LEN: 966 |STR_TIME: 0.15964698791503906
> STR_ID: 3t1f |STR_LEN: 754 |STR_TIME: 0.11151003837585449
> STR_ID: 3t1g |STR_LEN: 490 |STR_TIME: 0.06648898124694824
> STR_ID: 3t1h |STR_LEN: 4111 |STR_TIME: 1.1688599586486816
> STR_ID: 3t1i |STR_LEN: 1608 |STR_TIME: 0.2845897674560547
> STR_ID: 3t1k |STR_LEN: 783 |STR_TIME: 0.08507800102233887
> STR_ID: 3t1l |STR_LEN: 263 |STR_TIME: 0.029584884643554688
> STR_ID: 3t1m |STR_LEN: 306 |STR_TIME: 0.03148388862609863
> STR_ID: 3t1n |STR_LEN: 455 |STR_TIME: 0.24945592880249023
> STR_ID: 3t1o |STR_LEN: 481 |STR_TIME: 0.06356096267700195
> STR_ID: 3t1p |STR_LEN: 371 |STR_TIME: 0.048638343811035156
> STR_ID: 3t1q |STR_LEN: 492 |STR_TIME: 0.06381106376647949
> STR_ID: 3t1r |STR_LEN: 776 |STR_TIME: 0.08254003524780273
> STR_ID: 3t1s |STR_LEN: 194 |STR_TIME: 0.05592799186706543
> STR_ID: 3t1t |STR_LEN: 898 |STR_TIME: 0.11226511001586914
> STR_ID: 3t1u |STR_LEN: 287 |STR_TIME: 0.026350736618041992
> STR_ID: 3t1v |STR_LEN: 841 |STR_TIME: 0.11052203178405762
> STR_ID: 3t1w |STR_LEN: 486 |STR_TIME: 0.09975314140319824
> STR_ID: 3t1x |STR_LEN: 134 |STR_TIME: 0.017943143844604492
> STR_ID: 3t1y |STR_LEN: 4112 |STR_TIME: 1.1162769794464111
> STR_ID: 5t10 |STR_LEN: 626 |STR_TIME: 0.09630894660949707
> STR_ID: 5t11 |STR_LEN: 2284 |STR_TIME: 0.3998589515686035
> STR_ID: 5t12 |STR_LEN: 284 |STR_TIME: 0.034010887145996094
> STR_ID: 5t13 |STR_LEN: 551 |STR_TIME: 0.13418197631835938
> STR_ID: 5t14 |STR_LEN: 995 |STR_TIME: 0.14178800582885742
> STR_ID: 5t15 |STR_LEN: 17116 |STR_TIME: 2.7598390579223633
> STR_ID: 5t16 |STR_LEN: 2510 |STR_TIME: 0.4693009853363037
> STR_ID: 5t17 |STR_LEN: 85 |STR_TIME: 1.0154602527618408
> STR_ID: 5t18 |STR_LEN: 409 |STR_TIME: 0.07693076133728027
> STR_ID: 5t19 |STR_LEN: 470 |STR_TIME: 0.06392598152160645
> STR_ID: 5t1a |STR_LEN: 470 |STR_TIME: 0.2081139087677002
> STR_ID: 5t1d |STR_LEN: 1360 |STR_TIME: 0.4635152816772461
> STR_ID: 5t1g |STR_LEN: 91 |STR_TIME: 0.01342916488647461
> STR_ID: 5t1i |STR_LEN: 207 |STR_TIME: 0.028360843658447266
> STR_ID: 5t1j |STR_LEN: 480 |STR_TIME: 0.1577448844909668
> STR_ID: 5t1k |STR_LEN: 1407 |STR_TIME: 0.14034605026245117
> STR_ID: 5t1l |STR_LEN: 1437 |STR_TIME: 0.19997382164001465
> STR_ID: 5t1m |STR_LEN: 1380 |STR_TIME: 0.1695561408996582
> STR_ID: 5t1n |STR_LEN: 85 |STR_TIME: 0.5556449890136719
> STR_ID: 5t1o |STR_LEN: 340 |STR_TIME: 2.4126572608947754
> STR_ID: 5t1p |STR_LEN: 4243 |STR_TIME: 0.6827390193939209
> STR_ID: 5t1s |STR_LEN: 1252 |STR_TIME: 0.34523987770080566
> STR_ID: 5t1t |STR_LEN: 1229 |STR_TIME: 0.16860699653625488
> STR_ID: 5t1u |STR_LEN: 668 |STR_TIME: 0.06102705001831055
> STR_ID: 5t1v |STR_LEN: 321 |STR_TIME: 0.13898420333862305
> STR_ID: 5t1w |STR_LEN: 383 |STR_TIME: 0.05563521385192871
> STR_ID: 5t1x |STR_LEN: 1596 |STR_TIME: 0.20952200889587402
> STR_ID: 5t1y |STR_LEN: 1119 |STR_TIME: 0.17102408409118652
>> FINISH_DIR: ./data/t/t1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 191 |DIR_TIME: 22.79057216644287 

>> START_DIR: ./data/t/t2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1t20 |STR_LEN: 671 |STR_TIME: 0.060262203216552734
> STR_ID: 1t21 |STR_LEN: 747 |STR_TIME: 0.10355782508850098
> STR_ID: 1t22 |STR_LEN: 739 |STR_TIME: 0.06432986259460449
> STR_ID: 1t23 |STR_LEN: 93 |STR_TIME: 0.25742292404174805
> STR_ID: 1t24 |STR_LEN: 640 |STR_TIME: 0.05117487907409668
> STR_ID: 1t25 |STR_LEN: 551 |STR_TIME: 0.05110621452331543
> STR_ID: 1t26 |STR_LEN: 587 |STR_TIME: 0.050589799880981445
> STR_ID: 1t27 |STR_LEN: 414 |STR_TIME: 0.04639410972595215
> STR_ID: 1t28 |STR_LEN: 34 |STR_TIME: 0.018339872360229492
> STR_ID: 1t29 |STR_LEN: 458 |STR_TIME: 0.03856682777404785
> STR_ID: 1t2a |STR_LEN: 2357 |STR_TIME: 0.2866811752319336
> STR_ID: 1t2b |STR_LEN: 1784 |STR_TIME: 0.17041516304016113
> STR_ID: 1t2c |STR_LEN: 542 |STR_TIME: 0.04934811592102051
> STR_ID: 1t2d |STR_LEN: 613 |STR_TIME: 0.0654909610748291
> STR_ID: 1t2e |STR_LEN: 562 |STR_TIME: 0.052101850509643555
> STR_ID: 1t2f |STR_LEN: 1569 |STR_TIME: 0.25943779945373535
> STR_ID: 1t2h |STR_LEN: 782 |STR_TIME: 0.062297821044921875
> STR_ID: 1t2i |STR_LEN: 339 |STR_TIME: 0.025416135787963867
> STR_ID: 1t2j |STR_LEN: 256 |STR_TIME: 0.0204470157623291
> STR_ID: 1t2k |STR_LEN: 411 |STR_TIME: 0.1149601936340332
> STR_ID: 1t2l |STR_LEN: 293 |STR_TIME: 0.03775596618652344
> STR_ID: 1t2m |STR_LEN: 93 |STR_TIME: 0.5466411113739014
> STR_ID: 1t2n |STR_LEN: 372 |STR_TIME: 0.03076791763305664
> STR_ID: 1t2o |STR_LEN: 478 |STR_TIME: 0.11153411865234375
> STR_ID: 1t2p |STR_LEN: 790 |STR_TIME: 0.06690406799316406
> STR_ID: 1t2q |STR_LEN: 1049 |STR_TIME: 0.07121801376342773
> STR_ID: 1t2r |STR_LEN: 125 |STR_TIME: 0.42022705078125
> STR_ID: 1t2s |STR_LEN: 125 |STR_TIME: 0.4547770023345947
> STR_ID: 1t2t |STR_LEN: 211 |STR_TIME: 0.0337679386138916
> STR_ID: 1t2u |STR_LEN: 261 |STR_TIME: 0.030498981475830078
> STR_ID: 1t2v |STR_LEN: 1101 |STR_TIME: 0.15851593017578125
> STR_ID: 1t2w |STR_LEN: 651 |STR_TIME: 0.07094907760620117
> STR_ID: 1t2x |STR_LEN: 957 |STR_TIME: 0.16635608673095703
> STR_ID: 1t2y |STR_LEN: 25 |STR_TIME: 0.004418849945068359
> STR_ID: 3t20 |STR_LEN: 459 |STR_TIME: 0.05328512191772461
> STR_ID: 3t22 |STR_LEN: 1217 |STR_TIME: 0.1286468505859375
> STR_ID: 3t24 |STR_LEN: 1374 |STR_TIME: 0.23641395568847656
> STR_ID: 3t25 |STR_LEN: 389 |STR_TIME: 0.036705970764160156
> STR_ID: 3t26 |STR_LEN: 395 |STR_TIME: 0.03258824348449707
> STR_ID: 3t27 |STR_LEN: 362 |STR_TIME: 0.06337785720825195
> STR_ID: 3t28 |STR_LEN: 264 |STR_TIME: 0.029219627380371094
> STR_ID: 3t29 |STR_LEN: 473 |STR_TIME: 0.03748297691345215
> STR_ID: 3t2a |STR_LEN: 87 |STR_TIME: 0.007816076278686523
> STR_ID: 3t2b |STR_LEN: 701 |STR_TIME: 0.062744140625
> STR_ID: 3t2c |STR_LEN: 767 |STR_TIME: 0.08840394020080566
> STR_ID: 3t2d |STR_LEN: 757 |STR_TIME: 0.11481499671936035
> STR_ID: 3t2e |STR_LEN: 664 |STR_TIME: 0.06009030342102051
> STR_ID: 3t2f |STR_LEN: 551 |STR_TIME: 0.06106114387512207
> STR_ID: 3t2g |STR_LEN: 392 |STR_TIME: 0.05883598327636719
> STR_ID: 3t2h |STR_LEN: 785 |STR_TIME: 0.0836188793182373
> STR_ID: 3t2i |STR_LEN: 525 |STR_TIME: 0.04680776596069336
> STR_ID: 3t2j |STR_LEN: 683 |STR_TIME: 0.050499916076660156
> STR_ID: 3t2k |STR_LEN: 599 |STR_TIME: 0.0731809139251709
> STR_ID: 3t2l |STR_LEN: 432 |STR_TIME: 0.05336499214172363
> STR_ID: 3t2m |STR_LEN: 205 |STR_TIME: 0.06721615791320801
> STR_ID: 3t2n |STR_LEN: 1820 |STR_TIME: 0.2834749221801758
> STR_ID: 3t2o |STR_LEN: 8943 |STR_TIME: 0.8477730751037598
> STR_ID: 3t2p |STR_LEN: 5457 |STR_TIME: 0.8007359504699707
> STR_ID: 3t2q |STR_LEN: 6286 |STR_TIME: 0.891099214553833
> STR_ID: 3t2s |STR_LEN: 837 |STR_TIME: 0.0824439525604248
> STR_ID: 3t2t |STR_LEN: 403 |STR_TIME: 0.052283287048339844
> STR_ID: 3t2v |STR_LEN: 1084 |STR_TIME: 0.10725784301757812
> STR_ID: 3t2w |STR_LEN: 225 |STR_TIME: 0.13469409942626953
> STR_ID: 3t2x |STR_LEN: 1020 |STR_TIME: 0.09699392318725586
> STR_ID: 3t2y |STR_LEN: 480 |STR_TIME: 0.07084918022155762
> STR_ID: 3t2z |STR_LEN: 1498 |STR_TIME: 0.16699790954589844
> STR_ID: 5t20 |STR_LEN: 2622 |STR_TIME: 0.3793468475341797
> STR_ID: 5t23 |STR_LEN: 822 |STR_TIME: 0.11693000793457031
> STR_ID: 5t25 |STR_LEN: 1257 |STR_TIME: 0.14324092864990234
> STR_ID: 5t26 |STR_LEN: 1110 |STR_TIME: 0.09044408798217773
> STR_ID: 5t27 |STR_LEN: 838 |STR_TIME: 0.12011981010437012
> STR_ID: 5t28 |STR_LEN: 835 |STR_TIME: 0.16383099555969238
> STR_ID: 5t29 |STR_LEN: 735 |STR_TIME: 0.10598182678222656
> STR_ID: 5t2a |STR_LEN: 16210 |STR_TIME: 4.647964000701904
> STR_ID: 5t2b |STR_LEN: 866 |STR_TIME: 0.12728190422058105
> STR_ID: 5t2c |STR_LEN: 17474 |STR_TIME: 5.476905822753906
> STR_ID: 5t2d |STR_LEN: 827 |STR_TIME: 0.11839914321899414
> STR_ID: 5t2e |STR_LEN: 235 |STR_TIME: 0.024930953979492188
> STR_ID: 5t2f |STR_LEN: 1140 |STR_TIME: 0.31602931022644043
> STR_ID: 5t2g |STR_LEN: 870 |STR_TIME: 0.1220099925994873
> STR_ID: 5t2h |STR_LEN: 373 |STR_TIME: 0.06037616729736328
> STR_ID: 5t2i |STR_LEN: 881 |STR_TIME: 0.12920093536376953
> STR_ID: 5t2k |STR_LEN: 2579 |STR_TIME: 0.7921731472015381
> STR_ID: 5t2l |STR_LEN: 891 |STR_TIME: 0.1260359287261963
> STR_ID: 5t2m |STR_LEN: 822 |STR_TIME: 0.18200922012329102
> STR_ID: 5t2n |STR_LEN: 406 |STR_TIME: 0.06180310249328613
> STR_ID: 5t2o |STR_LEN: 360 |STR_TIME: 0.05903887748718262
> STR_ID: 5t2p |STR_LEN: 1532 |STR_TIME: 0.23398709297180176
> STR_ID: 5t2s |STR_LEN: 700 |STR_TIME: 0.07772183418273926
> STR_ID: 5t2u |STR_LEN: 1699 |STR_TIME: 0.21965885162353516
> STR_ID: 5t2v |STR_LEN: 440 |STR_TIME: 0.041996002197265625
> STR_ID: 5t2w |STR_LEN: 403 |STR_TIME: 0.0686500072479248
> STR_ID: 5t2x |STR_LEN: 1054 |STR_TIME: 0.18474817276000977
> STR_ID: 5t2y |STR_LEN: 752 |STR_TIME: 0.06608700752258301
> STR_ID: 5t2z |STR_LEN: 289 |STR_TIME: 0.04700493812561035
>> FINISH_DIR: ./data/t/t2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 286 |DIR_TIME: 24.319440841674805 

>> START_DIR: ./data/t/t3/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1t31 |STR_LEN: 458 |STR_TIME: 0.042550086975097656
> STR_ID: 1t32 |STR_LEN: 491 |STR_TIME: 0.04090094566345215
> STR_ID: 1t33 |STR_LEN: 628 |STR_TIME: 0.10194611549377441
> STR_ID: 1t34 |STR_LEN: 878 |STR_TIME: 0.12581181526184082
> STR_ID: 1t35 |STR_LEN: 1501 |STR_TIME: 0.24633193016052246
> STR_ID: 1t36 |STR_LEN: 9741 |STR_TIME: 1.146277904510498
> STR_ID: 1t37 |STR_LEN: 182 |STR_TIME: 0.01702404022216797
> STR_ID: 1t38 |STR_LEN: 179 |STR_TIME: 0.03235483169555664
> STR_ID: 1t39 |STR_LEN: 351 |STR_TIME: 0.05997490882873535
> STR_ID: 1t3a |STR_LEN: 1144 |STR_TIME: 0.22775816917419434
> STR_ID: 1t3b |STR_LEN: 219 |STR_TIME: 0.02716231346130371
> STR_ID: 1t3c |STR_LEN: 1314 |STR_TIME: 0.13282084465026855
> STR_ID: 1t3d |STR_LEN: 1205 |STR_TIME: 0.15874314308166504
> STR_ID: 1t3e |STR_LEN: 830 |STR_TIME: 0.1258220672607422
> STR_ID: 1t3f |STR_LEN: 837 |STR_TIME: 0.06749892234802246
> STR_ID: 1t3g |STR_LEN: 494 |STR_TIME: 0.05356717109680176
> STR_ID: 1t3h |STR_LEN: 746 |STR_TIME: 0.1318662166595459
> STR_ID: 1t3i |STR_LEN: 1389 |STR_TIME: 0.12453079223632812
> STR_ID: 1t3j |STR_LEN: 95 |STR_TIME: 0.00908803939819336
> STR_ID: 1t3k |STR_LEN: 133 |STR_TIME: 0.9118330478668213
> STR_ID: 1t3l |STR_LEN: 451 |STR_TIME: 0.04602503776550293
> STR_ID: 1t3m |STR_LEN: 1266 |STR_TIME: 0.09574508666992188
> STR_ID: 1t3n |STR_LEN: 1243 |STR_TIME: 0.33675193786621094
> STR_ID: 1t3o |STR_LEN: 84 |STR_TIME: 0.39773082733154297
> STR_ID: 1t3p |STR_LEN: 318 |STR_TIME: 0.02200794219970703
> STR_ID: 1t3q |STR_LEN: 5026 |STR_TIME: 0.5314922332763672
> STR_ID: 1t3r |STR_LEN: 463 |STR_TIME: 0.04821300506591797
> STR_ID: 1t3s |STR_LEN: 382 |STR_TIME: 0.04417109489440918
> STR_ID: 1t3t |STR_LEN: 2373 |STR_TIME: 0.2729320526123047
> STR_ID: 1t3u |STR_LEN: 416 |STR_TIME: 0.056908607482910156
> STR_ID: 1t3v |STR_LEN: 124 |STR_TIME: 0.9415178298950195
> STR_ID: 1t3w |STR_LEN: 275 |STR_TIME: 0.04279208183288574
> STR_ID: 1t3x |STR_LEN: 269 |STR_TIME: 0.02401113510131836
> STR_ID: 1t3y |STR_LEN: 361 |STR_TIME: 0.10544419288635254
> STR_ID: 1t3z |STR_LEN: 1295 |STR_TIME: 0.12939691543579102
> STR_ID: 3t30 |STR_LEN: 1594 |STR_TIME: 0.16569113731384277
> STR_ID: 3t31 |STR_LEN: 740 |STR_TIME: 0.08295297622680664
> STR_ID: 3t32 |STR_LEN: 1172 |STR_TIME: 0.14658784866333008
> STR_ID: 3t33 |STR_LEN: 475 |STR_TIME: 0.09731197357177734
