>> START_DIR: ./data/z/z0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1z00 |STR_LEN: 168 |STR_TIME: 1.5492990016937256
> STR_ID: 1z12 |STR_LEN: 158 |STR_TIME: 0.06254100799560547
> STR_ID: 1z13 |STR_LEN: 158 |STR_TIME: 0.02400803565979004
> STR_ID: 1z14 |STR_LEN: 670 |STR_TIME: 0.08352375030517578
> STR_ID: 1z15 |STR_LEN: 568 |STR_TIME: 0.05090498924255371
> STR_ID: 1z16 |STR_LEN: 569 |STR_TIME: 0.0538020133972168
> STR_ID: 1z17 |STR_LEN: 697 |STR_TIME: 0.055590152740478516
> STR_ID: 1z18 |STR_LEN: 543 |STR_TIME: 0.09869599342346191
> STR_ID: 1z19 |STR_LEN: 653 |STR_TIME: 0.101593017578125
> STR_ID: 1z1a |STR_LEN: 279 |STR_TIME: 0.03726911544799805
> STR_ID: 1z1b |STR_LEN: 807 |STR_TIME: 0.1646442413330078
> STR_ID: 1z1c |STR_LEN: 674 |STR_TIME: 0.08518409729003906
> STR_ID: 1z1d |STR_LEN: 200 |STR_TIME: 1.4348840713500977
> STR_ID: 1z1e |STR_LEN: 570 |STR_TIME: 0.05759692192077637
> STR_ID: 1z1f |STR_LEN: 477 |STR_TIME: 0.05494093894958496
> STR_ID: 1z1g |STR_LEN: 1584 |STR_TIME: 0.3920462131500244
> STR_ID: 1z1h |STR_LEN: 315 |STR_TIME: 0.03246593475341797
> STR_ID: 1z1i |STR_LEN: 441 |STR_TIME: 0.04332900047302246
> STR_ID: 1z1j |STR_LEN: 813 |STR_TIME: 0.08779191970825195
> STR_ID: 1z1l |STR_LEN: 613 |STR_TIME: 0.10183978080749512
> STR_ID: 1z1m |STR_LEN: 119 |STR_TIME: 0.9503159523010254
> STR_ID: 1z1n |STR_LEN: 954 |STR_TIME: 0.130263090133667
> STR_ID: 1z1p |STR_LEN: 383 |STR_TIME: 0.03631329536437988
> STR_ID: 1z1q |STR_LEN: 517 |STR_TIME: 0.04009294509887695
> STR_ID: 1z1r |STR_LEN: 304 |STR_TIME: 0.03022909164428711
> STR_ID: 1z1s |STR_LEN: 351 |STR_TIME: 0.026944875717163086
> STR_ID: 1z1v |STR_LEN: 70 |STR_TIME: 0.018690109252929688
> STR_ID: 1z1w |STR_LEN: 1135 |STR_TIME: 0.22468209266662598
> STR_ID: 1z1x |STR_LEN: 72 |STR_TIME: 0.01006007194519043
> STR_ID: 1z1y |STR_LEN: 449 |STR_TIME: 0.049820899963378906
> STR_ID: 1z1z |STR_LEN: 129 |STR_TIME: 0.035472869873046875
> STR_ID: 2z10 |STR_LEN: 372 |STR_TIME: 0.03229475021362305
> STR_ID: 2z11 |STR_LEN: 310 |STR_TIME: 0.03043198585510254
> STR_ID: 2z12 |STR_LEN: 256 |STR_TIME: 0.024277925491333008
> STR_ID: 2z13 |STR_LEN: 289 |STR_TIME: 0.02281975746154785
> STR_ID: 2z14 |STR_LEN: 313 |STR_TIME: 0.023913860321044922
> STR_ID: 2z15 |STR_LEN: 932 |STR_TIME: 0.11671996116638184
> STR_ID: 2z16 |STR_LEN: 427 |STR_TIME: 0.042939186096191406
> STR_ID: 2z17 |STR_LEN: 105 |STR_TIME: 0.015527963638305664
> STR_ID: 2z18 |STR_LEN: 346 |STR_TIME: 0.024113893508911133
> STR_ID: 2z19 |STR_LEN: 287 |STR_TIME: 0.025967836380004883
> STR_ID: 2z1a |STR_LEN: 1098 |STR_TIME: 0.0827629566192627
> STR_ID: 2z1b |STR_LEN: 1251 |STR_TIME: 0.1925032138824463
> STR_ID: 2z1c |STR_LEN: 324 |STR_TIME: 0.03150200843811035
> STR_ID: 2z1d |STR_LEN: 1316 |STR_TIME: 0.11892819404602051
> STR_ID: 2z1e |STR_LEN: 598 |STR_TIME: 0.08506894111633301
> STR_ID: 2z1f |STR_LEN: 547 |STR_TIME: 0.04862475395202637
> STR_ID: 2z1g |STR_LEN: 299 |STR_TIME: 0.027067899703979492
> STR_ID: 2z1h |STR_LEN: 221 |STR_TIME: 0.023777008056640625
> STR_ID: 2z1i |STR_LEN: 591 |STR_TIME: 0.05052375793457031
> STR_ID: 2z1j |STR_LEN: 194 |STR_TIME: 0.02294611930847168
> STR_ID: 2z1k |STR_LEN: 2718 |STR_TIME: 0.3420219421386719
> STR_ID: 2z1m |STR_LEN: 1864 |STR_TIME: 0.23919296264648438
> STR_ID: 2z1n |STR_LEN: 840 |STR_TIME: 0.07079172134399414
> STR_ID: 2z1o |STR_LEN: 1981 |STR_TIME: 0.21092915534973145
> STR_ID: 2z1p |STR_LEN: 386 |STR_TIME: 0.04163312911987305
> STR_ID: 2z1q |STR_LEN: 1551 |STR_TIME: 0.16451597213745117
> STR_ID: 2z1s |STR_LEN: 569 |STR_TIME: 0.10351991653442383
> STR_ID: 2z1t |STR_LEN: 362 |STR_TIME: 0.043734073638916016
> STR_ID: 2z1u |STR_LEN: 520 |STR_TIME: 0.04704117774963379
> STR_ID: 2z1v |STR_LEN: 679 |STR_TIME: 0.07456016540527344
> STR_ID: 2z1w |STR_LEN: 671 |STR_TIME: 0.11625814437866211
> STR_ID: 2z1x |STR_LEN: 546 |STR_TIME: 0.07455205917358398
> STR_ID: 2z1y |STR_LEN: 787 |STR_TIME: 0.10841488838195801
> STR_ID: 2z1z |STR_LEN: 1042 |STR_TIME: 0.15506196022033691
> STR_ID: 4z10 |STR_LEN: 3807 |STR_TIME: 0.8200209140777588
> STR_ID: 4z11 |STR_LEN: 2541 |STR_TIME: 0.7716331481933594
> STR_ID: 4z12 |STR_LEN: 1495 |STR_TIME: 0.40348386764526367
> STR_ID: 4z13 |STR_LEN: 1887 |STR_TIME: 0.43654584884643555
> STR_ID: 4z14 |STR_LEN: 4889 |STR_TIME: 1.6813509464263916
> STR_ID: 4z15 |STR_LEN: 622 |STR_TIME: 0.06149888038635254
> STR_ID: 4z16 |STR_LEN: 1147 |STR_TIME: 0.21243906021118164
> STR_ID: 4z17 |STR_LEN: 879 |STR_TIME: 0.23660588264465332
> STR_ID: 4z18 |STR_LEN: 493 |STR_TIME: 0.08162117004394531
> STR_ID: 4z19 |STR_LEN: 541 |STR_TIME: 0.0591890811920166
> STR_ID: 4z1a |STR_LEN: 813 |STR_TIME: 0.07673406600952148
> STR_ID: 4z1b |STR_LEN: 693 |STR_TIME: 0.124542236328125
> STR_ID: 4z1c |STR_LEN: 868 |STR_TIME: 0.09836792945861816
> STR_ID: 4z1d |STR_LEN: 1111 |STR_TIME: 0.08243203163146973
> STR_ID: 4z1e |STR_LEN: 440 |STR_TIME: 0.04333901405334473
> STR_ID: 4z1f |STR_LEN: 467 |STR_TIME: 0.11772704124450684
> STR_ID: 4z1g |STR_LEN: 431 |STR_TIME: 0.07650423049926758
> STR_ID: 4z1h |STR_LEN: 454 |STR_TIME: 0.0846400260925293
> STR_ID: 4z1i |STR_LEN: 1765 |STR_TIME: 0.38973307609558105
> STR_ID: 4z1j |STR_LEN: 494 |STR_TIME: 0.0751810073852539
> STR_ID: 4z1k |STR_LEN: 501 |STR_TIME: 0.053108930587768555
> STR_ID: 4z1l |STR_LEN: 6633 |STR_TIME: 1.523582935333252
> STR_ID: 4z1m |STR_LEN: 3191 |STR_TIME: 0.5075180530548096
> STR_ID: 4z1n |STR_LEN: 444 |STR_TIME: 0.12607812881469727
> STR_ID: 4z1o |STR_LEN: 701 |STR_TIME: 0.0606389045715332
> STR_ID: 4z1p |STR_LEN: 654 |STR_TIME: 0.0551760196685791
> STR_ID: 4z1q |STR_LEN: 462 |STR_TIME: 0.05529499053955078
> STR_ID: 4z1r |STR_LEN: 266 |STR_TIME: 0.01885390281677246
> STR_ID: 4z1s |STR_LEN: 561 |STR_TIME: 0.05933690071105957
> STR_ID: 4z1t |STR_LEN: 586 |STR_TIME: 0.11871099472045898
> STR_ID: 4z1u |STR_LEN: 1128 |STR_TIME: 0.10504388809204102
> STR_ID: 4z1v |STR_LEN: 449 |STR_TIME: 0.06921195983886719
> STR_ID: 4z1w |STR_LEN: 546 |STR_TIME: 0.15183305740356445
> STR_ID: 4z1x |STR_LEN: 821 |STR_TIME: 0.15160918235778809
> STR_ID: 4z1y |STR_LEN: 870 |STR_TIME: 0.14465999603271484
> STR_ID: 4z1z |STR_LEN: 709 |STR_TIME: 0.11783194541931152
>> FINISH_DIR: ./data/z/z1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 199 |DIR_TIME: 18.197113037109375 

>> START_DIR: ./data/z/z2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1z21 |STR_LEN: 214 |STR_TIME: 0.015156030654907227
> STR_ID: 1z22 |STR_LEN: 371 |STR_TIME: 0.026751041412353516
> STR_ID: 1z23 |STR_LEN: 163 |STR_TIME: 1.0704822540283203
> STR_ID: 1z24 |STR_LEN: 190 |STR_TIME: 0.029931068420410156
> STR_ID: 1z25 |STR_LEN: 879 |STR_TIME: 0.1122291088104248
> STR_ID: 1z26 |STR_LEN: 859 |STR_TIME: 0.18637394905090332
> STR_ID: 1z27 |STR_LEN: 196 |STR_TIME: 0.023376941680908203
> STR_ID: 1z28 |STR_LEN: 467 |STR_TIME: 0.048048973083496094
> STR_ID: 1z29 |STR_LEN: 340 |STR_TIME: 0.041841983795166016
> STR_ID: 1z2a |STR_LEN: 260 |STR_TIME: 0.02492380142211914
> STR_ID: 1z2b |STR_LEN: 1825 |STR_TIME: 0.2995877265930176
> STR_ID: 1z2c |STR_LEN: 1044 |STR_TIME: 0.21162080764770508
> STR_ID: 1z2d |STR_LEN: 139 |STR_TIME: 0.9677748680114746
> STR_ID: 1z2e |STR_LEN: 139 |STR_TIME: 0.9845027923583984
> STR_ID: 1z2f |STR_LEN: 121 |STR_TIME: 0.8634381294250488
> STR_ID: 1z2g |STR_LEN: 69 |STR_TIME: 0.019254207611083984
> STR_ID: 1z2i |STR_LEN: 2103 |STR_TIME: 0.3518679141998291
> STR_ID: 1z2j |STR_LEN: 45 |STR_TIME: 0.5513877868652344
> STR_ID: 1z2k |STR_LEN: 108 |STR_TIME: 0.5460898876190186
> STR_ID: 1z2l |STR_LEN: 1022 |STR_TIME: 0.1216278076171875
> STR_ID: 1z2m |STR_LEN: 192 |STR_TIME: 0.023614883422851562
> STR_ID: 1z2n |STR_LEN: 865 |STR_TIME: 0.05635190010070801
> STR_ID: 1z2o |STR_LEN: 853 |STR_TIME: 0.15647077560424805
> STR_ID: 1z2p |STR_LEN: 755 |STR_TIME: 0.056388139724731445
> STR_ID: 1z2q |STR_LEN: 84 |STR_TIME: 0.5110859870910645
> STR_ID: 1z2t |STR_LEN: 23 |STR_TIME: 0.23257684707641602
> STR_ID: 1z2u |STR_LEN: 282 |STR_TIME: 0.033312082290649414
> STR_ID: 1z2v |STR_LEN: 514 |STR_TIME: 0.04532814025878906
> STR_ID: 1z2w |STR_LEN: 689 |STR_TIME: 0.058579206466674805
> STR_ID: 1z2x |STR_LEN: 636 |STR_TIME: 0.13041901588439941
> STR_ID: 1z2z |STR_LEN: 1094 |STR_TIME: 0.13368988037109375
> STR_ID: 2z20 |STR_LEN: 1462 |STR_TIME: 0.13165998458862305
> STR_ID: 2z21 |STR_LEN: 487 |STR_TIME: 0.07294678688049316
> STR_ID: 2z22 |STR_LEN: 1393 |STR_TIME: 0.10299897193908691
> STR_ID: 2z23 |STR_LEN: 909 |STR_TIME: 0.08479595184326172
> STR_ID: 2z24 |STR_LEN: 1257 |STR_TIME: 0.14499902725219727
> STR_ID: 2z25 |STR_LEN: 1360 |STR_TIME: 0.11536407470703125
> STR_ID: 2z26 |STR_LEN: 1469 |STR_TIME: 0.1769721508026123
> STR_ID: 2z27 |STR_LEN: 1276 |STR_TIME: 0.11087775230407715
> STR_ID: 2z28 |STR_LEN: 1190 |STR_TIME: 0.1047811508178711
> STR_ID: 2z29 |STR_LEN: 1192 |STR_TIME: 0.14534497261047363
> STR_ID: 2z2a |STR_LEN: 1265 |STR_TIME: 0.11091208457946777
> STR_ID: 2z2b |STR_LEN: 469 |STR_TIME: 0.04842185974121094
> STR_ID: 2z2c |STR_LEN: 2612 |STR_TIME: 0.28777503967285156
> STR_ID: 2z2d |STR_LEN: 164 |STR_TIME: 0.8314731121063232
> STR_ID: 2z2e |STR_LEN: 475 |STR_TIME: 0.040403127670288086
> STR_ID: 2z2f |STR_LEN: 348 |STR_TIME: 0.02493596076965332
> STR_ID: 2z2g |STR_LEN: 25 |STR_TIME: 0.14567017555236816
> STR_ID: 2z2h |STR_LEN: 25 |STR_TIME: 0.24047303199768066
> STR_ID: 2z2i |STR_LEN: 358 |STR_TIME: 0.02788567543029785
> STR_ID: 2z2j |STR_LEN: 680 |STR_TIME: 0.056691884994506836
> STR_ID: 2z2k |STR_LEN: 259 |STR_TIME: 0.024810075759887695
> STR_ID: 2z2l |STR_LEN: 1328 |STR_TIME: 0.2319791316986084
> STR_ID: 2z2m |STR_LEN: 1330 |STR_TIME: 0.17870306968688965
> STR_ID: 2z2n |STR_LEN: 504 |STR_TIME: 0.04772305488586426
> STR_ID: 2z2o |STR_LEN: 2273 |STR_TIME: 0.2578155994415283
> STR_ID: 2z2p |STR_LEN: 608 |STR_TIME: 0.08960199356079102
> STR_ID: 2z2r |STR_LEN: 543 |STR_TIME: 0.11359190940856934
> STR_ID: 2z2s |STR_LEN: 1735 |STR_TIME: 0.18680071830749512
> STR_ID: 2z2t |STR_LEN: 395 |STR_TIME: 0.03709578514099121
> STR_ID: 2z2u |STR_LEN: 356 |STR_TIME: 0.08066630363464355
> STR_ID: 2z2w |STR_LEN: 357 |STR_TIME: 0.038134098052978516
> STR_ID: 2z2x |STR_LEN: 624 |STR_TIME: 0.04829287528991699
> STR_ID: 2z2y |STR_LEN: 1414 |STR_TIME: 0.11881303787231445
> STR_ID: 2z2z |STR_LEN: 806 |STR_TIME: 0.08544373512268066
> STR_ID: 4z20 |STR_LEN: 709 |STR_TIME: 0.14335322380065918
> STR_ID: 4z21 |STR_LEN: 272 |STR_TIME: 0.03024911880493164
> STR_ID: 4z22 |STR_LEN: 732 |STR_TIME: 0.16212081909179688
> STR_ID: 4z23 |STR_LEN: 368 |STR_TIME: 0.050523996353149414
> STR_ID: 4z24 |STR_LEN: 2950 |STR_TIME: 0.30173301696777344
> STR_ID: 4z25 |STR_LEN: 7800 |STR_TIME: 1.3672969341278076
> STR_ID: 4z26 |STR_LEN: 5899 |STR_TIME: 1.0145459175109863
> STR_ID: 4z27 |STR_LEN: 366 |STR_TIME: 0.0464019775390625
> STR_ID: 4z28 |STR_LEN: 335 |STR_TIME: 0.04780101776123047
> STR_ID: 4z29 |STR_LEN: 485 |STR_TIME: 0.0653069019317627
> STR_ID: 4z2a |STR_LEN: 880 |STR_TIME: 0.24010396003723145
> STR_ID: 4z2b |STR_LEN: 917 |STR_TIME: 0.07743716239929199
> STR_ID: 4z2c |STR_LEN: 1412 |STR_TIME: 0.2728452682495117
> STR_ID: 4z2d |STR_LEN: 1396 |STR_TIME: 0.26163721084594727
> STR_ID: 4z2e |STR_LEN: 1389 |STR_TIME: 0.23249411582946777
> STR_ID: 4z2f |STR_LEN: 536 |STR_TIME: 0.08971524238586426
> STR_ID: 4z2g |STR_LEN: 587 |STR_TIME: 0.07390475273132324
> STR_ID: 4z2h |STR_LEN: 763 |STR_TIME: 0.0764000415802002
> STR_ID: 4z2i |STR_LEN: 933 |STR_TIME: 0.08237719535827637
> STR_ID: 4z2j |STR_LEN: 684 |STR_TIME: 0.11355400085449219
> STR_ID: 4z2k |STR_LEN: 742 |STR_TIME: 0.07890486717224121
> STR_ID: 4z2l |STR_LEN: 756 |STR_TIME: 0.07730507850646973
> STR_ID: 4z2m |STR_LEN: 565 |STR_TIME: 0.13372492790222168
> STR_ID: 4z2n |STR_LEN: 508 |STR_TIME: 0.0427851676940918
> STR_ID: 4z2o |STR_LEN: 267 |STR_TIME: 0.02777409553527832
> STR_ID: 4z2p |STR_LEN: 388 |STR_TIME: 0.047616004943847656
> STR_ID: 4z2q |STR_LEN: 687 |STR_TIME: 0.05052685737609863
> STR_ID: 4z2r |STR_LEN: 1767 |STR_TIME: 0.2037041187286377
> STR_ID: 4z2s |STR_LEN: 689 |STR_TIME: 0.05147695541381836
> STR_ID: 4z2t |STR_LEN: 1580 |STR_TIME: 0.2091808319091797
> STR_ID: 4z2u |STR_LEN: 1775 |STR_TIME: 0.17313265800476074
> STR_ID: 4z2v |STR_LEN: 402 |STR_TIME: 0.05359697341918945
> STR_ID: 4z2w |STR_LEN: 412 |STR_TIME: 0.09580802917480469
> STR_ID: 4z2x |STR_LEN: 253 |STR_TIME: 0.041175127029418945
> STR_ID: 4z2y |STR_LEN: 305 |STR_TIME: 0.049104928970336914
> STR_ID: 4z2z |STR_LEN: 411 |STR_TIME: 0.050003767013549805
>> FINISH_DIR: ./data/z/z2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 300 |DIR_TIME: 19.406816005706787 

>> START_DIR: ./data/z/z3/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1z30 |STR_LEN: 18 |STR_TIME: 0.17464709281921387
> STR_ID: 1z31 |STR_LEN: 32 |STR_TIME: 0.17453265190124512
> STR_ID: 1z32 |STR_LEN: 840 |STR_TIME: 0.07765460014343262
> STR_ID: 1z33 |STR_LEN: 289 |STR_TIME: 0.06960296630859375
> STR_ID: 1z34 |STR_LEN: 326 |STR_TIME: 0.03401017189025879
> STR_ID: 1z35 |STR_LEN: 307 |STR_TIME: 0.035307884216308594
> STR_ID: 1z36 |STR_LEN: 286 |STR_TIME: 0.033538103103637695
> STR_ID: 1z37 |STR_LEN: 253 |STR_TIME: 0.03348183631896973
> STR_ID: 1z38 |STR_LEN: 304 |STR_TIME: 0.03276205062866211
> STR_ID: 1z39 |STR_LEN: 287 |STR_TIME: 0.03351187705993652
> STR_ID: 1z3a |STR_LEN: 540 |STR_TIME: 0.050544023513793945
> STR_ID: 1z3c |STR_LEN: 385 |STR_TIME: 0.07327413558959961
> STR_ID: 1z3d |STR_LEN: 168 |STR_TIME: 0.025908946990966797
> STR_ID: 1z3e |STR_LEN: 333 |STR_TIME: 0.031867265701293945
> STR_ID: 1z3f |STR_LEN: 44 |STR_TIME: 0.007033109664916992
> STR_ID: 1z3g |STR_LEN: 1200 |STR_TIME: 0.16384315490722656
> STR_ID: 1z3h |STR_LEN: 1840 |STR_TIME: 0.29814791679382324
> STR_ID: 1z3i |STR_LEN: 654 |STR_TIME: 0.11955904960632324
> STR_ID: 1z3j |STR_LEN: 165 |STR_TIME: 0.04392528533935547
> STR_ID: 1z3k |STR_LEN: 98 |STR_TIME: 0.3523080348968506
> STR_ID: 1z3l |STR_LEN: 184 |STR_TIME: 0.016530990600585938
> STR_ID: 1z3m |STR_LEN: 176 |STR_TIME: 0.02157115936279297
> STR_ID: 1z3n |STR_LEN: 715 |STR_TIME: 0.08507585525512695
> STR_ID: 1z3p |STR_LEN: 173 |STR_TIME: 0.016408920288085938
> STR_ID: 1z3q |STR_LEN: 450 |STR_TIME: 0.03472900390625
