>> START_DIR: ./data/g/g0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1g00 |STR_LEN: 49 |STR_TIME: 0.014235258102416992
> STR_ID: 2g09 |STR_LEN: 1436 |STR_TIME: 0.12118291854858398
> STR_ID: 2g0a |STR_LEN: 1448 |STR_TIME: 0.11971187591552734
> STR_ID: 2g0b |STR_LEN: 1468 |STR_TIME: 0.2783989906311035
> STR_ID: 2g0c |STR_LEN: 118 |STR_TIME: 0.012108802795410156
> STR_ID: 2g0d |STR_LEN: 667 |STR_TIME: 0.07473278045654297
> STR_ID: 2g0e |STR_LEN: 804 |STR_TIME: 0.17411303520202637
> STR_ID: 2g0f |STR_LEN: 207 |STR_TIME: 0.024866819381713867
> STR_ID: 2g0g |STR_LEN: 633 |STR_TIME: 0.08633589744567871
> STR_ID: 2g0h |STR_LEN: 631 |STR_TIME: 0.09150528907775879
> STR_ID: 2g0i |STR_LEN: 386 |STR_TIME: 0.07317614555358887
> STR_ID: 2g0j |STR_LEN: 529 |STR_TIME: 0.07300090789794922
> STR_ID: 2g0k |STR_LEN: 113 |STR_TIME: 1.7418909072875977
> STR_ID: 2g0l |STR_LEN: 114 |STR_TIME: 2.419449806213379
> STR_ID: 2g0n |STR_LEN: 640 |STR_TIME: 0.07064986228942871
> STR_ID: 2g0q |STR_LEN: 149 |STR_TIME: 1.4524719715118408
> STR_ID: 2g0r |STR_LEN: 304 |STR_TIME: 0.02976202964782715
> STR_ID: 2g0s |STR_LEN: 304 |STR_TIME: 0.030185937881469727
> STR_ID: 2g0t |STR_LEN: 830 |STR_TIME: 0.2501211166381836
> STR_ID: 2g0u |STR_LEN: 92 |STR_TIME: 0.6172330379486084
> STR_ID: 2g0v |STR_LEN: 304 |STR_TIME: 0.12156915664672852
> STR_ID: 2g0w |STR_LEN: 1049 |STR_TIME: 0.10729694366455078
> STR_ID: 2g0x |STR_LEN: 304 |STR_TIME: 0.08099102973937988
> STR_ID: 2g0y |STR_LEN: 152 |STR_TIME: 0.021819114685058594
> STR_ID: 2g0z |STR_LEN: 304 |STR_TIME: 0.15095114707946777
> STR_ID: 3g00 |STR_LEN: 1198 |STR_TIME: 0.10800004005432129
> STR_ID: 3g01 |STR_LEN: 448 |STR_TIME: 0.06134772300720215
> STR_ID: 3g02 |STR_LEN: 1476 |STR_TIME: 0.17369389533996582
> STR_ID: 3g03 |STR_LEN: 350 |STR_TIME: 0.03307390213012695
> STR_ID: 3g04 |STR_LEN: 955 |STR_TIME: 0.10822510719299316
> STR_ID: 3g05 |STR_LEN: 1055 |STR_TIME: 0.19965195655822754
> STR_ID: 3g06 |STR_LEN: 1007 |STR_TIME: 0.10689830780029297
> STR_ID: 3g08 |STR_LEN: 842 |STR_TIME: 0.10060501098632812
> STR_ID: 3g0a |STR_LEN: 332 |STR_TIME: 0.05360579490661621
> STR_ID: 3g0b |STR_LEN: 3507 |STR_TIME: 0.6433360576629639
> STR_ID: 3g0c |STR_LEN: 3700 |STR_TIME: 0.669532060623169
> STR_ID: 3g0d |STR_LEN: 4252 |STR_TIME: 0.6690409183502197
> STR_ID: 3g0e |STR_LEN: 649 |STR_TIME: 0.06699490547180176
> STR_ID: 3g0f |STR_LEN: 602 |STR_TIME: 0.22353720664978027
> STR_ID: 3g0g |STR_LEN: 3642 |STR_TIME: 0.5830378532409668
> STR_ID: 3g0h |STR_LEN: 418 |STR_TIME: 0.0699458122253418
> STR_ID: 3g0i |STR_LEN: 1226 |STR_TIME: 0.20595693588256836
> STR_ID: 3g0j |STR_LEN: 496 |STR_TIME: 0.04812812805175781
> STR_ID: 3g0k |STR_LEN: 317 |STR_TIME: 0.033313751220703125
> STR_ID: 3g0l |STR_LEN: 250 |STR_TIME: 0.023614168167114258
> STR_ID: 3g0m |STR_LEN: 203 |STR_TIME: 0.02987504005432129
> STR_ID: 3g0o |STR_LEN: 606 |STR_TIME: 0.05169486999511719
> STR_ID: 3g0q |STR_LEN: 409 |STR_TIME: 0.10671210289001465
> STR_ID: 3g0r |STR_LEN: 852 |STR_TIME: 0.10785603523254395
> STR_ID: 3g0s |STR_LEN: 1141 |STR_TIME: 0.11438822746276855
> STR_ID: 3g0t |STR_LEN: 2024 |STR_TIME: 0.2288188934326172
> STR_ID: 3g0u |STR_LEN: 678 |STR_TIME: 0.07094097137451172
> STR_ID: 3g0v |STR_LEN: 126 |STR_TIME: 0.013458013534545898
> STR_ID: 3g0w |STR_LEN: 421 |STR_TIME: 0.05022692680358887
> STR_ID: 3g0x |STR_LEN: 603 |STR_TIME: 0.06409001350402832
> STR_ID: 3g0y |STR_LEN: 595 |STR_TIME: 0.11437201499938965
> STR_ID: 3g0z |STR_LEN: 362 |STR_TIME: 0.04607510566711426
> STR_ID: 4g01 |STR_LEN: 665 |STR_TIME: 0.07189178466796875
> STR_ID: 4g03 |STR_LEN: 1237 |STR_TIME: 0.2326369285583496
> STR_ID: 4g04 |STR_LEN: 1217 |STR_TIME: 0.19594502449035645
> STR_ID: 4g05 |STR_LEN: 489 |STR_TIME: 0.054392099380493164
> STR_ID: 4g06 |STR_LEN: 142 |STR_TIME: 0.022230863571166992
> STR_ID: 4g07 |STR_LEN: 716 |STR_TIME: 0.1253218650817871
> STR_ID: 4g08 |STR_LEN: 252 |STR_TIME: 0.02519702911376953
> STR_ID: 4g09 |STR_LEN: 673 |STR_TIME: 0.08554530143737793
> STR_ID: 4g0a |STR_LEN: 2420 |STR_TIME: 0.37876081466674805
> STR_ID: 4g0b |STR_LEN: 877 |STR_TIME: 0.1915290355682373
> STR_ID: 4g0c |STR_LEN: 403 |STR_TIME: 0.14828896522521973
> STR_ID: 4g0d |STR_LEN: 2545 |STR_TIME: 0.3748612403869629
> STR_ID: 4g0f |STR_LEN: 33 |STR_TIME: 0.010483980178833008
> STR_ID: 4g0h |STR_LEN: 450 |STR_TIME: 0.0847010612487793
> STR_ID: 4g0i |STR_LEN: 974 |STR_TIME: 0.1262819766998291
> STR_ID: 4g0j |STR_LEN: 2900 |STR_TIME: 0.7226691246032715
> STR_ID: 4g0k |STR_LEN: 814 |STR_TIME: 0.11814379692077637
> STR_ID: 4g0l |STR_LEN: 792 |STR_TIME: 0.11954927444458008
> STR_ID: 4g0m |STR_LEN: 410 |STR_TIME: 0.11744427680969238
> STR_ID: 4g0n |STR_LEN: 330 |STR_TIME: 0.05783486366271973
> STR_ID: 4g0o |STR_LEN: 449 |STR_TIME: 0.050073862075805664
> STR_ID: 4g0p |STR_LEN: 309 |STR_TIME: 0.028608083724975586
> STR_ID: 4g0q |STR_LEN: 279 |STR_TIME: 0.03623008728027344
> STR_ID: 4g0r |STR_LEN: 705 |STR_TIME: 0.10243701934814453
> STR_ID: 4g0s |STR_LEN: 545 |STR_TIME: 0.1298658847808838
> STR_ID: 4g0u |STR_LEN: 1797 |STR_TIME: 0.2645869255065918
> STR_ID: 4g0v |STR_LEN: 1936 |STR_TIME: 0.3040797710418701
> STR_ID: 4g0w |STR_LEN: 1796 |STR_TIME: 0.30297207832336426
> STR_ID: 4g0x |STR_LEN: 325 |STR_TIME: 0.03334522247314453
> STR_ID: 4g0y |STR_LEN: 313 |STR_TIME: 0.025081157684326172
> STR_ID: 4g0z |STR_LEN: 290 |STR_TIME: 0.03171682357788086
> STR_ID: 5g00 |STR_LEN: 205 |STR_TIME: 0.031728267669677734
> STR_ID: 5g01 |STR_LEN: 537 |STR_TIME: 0.12781095504760742
> STR_ID: 5g02 |STR_LEN: 359 |STR_TIME: 0.06985807418823242
> STR_ID: 5g03 |STR_LEN: 521 |STR_TIME: 0.06667804718017578
> STR_ID: 5g04 |STR_LEN: 8325 |STR_TIME: 1.7120811939239502
> STR_ID: 5g05 |STR_LEN: 8030 |STR_TIME: 1.7218959331512451
> STR_ID: 5g06 |STR_LEN: 3420 |STR_TIME: 0.8583850860595703
> STR_ID: 5g08 |STR_LEN: 354 |STR_TIME: 0.04844999313354492
> STR_ID: 5g09 |STR_LEN: 2816 |STR_TIME: 0.538567066192627
> STR_ID: 5g0a |STR_LEN: 2998 |STR_TIME: 0.4082150459289551
> STR_ID: 5g0b |STR_LEN: 505 |STR_TIME: 0.07066893577575684
> STR_ID: 5g0c |STR_LEN: 590 |STR_TIME: 0.08877420425415039
> STR_ID: 5g0f |STR_LEN: 278 |STR_TIME: 0.10339570045471191
> STR_ID: 5g0g |STR_LEN: 619 |STR_TIME: 0.08590006828308105
> STR_ID: 5g0h |STR_LEN: 725 |STR_TIME: 0.0808568000793457
> STR_ID: 5g0i |STR_LEN: 2091 |STR_TIME: 0.9257729053497314
> STR_ID: 5g0j |STR_LEN: 927 |STR_TIME: 0.43785715103149414
> STR_ID: 5g0m |STR_LEN: 704 |STR_TIME: 0.27588677406311035
> STR_ID: 5g0n |STR_LEN: 1326 |STR_TIME: 0.4001352787017822
> STR_ID: 5g0o |STR_LEN: 1288 |STR_TIME: 0.3422670364379883
> STR_ID: 5g0p |STR_LEN: 1160 |STR_TIME: 0.3206667900085449
> STR_ID: 5g0q |STR_LEN: 752 |STR_TIME: 0.1826627254486084
> STR_ID: 5g0r |STR_LEN: 5115 |STR_TIME: 1.1149091720581055
> STR_ID: 5g0s |STR_LEN: 1959 |STR_TIME: 0.42030906677246094
> STR_ID: 5g0t |STR_LEN: 2100 |STR_TIME: 0.3132050037384033
> STR_ID: 5g0u |STR_LEN: 1951 |STR_TIME: 0.6455059051513672
> STR_ID: 5g0v |STR_LEN: 1867 |STR_TIME: 0.27944207191467285
> STR_ID: 5g0w |STR_LEN: 2030 |STR_TIME: 0.2696411609649658
> STR_ID: 5g0x |STR_LEN: 1294 |STR_TIME: 0.17146611213684082
> STR_ID: 5g0y |STR_LEN: 978 |STR_TIME: 0.17747807502746582
> STR_ID: 5g0z |STR_LEN: 340 |STR_TIME: 0.08576202392578125
>> FINISH_DIR: ./data/g/g0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 162 |DIR_TIME: 38.50442695617676 

>> START_DIR: ./data/g/g1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1g10 |STR_LEN: 102 |STR_TIME: 0.0319058895111084
> STR_ID: 1g11 |STR_LEN: 102 |STR_TIME: 0.8165349960327148
> STR_ID: 1g12 |STR_LEN: 370 |STR_TIME: 0.029870986938476562
> STR_ID: 1g13 |STR_LEN: 873 |STR_TIME: 0.07973408699035645
> STR_ID: 1g14 |STR_LEN: 24 |STR_TIME: 0.23484301567077637
> STR_ID: 1g15 |STR_LEN: 243 |STR_TIME: 0.0255429744720459
> STR_ID: 1g16 |STR_LEN: 987 |STR_TIME: 0.11858773231506348
> STR_ID: 1g17 |STR_LEN: 456 |STR_TIME: 0.060253143310546875
> STR_ID: 1g18 |STR_LEN: 312 |STR_TIME: 0.04550909996032715
> STR_ID: 1g19 |STR_LEN: 377 |STR_TIME: 0.04651975631713867
> STR_ID: 1g1a |STR_LEN: 1933 |STR_TIME: 0.33202195167541504
> STR_ID: 1g1b |STR_LEN: 580 |STR_TIME: 0.05798506736755371
> STR_ID: 1g1c |STR_LEN: 394 |STR_TIME: 0.06671428680419922
> STR_ID: 1g1d |STR_LEN: 360 |STR_TIME: 0.04482007026672363
> STR_ID: 1g1e |STR_LEN: 105 |STR_TIME: 0.5584969520568848
> STR_ID: 1g1f |STR_LEN: 550 |STR_TIME: 0.05489611625671387
> STR_ID: 1g1g |STR_LEN: 386 |STR_TIME: 0.06523394584655762
> STR_ID: 1g1h |STR_LEN: 421 |STR_TIME: 0.1072378158569336
> STR_ID: 1g1i |STR_LEN: 153 |STR_TIME: 0.017157316207885742
> STR_ID: 1g1j |STR_LEN: 175 |STR_TIME: 0.01700282096862793
> STR_ID: 1g1k |STR_LEN: 512 |STR_TIME: 0.04528379440307617
> STR_ID: 1g1l |STR_LEN: 5350 |STR_TIME: 0.7086153030395508
> STR_ID: 1g1m |STR_LEN: 925 |STR_TIME: 0.11064791679382324
> STR_ID: 1g1n |STR_LEN: 22 |STR_TIME: 0.5414140224456787
> STR_ID: 1g1o |STR_LEN: 602 |STR_TIME: 0.09648990631103516
> STR_ID: 1g1p |STR_LEN: 33 |STR_TIME: 0.15478014945983887
> STR_ID: 1g1q |STR_LEN: 779 |STR_TIME: 0.11867976188659668
> STR_ID: 1g1r |STR_LEN: 657 |STR_TIME: 0.1603708267211914
> STR_ID: 1g1s |STR_LEN: 589 |STR_TIME: 0.07451081275939941
> STR_ID: 1g1t |STR_LEN: 348 |STR_TIME: 0.038834333419799805
> STR_ID: 1g1u |STR_LEN: 1222 |STR_TIME: 0.19292426109313965
> STR_ID: 1g1v |STR_LEN: 291 |STR_TIME: 0.027607202529907227
> STR_ID: 1g1w |STR_LEN: 272 |STR_TIME: 0.02879023551940918
> STR_ID: 1g1x |STR_LEN: 635 |STR_TIME: 0.15045499801635742
> STR_ID: 1g1y |STR_LEN: 1695 |STR_TIME: 0.2620429992675781
> STR_ID: 1g1z |STR_LEN: 33 |STR_TIME: 0.15781092643737793
> STR_ID: 2g10 |STR_LEN: 304 |STR_TIME: 0.11963796615600586
> STR_ID: 2g11 |STR_LEN: 304 |STR_TIME: 0.07890987396240234
> STR_ID: 2g12 |STR_LEN: 304 |STR_TIME: 0.07776880264282227
> STR_ID: 2g13 |STR_LEN: 126 |STR_TIME: 0.018438100814819336
> STR_ID: 2g14 |STR_LEN: 304 |STR_TIME: 0.08160805702209473
> STR_ID: 2g15 |STR_LEN: 451 |STR_TIME: 0.10286378860473633
> STR_ID: 2g16 |STR_LEN: 400 |STR_TIME: 0.03853487968444824
> STR_ID: 2g17 |STR_LEN: 676 |STR_TIME: 0.059667110443115234
> STR_ID: 2g18 |STR_LEN: 3109 |STR_TIME: 0.5651061534881592
> STR_ID: 2g19 |STR_LEN: 353 |STR_TIME: 0.0634610652923584
> STR_ID: 2g1a |STR_LEN: 1061 |STR_TIME: 0.09566497802734375
> STR_ID: 2g1d |STR_LEN: 98 |STR_TIME: 0.4194478988647461
> STR_ID: 2g1e |STR_LEN: 90 |STR_TIME: 0.6772301197052002
> STR_ID: 2g1g |STR_LEN: 17 |STR_TIME: 0.26899003982543945
> STR_ID: 2g1h |STR_LEN: 475 |STR_TIME: 0.06121516227722168
> STR_ID: 2g1j |STR_LEN: 552 |STR_TIME: 0.05834603309631348
> STR_ID: 2g1k |STR_LEN: 348 |STR_TIME: 0.10949897766113281
> STR_ID: 2g1l |STR_LEN: 114 |STR_TIME: 0.014127254486083984
> STR_ID: 2g1m |STR_LEN: 340 |STR_TIME: 0.035478830337524414
> STR_ID: 2g1n |STR_LEN: 1023 |STR_TIME: 0.11508822441101074
> STR_ID: 2g1o |STR_LEN: 940 |STR_TIME: 0.10792827606201172
> STR_ID: 2g1p |STR_LEN: 831 |STR_TIME: 0.14498686790466309
> STR_ID: 2g1q |STR_LEN: 835 |STR_TIME: 0.10873007774353027
> STR_ID: 2g1r |STR_LEN: 1040 |STR_TIME: 0.11114287376403809
> STR_ID: 2g1s |STR_LEN: 1040 |STR_TIME: 0.1692500114440918
> STR_ID: 2g1t |STR_LEN: 2037 |STR_TIME: 0.21776604652404785
> STR_ID: 2g1u |STR_LEN: 250 |STR_TIME: 0.06431007385253906
> STR_ID: 2g1w |STR_LEN: 22 |STR_TIME: 0.20972108840942383
> STR_ID: 2g1y |STR_LEN: 992 |STR_TIME: 0.11022686958312988
> STR_ID: 2g1z |STR_LEN: 18 |STR_TIME: 0.006108283996582031
> STR_ID: 3g10 |STR_LEN: 301 |STR_TIME: 0.10375213623046875
> STR_ID: 3g11 |STR_LEN: 816 |STR_TIME: 0.06758975982666016
> STR_ID: 3g12 |STR_LEN: 254 |STR_TIME: 0.03513288497924805
> STR_ID: 3g13 |STR_LEN: 476 |STR_TIME: 0.05029916763305664
> STR_ID: 3g14 |STR_LEN: 637 |STR_TIME: 0.06919121742248535
> STR_ID: 3g15 |STR_LEN: 1015 |STR_TIME: 0.1591320037841797
> STR_ID: 3g16 |STR_LEN: 688 |STR_TIME: 0.0656440258026123
> STR_ID: 3g17 |STR_LEN: 2690 |STR_TIME: 0.4813880920410156
> STR_ID: 3g18 |STR_LEN: 615 |STR_TIME: 0.0654759407043457
> STR_ID: 3g19 |STR_LEN: 214 |STR_TIME: 0.01913309097290039
> STR_ID: 3g1a |STR_LEN: 773 |STR_TIME: 0.13022994995117188
> STR_ID: 3g1b |STR_LEN: 498 |STR_TIME: 0.07068610191345215
> STR_ID: 3g1c |STR_LEN: 159 |STR_TIME: 0.01627182960510254
> STR_ID: 3g1d |STR_LEN: 683 |STR_TIME: 0.0788888931274414
> STR_ID: 3g1e |STR_LEN: 102 |STR_TIME: 0.015377044677734375
> STR_ID: 3g1f |STR_LEN: 2901 |STR_TIME: 0.5237901210784912
> STR_ID: 3g1g |STR_LEN: 213 |STR_TIME: 0.04874587059020996
> STR_ID: 3g1h |STR_LEN: 3075 |STR_TIME: 0.5522949695587158
> STR_ID: 3g1i |STR_LEN: 303 |STR_TIME: 0.027698993682861328
> STR_ID: 3g1j |STR_LEN: 396 |STR_TIME: 0.04194211959838867
> STR_ID: 3g1k |STR_LEN: 518 |STR_TIME: 0.09070491790771484
> STR_ID: 3g1l |STR_LEN: 304 |STR_TIME: 0.11054706573486328
> STR_ID: 3g1m |STR_LEN: 468 |STR_TIME: 0.0368039608001709
> STR_ID: 3g1n |STR_LEN: 887 |STR_TIME: 0.17135405540466309
> STR_ID: 3g1o |STR_LEN: 360 |STR_TIME: 0.04413414001464844
> STR_ID: 3g1p |STR_LEN: 1389 |STR_TIME: 0.15583014488220215
> STR_ID: 3g1q |STR_LEN: 2285 |STR_TIME: 0.335111141204834
> STR_ID: 3g1r |STR_LEN: 1407 |STR_TIME: 0.14142489433288574
> STR_ID: 3g1s |STR_LEN: 748 |STR_TIME: 0.07613921165466309
> STR_ID: 3g1t |STR_LEN: 499 |STR_TIME: 0.04806327819824219
> STR_ID: 3g1u |STR_LEN: 2372 |STR_TIME: 0.38620996475219727
> STR_ID: 3g1v |STR_LEN: 711 |STR_TIME: 0.0975651741027832
> STR_ID: 3g1w |STR_LEN: 810 |STR_TIME: 0.10162782669067383
> STR_ID: 3g1x |STR_LEN: 628 |STR_TIME: 0.07531332969665527
> STR_ID: 3g1y |STR_LEN: 651 |STR_TIME: 0.06815314292907715
> STR_ID: 3g1z |STR_LEN: 1280 |STR_TIME: 0.20148897171020508
> STR_ID: 4g10 |STR_LEN: 642 |STR_TIME: 0.11321306228637695
> STR_ID: 4g11 |STR_LEN: 837 |STR_TIME: 0.13866877555847168
> STR_ID: 4g12 |STR_LEN: 386 |STR_TIME: 0.12436914443969727
> STR_ID: 4g13 |STR_LEN: 18 |STR_TIME: 0.007788181304931641
> STR_ID: 4g14 |STR_LEN: 18 |STR_TIME: 0.006781101226806641
> STR_ID: 4g16 |STR_LEN: 524 |STR_TIME: 0.05574989318847656
> STR_ID: 4g17 |STR_LEN: 520 |STR_TIME: 0.05925488471984863
> STR_ID: 4g19 |STR_LEN: 1665 |STR_TIME: 0.22572112083435059
> STR_ID: 4g1a |STR_LEN: 91 |STR_TIME: 0.014724969863891602
> STR_ID: 4g1b |STR_LEN: 1710 |STR_TIME: 0.4187467098236084
> STR_ID: 4g1c |STR_LEN: 776 |STR_TIME: 0.11798691749572754
> STR_ID: 4g1d |STR_LEN: 299 |STR_TIME: 0.055777788162231445
> STR_ID: 4g1e |STR_LEN: 1841 |STR_TIME: 0.42142605781555176
> STR_ID: 4g1f |STR_LEN: 3305 |STR_TIME: 0.7819180488586426
> STR_ID: 4g1g |STR_LEN: 891 |STR_TIME: 0.18288397789001465
> STR_ID: 4g1h |STR_LEN: 268 |STR_TIME: 0.041613101959228516
> STR_ID: 4g1i |STR_LEN: 626 |STR_TIME: 0.10042595863342285
> STR_ID: 4g1j |STR_LEN: 752 |STR_TIME: 0.0735170841217041
> STR_ID: 4g1k |STR_LEN: 1552 |STR_TIME: 0.26090478897094727
> STR_ID: 4g1l |STR_LEN: 689 |STR_TIME: 0.12350678443908691
> STR_ID: 4g1m |STR_LEN: 1772 |STR_TIME: 0.4226090908050537
> STR_ID: 4g1n |STR_LEN: 2304 |STR_TIME: 0.4045701026916504
> STR_ID: 4g1o |STR_LEN: 726 |STR_TIME: 0.17086410522460938
> STR_ID: 4g1p |STR_LEN: 651 |STR_TIME: 0.07928824424743652
> STR_ID: 4g1q |STR_LEN: 1809 |STR_TIME: 0.5043163299560547
> STR_ID: 4g1r |STR_LEN: 510 |STR_TIME: 0.07108688354492188
> STR_ID: 4g1t |STR_LEN: 878 |STR_TIME: 0.15025806427001953
> STR_ID: 4g1u |STR_LEN: 1115 |STR_TIME: 0.2727789878845215
> STR_ID: 4g1v |STR_LEN: 579 |STR_TIME: 0.08383011817932129
> STR_ID: 4g1w |STR_LEN: 375 |STR_TIME: 0.07394790649414062
> STR_ID: 4g1x |STR_LEN: 1194 |STR_TIME: 0.14516496658325195
> STR_ID: 4g1y |STR_LEN: 290 |STR_TIME: 0.048660993576049805
> STR_ID: 4g1z |STR_LEN: 283 |STR_TIME: 0.04040789604187012
> STR_ID: 5g10 |STR_LEN: 1380 |STR_TIME: 0.15868902206420898
> STR_ID: 5g11 |STR_LEN: 1028 |STR_TIME: 0.1646740436553955
> STR_ID: 5g12 |STR_LEN: 1133 |STR_TIME: 0.12929463386535645
> STR_ID: 5g13 |STR_LEN: 1208 |STR_TIME: 0.1768629550933838
> STR_ID: 5g17 |STR_LEN: 1660 |STR_TIME: 0.17467021942138672
> STR_ID: 5g18 |STR_LEN: 773 |STR_TIME: 0.10465502738952637
> STR_ID: 5g1a |STR_LEN: 1691 |STR_TIME: 0.2084050178527832
> STR_ID: 5g1b |STR_LEN: 1670 |STR_TIME: 0.22816801071166992
> STR_ID: 5g1c |STR_LEN: 1746 |STR_TIME: 0.18152427673339844
> STR_ID: 5g1d |STR_LEN: 351 |STR_TIME: 0.10613393783569336
> STR_ID: 5g1e |STR_LEN: 480 |STR_TIME: 0.05568408966064453
> STR_ID: 5g1f |STR_LEN: 518 |STR_TIME: 0.12788701057434082
> STR_ID: 5g1k |STR_LEN: 773 |STR_TIME: 0.11508607864379883
> STR_ID: 5g1l |STR_LEN: 919 |STR_TIME: 0.15136313438415527
> STR_ID: 5g1m |STR_LEN: 1241 |STR_TIME: 0.1894850730895996
> STR_ID: 5g1n |STR_LEN: 2328 |STR_TIME: 0.343364953994751
> STR_ID: 5g1o |STR_LEN: 2264 |STR_TIME: 0.37817811965942383
> STR_ID: 5g1p |STR_LEN: 1864 |STR_TIME: 0.3924989700317383
> STR_ID: 5g1q |STR_LEN: 1217 |STR_TIME: 0.2152571678161621
> STR_ID: 5g1r |STR_LEN: 2423 |STR_TIME: 0.37113499641418457
> STR_ID: 5g1s |STR_LEN: 8031 |STR_TIME: 1.0836491584777832
> STR_ID: 5g1t |STR_LEN: 380 |STR_TIME: 0.06918096542358398
> STR_ID: 5g1u |STR_LEN: 2579 |STR_TIME: 0.7693579196929932
> STR_ID: 5g1v |STR_LEN: 2467 |STR_TIME: 0.37825679779052734
> STR_ID: 5g1w |STR_LEN: 3929 |STR_TIME: 0.43613696098327637
> STR_ID: 5g1x |STR_LEN: 493 |STR_TIME: 0.059246063232421875
> STR_ID: 5g1y |STR_LEN: 344 |STR_TIME: 0.04922819137573242
> STR_ID: 5g1z |STR_LEN: 2789 |STR_TIME: 0.3291337490081787
>> FINISH_DIR: ./data/g/g1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 325 |DIR_TIME: 28.978493213653564 

>> START_DIR: ./data/g/g2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1g20 |STR_LEN: 4110 |STR_TIME: 0.6160979270935059
> STR_ID: 1g21 |STR_LEN: 3085 |STR_TIME: 0.5806281566619873
> STR_ID: 1g22 |STR_LEN: 17 |STR_TIME: 0.010136127471923828
