>> START_DIR: ./data/v/v0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1v00 |STR_LEN: 2092 |STR_TIME: 0.16711711883544922
> STR_ID: 1v1r |STR_LEN: 1229 |STR_TIME: 0.17193102836608887
> STR_ID: 1v1s |STR_LEN: 1812 |STR_TIME: 0.29025793075561523
> STR_ID: 1v1t |STR_LEN: 618 |STR_TIME: 0.07114481925964355
> STR_ID: 2v10 |STR_LEN: 668 |STR_TIME: 0.0911719799041748
> STR_ID: 2v11 |STR_LEN: 668 |STR_TIME: 0.1445620059967041
> STR_ID: 2v12 |STR_LEN: 668 |STR_TIME: 0.09458589553833008
> STR_ID: 2v13 |STR_LEN: 331 |STR_TIME: 0.048600196838378906
> STR_ID: 2v14 |STR_LEN: 196 |STR_TIME: 0.022968053817749023
> STR_ID: 2v15 |STR_LEN: 2483 |STR_TIME: 0.31995224952697754
> STR_ID: 2v16 |STR_LEN: 690 |STR_TIME: 0.10014104843139648
> STR_ID: 2v17 |STR_LEN: 1144 |STR_TIME: 0.1359541416168213
> STR_ID: 2v18 |STR_LEN: 862 |STR_TIME: 0.1293330192565918
> STR_ID: 2v19 |STR_LEN: 873 |STR_TIME: 0.15724897384643555
> STR_ID: 2v1a |STR_LEN: 290 |STR_TIME: 0.024880170822143555
> STR_ID: 2v1b |STR_LEN: 286 |STR_TIME: 0.026569843292236328
> STR_ID: 2v1c |STR_LEN: 630 |STR_TIME: 0.09000611305236816
> STR_ID: 2v1d |STR_LEN: 816 |STR_TIME: 0.15796208381652832
> STR_ID: 2v1e |STR_LEN: 342 |STR_TIME: 0.03484797477722168
> STR_ID: 2v1f |STR_LEN: 375 |STR_TIME: 0.036545753479003906
> STR_ID: 2v1g |STR_LEN: 350 |STR_TIME: 0.03551316261291504
> STR_ID: 2v1h |STR_LEN: 344 |STR_TIME: 0.03545808792114258
> STR_ID: 2v1i |STR_LEN: 379 |STR_TIME: 0.03824877738952637
> STR_ID: 2v1j |STR_LEN: 360 |STR_TIME: 0.03529620170593262
> STR_ID: 2v1k |STR_LEN: 351 |STR_TIME: 0.07454490661621094
> STR_ID: 2v1l |STR_LEN: 164 |STR_TIME: 0.01823902130126953
> STR_ID: 2v1m |STR_LEN: 382 |STR_TIME: 0.040850162506103516
> STR_ID: 2v1n |STR_LEN: 111 |STR_TIME: 0.4632089138031006
> STR_ID: 2v1o |STR_LEN: 1626 |STR_TIME: 0.19167804718017578
> STR_ID: 2v1p |STR_LEN: 1061 |STR_TIME: 0.08789825439453125
> STR_ID: 2v1q |STR_LEN: 316 |STR_TIME: 0.029496192932128906
> STR_ID: 2v1r |STR_LEN: 263 |STR_TIME: 0.024684906005859375
> STR_ID: 2v1s |STR_LEN: 870 |STR_TIME: 0.08401823043823242
> STR_ID: 2v1t |STR_LEN: 335 |STR_TIME: 0.026806116104125977
> STR_ID: 2v1u |STR_LEN: 436 |STR_TIME: 0.13875198364257812
> STR_ID: 2v1v |STR_LEN: 29 |STR_TIME: 0.16262197494506836
> STR_ID: 2v1w |STR_LEN: 327 |STR_TIME: 0.02702188491821289
> STR_ID: 2v1x |STR_LEN: 1386 |STR_TIME: 0.20099806785583496
> STR_ID: 2v1y |STR_LEN: 277 |STR_TIME: 0.04420304298400879
> STR_ID: 2v1z |STR_LEN: 623 |STR_TIME: 0.04683804512023926
> STR_ID: 3v10 |STR_LEN: 1060 |STR_TIME: 0.09569692611694336
> STR_ID: 3v11 |STR_LEN: 754 |STR_TIME: 0.15819692611694336
> STR_ID: 3v12 |STR_LEN: 495 |STR_TIME: 0.03805184364318848
> STR_ID: 3v13 |STR_LEN: 632 |STR_TIME: 0.04085969924926758
> STR_ID: 3v14 |STR_LEN: 478 |STR_TIME: 0.03898787498474121
> STR_ID: 3v15 |STR_LEN: 1386 |STR_TIME: 0.22720003128051758
> STR_ID: 3v16 |STR_LEN: 530 |STR_TIME: 0.04985404014587402
> STR_ID: 3v17 |STR_LEN: 1510 |STR_TIME: 0.2587878704071045
> STR_ID: 3v18 |STR_LEN: 462 |STR_TIME: 0.049781084060668945
> STR_ID: 3v19 |STR_LEN: 173 |STR_TIME: 0.016688823699951172
> STR_ID: 3v1a |STR_LEN: 100 |STR_TIME: 0.02013397216796875
> STR_ID: 3v1b |STR_LEN: 155 |STR_TIME: 0.03567171096801758
> STR_ID: 3v1c |STR_LEN: 197 |STR_TIME: 0.07925605773925781
> STR_ID: 3v1d |STR_LEN: 789 |STR_TIME: 0.14916300773620605
> STR_ID: 3v1e |STR_LEN: 188 |STR_TIME: 0.03603410720825195
> STR_ID: 3v1f |STR_LEN: 238 |STR_TIME: 0.03411102294921875
> STR_ID: 3v1g |STR_LEN: 187 |STR_TIME: 0.01656198501586914
> STR_ID: 3v1h |STR_LEN: 574 |STR_TIME: 0.07982492446899414
> STR_ID: 3v1k |STR_LEN: 695 |STR_TIME: 0.08013916015625
> STR_ID: 3v1l |STR_LEN: 440 |STR_TIME: 0.045990705490112305
> STR_ID: 3v1m |STR_LEN: 406 |STR_TIME: 0.043370962142944336
> STR_ID: 3v1n |STR_LEN: 462 |STR_TIME: 0.04638218879699707
> STR_ID: 3v1o |STR_LEN: 242 |STR_TIME: 0.029666900634765625
> STR_ID: 3v1p |STR_LEN: 896 |STR_TIME: 0.10606908798217773
> STR_ID: 3v1q |STR_LEN: 237 |STR_TIME: 0.031104087829589844
> STR_ID: 3v1r |STR_LEN: 185 |STR_TIME: 0.029407024383544922
> STR_ID: 3v1s |STR_LEN: 858 |STR_TIME: 0.11132025718688965
> STR_ID: 3v1t |STR_LEN: 1480 |STR_TIME: 0.1745469570159912
> STR_ID: 3v1u |STR_LEN: 541 |STR_TIME: 0.057698726654052734
> STR_ID: 3v1v |STR_LEN: 747 |STR_TIME: 0.057869911193847656
> STR_ID: 3v1w |STR_LEN: 874 |STR_TIME: 0.10060310363769531
> STR_ID: 3v1x |STR_LEN: 564 |STR_TIME: 0.05258798599243164
> STR_ID: 3v1y |STR_LEN: 1676 |STR_TIME: 0.19520115852355957
> STR_ID: 3v1z |STR_LEN: 823 |STR_TIME: 0.16096091270446777
> STR_ID: 4v10 |STR_LEN: 231 |STR_TIME: 1.6776518821716309
> STR_ID: 4v11 |STR_LEN: 311 |STR_TIME: 0.026376008987426758
> STR_ID: 4v12 |STR_LEN: 645 |STR_TIME: 0.07000303268432617
> STR_ID: 4v14 |STR_LEN: 291 |STR_TIME: 0.21001601219177246
> STR_ID: 4v15 |STR_LEN: 1708 |STR_TIME: 0.1541130542755127
> STR_ID: 4v16 |STR_LEN: 306 |STR_TIME: 0.03991103172302246
> STR_ID: 4v17 |STR_LEN: 388 |STR_TIME: 0.0844278335571289
> STR_ID: 4v18 |STR_LEN: 403 |STR_TIME: 0.0556027889251709
> STR_ID: 4v19 |STR_LEN: 6319 |STR_TIME: 1.5594687461853027
> STR_ID: 4v1a |STR_LEN: 3937 |STR_TIME: 0.7478611469268799
> STR_ID: 4v1b |STR_LEN: 305 |STR_TIME: 0.05252504348754883
> STR_ID: 4v1c |STR_LEN: 1544 |STR_TIME: 0.2158200740814209
> STR_ID: 4v1d |STR_LEN: 534 |STR_TIME: 0.21405816078186035
> STR_ID: 4v1f |STR_LEN: 363 |STR_TIME: 0.04766392707824707
> STR_ID: 4v1g |STR_LEN: 341 |STR_TIME: 0.043602943420410156
> STR_ID: 4v1h |STR_LEN: 333 |STR_TIME: 0.0443720817565918
> STR_ID: 4v1i |STR_LEN: 311 |STR_TIME: 0.049453020095825195
> STR_ID: 4v1j |STR_LEN: 224 |STR_TIME: 0.05536389350891113
> STR_ID: 4v1k |STR_LEN: 281 |STR_TIME: 0.07202315330505371
> STR_ID: 4v1l |STR_LEN: 753 |STR_TIME: 0.07795882225036621
> STR_ID: 4v1m |STR_LEN: 3665 |STR_TIME: 0.6324200630187988
> STR_ID: 4v1n |STR_LEN: 4800 |STR_TIME: 0.8642101287841797
> STR_ID: 4v1o |STR_LEN: 6138 |STR_TIME: 1.098397970199585
> STR_ID: 4v1p |STR_LEN: 307 |STR_TIME: 0.029067039489746094
> STR_ID: 4v1r |STR_LEN: 1744 |STR_TIME: 0.1412491798400879
> STR_ID: 4v1s |STR_LEN: 1839 |STR_TIME: 0.3057229518890381
> STR_ID: 4v1t |STR_LEN: 2115 |STR_TIME: 0.3369722366333008
> STR_ID: 4v1u |STR_LEN: 1540 |STR_TIME: 0.31886720657348633
> STR_ID: 4v1v |STR_LEN: 1529 |STR_TIME: 0.3234729766845703
> STR_ID: 4v1w |STR_LEN: 4080 |STR_TIME: 0.74131178855896
> STR_ID: 4v1x |STR_LEN: 3736 |STR_TIME: 0.6793122291564941
> STR_ID: 4v1y |STR_LEN: 5876 |STR_TIME: 1.442033290863037
> STR_ID: 4v1z |STR_LEN: 913 |STR_TIME: 0.07400321960449219
> STR_ID: 5v10 |STR_LEN: 352 |STR_TIME: 0.05191206932067871
> STR_ID: 5v19 |STR_LEN: 519 |STR_TIME: 0.09049391746520996
> STR_ID: 5v1a |STR_LEN: 144 |STR_TIME: 0.024856090545654297
> STR_ID: 5v1f |STR_LEN: 402 |STR_TIME: 0.05819511413574219
> STR_ID: 5v1g |STR_LEN: 789 |STR_TIME: 0.18731212615966797
> STR_ID: 5v1h |STR_LEN: 785 |STR_TIME: 0.06657791137695312
> STR_ID: 5v1i |STR_LEN: 603 |STR_TIME: 0.06569886207580566
> STR_ID: 5v1j |STR_LEN: 385 |STR_TIME: 0.0560450553894043
> STR_ID: 5v1n |STR_LEN: 662 |STR_TIME: 0.09866213798522949
> STR_ID: 5v1o |STR_LEN: 700 |STR_TIME: 0.06610703468322754
> STR_ID: 5v1p |STR_LEN: 644 |STR_TIME: 0.06499624252319336
> STR_ID: 5v1r |STR_LEN: 599 |STR_TIME: 0.06667923927307129
> STR_ID: 5v1y |STR_LEN: 907 |STR_TIME: 0.16871285438537598
> STR_ID: 5v1z |STR_LEN: 474 |STR_TIME: 0.060523033142089844
>> FINISH_DIR: ./data/v/v1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 296 |DIR_TIME: 24.042542934417725 

>> START_DIR: ./data/v/v2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1v25 |STR_LEN: 1423 |STR_TIME: 0.1466681957244873
> STR_ID: 1v26 |STR_LEN: 1477 |STR_TIME: 0.19005703926086426
> STR_ID: 1v27 |STR_LEN: 141 |STR_TIME: 1.0408918857574463
> STR_ID: 1v28 |STR_LEN: 23 |STR_TIME: 0.14278817176818848
> STR_ID: 1v29 |STR_LEN: 552 |STR_TIME: 0.06398296356201172
> STR_ID: 1v2a |STR_LEN: 1045 |STR_TIME: 0.24117588996887207
> STR_ID: 1v2b |STR_LEN: 736 |STR_TIME: 0.05218219757080078
> STR_ID: 1v2d |STR_LEN: 537 |STR_TIME: 0.05989408493041992
> STR_ID: 1v2e |STR_LEN: 826 |STR_TIME: 0.1456470489501953
> STR_ID: 1v2f |STR_LEN: 906 |STR_TIME: 0.10736417770385742
> STR_ID: 1v2g |STR_LEN: 288 |STR_TIME: 0.029098987579345703
> STR_ID: 1v2h |STR_LEN: 331 |STR_TIME: 0.0452878475189209
> STR_ID: 1v2i |STR_LEN: 1250 |STR_TIME: 0.16706085205078125
> STR_ID: 1v2j |STR_LEN: 277 |STR_TIME: 0.029139041900634766
> STR_ID: 1v2k |STR_LEN: 321 |STR_TIME: 0.030457019805908203
> STR_ID: 1v2l |STR_LEN: 353 |STR_TIME: 0.035897254943847656
> STR_ID: 1v2m |STR_LEN: 342 |STR_TIME: 0.030911922454833984
> STR_ID: 1v2n |STR_LEN: 350 |STR_TIME: 0.033618927001953125
> STR_ID: 1v2o |STR_LEN: 362 |STR_TIME: 0.03492021560668945
> STR_ID: 1v2p |STR_LEN: 287 |STR_TIME: 0.03172802925109863
> STR_ID: 1v2q |STR_LEN: 287 |STR_TIME: 0.07101273536682129
> STR_ID: 1v2r |STR_LEN: 314 |STR_TIME: 0.03307700157165527
> STR_ID: 1v2s |STR_LEN: 344 |STR_TIME: 0.03460979461669922
> STR_ID: 1v2t |STR_LEN: 287 |STR_TIME: 0.034961700439453125
> STR_ID: 1v2u |STR_LEN: 339 |STR_TIME: 0.03283214569091797
> STR_ID: 1v2v |STR_LEN: 279 |STR_TIME: 0.029681921005249023
> STR_ID: 1v2w |STR_LEN: 320 |STR_TIME: 0.033219099044799805
> STR_ID: 1v2x |STR_LEN: 384 |STR_TIME: 0.031903982162475586
> STR_ID: 1v2y |STR_LEN: 105 |STR_TIME: 0.6878619194030762
> STR_ID: 1v2z |STR_LEN: 179 |STR_TIME: 0.016562938690185547
> STR_ID: 2v20 |STR_LEN: 546 |STR_TIME: 0.0435490608215332
> STR_ID: 2v21 |STR_LEN: 426 |STR_TIME: 0.11857295036315918
