>> START_DIR: ./data/q/q0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1q01 |STR_LEN: 38 |STR_TIME: 0.2670152187347412
> STR_ID: 1q15 |STR_LEN: 2258 |STR_TIME: 0.35772228240966797
> STR_ID: 1q16 |STR_LEN: 3202 |STR_TIME: 0.37385106086730957
> STR_ID: 1q17 |STR_LEN: 1051 |STR_TIME: 0.13025712966918945
> STR_ID: 1q18 |STR_LEN: 1027 |STR_TIME: 0.1609179973602295
> STR_ID: 1q19 |STR_LEN: 2411 |STR_TIME: 0.34971094131469727
> STR_ID: 1q1a |STR_LEN: 600 |STR_TIME: 0.0519251823425293
> STR_ID: 1q1b |STR_LEN: 1468 |STR_TIME: 0.27826786041259766
> STR_ID: 1q1c |STR_LEN: 453 |STR_TIME: 0.04472804069519043
> STR_ID: 1q1e |STR_LEN: 734 |STR_TIME: 0.10725593566894531
> STR_ID: 1q1f |STR_LEN: 260 |STR_TIME: 0.033960819244384766
> STR_ID: 1q1g |STR_LEN: 1852 |STR_TIME: 0.2779409885406494
> STR_ID: 1q1h |STR_LEN: 85 |STR_TIME: 0.014332056045532227
> STR_ID: 1q1j |STR_LEN: 965 |STR_TIME: 0.12373924255371094
> STR_ID: 1q1k |STR_LEN: 291 |STR_TIME: 0.08055901527404785
> STR_ID: 1q1l |STR_LEN: 1899 |STR_TIME: 0.2007453441619873
> STR_ID: 1q1m |STR_LEN: 424 |STR_TIME: 0.04836416244506836
> STR_ID: 1q1n |STR_LEN: 362 |STR_TIME: 0.08387494087219238
> STR_ID: 1q1o |STR_LEN: 98 |STR_TIME: 0.6091930866241455
> STR_ID: 1q1p |STR_LEN: 448 |STR_TIME: 0.03613996505737305
> STR_ID: 1q1q |STR_LEN: 289 |STR_TIME: 0.09897994995117188
> STR_ID: 1q1r |STR_LEN: 1502 |STR_TIME: 0.13285088539123535
> STR_ID: 1q1s |STR_LEN: 759 |STR_TIME: 0.06828498840332031
> STR_ID: 1q1t |STR_LEN: 748 |STR_TIME: 0.09643387794494629
> STR_ID: 1q1u |STR_LEN: 178 |STR_TIME: 0.021152019500732422
> STR_ID: 1q1v |STR_LEN: 70 |STR_TIME: 0.21672701835632324
> STR_ID: 1q1w |STR_LEN: 1082 |STR_TIME: 0.15785694122314453
> STR_ID: 1q1y |STR_LEN: 437 |STR_TIME: 0.034369707107543945
> STR_ID: 1q1z |STR_LEN: 364 |STR_TIME: 0.042016029357910156
> STR_ID: 2q10 |STR_LEN: 1170 |STR_TIME: 0.1076350212097168
> STR_ID: 2q11 |STR_LEN: 1574 |STR_TIME: 0.22294187545776367
> STR_ID: 2q12 |STR_LEN: 389 |STR_TIME: 0.04056382179260254
> STR_ID: 2q13 |STR_LEN: 521 |STR_TIME: 0.05603814125061035
> STR_ID: 2q14 |STR_LEN: 4860 |STR_TIME: 0.6145968437194824
> STR_ID: 2q15 |STR_LEN: 543 |STR_TIME: 0.06141018867492676
> STR_ID: 2q16 |STR_LEN: 810 |STR_TIME: 0.1112370491027832
> STR_ID: 2q17 |STR_LEN: 2419 |STR_TIME: 0.3188748359680176
> STR_ID: 2q18 |STR_LEN: 567 |STR_TIME: 0.04603004455566406
> STR_ID: 2q19 |STR_LEN: 355 |STR_TIME: 0.0477290153503418
> STR_ID: 2q1a |STR_LEN: 401 |STR_TIME: 0.04617810249328613
> STR_ID: 2q1b |STR_LEN: 546 |STR_TIME: 0.046086788177490234
> STR_ID: 2q1c |STR_LEN: 381 |STR_TIME: 0.04922294616699219
> STR_ID: 2q1d |STR_LEN: 335 |STR_TIME: 0.08875703811645508
> STR_ID: 2q1e |STR_LEN: 880 |STR_TIME: 0.07580709457397461
> STR_ID: 2q1f |STR_LEN: 2067 |STR_TIME: 0.32088494300842285
> STR_ID: 2q1h |STR_LEN: 411 |STR_TIME: 0.044558048248291016
> STR_ID: 2q1j |STR_LEN: 386 |STR_TIME: 0.04235720634460449
> STR_ID: 2q1k |STR_LEN: 208 |STR_TIME: 0.030317068099975586
> STR_ID: 2q1l |STR_LEN: 2092 |STR_TIME: 0.2837831974029541
> STR_ID: 2q1m |STR_LEN: 158 |STR_TIME: 0.01979994773864746
> STR_ID: 2q1n |STR_LEN: 720 |STR_TIME: 0.09899497032165527
> STR_ID: 2q1o |STR_LEN: 371 |STR_TIME: 0.06707882881164551
> STR_ID: 2q1p |STR_LEN: 330 |STR_TIME: 0.021754741668701172
> STR_ID: 2q1q |STR_LEN: 419 |STR_TIME: 0.044286251068115234
> STR_ID: 2q1r |STR_LEN: 89 |STR_TIME: 0.00778508186340332
> STR_ID: 2q1s |STR_LEN: 585 |STR_TIME: 0.05188298225402832
> STR_ID: 2q1t |STR_LEN: 543 |STR_TIME: 0.054155826568603516
> STR_ID: 2q1u |STR_LEN: 1172 |STR_TIME: 0.13986873626708984
> STR_ID: 2q1v |STR_LEN: 427 |STR_TIME: 0.041192054748535156
> STR_ID: 2q1w |STR_LEN: 1313 |STR_TIME: 0.14157390594482422
> STR_ID: 2q1x |STR_LEN: 709 |STR_TIME: 0.12532997131347656
> STR_ID: 2q1y |STR_LEN: 764 |STR_TIME: 0.09676718711853027
> STR_ID: 2q1z |STR_LEN: 710 |STR_TIME: 0.3050079345703125
> STR_ID: 3q10 |STR_LEN: 1761 |STR_TIME: 0.2596571445465088
> STR_ID: 3q11 |STR_LEN: 1334 |STR_TIME: 0.15249109268188477
> STR_ID: 3q12 |STR_LEN: 2297 |STR_TIME: 0.3316330909729004
> STR_ID: 3q13 |STR_LEN: 588 |STR_TIME: 0.06050395965576172
> STR_ID: 3q14 |STR_LEN: 1808 |STR_TIME: 0.2539248466491699
> STR_ID: 3q15 |STR_LEN: 1155 |STR_TIME: 0.20380115509033203
> STR_ID: 3q16 |STR_LEN: 3555 |STR_TIME: 0.6370139122009277
> STR_ID: 3q17 |STR_LEN: 852 |STR_TIME: 0.15187287330627441
> STR_ID: 3q18 |STR_LEN: 817 |STR_TIME: 0.09960412979125977
> STR_ID: 3q19 |STR_LEN: 677 |STR_TIME: 0.1607351303100586
> STR_ID: 3q1c |STR_LEN: 797 |STR_TIME: 0.07484173774719238
> STR_ID: 3q1d |STR_LEN: 81 |STR_TIME: 0.01032710075378418
> STR_ID: 3q1e |STR_LEN: 514 |STR_TIME: 0.06851768493652344
> STR_ID: 3q1f |STR_LEN: 1277 |STR_TIME: 0.12877106666564941
> STR_ID: 3q1g |STR_LEN: 2170 |STR_TIME: 0.4239370822906494
> STR_ID: 3q1h |STR_LEN: 326 |STR_TIME: 0.034197092056274414
> STR_ID: 3q1i |STR_LEN: 419 |STR_TIME: 0.04596519470214844
> STR_ID: 3q1j |STR_LEN: 72 |STR_TIME: 0.009747028350830078
> STR_ID: 3q1k |STR_LEN: 1901 |STR_TIME: 0.32779908180236816
> STR_ID: 3q1l |STR_LEN: 1774 |STR_TIME: 0.3048131465911865
> STR_ID: 3q1m |STR_LEN: 303 |STR_TIME: 0.04977893829345703
> STR_ID: 3q1n |STR_LEN: 646 |STR_TIME: 0.10423398017883301
> STR_ID: 3q1o |STR_LEN: 1450 |STR_TIME: 0.18197202682495117
> STR_ID: 3q1p |STR_LEN: 795 |STR_TIME: 0.08835816383361816
> STR_ID: 3q1q |STR_LEN: 551 |STR_TIME: 0.18204998970031738
> STR_ID: 3q1r |STR_LEN: 555 |STR_TIME: 0.2183990478515625
> STR_ID: 3q1s |STR_LEN: 748 |STR_TIME: 0.10615015029907227
> STR_ID: 3q1t |STR_LEN: 1881 |STR_TIME: 0.3198690414428711
> STR_ID: 3q1x |STR_LEN: 375 |STR_TIME: 0.04138326644897461
> STR_ID: 3q1y |STR_LEN: 426 |STR_TIME: 0.04346108436584473
> STR_ID: 4q10 |STR_LEN: 759 |STR_TIME: 0.16486501693725586
> STR_ID: 4q11 |STR_LEN: 369 |STR_TIME: 0.05627274513244629
> STR_ID: 4q12 |STR_LEN: 665 |STR_TIME: 0.09384393692016602
> STR_ID: 4q13 |STR_LEN: 494 |STR_TIME: 0.11357522010803223
> STR_ID: 4q14 |STR_LEN: 477 |STR_TIME: 0.047796010971069336
> STR_ID: 4q15 |STR_LEN: 1200 |STR_TIME: 0.17288899421691895
> STR_ID: 4q16 |STR_LEN: 1434 |STR_TIME: 0.1806330680847168
> STR_ID: 4q17 |STR_LEN: 2235 |STR_TIME: 0.21845197677612305
> STR_ID: 4q18 |STR_LEN: 555 |STR_TIME: 0.07257080078125
> STR_ID: 4q19 |STR_LEN: 565 |STR_TIME: 0.07030296325683594
> STR_ID: 4q1a |STR_LEN: 570 |STR_TIME: 0.07341694831848145
> STR_ID: 4q1b |STR_LEN: 553 |STR_TIME: 0.12060809135437012
> STR_ID: 4q1c |STR_LEN: 572 |STR_TIME: 0.07511711120605469
> STR_ID: 4q1d |STR_LEN: 554 |STR_TIME: 0.07309269905090332
> STR_ID: 4q1e |STR_LEN: 653 |STR_TIME: 0.07459211349487305
> STR_ID: 4q1f |STR_LEN: 636 |STR_TIME: 0.11159515380859375
> STR_ID: 4q1g |STR_LEN: 1046 |STR_TIME: 0.127943754196167
> STR_ID: 4q1h |STR_LEN: 1244 |STR_TIME: 0.17205810546875
> STR_ID: 4q1i |STR_LEN: 912 |STR_TIME: 0.13207626342773438
> STR_ID: 4q1j |STR_LEN: 996 |STR_TIME: 0.1737959384918213
> STR_ID: 4q1k |STR_LEN: 1278 |STR_TIME: 0.15206694602966309
> STR_ID: 4q1l |STR_LEN: 419 |STR_TIME: 0.03516411781311035
> STR_ID: 4q1n |STR_LEN: 1095 |STR_TIME: 0.17086005210876465
> STR_ID: 4q1o |STR_LEN: 2236 |STR_TIME: 0.21506595611572266
> STR_ID: 4q1p |STR_LEN: 494 |STR_TIME: 0.09609293937683105
> STR_ID: 4q1q |STR_LEN: 692 |STR_TIME: 0.08514595031738281
> STR_ID: 4q1r |STR_LEN: 475 |STR_TIME: 0.09995889663696289
> STR_ID: 4q1s |STR_LEN: 7679 |STR_TIME: 1.5462729930877686
> STR_ID: 4q1t |STR_LEN: 1654 |STR_TIME: 0.24064278602600098
> STR_ID: 4q1u |STR_LEN: 467 |STR_TIME: 0.05005908012390137
> STR_ID: 4q1v |STR_LEN: 2060 |STR_TIME: 0.34215807914733887
> STR_ID: 4q1w |STR_LEN: 313 |STR_TIME: 0.039999961853027344
> STR_ID: 4q1x |STR_LEN: 294 |STR_TIME: 0.03892207145690918
> STR_ID: 4q1y |STR_LEN: 329 |STR_TIME: 0.07379817962646484
> STR_ID: 4q1z |STR_LEN: 548 |STR_TIME: 0.07082104682922363
>> FINISH_DIR: ./data/q/q1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 271 |DIR_TIME: 21.90746307373047 

>> START_DIR: ./data/q/q2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1q20 |STR_LEN: 415 |STR_TIME: 0.04447197914123535
> STR_ID: 1q21 |STR_LEN: 212 |STR_TIME: 0.02707672119140625
> STR_ID: 1q22 |STR_LEN: 357 |STR_TIME: 0.044051170349121094
> STR_ID: 1q23 |STR_LEN: 3158 |STR_TIME: 0.48869824409484863
> STR_ID: 1q24 |STR_LEN: 491 |STR_TIME: 0.05537104606628418
> STR_ID: 1q25 |STR_LEN: 801 |STR_TIME: 0.06754684448242188
> STR_ID: 1q27 |STR_LEN: 171 |STR_TIME: 0.6278939247131348
> STR_ID: 1q29 |STR_LEN: 46 |STR_TIME: 0.015403985977172852
> STR_ID: 1q2b |STR_LEN: 794 |STR_TIME: 0.0671231746673584
> STR_ID: 1q2c |STR_LEN: 218 |STR_TIME: 0.029974937438964844
> STR_ID: 1q2d |STR_LEN: 230 |STR_TIME: 0.02900385856628418
> STR_ID: 1q2e |STR_LEN: 1467 |STR_TIME: 0.20710086822509766
> STR_ID: 1q2f |STR_LEN: 32 |STR_TIME: 0.3584167957305908
> STR_ID: 1q2h |STR_LEN: 252 |STR_TIME: 0.02753901481628418
> STR_ID: 1q2i |STR_LEN: 32 |STR_TIME: 0.22811222076416016
> STR_ID: 1q2j |STR_LEN: 22 |STR_TIME: 0.18275117874145508
> STR_ID: 1q2k |STR_LEN: 31 |STR_TIME: 0.17761898040771484
> STR_ID: 1q2l |STR_LEN: 2535 |STR_TIME: 0.22760295867919922
> STR_ID: 1q2n |STR_LEN: 58 |STR_TIME: 0.16967988014221191
> STR_ID: 1q2o |STR_LEN: 1427 |STR_TIME: 0.18178892135620117
> STR_ID: 1q2p |STR_LEN: 461 |STR_TIME: 0.04842114448547363
> STR_ID: 1q2q |STR_LEN: 813 |STR_TIME: 0.07875895500183105
> STR_ID: 1q2r |STR_LEN: 1670 |STR_TIME: 0.2758059501647949
> STR_ID: 1q2s |STR_LEN: 1634 |STR_TIME: 0.255842924118042
> STR_ID: 1q2t |STR_LEN: 28 |STR_TIME: 0.01665806770324707
> STR_ID: 1q2u |STR_LEN: 384 |STR_TIME: 0.0287017822265625
> STR_ID: 1q2v |STR_LEN: 2231 |STR_TIME: 0.3632640838623047
> STR_ID: 1q2w |STR_LEN: 1049 |STR_TIME: 0.10410404205322266
> STR_ID: 1q2x |STR_LEN: 926 |STR_TIME: 0.15664100646972656
> STR_ID: 1q2y |STR_LEN: 176 |STR_TIME: 0.018555879592895508
> STR_ID: 1q2z |STR_LEN: 120 |STR_TIME: 0.8332278728485107
> STR_ID: 2q20 |STR_LEN: 671 |STR_TIME: 0.05875110626220703
> STR_ID: 2q21 |STR_LEN: 213 |STR_TIME: 0.027307987213134766
> STR_ID: 2q22 |STR_LEN: 591 |STR_TIME: 0.12795114517211914
> STR_ID: 2q24 |STR_LEN: 623 |STR_TIME: 0.05363202095031738
> STR_ID: 2q27 |STR_LEN: 1542 |STR_TIME: 0.1597440242767334
> STR_ID: 2q28 |STR_LEN: 2006 |STR_TIME: 0.21032500267028809
> STR_ID: 2q29 |STR_LEN: 1761 |STR_TIME: 0.21149492263793945
> STR_ID: 2q2a |STR_LEN: 1854 |STR_TIME: 0.15914297103881836
> STR_ID: 2q2b |STR_LEN: 337 |STR_TIME: 0.041235923767089844
> STR_ID: 2q2c |STR_LEN: 1377 |STR_TIME: 0.19941973686218262
> STR_ID: 2q2e |STR_LEN: 897 |STR_TIME: 0.12687468528747559
> STR_ID: 2q2f |STR_LEN: 143 |STR_TIME: 0.018156051635742188
> STR_ID: 2q2g |STR_LEN: 625 |STR_TIME: 0.05630207061767578
> STR_ID: 2q2h |STR_LEN: 534 |STR_TIME: 0.07052397727966309
> STR_ID: 2q2i |STR_LEN: 577 |STR_TIME: 0.03854179382324219
> STR_ID: 2q2j |STR_LEN: 645 |STR_TIME: 0.0420379638671875
> STR_ID: 2q2k |STR_LEN: 110 |STR_TIME: 0.023248910903930664
> STR_ID: 2q2l |STR_LEN: 519 |STR_TIME: 0.04410696029663086
> STR_ID: 2q2m |STR_LEN: 289 |STR_TIME: 0.025596141815185547
> STR_ID: 2q2n |STR_LEN: 581 |STR_TIME: 0.05371499061584473
> STR_ID: 2q2o |STR_LEN: 453 |STR_TIME: 0.08162832260131836
> STR_ID: 2q2p |STR_LEN: 191 |STR_TIME: 0.023090362548828125
> STR_ID: 2q2q |STR_LEN: 2455 |STR_TIME: 0.3052358627319336
> STR_ID: 2q2r |STR_LEN: 1230 |STR_TIME: 0.11865019798278809
> STR_ID: 2q2t |STR_LEN: 481 |STR_TIME: 0.05867791175842285
> STR_ID: 2q2u |STR_LEN: 1396 |STR_TIME: 0.29250478744506836
