>> START_DIR: ./data/k/k0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1k01 |STR_LEN: 3163 |STR_TIME: 1.506303071975708
> STR_ID: 1k0x |STR_LEN: 108 |STR_TIME: 0.7893280982971191
> STR_ID: 1k0y |STR_LEN: 839 |STR_TIME: 0.0885319709777832
> STR_ID: 1k0z |STR_LEN: 498 |STR_TIME: 0.04832100868225098
> STR_ID: 2k00 |STR_LEN: 107 |STR_TIME: 0.7944860458374023
> STR_ID: 2k01 |STR_LEN: 136 |STR_TIME: 1.0168519020080566
> STR_ID: 2k02 |STR_LEN: 79 |STR_TIME: 0.5082440376281738
> STR_ID: 2k03 |STR_LEN: 212 |STR_TIME: 1.6430792808532715
> STR_ID: 2k04 |STR_LEN: 212 |STR_TIME: 1.6114230155944824
> STR_ID: 2k05 |STR_LEN: 212 |STR_TIME: 1.6442899703979492
> STR_ID: 2k06 |STR_LEN: 123 |STR_TIME: 0.9534199237823486
> STR_ID: 2k07 |STR_LEN: 175 |STR_TIME: 1.3944039344787598
> STR_ID: 2k0a |STR_LEN: 112 |STR_TIME: 0.8273730278015137
> STR_ID: 2k0b |STR_LEN: 52 |STR_TIME: 0.612145185470581
> STR_ID: 2k0c |STR_LEN: 36 |STR_TIME: 0.18465089797973633
> STR_ID: 2k0d |STR_LEN: 93 |STR_TIME: 0.9892089366912842
> STR_ID: 2k0e |STR_LEN: 152 |STR_TIME: 8.620419979095459
> STR_ID: 2k0f |STR_LEN: 165 |STR_TIME: 10.275177955627441
> STR_ID: 2k0g |STR_LEN: 143 |STR_TIME: 0.628087043762207
> STR_ID: 2k0j |STR_LEN: 151 |STR_TIME: 0.04283499717712402
> STR_ID: 2k0l |STR_LEN: 210 |STR_TIME: 1.1916260719299316
> STR_ID: 2k0m |STR_LEN: 104 |STR_TIME: 1.9979560375213623
> STR_ID: 2k0n |STR_LEN: 85 |STR_TIME: 0.6584818363189697
> STR_ID: 2k0p |STR_LEN: 56 |STR_TIME: 0.010355949401855469
> STR_ID: 2k0q |STR_LEN: 74 |STR_TIME: 0.5781450271606445
> STR_ID: 2k0r |STR_LEN: 128 |STR_TIME: 0.8406028747558594
> STR_ID: 2k0s |STR_LEN: 130 |STR_TIME: 0.25445103645324707
> STR_ID: 2k0t |STR_LEN: 25 |STR_TIME: 0.19245600700378418
> STR_ID: 2k0u |STR_LEN: 25 |STR_TIME: 0.013934135437011719
> STR_ID: 2k0v |STR_LEN: 24 |STR_TIME: 0.011924982070922852
> STR_ID: 2k0x |STR_LEN: 87 |STR_TIME: 0.6417860984802246
> STR_ID: 2k0y |STR_LEN: 86 |STR_TIME: 0.5338380336761475
> STR_ID: 2k0z |STR_LEN: 110 |STR_TIME: 0.7845568656921387
> STR_ID: 3k00 |STR_LEN: 951 |STR_TIME: 0.12836885452270508
> STR_ID: 3k01 |STR_LEN: 1017 |STR_TIME: 0.06646203994750977
> STR_ID: 3k02 |STR_LEN: 780 |STR_TIME: 0.06424403190612793
> STR_ID: 3k03 |STR_LEN: 331 |STR_TIME: 0.03044605255126953
> STR_ID: 3k04 |STR_LEN: 346 |STR_TIME: 0.032872915267944336
> STR_ID: 3k05 |STR_LEN: 875 |STR_TIME: 0.17102909088134766
> STR_ID: 3k06 |STR_LEN: 322 |STR_TIME: 0.030561208724975586
> STR_ID: 3k07 |STR_LEN: 1025 |STR_TIME: 0.18666911125183105
> STR_ID: 3k08 |STR_LEN: 336 |STR_TIME: 0.0329129695892334
> STR_ID: 3k09 |STR_LEN: 3053 |STR_TIME: 0.5198180675506592
> STR_ID: 3k0a |STR_LEN: 3121 |STR_TIME: 0.49599599838256836
> STR_ID: 3k0b |STR_LEN: 902 |STR_TIME: 0.1162729263305664
> STR_ID: 3k0c |STR_LEN: 3119 |STR_TIME: 0.5078849792480469
> STR_ID: 3k0d |STR_LEN: 262 |STR_TIME: 0.029896020889282227
> STR_ID: 3k0e |STR_LEN: 3065 |STR_TIME: 0.5804617404937744
> STR_ID: 3k0f |STR_LEN: 3156 |STR_TIME: 0.531559944152832
> STR_ID: 3k0g |STR_LEN: 264 |STR_TIME: 0.03004908561706543
> STR_ID: 3k0h |STR_LEN: 236 |STR_TIME: 0.032885074615478516
> STR_ID: 3k0i |STR_LEN: 1017 |STR_TIME: 0.2653229236602783
> STR_ID: 3k0j |STR_LEN: 536 |STR_TIME: 0.11658811569213867
> STR_ID: 3k0k |STR_LEN: 229 |STR_TIME: 0.05831408500671387
> STR_ID: 3k0l |STR_LEN: 347 |STR_TIME: 0.053458213806152344
> STR_ID: 3k0m |STR_LEN: 433 |STR_TIME: 0.06533098220825195
> STR_ID: 3k0n |STR_LEN: 295 |STR_TIME: 0.07320117950439453
> STR_ID: 3k0o |STR_LEN: 283 |STR_TIME: 0.05280494689941406
> STR_ID: 3k0p |STR_LEN: 380 |STR_TIME: 0.09100079536437988
> STR_ID: 3k0q |STR_LEN: 259 |STR_TIME: 0.048702239990234375
> STR_ID: 3k0r |STR_LEN: 223 |STR_TIME: 0.04552793502807617
> STR_ID: 3k0s |STR_LEN: 2345 |STR_TIME: 0.3377659320831299
> STR_ID: 3k0t |STR_LEN: 621 |STR_TIME: 0.05516505241394043
> STR_ID: 3k0v |STR_LEN: 770 |STR_TIME: 0.06480693817138672
> STR_ID: 3k0w |STR_LEN: 199 |STR_TIME: 0.0766458511352539
> STR_ID: 3k0x |STR_LEN: 254 |STR_TIME: 0.01633286476135254
> STR_ID: 3k0y |STR_LEN: 256 |STR_TIME: 0.03004002571105957
> STR_ID: 3k0z |STR_LEN: 619 |STR_TIME: 0.051165103912353516
> STR_ID: 4k00 |STR_LEN: 457 |STR_TIME: 0.05852103233337402
> STR_ID: 4k02 |STR_LEN: 306 |STR_TIME: 0.044914960861206055
> STR_ID: 4k03 |STR_LEN: 1126 |STR_TIME: 0.19051384925842285
> STR_ID: 4k05 |STR_LEN: 1955 |STR_TIME: 0.1512451171875
> STR_ID: 4k06 |STR_LEN: 501 |STR_TIME: 0.08062911033630371
> STR_ID: 4k07 |STR_LEN: 1114 |STR_TIME: 0.39873409271240234
> STR_ID: 4k08 |STR_LEN: 222 |STR_TIME: 0.026361942291259766
> STR_ID: 4k09 |STR_LEN: 433 |STR_TIME: 0.04367995262145996
> STR_ID: 4k0a |STR_LEN: 529 |STR_TIME: 0.12836194038391113
> STR_ID: 4k0b |STR_LEN: 1406 |STR_TIME: 0.18141794204711914
> STR_ID: 4k0c |STR_LEN: 321 |STR_TIME: 0.04301905632019043
> STR_ID: 4k0d |STR_LEN: 511 |STR_TIME: 0.04175400733947754
> STR_ID: 4k0e |STR_LEN: 2880 |STR_TIME: 0.6173481941223145
> STR_ID: 4k0g |STR_LEN: 633 |STR_TIME: 0.053147077560424805
> STR_ID: 4k0j |STR_LEN: 5746 |STR_TIME: 1.2970001697540283
> STR_ID: 4k0k |STR_LEN: 3918 |STR_TIME: 1.21806001663208
> STR_ID: 4k0n |STR_LEN: 656 |STR_TIME: 0.05489206314086914
> STR_ID: 4k0o |STR_LEN: 244 |STR_TIME: 0.02692103385925293
> STR_ID: 4k0r |STR_LEN: 534 |STR_TIME: 0.06634521484375
> STR_ID: 4k0s |STR_LEN: 525 |STR_TIME: 0.043502092361450195
> STR_ID: 4k0t |STR_LEN: 501 |STR_TIME: 0.042852163314819336
> STR_ID: 4k0u |STR_LEN: 124 |STR_TIME: 0.017780780792236328
> STR_ID: 4k0v |STR_LEN: 731 |STR_TIME: 0.2588047981262207
> STR_ID: 4k0w |STR_LEN: 534 |STR_TIME: 0.04748702049255371
> STR_ID: 4k0x |STR_LEN: 500 |STR_TIME: 0.04112672805786133
> STR_ID: 4k0y |STR_LEN: 462 |STR_TIME: 0.0551760196685791
> STR_ID: 4k0z |STR_LEN: 570 |STR_TIME: 0.04591703414916992
> STR_ID: 5k00 |STR_LEN: 547 |STR_TIME: 0.09606409072875977
> STR_ID: 5k01 |STR_LEN: 445 |STR_TIME: 0.07932186126708984
> STR_ID: 5k02 |STR_LEN: 4404 |STR_TIME: 0.6261270046234131
> STR_ID: 5k03 |STR_LEN: 401 |STR_TIME: 0.04200100898742676
> STR_ID: 5k04 |STR_LEN: 1218 |STR_TIME: 0.1749880313873291
> STR_ID: 5k05 |STR_LEN: 607 |STR_TIME: 0.14550399780273438
> STR_ID: 5k06 |STR_LEN: 197 |STR_TIME: 0.026865243911743164
> STR_ID: 5k07 |STR_LEN: 170 |STR_TIME: 0.014899969100952148
> STR_ID: 5k08 |STR_LEN: 273 |STR_TIME: 0.029153108596801758
> STR_ID: 5k09 |STR_LEN: 5803 |STR_TIME: 1.2001800537109375
> STR_ID: 5k0b |STR_LEN: 2459 |STR_TIME: 0.4273951053619385
> STR_ID: 5k0c |STR_LEN: 833 |STR_TIME: 0.07098698616027832
> STR_ID: 5k0d |STR_LEN: 849 |STR_TIME: 0.09440088272094727
> STR_ID: 5k0e |STR_LEN: 276 |STR_TIME: 0.03888106346130371
> STR_ID: 5k0f |STR_LEN: 767 |STR_TIME: 0.17342162132263184
> STR_ID: 5k0g |STR_LEN: 696 |STR_TIME: 0.0691521167755127
> STR_ID: 5k0h |STR_LEN: 431 |STR_TIME: 0.04453921318054199
> STR_ID: 5k0i |STR_LEN: 287 |STR_TIME: 0.03381490707397461
> STR_ID: 5k0j |STR_LEN: 783 |STR_TIME: 0.06903815269470215
> STR_ID: 5k0k |STR_LEN: 545 |STR_TIME: 0.2021501064300537
> STR_ID: 5k0l |STR_LEN: 1462 |STR_TIME: 0.1471240520477295
> STR_ID: 5k0m |STR_LEN: 726 |STR_TIME: 0.1029510498046875
> STR_ID: 5k0n |STR_LEN: 1517 |STR_TIME: 0.14326906204223633
> STR_ID: 5k0p |STR_LEN: 1458 |STR_TIME: 0.23104190826416016
> STR_ID: 5k0s |STR_LEN: 1700 |STR_TIME: 0.30173778533935547
> STR_ID: 5k0t |STR_LEN: 1625 |STR_TIME: 0.3005831241607666
> STR_ID: 5k0u |STR_LEN: 852 |STR_TIME: 0.11922502517700195
> STR_ID: 5k0w |STR_LEN: 631 |STR_TIME: 0.1331319808959961
> STR_ID: 5k0x |STR_LEN: 614 |STR_TIME: 0.15978312492370605
> STR_ID: 5k0y |STR_LEN: 7919 |STR_TIME: 1.9833571910858154
> STR_ID: 5k0z |STR_LEN: 1309 |STR_TIME: 0.17712998390197754
>> FINISH_DIR: ./data/k/k0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 156 |DIR_TIME: 68.82051205635071 

>> START_DIR: ./data/k/k1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1k12 |STR_LEN: 291 |STR_TIME: 0.026001930236816406
> STR_ID: 1k18 |STR_LEN: 31 |STR_TIME: 0.00861811637878418
> STR_ID: 1k19 |STR_LEN: 112 |STR_TIME: 0.8788690567016602
> STR_ID: 1k1a |STR_LEN: 423 |STR_TIME: 0.03370404243469238
> STR_ID: 1k1b |STR_LEN: 426 |STR_TIME: 0.033091068267822266
> STR_ID: 1k1c |STR_LEN: 84 |STR_TIME: 0.6616039276123047
> STR_ID: 1k1d |STR_LEN: 3696 |STR_TIME: 0.6537339687347412
> STR_ID: 1k1e |STR_LEN: 3555 |STR_TIME: 0.42002201080322266
> STR_ID: 1k1f |STR_LEN: 947 |STR_TIME: 0.15166687965393066
> STR_ID: 1k1g |STR_LEN: 133 |STR_TIME: 0.4845559597015381
> STR_ID: 1k1h |STR_LEN: 15 |STR_TIME: 0.010000228881835938
> STR_ID: 1k1i |STR_LEN: 370 |STR_TIME: 0.03407478332519531
> STR_ID: 1k1j |STR_LEN: 341 |STR_TIME: 0.032369136810302734
> STR_ID: 1k1k |STR_LEN: 404 |STR_TIME: 0.04822707176208496
> STR_ID: 1k1l |STR_LEN: 332 |STR_TIME: 0.0307619571685791
> STR_ID: 1k1m |STR_LEN: 353 |STR_TIME: 0.03145599365234375
> STR_ID: 1k1n |STR_LEN: 365 |STR_TIME: 0.09380102157592773
> STR_ID: 1k1o |STR_LEN: 404 |STR_TIME: 0.0330660343170166
> STR_ID: 1k1p |STR_LEN: 405 |STR_TIME: 0.03230905532836914
> STR_ID: 1k1q |STR_LEN: 742 |STR_TIME: 0.08953189849853516
> STR_ID: 1k1r |STR_LEN: 15 |STR_TIME: 0.008374929428100586
> STR_ID: 1k1s |STR_LEN: 372 |STR_TIME: 0.047180891036987305
> STR_ID: 1k1t |STR_LEN: 373 |STR_TIME: 0.034425973892211914
> STR_ID: 1k1u |STR_LEN: 344 |STR_TIME: 0.06388616561889648
> STR_ID: 1k1v |STR_LEN: 41 |STR_TIME: 0.26864099502563477
> STR_ID: 1k1w |STR_LEN: 699 |STR_TIME: 0.1184241771697998
> STR_ID: 1k1x |STR_LEN: 1775 |STR_TIME: 0.2084639072418213
> STR_ID: 1k1y |STR_LEN: 1850 |STR_TIME: 0.2599921226501465
> STR_ID: 1k1z |STR_LEN: 78 |STR_TIME: 0.022886991500854492
> STR_ID: 2k10 |STR_LEN: 32 |STR_TIME: 0.21475791931152344
> STR_ID: 2k11 |STR_LEN: 127 |STR_TIME: 0.8245849609375
> STR_ID: 2k13 |STR_LEN: 103 |STR_TIME: 0.35470104217529297
> STR_ID: 2k14 |STR_LEN: 84 |STR_TIME: 0.572669267654419
> STR_ID: 2k16 |STR_LEN: 77 |STR_TIME: 0.5537071228027344
> STR_ID: 2k17 |STR_LEN: 90 |STR_TIME: 0.5892789363861084
> STR_ID: 2k18 |STR_LEN: 228 |STR_TIME: 0.806265115737915
> STR_ID: 2k19 |STR_LEN: 98 |STR_TIME: 0.7354450225830078
> STR_ID: 2k1a |STR_LEN: 42 |STR_TIME: 0.3634200096130371
> STR_ID: 2k1b |STR_LEN: 55 |STR_TIME: 0.43845295906066895
> STR_ID: 2k1d |STR_LEN: 107 |STR_TIME: 0.7885830402374268
> STR_ID: 2k1e |STR_LEN: 412 |STR_TIME: 2.875216007232666
> STR_ID: 2k1f |STR_LEN: 88 |STR_TIME: 0.7408809661865234
> STR_ID: 2k1g |STR_LEN: 129 |STR_TIME: 1.1079728603363037
> STR_ID: 2k1h |STR_LEN: 86 |STR_TIME: 0.34387898445129395
> STR_ID: 2k1i |STR_LEN: 32 |STR_TIME: 0.08723831176757812
> STR_ID: 2k1j |STR_LEN: 65 |STR_TIME: 0.6467721462249756
> STR_ID: 2k1k |STR_LEN: 76 |STR_TIME: 0.2600250244140625
> STR_ID: 2k1l |STR_LEN: 76 |STR_TIME: 0.3105480670928955
> STR_ID: 2k1m |STR_LEN: 95 |STR_TIME: 0.6084160804748535
> STR_ID: 2k1n |STR_LEN: 270 |STR_TIME: 1.2238578796386719
> STR_ID: 2k1o |STR_LEN: 108 |STR_TIME: 0.8789951801300049
> STR_ID: 2k1p |STR_LEN: 34 |STR_TIME: 0.2772989273071289
> STR_ID: 2k1q |STR_LEN: 171 |STR_TIME: 1.2258379459381104
> STR_ID: 2k1r |STR_LEN: 142 |STR_TIME: 1.0204038619995117
> STR_ID: 2k1s |STR_LEN: 149 |STR_TIME: 1.2051992416381836
> STR_ID: 2k1v |STR_LEN: 49 |STR_TIME: 0.27242207527160645
> STR_ID: 2k1w |STR_LEN: 87 |STR_TIME: 0.6735038757324219
> STR_ID: 2k1x |STR_LEN: 85 |STR_TIME: 0.5542769432067871
> STR_ID: 2k1y |STR_LEN: 22 |STR_TIME: 0.18180203437805176
> STR_ID: 2k1z |STR_LEN: 104 |STR_TIME: 0.7058620452880859
> STR_ID: 3k10 |STR_LEN: 316 |STR_TIME: 0.029168128967285156
> STR_ID: 3k11 |STR_LEN: 927 |STR_TIME: 0.08317112922668457
> STR_ID: 3k12 |STR_LEN: 1254 |STR_TIME: 0.12465381622314453
> STR_ID: 3k13 |STR_LEN: 1563 |STR_TIME: 0.24315214157104492
> STR_ID: 3k14 |STR_LEN: 769 |STR_TIME: 0.06715226173400879
> STR_ID: 3k15 |STR_LEN: 237 |STR_TIME: 0.030608177185058594
> STR_ID: 3k16 |STR_LEN: 223 |STR_TIME: 0.03205704689025879
> STR_ID: 3k17 |STR_LEN: 1806 |STR_TIME: 0.2582051753997803
> STR_ID: 3k18 |STR_LEN: 36 |STR_TIME: 0.0037031173706054688
> STR_ID: 3k19 |STR_LEN: 4080 |STR_TIME: 0.6862449645996094
> STR_ID: 3k1a |STR_LEN: 2817 |STR_TIME: 0.37226128578186035
> STR_ID: 3k1b |STR_LEN: 1360 |STR_TIME: 0.2664039134979248
> STR_ID: 3k1d |STR_LEN: 1045 |STR_TIME: 0.10960626602172852
> STR_ID: 3k1e |STR_LEN: 655 |STR_TIME: 0.04920029640197754
> STR_ID: 3k1f |STR_LEN: 4124 |STR_TIME: 0.9652690887451172
> STR_ID: 3k1g |STR_LEN: 3347 |STR_TIME: 0.4637150764465332
> STR_ID: 3k1h |STR_LEN: 197 |STR_TIME: 0.02115797996520996
> STR_ID: 3k1i |STR_LEN: 465 |STR_TIME: 0.14481496810913086
> STR_ID: 3k1j |STR_LEN: 1966 |STR_TIME: 0.17322611808776855
> STR_ID: 3k1k |STR_LEN: 1086 |STR_TIME: 0.12981820106506348
> STR_ID: 3k1l |STR_LEN: 775 |STR_TIME: 0.1372239589691162
> STR_ID: 3k1m |STR_LEN: 1119 |STR_TIME: 0.13930487632751465
> STR_ID: 3k1n |STR_LEN: 875 |STR_TIME: 0.09215927124023438
> STR_ID: 3k1o |STR_LEN: 454 |STR_TIME: 0.0637209415435791
> STR_ID: 3k1p |STR_LEN: 979 |STR_TIME: 0.10029315948486328
> STR_ID: 3k1q |STR_LEN: 13496 |STR_TIME: 2.386169910430908
> STR_ID: 3k1r |STR_LEN: 505 |STR_TIME: 0.042572021484375
> STR_ID: 3k1s |STR_LEN: 1588 |STR_TIME: 0.15620899200439453
> STR_ID: 3k1t |STR_LEN: 1020 |STR_TIME: 0.08236169815063477
> STR_ID: 3k1u |STR_LEN: 683 |STR_TIME: 0.06038188934326172
> STR_ID: 3k1v |STR_LEN: 97 |STR_TIME: 0.012380123138427734
> STR_ID: 3k1w |STR_LEN: 1304 |STR_TIME: 0.2916371822357178
> STR_ID: 3k1x |STR_LEN: 936 |STR_TIME: 0.11928296089172363
> STR_ID: 3k1y |STR_LEN: 1306 |STR_TIME: 0.22690510749816895
> STR_ID: 3k1z |STR_LEN: 546 |STR_TIME: 0.04293036460876465
> STR_ID: 4k10 |STR_LEN: 1720 |STR_TIME: 0.26737093925476074
> STR_ID: 4k11 |STR_LEN: 721 |STR_TIME: 0.07395696640014648
> STR_ID: 4k12 |STR_LEN: 401 |STR_TIME: 0.03577780723571777
> STR_ID: 4k13 |STR_LEN: 572 |STR_TIME: 0.04887223243713379
> STR_ID: 4k14 |STR_LEN: 215 |STR_TIME: 0.02444314956665039
> STR_ID: 4k15 |STR_LEN: 498 |STR_TIME: 0.11614608764648438
> STR_ID: 4k17 |STR_LEN: 2634 |STR_TIME: 0.4010000228881836
> STR_ID: 4k18 |STR_LEN: 423 |STR_TIME: 0.045287132263183594
> STR_ID: 4k19 |STR_LEN: 595 |STR_TIME: 0.07803082466125488
> STR_ID: 4k1b |STR_LEN: 402 |STR_TIME: 0.1090402603149414
> STR_ID: 4k1c |STR_LEN: 837 |STR_TIME: 0.1343228816986084
> STR_ID: 4k1e |STR_LEN: 354 |STR_TIME: 0.04358696937561035
> STR_ID: 4k1f |STR_LEN: 1337 |STR_TIME: 0.17699503898620605
> STR_ID: 4k1g |STR_LEN: 1237 |STR_TIME: 0.1184530258178711
> STR_ID: 4k1h |STR_LEN: 1616 |STR_TIME: 0.1925058364868164
> STR_ID: 4k1i |STR_LEN: 1723 |STR_TIME: 0.16822314262390137
> STR_ID: 4k1j |STR_LEN: 1557 |STR_TIME: 0.17229819297790527
> STR_ID: 4k1k |STR_LEN: 1745 |STR_TIME: 0.20376086235046387
> STR_ID: 4k1l |STR_LEN: 1677 |STR_TIME: 0.16944313049316406
> STR_ID: 4k1n |STR_LEN: 1040 |STR_TIME: 0.1915290355682373
> STR_ID: 4k1o |STR_LEN: 210 |STR_TIME: 0.029820919036865234
> STR_ID: 4k1p |STR_LEN: 4185 |STR_TIME: 0.653428316116333
> STR_ID: 4k1q |STR_LEN: 485 |STR_TIME: 0.04203176498413086
> STR_ID: 4k1r |STR_LEN: 777 |STR_TIME: 0.08811378479003906
> STR_ID: 4k1s |STR_LEN: 785 |STR_TIME: 0.06210613250732422
> STR_ID: 4k1t |STR_LEN: 1465 |STR_TIME: 0.16199779510498047
> STR_ID: 4k1u |STR_LEN: 337 |STR_TIME: 0.04012584686279297
> STR_ID: 4k1v |STR_LEN: 191 |STR_TIME: 0.020535945892333984
> STR_ID: 4k1w |STR_LEN: 2575 |STR_TIME: 0.37520527839660645
> STR_ID: 4k1x |STR_LEN: 730 |STR_TIME: 0.19921588897705078
> STR_ID: 4k1y |STR_LEN: 1157 |STR_TIME: 0.1387939453125
> STR_ID: 4k1z |STR_LEN: 1513 |STR_TIME: 0.21053075790405273
> STR_ID: 5k10 |STR_LEN: 796 |STR_TIME: 0.1448209285736084
> STR_ID: 5k11 |STR_LEN: 796 |STR_TIME: 0.18986201286315918
> STR_ID: 5k12 |STR_LEN: 2850 |STR_TIME: 0.30657196044921875
> STR_ID: 5k13 |STR_LEN: 389 |STR_TIME: 0.0367579460144043
> STR_ID: 5k14 |STR_LEN: 1101 |STR_TIME: 0.1537611484527588
> STR_ID: 5k15 |STR_LEN: 858 |STR_TIME: 0.14263439178466797
> STR_ID: 5k16 |STR_LEN: 712 |STR_TIME: 0.09399104118347168
> STR_ID: 5k17 |STR_LEN: 275 |STR_TIME: 0.03181195259094238
> STR_ID: 5k18 |STR_LEN: 1799 |STR_TIME: 0.41530895233154297
> STR_ID: 5k19 |STR_LEN: 1172 |STR_TIME: 0.1860806941986084
> STR_ID: 5k1a |STR_LEN: 4892 |STR_TIME: 0.6328718662261963
> STR_ID: 5k1b |STR_LEN: 844 |STR_TIME: 0.11802101135253906
> STR_ID: 5k1c |STR_LEN: 1302 |STR_TIME: 0.2645540237426758
> STR_ID: 5k1d |STR_LEN: 562 |STR_TIME: 0.051785945892333984
> STR_ID: 5k1f |STR_LEN: 447 |STR_TIME: 0.051070213317871094
> STR_ID: 5k1g |STR_LEN: 192 |STR_TIME: 0.022958040237426758
> STR_ID: 5k1h |STR_LEN: 608 |STR_TIME: 0.08744597434997559
> STR_ID: 5k1i |STR_LEN: 2824 |STR_TIME: 0.6400518417358398
> STR_ID: 5k1j |STR_LEN: 410 |STR_TIME: 0.04103493690490723
> STR_ID: 5k1n |STR_LEN: 394 |STR_TIME: 0.052320003509521484
> STR_ID: 5k1p |STR_LEN: 546 |STR_TIME: 0.14402985572814941
> STR_ID: 5k1r |STR_LEN: 1181 |STR_TIME: 0.26905179023742676
> STR_ID: 5k1s |STR_LEN: 1497 |STR_TIME: 0.4596381187438965
> STR_ID: 5k1v |STR_LEN: 1816 |STR_TIME: 0.33267974853515625
> STR_ID: 5k1x |STR_LEN: 411 |STR_TIME: 0.05577683448791504
> STR_ID: 5k1y |STR_LEN: 611 |STR_TIME: 0.10521507263183594
> STR_ID: 5k1z |STR_LEN: 288 |STR_TIME: 0.1498720645904541
>> FINISH_DIR: ./data/k/k1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 310 |DIR_TIME: 46.082894802093506 

>> START_DIR: ./data/k/k2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1k20 |STR_LEN: 1307 |STR_TIME: 0.10060429573059082
> STR_ID: 1k21 |STR_LEN: 538 |STR_TIME: 0.0512089729309082
> STR_ID: 1k22 |STR_LEN: 534 |STR_TIME: 0.047740936279296875
> STR_ID: 1k23 |STR_LEN: 1219 |STR_TIME: 0.199293851852417
> STR_ID: 1k24 |STR_LEN: 398 |STR_TIME: 0.04121899604797363
> STR_ID: 1k25 |STR_LEN: 2258 |STR_TIME: 0.34600019454956055
> STR_ID: 1k26 |STR_LEN: 462 |STR_TIME: 0.046280860900878906
> STR_ID: 1k27 |STR_LEN: 410 |STR_TIME: 0.04383206367492676
> STR_ID: 1k28 |STR_LEN: 1312 |STR_TIME: 0.1852128505706787
> STR_ID: 1k29 |STR_LEN: 24 |STR_TIME: 0.0121002197265625
> STR_ID: 1k2a |STR_LEN: 382 |STR_TIME: 0.03422689437866211
> STR_ID: 1k2b |STR_LEN: 327 |STR_TIME: 0.0345461368560791
> STR_ID: 1k2c |STR_LEN: 304 |STR_TIME: 0.03471779823303223
> STR_ID: 1k2d |STR_LEN: 832 |STR_TIME: 0.0690150260925293
> STR_ID: 1k2e |STR_LEN: 557 |STR_TIME: 0.08939480781555176
> STR_ID: 1k2f |STR_LEN: 455 |STR_TIME: 0.05936384201049805
> STR_ID: 1k2g |STR_LEN: 22 |STR_TIME: 0.012423038482666016
> STR_ID: 1k2h |STR_LEN: 186 |STR_TIME: 1.2329719066619873
> STR_ID: 1k2i |STR_LEN: 372 |STR_TIME: 0.03549695014953613
