>> START_DIR: ./data/m/m0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1m00 |STR_LEN: 1324 |STR_TIME: 0.14104509353637695
> STR_ID: 2m0f |STR_LEN: 30 |STR_TIME: 0.2511317729949951
> STR_ID: 2m0g |STR_LEN: 249 |STR_TIME: 0.8639400005340576
> STR_ID: 2m0h |STR_LEN: 22 |STR_TIME: 0.06450414657592773
> STR_ID: 2m0j |STR_LEN: 180 |STR_TIME: 1.2307116985321045
> STR_ID: 2m0k |STR_LEN: 180 |STR_TIME: 1.2730200290679932
> STR_ID: 2m0m |STR_LEN: 214 |STR_TIME: 0.7599320411682129
> STR_ID: 2m0n |STR_LEN: 112 |STR_TIME: 0.8718991279602051
> STR_ID: 2m0o |STR_LEN: 90 |STR_TIME: 0.6870739459991455
> STR_ID: 2m0p |STR_LEN: 47 |STR_TIME: 0.24165010452270508
> STR_ID: 2m0q |STR_LEN: 123 |STR_TIME: 0.5298469066619873
> STR_ID: 2m0r |STR_LEN: 208 |STR_TIME: 2.2485949993133545
> STR_ID: 2m0s |STR_LEN: 28 |STR_TIME: 0.07959222793579102
> STR_ID: 2m0t |STR_LEN: 117 |STR_TIME: 0.8989031314849854
> STR_ID: 2m0u |STR_LEN: 122 |STR_TIME: 0.8821420669555664
> STR_ID: 2m0v |STR_LEN: 133 |STR_TIME: 0.9734640121459961
> STR_ID: 2m0w |STR_LEN: 23 |STR_TIME: 0.12958908081054688
> STR_ID: 2m0x |STR_LEN: 76 |STR_TIME: 0.3821120262145996
> STR_ID: 2m0y |STR_LEN: 74 |STR_TIME: 0.5456469058990479
> STR_ID: 2m0z |STR_LEN: 98 |STR_TIME: 0.6161420345306396
> STR_ID: 3m00 |STR_LEN: 906 |STR_TIME: 0.14840388298034668
> STR_ID: 3m01 |STR_LEN: 694 |STR_TIME: 0.0818941593170166
> STR_ID: 3m02 |STR_LEN: 701 |STR_TIME: 0.08240318298339844
> STR_ID: 3m03 |STR_LEN: 334 |STR_TIME: 0.054453134536743164
> STR_ID: 3m04 |STR_LEN: 491 |STR_TIME: 0.05186104774475098
> STR_ID: 3m05 |STR_LEN: 309 |STR_TIME: 0.13378286361694336
> STR_ID: 3m06 |STR_LEN: 433 |STR_TIME: 0.049550771713256836
> STR_ID: 3m07 |STR_LEN: 1214 |STR_TIME: 0.11185002326965332
> STR_ID: 3m08 |STR_LEN: 335 |STR_TIME: 0.05721020698547363
> STR_ID: 3m09 |STR_LEN: 330 |STR_TIME: 0.08257198333740234
> STR_ID: 3m0a |STR_LEN: 297 |STR_TIME: 0.04354572296142578
> STR_ID: 3m0b |STR_LEN: 284 |STR_TIME: 0.030650854110717773
> STR_ID: 3m0c |STR_LEN: 1011 |STR_TIME: 0.207305908203125
> STR_ID: 3m0d |STR_LEN: 307 |STR_TIME: 0.04767799377441406
> STR_ID: 3m0e |STR_LEN: 2134 |STR_TIME: 0.29363369941711426
> STR_ID: 3m0f |STR_LEN: 651 |STR_TIME: 0.06643390655517578
> STR_ID: 3m0g |STR_LEN: 847 |STR_TIME: 0.0745389461517334
> STR_ID: 3m0h |STR_LEN: 3371 |STR_TIME: 0.3255021572113037
> STR_ID: 3m0i |STR_LEN: 743 |STR_TIME: 0.07467126846313477
> STR_ID: 3m0j |STR_LEN: 633 |STR_TIME: 0.10601019859313965
> STR_ID: 3m0k |STR_LEN: 598 |STR_TIME: 0.05522012710571289
> STR_ID: 3m0l |STR_LEN: 2834 |STR_TIME: 0.2921159267425537
> STR_ID: 3m0m |STR_LEN: 3446 |STR_TIME: 0.3192250728607178
> STR_ID: 3m0n |STR_LEN: 224 |STR_TIME: 0.032627105712890625
> STR_ID: 3m0o |STR_LEN: 1487 |STR_TIME: 0.13472700119018555
> STR_ID: 3m0p |STR_LEN: 85 |STR_TIME: 0.00884699821472168
> STR_ID: 3m0q |STR_LEN: 89 |STR_TIME: 0.008464813232421875
> STR_ID: 3m0r |STR_LEN: 168 |STR_TIME: 0.015207052230834961
> STR_ID: 3m0s |STR_LEN: 96 |STR_TIME: 0.07622575759887695
> STR_ID: 3m0t |STR_LEN: 85 |STR_TIME: 0.01019287109375
> STR_ID: 3m0u |STR_LEN: 101 |STR_TIME: 0.012932777404785156
> STR_ID: 3m0v |STR_LEN: 3461 |STR_TIME: 0.3165421485900879
> STR_ID: 3m0w |STR_LEN: 934 |STR_TIME: 0.14228081703186035
> STR_ID: 3m0x |STR_LEN: 3128 |STR_TIME: 0.31992483139038086
> STR_ID: 3m0y |STR_LEN: 3089 |STR_TIME: 0.311190128326416
> STR_ID: 3m0z |STR_LEN: 2598 |STR_TIME: 0.2929811477661133
> STR_ID: 4m00 |STR_LEN: 1124 |STR_TIME: 0.08095288276672363
> STR_ID: 4m01 |STR_LEN: 2724 |STR_TIME: 0.270557165145874
> STR_ID: 4m02 |STR_LEN: 438 |STR_TIME: 0.028422832489013672
> STR_ID: 4m03 |STR_LEN: 174 |STR_TIME: 0.024569988250732422
> STR_ID: 4m04 |STR_LEN: 734 |STR_TIME: 0.0671851634979248
> STR_ID: 4m05 |STR_LEN: 1331 |STR_TIME: 0.28699779510498047
> STR_ID: 4m06 |STR_LEN: 1203 |STR_TIME: 0.2615082263946533
> STR_ID: 4m07 |STR_LEN: 1251 |STR_TIME: 0.2754220962524414
> STR_ID: 4m08 |STR_LEN: 1346 |STR_TIME: 0.27505993843078613
> STR_ID: 4m09 |STR_LEN: 1375 |STR_TIME: 0.2835249900817871
> STR_ID: 4m0a |STR_LEN: 750 |STR_TIME: 0.06456494331359863
> STR_ID: 4m0c |STR_LEN: 538 |STR_TIME: 0.08326983451843262
> STR_ID: 4m0d |STR_LEN: 1469 |STR_TIME: 0.22133994102478027
> STR_ID: 4m0e |STR_LEN: 2337 |STR_TIME: 0.18603205680847168
> STR_ID: 4m0f |STR_LEN: 1457 |STR_TIME: 0.20318198204040527
> STR_ID: 4m0g |STR_LEN: 1111 |STR_TIME: 0.16317296028137207
> STR_ID: 4m0h |STR_LEN: 522 |STR_TIME: 0.12679386138916016
> STR_ID: 4m0i |STR_LEN: 73 |STR_TIME: 0.011045694351196289
> STR_ID: 4m0j |STR_LEN: 870 |STR_TIME: 0.10071110725402832
> STR_ID: 4m0k |STR_LEN: 1309 |STR_TIME: 0.16719889640808105
> STR_ID: 4m0l |STR_LEN: 2815 |STR_TIME: 0.40247678756713867
> STR_ID: 4m0m |STR_LEN: 808 |STR_TIME: 0.13176202774047852
> STR_ID: 4m0n |STR_LEN: 314 |STR_TIME: 0.09029698371887207
> STR_ID: 4m0p |STR_LEN: 670 |STR_TIME: 0.0835261344909668
> STR_ID: 4m0q |STR_LEN: 614 |STR_TIME: 0.0849599838256836
> STR_ID: 4m0r |STR_LEN: 1033 |STR_TIME: 0.12752890586853027
> STR_ID: 4m0s |STR_LEN: 401 |STR_TIME: 0.05512213706970215
> STR_ID: 4m0u |STR_LEN: 630 |STR_TIME: 0.08240389823913574
> STR_ID: 4m0v |STR_LEN: 2212 |STR_TIME: 0.30736517906188965
> STR_ID: 4m0w |STR_LEN: 713 |STR_TIME: 0.0807197093963623
> STR_ID: 4m0x |STR_LEN: 925 |STR_TIME: 0.13878488540649414
> STR_ID: 4m0y |STR_LEN: 427 |STR_TIME: 0.05141925811767578
> STR_ID: 4m0z |STR_LEN: 473 |STR_TIME: 0.052960872650146484
> STR_ID: 5m03 |STR_LEN: 822 |STR_TIME: 0.08700275421142578
> STR_ID: 5m04 |STR_LEN: 508 |STR_TIME: 0.08516836166381836
> STR_ID: 5m05 |STR_LEN: 765 |STR_TIME: 0.10877108573913574
> STR_ID: 5m06 |STR_LEN: 622 |STR_TIME: 0.08468413352966309
> STR_ID: 5m07 |STR_LEN: 651 |STR_TIME: 0.12155508995056152
> STR_ID: 5m08 |STR_LEN: 522 |STR_TIME: 0.08446788787841797
> STR_ID: 5m09 |STR_LEN: 551 |STR_TIME: 0.08931517601013184
> STR_ID: 5m0h |STR_LEN: 53 |STR_TIME: 0.017847061157226562
> STR_ID: 5m0i |STR_LEN: 1372 |STR_TIME: 0.24260616302490234
> STR_ID: 5m0j |STR_LEN: 1275 |STR_TIME: 0.20595669746398926
> STR_ID: 5m0n |STR_LEN: 747 |STR_TIME: 0.08377313613891602
> STR_ID: 5m0o |STR_LEN: 1395 |STR_TIME: 0.13960814476013184
> STR_ID: 5m0p |STR_LEN: 1551 |STR_TIME: 0.2239830493927002
> STR_ID: 5m0q |STR_LEN: 3983 |STR_TIME: 0.725999116897583
> STR_ID: 5m0r |STR_LEN: 4064 |STR_TIME: 0.8310792446136475
> STR_ID: 5m0t |STR_LEN: 682 |STR_TIME: 0.17154312133789062
> STR_ID: 5m0w |STR_LEN: 181 |STR_TIME: 0.018804073333740234
> STR_ID: 5m0x |STR_LEN: 865 |STR_TIME: 0.0901486873626709
> STR_ID: 5m0z |STR_LEN: 1340 |STR_TIME: 0.09367775917053223
>> FINISH_DIR: ./data/m/m0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 151 |DIR_TIME: 43.422805070877075 

>> START_DIR: ./data/m/m1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1m10 |STR_LEN: 466 |STR_TIME: 0.1406383514404297
> STR_ID: 1m11 |STR_LEN: 1013 |STR_TIME: 0.024000883102416992
> STR_ID: 1m12 |STR_LEN: 84 |STR_TIME: 0.5340371131896973
> STR_ID: 1m13 |STR_LEN: 539 |STR_TIME: 0.04644894599914551
> STR_ID: 1m14 |STR_LEN: 324 |STR_TIME: 0.10030603408813477
> STR_ID: 1m15 |STR_LEN: 918 |STR_TIME: 0.08172082901000977
> STR_ID: 1m16 |STR_LEN: 499 |STR_TIME: 0.04961514472961426
> STR_ID: 1m17 |STR_LEN: 333 |STR_TIME: 0.04537391662597656
> STR_ID: 1m18 |STR_LEN: 1578 |STR_TIME: 0.26259875297546387
> STR_ID: 1m19 |STR_LEN: 1778 |STR_TIME: 0.27442097663879395
> STR_ID: 1m1a |STR_LEN: 1300 |STR_TIME: 0.23660016059875488
> STR_ID: 1m1b |STR_LEN: 841 |STR_TIME: 0.13755083084106445
> STR_ID: 1m1c |STR_LEN: 1302 |STR_TIME: 0.18666815757751465
> STR_ID: 1m1d |STR_LEN: 439 |STR_TIME: 0.09026193618774414
> STR_ID: 1m1e |STR_LEN: 887 |STR_TIME: 0.08958101272583008
> STR_ID: 1m1f |STR_LEN: 646 |STR_TIME: 0.05097389221191406
> STR_ID: 1m1g |STR_LEN: 2043 |STR_TIME: 0.22106385231018066
> STR_ID: 1m1h |STR_LEN: 478 |STR_TIME: 0.03316688537597656
> STR_ID: 1m1j |STR_LEN: 1996 |STR_TIME: 0.3335731029510498
> STR_ID: 1m1k |STR_LEN: 14695 |STR_TIME: 2.2606849670410156
> STR_ID: 1m1l |STR_LEN: 1286 |STR_TIME: 0.14437294006347656
> STR_ID: 1m1m |STR_LEN: 739 |STR_TIME: 0.08969902992248535
> STR_ID: 1m1n |STR_LEN: 9033 |STR_TIME: 1.3008627891540527
> STR_ID: 1m1o |STR_LEN: 2568 |STR_TIME: 0.23563718795776367
> STR_ID: 1m1p |STR_LEN: 1714 |STR_TIME: 0.19287896156311035
> STR_ID: 1m1q |STR_LEN: 391 |STR_TIME: 0.03154611587524414
> STR_ID: 1m1r |STR_LEN: 400 |STR_TIME: 0.030799150466918945
> STR_ID: 1m1s |STR_LEN: 199 |STR_TIME: 0.020888090133666992
> STR_ID: 1m1t |STR_LEN: 2753 |STR_TIME: 0.28357577323913574
> STR_ID: 1m1u |STR_LEN: 224 |STR_TIME: 0.02683877944946289
> STR_ID: 1m1x |STR_LEN: 1490 |STR_TIME: 0.2506422996520996
> STR_ID: 1m1y |STR_LEN: 6316 |STR_TIME: 1.0992720127105713
> STR_ID: 1m1z |STR_LEN: 1573 |STR_TIME: 0.15212535858154297
> STR_ID: 2m10 |STR_LEN: 98 |STR_TIME: 0.6834549903869629
> STR_ID: 2m11 |STR_LEN: 24 |STR_TIME: 0.18663287162780762
> STR_ID: 2m12 |STR_LEN: 23 |STR_TIME: 0.13456988334655762
> STR_ID: 2m13 |STR_LEN: 67 |STR_TIME: 0.4697268009185791
> STR_ID: 2m14 |STR_LEN: 130 |STR_TIME: 0.9334268569946289
> STR_ID: 2m16 |STR_LEN: 93 |STR_TIME: 0.6529932022094727
> STR_ID: 2m17 |STR_LEN: 82 |STR_TIME: 0.6618423461914062
> STR_ID: 2m18 |STR_LEN: 40 |STR_TIME: 0.22494196891784668
> STR_ID: 2m19 |STR_LEN: 106 |STR_TIME: 0.7353239059448242
> STR_ID: 2m1a |STR_LEN: 26 |STR_TIME: 0.21077799797058105
> STR_ID: 2m1b |STR_LEN: 116 |STR_TIME: 1.1595509052276611
> STR_ID: 2m1c |STR_LEN: 226 |STR_TIME: 0.27291393280029297
> STR_ID: 2m1d |STR_LEN: 51 |STR_TIME: 0.3837130069732666
> STR_ID: 2m1e |STR_LEN: 51 |STR_TIME: 0.32855701446533203
> STR_ID: 2m1f |STR_LEN: 17 |STR_TIME: 0.12699317932128906
> STR_ID: 2m1g |STR_LEN: 24 |STR_TIME: 0.14331817626953125
> STR_ID: 2m1h |STR_LEN: 110 |STR_TIME: 0.7650530338287354
> STR_ID: 2m1i |STR_LEN: 97 |STR_TIME: 0.7177591323852539
> STR_ID: 2m1j |STR_LEN: 30 |STR_TIME: 0.1817939281463623
> STR_ID: 2m1k |STR_LEN: 380 |STR_TIME: 2.861433744430542
> STR_ID: 2m1l |STR_LEN: 138 |STR_TIME: 0.9409112930297852
> STR_ID: 2m1m |STR_LEN: 107 |STR_TIME: 0.5341157913208008
> STR_ID: 2m1n |STR_LEN: 214 |STR_TIME: 1.689791202545166
> STR_ID: 2m1o |STR_LEN: 14 |STR_TIME: 0.0794210433959961
> STR_ID: 2m1p |STR_LEN: 18 |STR_TIME: 0.23757100105285645
> STR_ID: 2m1r |STR_LEN: 65 |STR_TIME: 0.49030303955078125
> STR_ID: 2m1s |STR_LEN: 101 |STR_TIME: 0.33256006240844727
> STR_ID: 2m1t |STR_LEN: 22 |STR_TIME: 0.039578914642333984
> STR_ID: 2m1u |STR_LEN: 93 |STR_TIME: 0.7144701480865479
> STR_ID: 2m1v |STR_LEN: 36 |STR_TIME: 0.41852879524230957
> STR_ID: 2m1w |STR_LEN: 166 |STR_TIME: 1.2462940216064453
> STR_ID: 2m1x |STR_LEN: 160 |STR_TIME: 1.1157560348510742
> STR_ID: 2m1z |STR_LEN: 106 |STR_TIME: 0.815335750579834
> STR_ID: 3m10 |STR_LEN: 1655 |STR_TIME: 0.26993584632873535
> STR_ID: 3m11 |STR_LEN: 357 |STR_TIME: 0.04231119155883789
> STR_ID: 3m12 |STR_LEN: 1562 |STR_TIME: 0.23444771766662598
> STR_ID: 3m13 |STR_LEN: 2031 |STR_TIME: 0.2453620433807373
> STR_ID: 3m14 |STR_LEN: 515 |STR_TIME: 0.08312702178955078
> STR_ID: 3m15 |STR_LEN: 343 |STR_TIME: 0.046113014221191406
> STR_ID: 3m16 |STR_LEN: 339 |STR_TIME: 0.04383206367492676
> STR_ID: 3m17 |STR_LEN: 1691 |STR_TIME: 0.25492000579833984
> STR_ID: 3m18 |STR_LEN: 634 |STR_TIME: 0.055126190185546875
> STR_ID: 3m19 |STR_LEN: 802 |STR_TIME: 0.07405209541320801
> STR_ID: 3m1a |STR_LEN: 3689 |STR_TIME: 0.5961349010467529
> STR_ID: 3m1b |STR_LEN: 1471 |STR_TIME: 0.25225019454956055
> STR_ID: 3m1c |STR_LEN: 922 |STR_TIME: 0.15169882774353027
> STR_ID: 3m1d |STR_LEN: 244 |STR_TIME: 0.02550816535949707
> STR_ID: 3m1e |STR_LEN: 185 |STR_TIME: 0.01979684829711914
> STR_ID: 3m1f |STR_LEN: 388 |STR_TIME: 0.12282800674438477
> STR_ID: 3m1g |STR_LEN: 1763 |STR_TIME: 0.15566205978393555
> STR_ID: 3m1h |STR_LEN: 1537 |STR_TIME: 0.11678290367126465
> STR_ID: 3m1i |STR_LEN: 2125 |STR_TIME: 0.299149751663208
> STR_ID: 3m1j |STR_LEN: 450 |STR_TIME: 0.06597089767456055
> STR_ID: 3m1k |STR_LEN: 498 |STR_TIME: 0.0541071891784668
> STR_ID: 3m1l |STR_LEN: 934 |STR_TIME: 0.10279083251953125
> STR_ID: 3m1m |STR_LEN: 446 |STR_TIME: 0.06194305419921875
> STR_ID: 3m1n |STR_LEN: 610 |STR_TIME: 0.09962320327758789
> STR_ID: 3m1o |STR_LEN: 477 |STR_TIME: 0.056092023849487305
> STR_ID: 3m1p |STR_LEN: 443 |STR_TIME: 0.04569387435913086
> STR_ID: 3m1q |STR_LEN: 456 |STR_TIME: 0.03989696502685547
> STR_ID: 3m1r |STR_LEN: 2203 |STR_TIME: 0.3869941234588623
> STR_ID: 3m1s |STR_LEN: 790 |STR_TIME: 0.12227892875671387
> STR_ID: 3m1t |STR_LEN: 517 |STR_TIME: 0.046404123306274414
> STR_ID: 3m1u |STR_LEN: 1810 |STR_TIME: 0.1493539810180664
> STR_ID: 3m1v |STR_LEN: 4959 |STR_TIME: 0.5541062355041504
> STR_ID: 3m1w |STR_LEN: 469 |STR_TIME: 0.05184316635131836
> STR_ID: 3m1x |STR_LEN: 299 |STR_TIME: 0.02695608139038086
> STR_ID: 3m1y |STR_LEN: 935 |STR_TIME: 0.18568801879882812
> STR_ID: 3m1z |STR_LEN: 920 |STR_TIME: 0.07509088516235352
> STR_ID: 4m10 |STR_LEN: 3973 |STR_TIME: 0.5655419826507568
> STR_ID: 4m11 |STR_LEN: 3238 |STR_TIME: 0.5247049331665039
> STR_ID: 4m12 |STR_LEN: 387 |STR_TIME: 0.09943819046020508
> STR_ID: 4m13 |STR_LEN: 454 |STR_TIME: 0.052731990814208984
> STR_ID: 4m14 |STR_LEN: 499 |STR_TIME: 0.05418086051940918
> STR_ID: 4m15 |STR_LEN: 467 |STR_TIME: 0.054039955139160156
> STR_ID: 4m16 |STR_LEN: 497 |STR_TIME: 0.04784893989562988
> STR_ID: 4m17 |STR_LEN: 2954 |STR_TIME: 0.32766175270080566
> STR_ID: 4m18 |STR_LEN: 1807 |STR_TIME: 0.35033297538757324
> STR_ID: 4m19 |STR_LEN: 1712 |STR_TIME: 0.2241361141204834
> STR_ID: 4m1a |STR_LEN: 313 |STR_TIME: 0.03629589080810547
> STR_ID: 4m1b |STR_LEN: 696 |STR_TIME: 0.06264376640319824
> STR_ID: 4m1c |STR_LEN: 2694 |STR_TIME: 0.6157152652740479
> STR_ID: 4m1d |STR_LEN: 1996 |STR_TIME: 0.18296313285827637
> STR_ID: 4m1e |STR_LEN: 2316 |STR_TIME: 0.3754549026489258
> STR_ID: 4m1f |STR_LEN: 522 |STR_TIME: 0.04484200477600098
> STR_ID: 4m1g |STR_LEN: 1078 |STR_TIME: 0.0973050594329834
> STR_ID: 4m1h |STR_LEN: 2220 |STR_TIME: 0.34032583236694336
> STR_ID: 4m1i |STR_LEN: 2363 |STR_TIME: 0.31478095054626465
> STR_ID: 4m1j |STR_LEN: 1332 |STR_TIME: 0.17919707298278809
> STR_ID: 4m1k |STR_LEN: 658 |STR_TIME: 0.11437177658081055
> STR_ID: 4m1l |STR_LEN: 285 |STR_TIME: 0.03414583206176758
> STR_ID: 4m1m |STR_LEN: 2381 |STR_TIME: 0.504324197769165
> STR_ID: 4m1n |STR_LEN: 1434 |STR_TIME: 0.11627411842346191
> STR_ID: 4m1o |STR_LEN: 658 |STR_TIME: 0.20771527290344238
> STR_ID: 4m1p |STR_LEN: 103 |STR_TIME: 0.01700305938720703
> STR_ID: 4m1q |STR_LEN: 1242 |STR_TIME: 0.12355208396911621
> STR_ID: 4m1r |STR_LEN: 983 |STR_TIME: 0.1370999813079834
> STR_ID: 4m1s |STR_LEN: 673 |STR_TIME: 0.15262198448181152
> STR_ID: 4m1t |STR_LEN: 643 |STR_TIME: 0.19162988662719727
> STR_ID: 4m1u |STR_LEN: 1370 |STR_TIME: 0.1302168369293213
> STR_ID: 4m1v |STR_LEN: 1037 |STR_TIME: 0.11252093315124512
> STR_ID: 4m1w |STR_LEN: 794 |STR_TIME: 0.16231393814086914
> STR_ID: 4m1x |STR_LEN: 726 |STR_TIME: 0.16405296325683594
> STR_ID: 4m1y |STR_LEN: 792 |STR_TIME: 0.15494298934936523
> STR_ID: 4m1z |STR_LEN: 946 |STR_TIME: 0.12429690361022949
> STR_ID: 5m10 |STR_LEN: 1102 |STR_TIME: 0.11421489715576172
> STR_ID: 5m11 |STR_LEN: 811 |STR_TIME: 0.16289067268371582
> STR_ID: 5m12 |STR_LEN: 963 |STR_TIME: 0.0916142463684082
> STR_ID: 5m16 |STR_LEN: 892 |STR_TIME: 0.08907699584960938
> STR_ID: 5m17 |STR_LEN: 766 |STR_TIME: 0.12331008911132812
> STR_ID: 5m18 |STR_LEN: 1693 |STR_TIME: 0.28317809104919434
> STR_ID: 5m19 |STR_LEN: 1933 |STR_TIME: 0.2612731456756592
> STR_ID: 5m1a |STR_LEN: 1682 |STR_TIME: 0.28532981872558594
> STR_ID: 5m1b |STR_LEN: 1349 |STR_TIME: 0.30991077423095703
> STR_ID: 5m1c |STR_LEN: 1406 |STR_TIME: 0.2812018394470215
> STR_ID: 5m1d |STR_LEN: 1538 |STR_TIME: 0.3147094249725342
> STR_ID: 5m1e |STR_LEN: 1532 |STR_TIME: 0.31302309036254883
> STR_ID: 5m1f |STR_LEN: 203 |STR_TIME: 0.026987075805664062
> STR_ID: 5m1g |STR_LEN: 198 |STR_TIME: 1.4001798629760742
> STR_ID: 5m1h |STR_LEN: 180 |STR_TIME: 1.3395521640777588
> STR_ID: 5m1i |STR_LEN: 918 |STR_TIME: 0.0982828140258789
> STR_ID: 5m1j |STR_LEN: 18571 |STR_TIME: 5.17992901802063
> STR_ID: 5m1k |STR_LEN: 843 |STR_TIME: 0.06836771965026855
> STR_ID: 5m1l |STR_LEN: 30 |STR_TIME: 0.45865821838378906
> STR_ID: 5m1m |STR_LEN: 325 |STR_TIME: 0.02715015411376953
> STR_ID: 5m1n |STR_LEN: 891 |STR_TIME: 0.06730508804321289
> STR_ID: 5m1o |STR_LEN: 697 |STR_TIME: 0.09195303916931152
> STR_ID: 5m1p |STR_LEN: 798 |STR_TIME: 0.06012320518493652
> STR_ID: 5m1q |STR_LEN: 278 |STR_TIME: 0.02788090705871582
> STR_ID: 5m1s |STR_LEN: 1983 |STR_TIME: 0.3216829299926758
> STR_ID: 5m1t |STR_LEN: 690 |STR_TIME: 0.09042096138000488
> STR_ID: 5m1w |STR_LEN: 11 |STR_TIME: 0.058983802795410156
> STR_ID: 5m1x |STR_LEN: 925 |STR_TIME: 0.14995503425598145
> STR_ID: 5m1y |STR_LEN: 333 |STR_TIME: 0.07461023330688477
> STR_ID: 5m1z |STR_LEN: 650 |STR_TIME: 0.06025099754333496
>> FINISH_DIR: ./data/m/m1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 319 |DIR_TIME: 56.1088502407074 

>> START_DIR: ./data/m/m2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1m20 |STR_LEN: 177 |STR_TIME: 0.014653921127319336
> STR_ID: 1m21 |STR_LEN: 1413 |STR_TIME: 0.18310284614562988
> STR_ID: 1m22 |STR_LEN: 2125 |STR_TIME: 0.17328500747680664
> STR_ID: 1m23 |STR_LEN: 13 |STR_TIME: 0.045635223388671875
> STR_ID: 1m24 |STR_LEN: 45 |STR_TIME: 0.04417824745178223
> STR_ID: 1m25 |STR_LEN: 26 |STR_TIME: 0.16320085525512695
> STR_ID: 1m26 |STR_LEN: 1099 |STR_TIME: 0.09661102294921875
> STR_ID: 1m27 |STR_LEN: 263 |STR_TIME: 0.029528141021728516
> STR_ID: 1m2a |STR_LEN: 398 |STR_TIME: 0.06682896614074707
