>> START_DIR: ./data/b/b0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1b00 |STR_LEN: 375 |STR_TIME: 0.08951592445373535
> STR_ID: 1b0o |STR_LEN: 267 |STR_TIME: 0.03035116195678711
> STR_ID: 1b0p |STR_LEN: 3017 |STR_TIME: 0.4934580326080322
> STR_ID: 1b0q |STR_LEN: 13 |STR_TIME: 0.0031669139862060547
> STR_ID: 1b0r |STR_LEN: 376 |STR_TIME: 0.10453605651855469
> STR_ID: 1b0s |STR_LEN: 22 |STR_TIME: 0.014437198638916016
> STR_ID: 1b0t |STR_LEN: 138 |STR_TIME: 0.01775527000427246
> STR_ID: 1b0u |STR_LEN: 581 |STR_TIME: 0.05274510383605957
> STR_ID: 1b0v |STR_LEN: 432 |STR_TIME: 0.07264518737792969
> STR_ID: 1b0w |STR_LEN: 428 |STR_TIME: 0.05281519889831543
> STR_ID: 1b0x |STR_LEN: 125 |STR_TIME: 0.016556739807128906
> STR_ID: 1b0y |STR_LEN: 292 |STR_TIME: 0.02434515953063965
> STR_ID: 1b0z |STR_LEN: 626 |STR_TIME: 0.10333395004272461
> STR_ID: 2b00 |STR_LEN: 280 |STR_TIME: 0.02388787269592285
> STR_ID: 2b01 |STR_LEN: 246 |STR_TIME: 0.025082111358642578
> STR_ID: 2b02 |STR_LEN: 222 |STR_TIME: 0.026091814041137695
> STR_ID: 2b03 |STR_LEN: 195 |STR_TIME: 0.019246816635131836
> STR_ID: 2b04 |STR_LEN: 219 |STR_TIME: 0.021861791610717773
> STR_ID: 2b05 |STR_LEN: 1555 |STR_TIME: 0.25926899909973145
> STR_ID: 2b06 |STR_LEN: 378 |STR_TIME: 0.029902935028076172
> STR_ID: 2b07 |STR_LEN: 474 |STR_TIME: 0.0515439510345459
> STR_ID: 2b08 |STR_LEN: 1889 |STR_TIME: 0.22832727432250977
> STR_ID: 2b0a |STR_LEN: 312 |STR_TIME: 0.03450298309326172
> STR_ID: 2b0c |STR_LEN: 362 |STR_TIME: 0.03721809387207031
> STR_ID: 2b0d |STR_LEN: 761 |STR_TIME: 0.09375
> STR_ID: 2b0e |STR_LEN: 746 |STR_TIME: 0.09676074981689453
> STR_ID: 2b0f |STR_LEN: 190 |STR_TIME: 1.7639060020446777
> STR_ID: 2b0g |STR_LEN: 83 |STR_TIME: 0.030811071395874023
> STR_ID: 2b0h |STR_LEN: 137 |STR_TIME: 1.1796281337738037
> STR_ID: 2b0j |STR_LEN: 563 |STR_TIME: 0.07330703735351562
> STR_ID: 2b0k |STR_LEN: 108 |STR_TIME: 0.012982845306396484
> STR_ID: 2b0l |STR_LEN: 306 |STR_TIME: 0.14210104942321777
> STR_ID: 2b0m |STR_LEN: 505 |STR_TIME: 0.05934309959411621
> STR_ID: 2b0o |STR_LEN: 1549 |STR_TIME: 0.17017221450805664
> STR_ID: 2b0p |STR_LEN: 650 |STR_TIME: 0.07450294494628906
> STR_ID: 2b0q |STR_LEN: 312 |STR_TIME: 0.04725480079650879
> STR_ID: 2b0r |STR_LEN: 323 |STR_TIME: 0.0491330623626709
> STR_ID: 2b0s |STR_LEN: 653 |STR_TIME: 0.07481122016906738
> STR_ID: 2b0t |STR_LEN: 1210 |STR_TIME: 0.13426685333251953
> STR_ID: 2b0u |STR_LEN: 950 |STR_TIME: 0.17974114418029785
> STR_ID: 2b0v |STR_LEN: 315 |STR_TIME: 0.029732227325439453
> STR_ID: 2b0y |STR_LEN: 17 |STR_TIME: 0.11202502250671387
> STR_ID: 2b0z |STR_LEN: 511 |STR_TIME: 0.07443690299987793
> STR_ID: 3b00 |STR_LEN: 1789 |STR_TIME: 0.28536081314086914
> STR_ID: 3b01 |STR_LEN: 1682 |STR_TIME: 0.28589797019958496
> STR_ID: 3b02 |STR_LEN: 341 |STR_TIME: 0.03563809394836426
> STR_ID: 3b03 |STR_LEN: 2007 |STR_TIME: 0.30245208740234375
> STR_ID: 3b04 |STR_LEN: 1908 |STR_TIME: 0.30228304862976074
> STR_ID: 3b05 |STR_LEN: 1935 |STR_TIME: 0.2674520015716553
> STR_ID: 3b06 |STR_LEN: 1762 |STR_TIME: 0.3285520076751709
> STR_ID: 3b07 |STR_LEN: 2669 |STR_TIME: 0.4641420841217041
> STR_ID: 3b08 |STR_LEN: 1672 |STR_TIME: 0.25798988342285156
> STR_ID: 3b09 |STR_LEN: 93 |STR_TIME: 0.010616064071655273
> STR_ID: 3b0a |STR_LEN: 745 |STR_TIME: 0.09194111824035645
> STR_ID: 3b0b |STR_LEN: 464 |STR_TIME: 0.13186097145080566
> STR_ID: 3b0c |STR_LEN: 219 |STR_TIME: 0.034651994705200195
> STR_ID: 3b0d |STR_LEN: 471 |STR_TIME: 0.07401204109191895
> STR_ID: 3b0f |STR_LEN: 164 |STR_TIME: 0.024617910385131836
> STR_ID: 3b0g |STR_LEN: 1467 |STR_TIME: 0.11170697212219238
> STR_ID: 3b0h |STR_LEN: 1578 |STR_TIME: 0.22069811820983887
> STR_ID: 3b0i |STR_LEN: 182 |STR_TIME: 0.020427942276000977
> STR_ID: 3b0j |STR_LEN: 1343 |STR_TIME: 0.11249804496765137
> STR_ID: 3b0k |STR_LEN: 513 |STR_TIME: 0.10192704200744629
> STR_ID: 3b0l |STR_LEN: 1357 |STR_TIME: 0.11645698547363281
> STR_ID: 3b0m |STR_LEN: 1225 |STR_TIME: 0.10796093940734863
> STR_ID: 3b0n |STR_LEN: 1154 |STR_TIME: 0.1411418914794922
> STR_ID: 3b0o |STR_LEN: 463 |STR_TIME: 0.046495914459228516
> STR_ID: 3b0p |STR_LEN: 1004 |STR_TIME: 0.13300514221191406
> STR_ID: 3b0q |STR_LEN: 644 |STR_TIME: 0.1445467472076416
> STR_ID: 3b0r |STR_LEN: 571 |STR_TIME: 0.10789179801940918
> STR_ID: 3b0s |STR_LEN: 521 |STR_TIME: 0.03759288787841797
> STR_ID: 3b0t |STR_LEN: 531 |STR_TIME: 0.05676913261413574
> STR_ID: 3b0u |STR_LEN: 1052 |STR_TIME: 0.1747589111328125
> STR_ID: 3b0v |STR_LEN: 778 |STR_TIME: 0.1638801097869873
> STR_ID: 3b0w |STR_LEN: 507 |STR_TIME: 0.09160494804382324
> STR_ID: 3b0x |STR_LEN: 1134 |STR_TIME: 0.17081785202026367
> STR_ID: 3b0y |STR_LEN: 1103 |STR_TIME: 0.1382739543914795
> STR_ID: 3b0z |STR_LEN: 149 |STR_TIME: 0.030222177505493164
> STR_ID: 4b00 |STR_LEN: 744 |STR_TIME: 0.12157392501831055
> STR_ID: 4b02 |STR_LEN: 1995 |STR_TIME: 0.39475393295288086
> STR_ID: 4b03 |STR_LEN: 1983 |STR_TIME: 0.059088945388793945
> STR_ID: 4b04 |STR_LEN: 712 |STR_TIME: 0.19965410232543945
> STR_ID: 4b05 |STR_LEN: 734 |STR_TIME: 0.12270903587341309
> STR_ID: 4b08 |STR_LEN: 937 |STR_TIME: 0.2964630126953125
> STR_ID: 4b09 |STR_LEN: 2613 |STR_TIME: 0.6529951095581055
> STR_ID: 4b0a |STR_LEN: 460 |STR_TIME: 0.045181989669799805
> STR_ID: 4b0b |STR_LEN: 640 |STR_TIME: 0.13615179061889648
> STR_ID: 4b0c |STR_LEN: 867 |STR_TIME: 0.16219806671142578
> STR_ID: 4b0d |STR_LEN: 296 |STR_TIME: 0.029890060424804688
> STR_ID: 4b0e |STR_LEN: 620 |STR_TIME: 0.10982394218444824
> STR_ID: 4b0f |STR_LEN: 386 |STR_TIME: 0.07398676872253418
> STR_ID: 4b0g |STR_LEN: 288 |STR_TIME: 0.0393679141998291
> STR_ID: 4b0h |STR_LEN: 1350 |STR_TIME: 0.12483692169189453
> STR_ID: 4b0i |STR_LEN: 1205 |STR_TIME: 0.2051708698272705
> STR_ID: 4b0j |STR_LEN: 4225 |STR_TIME: 0.8610010147094727
> STR_ID: 4b0m |STR_LEN: 907 |STR_TIME: 0.1551990509033203
> STR_ID: 4b0n |STR_LEN: 1105 |STR_TIME: 0.16948318481445312
> STR_ID: 4b0o |STR_LEN: 844 |STR_TIME: 0.12955212593078613
> STR_ID: 4b0p |STR_LEN: 738 |STR_TIME: 0.18875908851623535
> STR_ID: 4b0q |STR_LEN: 693 |STR_TIME: 0.07097196578979492
> STR_ID: 4b0r |STR_LEN: 485 |STR_TIME: 0.09544491767883301
> STR_ID: 4b0s |STR_LEN: 464 |STR_TIME: 0.13170790672302246
> STR_ID: 4b0t |STR_LEN: 1380 |STR_TIME: 0.2078840732574463
> STR_ID: 4b0y |STR_LEN: 168 |STR_TIME: 0.031553030014038086
> STR_ID: 4b0z |STR_LEN: 820 |STR_TIME: 0.2243340015411377
> STR_ID: 5b00 |STR_LEN: 977 |STR_TIME: 0.13363909721374512
> STR_ID: 5b01 |STR_LEN: 2620 |STR_TIME: 0.5017280578613281
> STR_ID: 5b02 |STR_LEN: 2045 |STR_TIME: 0.21315717697143555
> STR_ID: 5b03 |STR_LEN: 1839 |STR_TIME: 0.29718804359436035
> STR_ID: 5b04 |STR_LEN: 3661 |STR_TIME: 0.720465898513794
> STR_ID: 5b05 |STR_LEN: 282 |STR_TIME: 0.02416706085205078
> STR_ID: 5b06 |STR_LEN: 282 |STR_TIME: 0.026519060134887695
> STR_ID: 5b07 |STR_LEN: 282 |STR_TIME: 0.02534794807434082
> STR_ID: 5b08 |STR_LEN: 427 |STR_TIME: 0.04285001754760742
> STR_ID: 5b09 |STR_LEN: 153 |STR_TIME: 0.019175052642822266
> STR_ID: 5b0a |STR_LEN: 241 |STR_TIME: 0.03512001037597656
> STR_ID: 5b0b |STR_LEN: 547 |STR_TIME: 0.07404112815856934
> STR_ID: 5b0c |STR_LEN: 429 |STR_TIME: 0.13722586631774902
> STR_ID: 5b0d |STR_LEN: 317 |STR_TIME: 0.05178093910217285
> STR_ID: 5b0e |STR_LEN: 361 |STR_TIME: 0.05586099624633789
> STR_ID: 5b0f |STR_LEN: 337 |STR_TIME: 0.04865217208862305
> STR_ID: 5b0g |STR_LEN: 255 |STR_TIME: 0.0233001708984375
> STR_ID: 5b0h |STR_LEN: 436 |STR_TIME: 0.0487518310546875
> STR_ID: 5b0i |STR_LEN: 1874 |STR_TIME: 0.2388310432434082
> STR_ID: 5b0j |STR_LEN: 1900 |STR_TIME: 0.2886011600494385
> STR_ID: 5b0k |STR_LEN: 1897 |STR_TIME: 0.25977015495300293
> STR_ID: 5b0l |STR_LEN: 3489 |STR_TIME: 0.6271507740020752
> STR_ID: 5b0m |STR_LEN: 2918 |STR_TIME: 0.6251621246337891
> STR_ID: 5b0n |STR_LEN: 578 |STR_TIME: 0.08228802680969238
> STR_ID: 5b0o |STR_LEN: 2862 |STR_TIME: 0.7291760444641113
> STR_ID: 5b0p |STR_LEN: 1425 |STR_TIME: 0.17699003219604492
> STR_ID: 5b0q |STR_LEN: 1060 |STR_TIME: 0.1258089542388916
> STR_ID: 5b0r |STR_LEN: 1247 |STR_TIME: 0.2187209129333496
> STR_ID: 5b0s |STR_LEN: 1078 |STR_TIME: 0.12715792655944824
> STR_ID: 5b0t |STR_LEN: 272 |STR_TIME: 0.03830242156982422
> STR_ID: 5b0u |STR_LEN: 671 |STR_TIME: 0.06188321113586426
> STR_ID: 5b0v |STR_LEN: 549 |STR_TIME: 0.24840021133422852
> STR_ID: 5b0w |STR_LEN: 2024 |STR_TIME: 0.5089080333709717
> STR_ID: 5b0x |STR_LEN: 468 |STR_TIME: 0.06327104568481445
> STR_ID: 5b0y |STR_LEN: 1085 |STR_TIME: 0.41270971298217773
> STR_ID: 5b0z |STR_LEN: 1376 |STR_TIME: 0.26010799407958984
>> FINISH_DIR: ./data/b/b0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 164 |DIR_TIME: 27.525974988937378 

>> START_DIR: ./data/b/b1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1b10 |STR_LEN: 104 |STR_TIME: 1.2080061435699463
> STR_ID: 1b11 |STR_LEN: 176 |STR_TIME: 0.021419048309326172
> STR_ID: 1b12 |STR_LEN: 1351 |STR_TIME: 0.16135501861572266
> STR_ID: 1b13 |STR_LEN: 95 |STR_TIME: 0.010701894760131836
> STR_ID: 1b14 |STR_LEN: 562 |STR_TIME: 0.18417882919311523
> STR_ID: 1b15 |STR_LEN: 640 |STR_TIME: 0.0807642936706543
> STR_ID: 1b16 |STR_LEN: 995 |STR_TIME: 0.09802818298339844
> STR_ID: 1b17 |STR_LEN: 127 |STR_TIME: 0.009388923645019531
> STR_ID: 1b18 |STR_LEN: 116 |STR_TIME: 0.008630037307739258
> STR_ID: 1b19 |STR_LEN: 111 |STR_TIME: 0.011036872863769531
> STR_ID: 1b1a |STR_LEN: 137 |STR_TIME: 0.047876834869384766
> STR_ID: 1b1b |STR_LEN: 231 |STR_TIME: 0.06570100784301758
> STR_ID: 1b1c |STR_LEN: 229 |STR_TIME: 0.02933192253112793
> STR_ID: 1b1e |STR_LEN: 157 |STR_TIME: 0.02210211753845215
> STR_ID: 1b1g |STR_LEN: 77 |STR_TIME: 0.24245524406433105
> STR_ID: 1b1h |STR_LEN: 858 |STR_TIME: 0.12077903747558594
> STR_ID: 1b1i |STR_LEN: 177 |STR_TIME: 0.021558046340942383
> STR_ID: 1b1j |STR_LEN: 161 |STR_TIME: 0.021094322204589844
> STR_ID: 1b1u |STR_LEN: 205 |STR_TIME: 0.020069122314453125
> STR_ID: 1b1v |STR_LEN: 23 |STR_TIME: 0.21366500854492188
> STR_ID: 1b1x |STR_LEN: 805 |STR_TIME: 0.1647510528564453
> STR_ID: 1b1y |STR_LEN: 643 |STR_TIME: 0.08997297286987305
> STR_ID: 1b1z |STR_LEN: 959 |STR_TIME: 0.1627793312072754
> STR_ID: 2b10 |STR_LEN: 831 |STR_TIME: 0.18457794189453125
> STR_ID: 2b11 |STR_LEN: 1307 |STR_TIME: 0.14898109436035156
> STR_ID: 2b12 |STR_LEN: 428 |STR_TIME: 0.10584688186645508
> STR_ID: 2b13 |STR_LEN: 608 |STR_TIME: 0.05055379867553711
> STR_ID: 2b14 |STR_LEN: 303 |STR_TIME: 0.035542964935302734
> STR_ID: 2b15 |STR_LEN: 410 |STR_TIME: 0.03867912292480469
> STR_ID: 2b16 |STR_LEN: 386 |STR_TIME: 0.039222002029418945
> STR_ID: 2b17 |STR_LEN: 209 |STR_TIME: 0.021289348602294922
> STR_ID: 2b18 |STR_LEN: 285 |STR_TIME: 0.03519582748413086
> STR_ID: 2b19 |STR_LEN: 36 |STR_TIME: 0.2840249538421631
> STR_ID: 2b1a |STR_LEN: 517 |STR_TIME: 0.07192802429199219
> STR_ID: 2b1b |STR_LEN: 50 |STR_TIME: 0.009874820709228516
> STR_ID: 2b1c |STR_LEN: 41 |STR_TIME: 0.009699106216430664
> STR_ID: 2b1d |STR_LEN: 132 |STR_TIME: 0.03400421142578125
> STR_ID: 2b1e |STR_LEN: 793 |STR_TIME: 0.1470780372619629
> STR_ID: 2b1f |STR_LEN: 241 |STR_TIME: 0.023514986038208008
> STR_ID: 2b1g |STR_LEN: 2794 |STR_TIME: 0.5386147499084473
> STR_ID: 2b1h |STR_LEN: 580 |STR_TIME: 0.07135391235351562
> STR_ID: 2b1i |STR_LEN: 1485 |STR_TIME: 0.3180720806121826
> STR_ID: 2b1j |STR_LEN: 432 |STR_TIME: 0.051880836486816406
> STR_ID: 2b1k |STR_LEN: 212 |STR_TIME: 0.027343034744262695
> STR_ID: 2b1l |STR_LEN: 396 |STR_TIME: 0.08336114883422852
> STR_ID: 2b1m |STR_LEN: 501 |STR_TIME: 0.04295086860656738
> STR_ID: 2b1n |STR_LEN: 303 |STR_TIME: 0.037808895111083984
> STR_ID: 2b1o |STR_LEN: 215 |STR_TIME: 0.737739086151123
> STR_ID: 2b1p |STR_LEN: 522 |STR_TIME: 0.05907893180847168
> STR_ID: 2b1q |STR_LEN: 546 |STR_TIME: 0.04779791831970215
> STR_ID: 2b1r |STR_LEN: 487 |STR_TIME: 0.04787802696228027
> STR_ID: 2b1u |STR_LEN: 71 |STR_TIME: 0.6698100566864014
> STR_ID: 2b1v |STR_LEN: 591 |STR_TIME: 0.13941502571105957
> STR_ID: 2b1w |STR_LEN: 99 |STR_TIME: 0.5330402851104736
> STR_ID: 2b1x |STR_LEN: 2955 |STR_TIME: 0.4509258270263672
> STR_ID: 2b1y |STR_LEN: 175 |STR_TIME: 0.016880035400390625
> STR_ID: 2b1z |STR_LEN: 602 |STR_TIME: 0.08452296257019043
> STR_ID: 3b12 |STR_LEN: 1154 |STR_TIME: 0.113494873046875
> STR_ID: 3b13 |STR_LEN: 1218 |STR_TIME: 0.3415069580078125
> STR_ID: 3b18 |STR_LEN: 196 |STR_TIME: 0.027116775512695312
> STR_ID: 3b1b |STR_LEN: 1520 |STR_TIME: 0.16332411766052246
> STR_ID: 3b1c |STR_LEN: 3035 |STR_TIME: 0.3048558235168457
> STR_ID: 3b1d |STR_LEN: 3183 |STR_TIME: 0.3463442325592041
> STR_ID: 3b1e |STR_LEN: 3265 |STR_TIME: 0.347959041595459
> STR_ID: 3b1f |STR_LEN: 396 |STR_TIME: 0.09590506553649902
> STR_ID: 3b1j |STR_LEN: 935 |STR_TIME: 0.11624884605407715
> STR_ID: 3b1k |STR_LEN: 1450 |STR_TIME: 0.286851167678833
> STR_ID: 3b1l |STR_LEN: 109 |STR_TIME: 0.014116287231445312
> STR_ID: 3b1m |STR_LEN: 550 |STR_TIME: 0.04997086524963379
> STR_ID: 3b1n |STR_LEN: 1343 |STR_TIME: 0.1258227825164795
> STR_ID: 3b1o |STR_LEN: 810 |STR_TIME: 0.1760120391845703
> STR_ID: 3b1p |STR_LEN: 577 |STR_TIME: 0.05882096290588379
> STR_ID: 3b1q |STR_LEN: 2913 |STR_TIME: 0.44284701347351074
> STR_ID: 3b1r |STR_LEN: 2900 |STR_TIME: 0.36693787574768066
> STR_ID: 3b1s |STR_LEN: 394 |STR_TIME: 0.053648948669433594
> STR_ID: 3b1t |STR_LEN: 787 |STR_TIME: 0.1843578815460205
> STR_ID: 3b1u |STR_LEN: 811 |STR_TIME: 0.12369322776794434
> STR_ID: 3b1v |STR_LEN: 380 |STR_TIME: 0.060502052307128906
> STR_ID: 3b1w |STR_LEN: 1148 |STR_TIME: 0.23239493370056152
> STR_ID: 3b1x |STR_LEN: 577 |STR_TIME: 0.12364411354064941
> STR_ID: 3b1y |STR_LEN: 284 |STR_TIME: 0.0503232479095459
> STR_ID: 3b1z |STR_LEN: 261 |STR_TIME: 0.0470430850982666
> STR_ID: 4b10 |STR_LEN: 2541 |STR_TIME: 0.30817103385925293
> STR_ID: 4b11 |STR_LEN: 2578 |STR_TIME: 0.23993206024169922
> STR_ID: 4b12 |STR_LEN: 2287 |STR_TIME: 0.28656816482543945
> STR_ID: 4b13 |STR_LEN: 2304 |STR_TIME: 0.2803032398223877
> STR_ID: 4b14 |STR_LEN: 2285 |STR_TIME: 0.27933692932128906
> STR_ID: 4b15 |STR_LEN: 705 |STR_TIME: 0.0728769302368164
> STR_ID: 4b16 |STR_LEN: 655 |STR_TIME: 0.06834077835083008
> STR_ID: 4b17 |STR_LEN: 462 |STR_TIME: 0.06085395812988281
> STR_ID: 4b18 |STR_LEN: 457 |STR_TIME: 0.12810969352722168
> STR_ID: 4b19 |STR_LEN: 30 |STR_TIME: 0.04885983467102051
> STR_ID: 4b1a |STR_LEN: 236 |STR_TIME: 0.021667957305908203
> STR_ID: 4b1b |STR_LEN: 879 |STR_TIME: 0.1364428997039795
> STR_ID: 4b1c |STR_LEN: 637 |STR_TIME: 0.06978392601013184
> STR_ID: 4b1d |STR_LEN: 650 |STR_TIME: 0.11843109130859375
> STR_ID: 4b1e |STR_LEN: 588 |STR_TIME: 0.07083797454833984
> STR_ID: 4b1f |STR_LEN: 735 |STR_TIME: 0.11281299591064453
> STR_ID: 4b1g |STR_LEN: 795 |STR_TIME: 0.15177416801452637
> STR_ID: 4b1h |STR_LEN: 893 |STR_TIME: 0.1318211555480957
> STR_ID: 4b1i |STR_LEN: 1001 |STR_TIME: 0.12750482559204102
> STR_ID: 4b1j |STR_LEN: 1043 |STR_TIME: 0.16553592681884766
> STR_ID: 4b1l |STR_LEN: 220 |STR_TIME: 0.03575897216796875
> STR_ID: 4b1m |STR_LEN: 969 |STR_TIME: 0.126723051071167
> STR_ID: 4b1q |STR_LEN: 35 |STR_TIME: 0.2681279182434082
> STR_ID: 4b1r |STR_LEN: 299 |STR_TIME: 0.05200004577636719
> STR_ID: 4b1t |STR_LEN: 846 |STR_TIME: 0.13291287422180176
> STR_ID: 4b1u |STR_LEN: 539 |STR_TIME: 0.1450347900390625
> STR_ID: 4b1v |STR_LEN: 1378 |STR_TIME: 0.20413804054260254
> STR_ID: 4b1w |STR_LEN: 656 |STR_TIME: 0.1279587745666504
> STR_ID: 4b1x |STR_LEN: 599 |STR_TIME: 0.09715127944946289
> STR_ID: 4b1y |STR_LEN: 959 |STR_TIME: 0.10744810104370117
> STR_ID: 4b1z |STR_LEN: 2372 |STR_TIME: 0.952692985534668
> STR_ID: 5b10 |STR_LEN: 467 |STR_TIME: 0.07715320587158203
> STR_ID: 5b11 |STR_LEN: 589 |STR_TIME: 0.07126808166503906
> STR_ID: 5b12 |STR_LEN: 2876 |STR_TIME: 0.4453110694885254
> STR_ID: 5b13 |STR_LEN: 3884 |STR_TIME: 0.43761110305786133
> STR_ID: 5b15 |STR_LEN: 612 |STR_TIME: 0.048828125
> STR_ID: 5b16 |STR_LEN: 772 |STR_TIME: 0.3365190029144287
> STR_ID: 5b18 |STR_LEN: 547 |STR_TIME: 0.07103395462036133
> STR_ID: 5b19 |STR_LEN: 454 |STR_TIME: 0.05980205535888672
> STR_ID: 5b1a |STR_LEN: 7213 |STR_TIME: 1.5729548931121826
> STR_ID: 5b1b |STR_LEN: 7166 |STR_TIME: 2.1043519973754883
> STR_ID: 5b1c |STR_LEN: 544 |STR_TIME: 0.0771491527557373
> STR_ID: 5b1d |STR_LEN: 352 |STR_TIME: 0.0604548454284668
> STR_ID: 5b1e |STR_LEN: 348 |STR_TIME: 0.1058800220489502
> STR_ID: 5b1f |STR_LEN: 160 |STR_TIME: 0.22932100296020508
> STR_ID: 5b1g |STR_LEN: 161 |STR_TIME: 0.045140981674194336
> STR_ID: 5b1h |STR_LEN: 1644 |STR_TIME: 0.32920384407043457
> STR_ID: 5b1i |STR_LEN: 2448 |STR_TIME: 0.5390441417694092
> STR_ID: 5b1j |STR_LEN: 797 |STR_TIME: 0.19601774215698242
> STR_ID: 5b1k |STR_LEN: 638 |STR_TIME: 0.09089899063110352
> STR_ID: 5b1l |STR_LEN: 1285 |STR_TIME: 0.37861013412475586
> STR_ID: 5b1m |STR_LEN: 1133 |STR_TIME: 0.25820088386535645
> STR_ID: 5b1n |STR_LEN: 151 |STR_TIME: 0.019773006439208984
> STR_ID: 5b1o |STR_LEN: 151 |STR_TIME: 0.0869591236114502
> STR_ID: 5b1q |STR_LEN: 2118 |STR_TIME: 0.24334478378295898
> STR_ID: 5b1r |STR_LEN: 288 |STR_TIME: 0.04380965232849121
> STR_ID: 5b1s |STR_LEN: 1767 |STR_TIME: 0.47071218490600586
> STR_ID: 5b1u |STR_LEN: 658 |STR_TIME: 0.09784197807312012
> STR_ID: 5b1w |STR_LEN: 531 |STR_TIME: 0.15774798393249512
> STR_ID: 5b1x |STR_LEN: 554 |STR_TIME: 0.20781397819519043
> STR_ID: 5b1y |STR_LEN: 723 |STR_TIME: 0.13583683967590332
> STR_ID: 5b1z |STR_LEN: 473 |STR_TIME: 0.13166117668151855
>> FINISH_DIR: ./data/b/b1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 308 |DIR_TIME: 27.90959596633911 

>> START_DIR: ./data/b/b2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1b20 |STR_LEN: 815 |STR_TIME: 0.12372612953186035
> STR_ID: 1b21 |STR_LEN: 666 |STR_TIME: 0.09852123260498047
> STR_ID: 1b22 |STR_LEN: 70 |STR_TIME: 1.0085148811340332
> STR_ID: 1b23 |STR_LEN: 747 |STR_TIME: 0.15829086303710938
> STR_ID: 1b24 |STR_LEN: 251 |STR_TIME: 0.03706002235412598
> STR_ID: 1b25 |STR_LEN: 3801 |STR_TIME: 0.7616829872131348
> STR_ID: 1b26 |STR_LEN: 2454 |STR_TIME: 0.578110933303833
> STR_ID: 1b27 |STR_LEN: 1099 |STR_TIME: 0.21094989776611328
> STR_ID: 1b28 |STR_LEN: 106 |STR_TIME: 0.7573158740997314
> STR_ID: 1b2a |STR_LEN: 118 |STR_TIME: 0.024722814559936523
> STR_ID: 1b2b |STR_LEN: 118 |STR_TIME: 0.024982929229736328
> STR_ID: 1b2c |STR_LEN: 117 |STR_TIME: 0.026090145111083984
> STR_ID: 1b2d |STR_LEN: 121 |STR_TIME: 0.028644800186157227
> STR_ID: 1b2e |STR_LEN: 108 |STR_TIME: 0.013467073440551758
> STR_ID: 1b2f |STR_LEN: 117 |STR_TIME: 0.0171511173248291
> STR_ID: 1b2g |STR_LEN: 100 |STR_TIME: 0.012714862823486328
> STR_ID: 1b2h |STR_LEN: 905 |STR_TIME: 0.16571998596191406
> STR_ID: 1b2i |STR_LEN: 84 |STR_TIME: 0.5958530902862549
> STR_ID: 1b2j |STR_LEN: 92 |STR_TIME: 0.00960993766784668
> STR_ID: 1b2k |STR_LEN: 566 |STR_TIME: 0.04869484901428223
