>> START_DIR: ./data/x/x0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1x01 |STR_LEN: 813 |STR_TIME: 0.07344269752502441
> STR_ID: 3x0m |STR_LEN: 304 |STR_TIME: 0.04003500938415527
> STR_ID: 3x0n |STR_LEN: 281 |STR_TIME: 0.034826040267944336
> STR_ID: 3x0o |STR_LEN: 295 |STR_TIME: 0.03645491600036621
> STR_ID: 3x0p |STR_LEN: 276 |STR_TIME: 0.035234928131103516
> STR_ID: 3x0q |STR_LEN: 283 |STR_TIME: 0.03916311264038086
> STR_ID: 3x0r |STR_LEN: 305 |STR_TIME: 0.0606541633605957
> STR_ID: 3x0s |STR_LEN: 287 |STR_TIME: 0.03368782997131348
> STR_ID: 3x0t |STR_LEN: 747 |STR_TIME: 0.05815291404724121
> STR_ID: 3x0u |STR_LEN: 1841 |STR_TIME: 0.14838695526123047
> STR_ID: 3x0v |STR_LEN: 1810 |STR_TIME: 0.18723583221435547
> STR_ID: 3x0w |STR_LEN: 272 |STR_TIME: 0.04544782638549805
> STR_ID: 3x0x |STR_LEN: 4570 |STR_TIME: 0.6071710586547852
> STR_ID: 3x0y |STR_LEN: 4005 |STR_TIME: 0.7375178337097168
> STR_ID: 4x00 |STR_LEN: 2399 |STR_TIME: 0.3168327808380127
> STR_ID: 4x01 |STR_LEN: 552 |STR_TIME: 0.07419180870056152
> STR_ID: 4x04 |STR_LEN: 2236 |STR_TIME: 0.34191417694091797
> STR_ID: 4x05 |STR_LEN: 2436 |STR_TIME: 0.2739250659942627
> STR_ID: 4x06 |STR_LEN: 1342 |STR_TIME: 0.24997305870056152
> STR_ID: 4x07 |STR_LEN: 1419 |STR_TIME: 0.20382285118103027
> STR_ID: 4x08 |STR_LEN: 705 |STR_TIME: 0.10256099700927734
> STR_ID: 4x09 |STR_LEN: 257 |STR_TIME: 0.027142763137817383
> STR_ID: 4x0a |STR_LEN: 440 |STR_TIME: 0.09897923469543457
> STR_ID: 4x0b |STR_LEN: 444 |STR_TIME: 0.1036989688873291
> STR_ID: 4x0c |STR_LEN: 1376 |STR_TIME: 0.23926091194152832
> STR_ID: 4x0e |STR_LEN: 379 |STR_TIME: 0.052622079849243164
> STR_ID: 4x0f |STR_LEN: 834 |STR_TIME: 0.18061184883117676
> STR_ID: 4x0g |STR_LEN: 490 |STR_TIME: 0.07793688774108887
> STR_ID: 4x0j |STR_LEN: 787 |STR_TIME: 0.07901787757873535
> STR_ID: 4x0k |STR_LEN: 1441 |STR_TIME: 0.19115495681762695
> STR_ID: 4x0l |STR_LEN: 771 |STR_TIME: 0.08005309104919434
> STR_ID: 4x0m |STR_LEN: 478 |STR_TIME: 0.09564590454101562
> STR_ID: 4x0n |STR_LEN: 762 |STR_TIME: 0.08429694175720215
> STR_ID: 4x0o |STR_LEN: 3609 |STR_TIME: 0.6193239688873291
> STR_ID: 4x0p |STR_LEN: 2638 |STR_TIME: 0.6498582363128662
> STR_ID: 4x0q |STR_LEN: 1302 |STR_TIME: 0.327038049697876
> STR_ID: 4x0r |STR_LEN: 417 |STR_TIME: 0.07823371887207031
> STR_ID: 4x0s |STR_LEN: 19 |STR_TIME: 0.0058040618896484375
> STR_ID: 4x0t |STR_LEN: 2357 |STR_TIME: 0.4634733200073242
> STR_ID: 4x0u |STR_LEN: 2454 |STR_TIME: 0.3951408863067627
> STR_ID: 4x0v |STR_LEN: 3228 |STR_TIME: 0.5502219200134277
> STR_ID: 4x0w |STR_LEN: 288 |STR_TIME: 0.040119171142578125
> STR_ID: 4x0x |STR_LEN: 926 |STR_TIME: 0.19051194190979004
> STR_ID: 4x0y |STR_LEN: 2591 |STR_TIME: 0.2962329387664795
> STR_ID: 4x0z |STR_LEN: 2628 |STR_TIME: 0.3085968494415283
> STR_ID: 5x03 |STR_LEN: 979 |STR_TIME: 0.10963201522827148
> STR_ID: 5x08 |STR_LEN: 930 |STR_TIME: 0.09172797203063965
> STR_ID: 5x0b |STR_LEN: 381 |STR_TIME: 0.04483485221862793
> STR_ID: 5x0e |STR_LEN: 390 |STR_TIME: 0.09664201736450195
> STR_ID: 5x0f |STR_LEN: 365 |STR_TIME: 0.045084238052368164
> STR_ID: 5x0g |STR_LEN: 310 |STR_TIME: 0.045890092849731445
> STR_ID: 5x0j |STR_LEN: 467 |STR_TIME: 0.052229881286621094
> STR_ID: 5x0k |STR_LEN: 352 |STR_TIME: 0.04353809356689453
> STR_ID: 5x0m |STR_LEN: 1343 |STR_TIME: 0.2225492000579834
> STR_ID: 5x0n |STR_LEN: 1147 |STR_TIME: 0.24434995651245117
> STR_ID: 5x0o |STR_LEN: 1177 |STR_TIME: 0.22335100173950195
> STR_ID: 5x0q |STR_LEN: 1033 |STR_TIME: 0.13135218620300293
> STR_ID: 5x0v |STR_LEN: 869 |STR_TIME: 0.09180068969726562
> STR_ID: 5x0x |STR_LEN: 1636 |STR_TIME: 0.365811824798584
> STR_ID: 5x0y |STR_LEN: 1641 |STR_TIME: 0.35460495948791504
>> FINISH_DIR: ./data/x/x0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 141 |DIR_TIME: 28.502579927444458 

>> START_DIR: ./data/x/x1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1x10 |STR_LEN: 1556 |STR_TIME: 0.18466496467590332
> STR_ID: 1x11 |STR_LEN: 443 |STR_TIME: 0.05488419532775879
> STR_ID: 1x12 |STR_LEN: 1699 |STR_TIME: 0.14107680320739746
> STR_ID: 1x13 |STR_LEN: 1212 |STR_TIME: 0.16865205764770508
> STR_ID: 1x14 |STR_LEN: 898 |STR_TIME: 0.10409998893737793
> STR_ID: 1x15 |STR_LEN: 960 |STR_TIME: 0.10375022888183594
> STR_ID: 1x18 |STR_LEN: 955 |STR_TIME: 0.06281805038452148
> STR_ID: 1x19 |STR_LEN: 479 |STR_TIME: 0.050698041915893555
> STR_ID: 1x1a |STR_LEN: 408 |STR_TIME: 0.0476069450378418
> STR_ID: 1x1b |STR_LEN: 392 |STR_TIME: 0.04862499237060547
> STR_ID: 1x1c |STR_LEN: 365 |STR_TIME: 0.04873299598693848
> STR_ID: 1x1d |STR_LEN: 370 |STR_TIME: 0.053854942321777344
> STR_ID: 1x1e |STR_LEN: 420 |STR_TIME: 0.07993221282958984
> STR_ID: 1x1f |STR_LEN: 149 |STR_TIME: 1.1039581298828125
> STR_ID: 1x1g |STR_LEN: 129 |STR_TIME: 0.9619028568267822
> STR_ID: 1x1h |STR_LEN: 1159 |STR_TIME: 0.12336301803588867
> STR_ID: 1x1i |STR_LEN: 1548 |STR_TIME: 0.12554287910461426
> STR_ID: 1x1j |STR_LEN: 1232 |STR_TIME: 0.2696115970611572
> STR_ID: 1x1k |STR_LEN: 446 |STR_TIME: 0.0290679931640625
> STR_ID: 1x1l |STR_LEN: 422 |STR_TIME: 0.010123014450073242
> STR_ID: 1x1m |STR_LEN: 107 |STR_TIME: 0.698052167892456
> STR_ID: 1x1n |STR_LEN: 1195 |STR_TIME: 0.09233784675598145
> STR_ID: 1x1o |STR_LEN: 1603 |STR_TIME: 0.19980478286743164
> STR_ID: 1x1p |STR_LEN: 260 |STR_TIME: 0.030180692672729492
> STR_ID: 1x1q |STR_LEN: 1042 |STR_TIME: 0.10761308670043945
> STR_ID: 1x1r |STR_LEN: 409 |STR_TIME: 0.02896285057067871
> STR_ID: 1x1s |STR_LEN: 263 |STR_TIME: 0.025112152099609375
> STR_ID: 1x1t |STR_LEN: 546 |STR_TIME: 0.03837418556213379
> STR_ID: 1x1u |STR_LEN: 1094 |STR_TIME: 0.13938093185424805
> STR_ID: 1x1v |STR_LEN: 790 |STR_TIME: 0.0494840145111084
> STR_ID: 1x1w |STR_LEN: 1150 |STR_TIME: 0.1012411117553711
> STR_ID: 1x1x |STR_LEN: 1033 |STR_TIME: 0.12432599067687988
> STR_ID: 1x1y |STR_LEN: 1160 |STR_TIME: 0.0972590446472168
> STR_ID: 1x1z |STR_LEN: 714 |STR_TIME: 0.07288599014282227
> STR_ID: 2x10 |STR_LEN: 487 |STR_TIME: 0.12256312370300293
> STR_ID: 2x11 |STR_LEN: 627 |STR_TIME: 0.1145620346069336
> STR_ID: 2x12 |STR_LEN: 400 |STR_TIME: 0.06362795829772949
> STR_ID: 2x13 |STR_LEN: 688 |STR_TIME: 0.10407090187072754
> STR_ID: 2x14 |STR_LEN: 626 |STR_TIME: 0.07420897483825684
> STR_ID: 2x15 |STR_LEN: 493 |STR_TIME: 0.05923891067504883
> STR_ID: 2x16 |STR_LEN: 862 |STR_TIME: 0.0769798755645752
> STR_ID: 2x17 |STR_LEN: 4169 |STR_TIME: 0.7520351409912109
> STR_ID: 2x18 |STR_LEN: 2634 |STR_TIME: 0.2076098918914795
> STR_ID: 2x19 |STR_LEN: 1139 |STR_TIME: 0.220139741897583
> STR_ID: 2x1a |STR_LEN: 134 |STR_TIME: 0.014104127883911133
> STR_ID: 2x1b |STR_LEN: 235 |STR_TIME: 0.017647981643676758
> STR_ID: 2x1c |STR_LEN: 2021 |STR_TIME: 0.22515487670898438
> STR_ID: 2x1d |STR_LEN: 2331 |STR_TIME: 0.2804548740386963
> STR_ID: 2x1e |STR_LEN: 1814 |STR_TIME: 0.2722618579864502
> STR_ID: 2x1f |STR_LEN: 218 |STR_TIME: 0.015980005264282227
> STR_ID: 2x1g |STR_LEN: 2252 |STR_TIME: 0.3566899299621582
> STR_ID: 2x1h |STR_LEN: 1271 |STR_TIME: 0.1580958366394043
> STR_ID: 2x1i |STR_LEN: 611 |STR_TIME: 0.08051896095275879
> STR_ID: 2x1j |STR_LEN: 436 |STR_TIME: 0.03546404838562012
> STR_ID: 2x1k |STR_LEN: 487 |STR_TIME: 0.037805795669555664
> STR_ID: 2x1l |STR_LEN: 1957 |STR_TIME: 0.2953836917877197
> STR_ID: 2x1m |STR_LEN: 530 |STR_TIME: 0.07723593711853027
> STR_ID: 2x1n |STR_LEN: 1202 |STR_TIME: 0.2191329002380371
> STR_ID: 2x1o |STR_LEN: 589 |STR_TIME: 0.04036688804626465
> STR_ID: 2x1p |STR_LEN: 1261 |STR_TIME: 0.08255672454833984
> STR_ID: 2x1q |STR_LEN: 687 |STR_TIME: 0.04801821708679199
> STR_ID: 2x1r |STR_LEN: 990 |STR_TIME: 0.12629199028015137
> STR_ID: 2x1s |STR_LEN: 1062 |STR_TIME: 0.0815727710723877
> STR_ID: 2x1t |STR_LEN: 1077 |STR_TIME: 0.07900691032409668
> STR_ID: 2x1u |STR_LEN: 910 |STR_TIME: 0.07370615005493164
> STR_ID: 2x1v |STR_LEN: 256 |STR_TIME: 0.06169486045837402
> STR_ID: 2x1w |STR_LEN: 1375 |STR_TIME: 0.21184372901916504
> STR_ID: 2x1x |STR_LEN: 328 |STR_TIME: 0.06577110290527344
> STR_ID: 2x1z |STR_LEN: 384 |STR_TIME: 0.0316011905670166
> STR_ID: 3x11 |STR_LEN: 620 |STR_TIME: 0.06430792808532715
> STR_ID: 3x12 |STR_LEN: 684 |STR_TIME: 0.0662848949432373
> STR_ID: 3x13 |STR_LEN: 831 |STR_TIME: 0.07224798202514648
> STR_ID: 3x14 |STR_LEN: 744 |STR_TIME: 0.10472822189331055
> STR_ID: 3x15 |STR_LEN: 821 |STR_TIME: 0.07289004325866699
> STR_ID: 3x16 |STR_LEN: 869 |STR_TIME: 0.1019289493560791
> STR_ID: 3x17 |STR_LEN: 1499 |STR_TIME: 0.19148802757263184
> STR_ID: 3x1b |STR_LEN: 2151 |STR_TIME: 0.2419719696044922
> STR_ID: 3x1d |STR_LEN: 389 |STR_TIME: 0.05242490768432617
> STR_ID: 3x1e |STR_LEN: 688 |STR_TIME: 0.07065391540527344
> STR_ID: 3x1f |STR_LEN: 673 |STR_TIME: 0.07085800170898438
> STR_ID: 3x1g |STR_LEN: 732 |STR_TIME: 0.12392902374267578
> STR_ID: 3x1h |STR_LEN: 614 |STR_TIME: 0.09195995330810547
> STR_ID: 3x1i |STR_LEN: 564 |STR_TIME: 0.08967280387878418
> STR_ID: 3x1j |STR_LEN: 527 |STR_TIME: 0.10042071342468262
> STR_ID: 3x1k |STR_LEN: 1093 |STR_TIME: 0.14072704315185547
> STR_ID: 3x1l |STR_LEN: 2656 |STR_TIME: 0.41042280197143555
> STR_ID: 3x1m |STR_LEN: 576 |STR_TIME: 0.10441184043884277
> STR_ID: 3x1n |STR_LEN: 488 |STR_TIME: 0.05903005599975586
> STR_ID: 3x1o |STR_LEN: 486 |STR_TIME: 0.04551410675048828
> STR_ID: 3x1s |STR_LEN: 1062 |STR_TIME: 0.2790946960449219
> STR_ID: 3x1t |STR_LEN: 1196 |STR_TIME: 0.23366904258728027
> STR_ID: 3x1u |STR_LEN: 1091 |STR_TIME: 0.26293206214904785
> STR_ID: 3x1v |STR_LEN: 1121 |STR_TIME: 0.25881123542785645
> STR_ID: 3x1w |STR_LEN: 242 |STR_TIME: 0.03292417526245117
> STR_ID: 3x1x |STR_LEN: 321 |STR_TIME: 0.03711724281311035
> STR_ID: 3x1y |STR_LEN: 363 |STR_TIME: 0.03829193115234375
> STR_ID: 3x1z |STR_LEN: 693 |STR_TIME: 0.07416272163391113
> STR_ID: 4x10 |STR_LEN: 2508 |STR_TIME: 0.31673502922058105
> STR_ID: 4x11 |STR_LEN: 2114 |STR_TIME: 0.27592897415161133
> STR_ID: 4x12 |STR_LEN: 2364 |STR_TIME: 0.3041970729827881
> STR_ID: 4x13 |STR_LEN: 2393 |STR_TIME: 0.30232763290405273
> STR_ID: 4x14 |STR_LEN: 1994 |STR_TIME: 0.2877929210662842
> STR_ID: 4x15 |STR_LEN: 2210 |STR_TIME: 0.2894892692565918
> STR_ID: 4x16 |STR_LEN: 2378 |STR_TIME: 0.2999911308288574
> STR_ID: 4x17 |STR_LEN: 2480 |STR_TIME: 0.3080272674560547
> STR_ID: 4x18 |STR_LEN: 90 |STR_TIME: 0.01060795783996582
> STR_ID: 4x19 |STR_LEN: 2163 |STR_TIME: 0.2919039726257324
> STR_ID: 4x1a |STR_LEN: 103 |STR_TIME: 0.011020183563232422
> STR_ID: 4x1b |STR_LEN: 883 |STR_TIME: 0.15775823593139648
> STR_ID: 4x1c |STR_LEN: 1178 |STR_TIME: 0.12492680549621582
> STR_ID: 4x1d |STR_LEN: 1461 |STR_TIME: 0.21129083633422852
> STR_ID: 4x1e |STR_LEN: 482 |STR_TIME: 0.07237601280212402
> STR_ID: 4x1f |STR_LEN: 444 |STR_TIME: 0.04220414161682129
> STR_ID: 4x1g |STR_LEN: 405 |STR_TIME: 0.041854143142700195
> STR_ID: 4x1h |STR_LEN: 412 |STR_TIME: 0.06651973724365234
> STR_ID: 4x1i |STR_LEN: 1850 |STR_TIME: 0.41004109382629395
> STR_ID: 4x1j |STR_LEN: 184 |STR_TIME: 0.03529500961303711
> STR_ID: 4x1k |STR_LEN: 1850 |STR_TIME: 0.3207669258117676
> STR_ID: 4x1l |STR_LEN: 192 |STR_TIME: 0.018581867218017578
> STR_ID: 4x1m |STR_LEN: 222 |STR_TIME: 0.0184481143951416
> STR_ID: 4x1n |STR_LEN: 323 |STR_TIME: 0.039131879806518555
> STR_ID: 4x1o |STR_LEN: 402 |STR_TIME: 0.04550504684448242
> STR_ID: 4x1p |STR_LEN: 436 |STR_TIME: 0.04132986068725586
> STR_ID: 4x1q |STR_LEN: 277 |STR_TIME: 0.03761625289916992
> STR_ID: 4x1r |STR_LEN: 290 |STR_TIME: 0.09499788284301758
> STR_ID: 4x1s |STR_LEN: 324 |STR_TIME: 0.042427778244018555
> STR_ID: 4x1t |STR_LEN: 388 |STR_TIME: 0.10456275939941406
> STR_ID: 4x1u |STR_LEN: 560 |STR_TIME: 0.0537111759185791
> STR_ID: 4x1v |STR_LEN: 142 |STR_TIME: 0.016581296920776367
> STR_ID: 4x1w |STR_LEN: 2238 |STR_TIME: 0.26618313789367676
> STR_ID: 4x1x |STR_LEN: 1337 |STR_TIME: 0.23514795303344727
> STR_ID: 4x1y |STR_LEN: 1850 |STR_TIME: 0.31658077239990234
> STR_ID: 4x1z |STR_LEN: 1512 |STR_TIME: 0.28806400299072266
> STR_ID: 5x15 |STR_LEN: 595 |STR_TIME: 0.09892988204956055
> STR_ID: 5x1i |STR_LEN: 1824 |STR_TIME: 0.2628040313720703
> STR_ID: 5x1j |STR_LEN: 2113 |STR_TIME: 0.22220230102539062
> STR_ID: 5x1k |STR_LEN: 1594 |STR_TIME: 0.2284398078918457
> STR_ID: 5x1l |STR_LEN: 1916 |STR_TIME: 0.24124884605407715
> STR_ID: 5x1m |STR_LEN: 1697 |STR_TIME: 0.2519710063934326
> STR_ID: 5x1n |STR_LEN: 1354 |STR_TIME: 0.1433720588684082
> STR_ID: 5x1v |STR_LEN: 2535 |STR_TIME: 0.4416391849517822
> STR_ID: 5x1w |STR_LEN: 2116 |STR_TIME: 0.4476339817047119
> STR_ID: 5x1x |STR_LEN: 130 |STR_TIME: 0.9390408992767334
>> FINISH_DIR: ./data/x/x1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 284 |DIR_TIME: 24.076223134994507 

>> START_DIR: ./data/x/x2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1x22 |STR_LEN: 42 |STR_TIME: 0.308912992477417
> STR_ID: 1x23 |STR_LEN: 1288 |STR_TIME: 0.10450887680053711
> STR_ID: 1x24 |STR_LEN: 304 |STR_TIME: 0.04444622993469238
> STR_ID: 1x25 |STR_LEN: 464 |STR_TIME: 0.13891386985778809
> STR_ID: 1x26 |STR_LEN: 24 |STR_TIME: 0.4835538864135742
> STR_ID: 1x27 |STR_LEN: 1066 |STR_TIME: 0.15187716484069824
> STR_ID: 1x28 |STR_LEN: 923 |STR_TIME: 0.16206002235412598
> STR_ID: 1x29 |STR_LEN: 985 |STR_TIME: 0.11659812927246094
> STR_ID: 1x2a |STR_LEN: 998 |STR_TIME: 0.14567112922668457
> STR_ID: 1x2b |STR_LEN: 357 |STR_TIME: 0.04657101631164551
> STR_ID: 1x2e |STR_LEN: 389 |STR_TIME: 0.045565128326416016
> STR_ID: 1x2g |STR_LEN: 1528 |STR_TIME: 0.19900918006896973
> STR_ID: 1x2h |STR_LEN: 1021 |STR_TIME: 0.1431570053100586
> STR_ID: 1x2i |STR_LEN: 261 |STR_TIME: 0.020891189575195312
> STR_ID: 1x2j |STR_LEN: 644 |STR_TIME: 0.05205392837524414
> STR_ID: 1x2k |STR_LEN: 68 |STR_TIME: 0.4296271800994873
> STR_ID: 1x2l |STR_LEN: 101 |STR_TIME: 0.6528918743133545
> STR_ID: 1x2m |STR_LEN: 64 |STR_TIME: 0.45224499702453613
> STR_ID: 1x2n |STR_LEN: 73 |STR_TIME: 0.5404212474822998
> STR_ID: 1x2o |STR_LEN: 24 |STR_TIME: 0.013376951217651367
> STR_ID: 1x2p |STR_LEN: 68 |STR_TIME: 0.46484994888305664
> STR_ID: 1x2q |STR_LEN: 88 |STR_TIME: 0.5259711742401123
> STR_ID: 1x2r |STR_LEN: 732 |STR_TIME: 0.11130189895629883
> STR_ID: 1x2s |STR_LEN: 24 |STR_TIME: 0.01335906982421875
> STR_ID: 1x2t |STR_LEN: 1078 |STR_TIME: 0.08981204032897949
> STR_ID: 1x2u |STR_LEN: 24 |STR_TIME: 0.014045953750610352
> STR_ID: 1x2v |STR_LEN: 24 |STR_TIME: 0.012328863143920898
> STR_ID: 1x2w |STR_LEN: 579 |STR_TIME: 0.04846382141113281
> STR_ID: 1x2x |STR_LEN: 24 |STR_TIME: 0.013802051544189453
> STR_ID: 1x2y |STR_LEN: 24 |STR_TIME: 0.01538991928100586
> STR_ID: 1x2z |STR_LEN: 24 |STR_TIME: 0.01200103759765625
> STR_ID: 2x20 |STR_LEN: 365 |STR_TIME: 0.03166794776916504
> STR_ID: 2x21 |STR_LEN: 414 |STR_TIME: 0.0965890884399414
> STR_ID: 2x22 |STR_LEN: 685 |STR_TIME: 0.07831883430480957
> STR_ID: 2x23 |STR_LEN: 1763 |STR_TIME: 0.16159391403198242
> STR_ID: 2x24 |STR_LEN: 1469 |STR_TIME: 0.22413301467895508
> STR_ID: 2x25 |STR_LEN: 611 |STR_TIME: 0.04425811767578125
> STR_ID: 2x26 |STR_LEN: 1027 |STR_TIME: 0.1341710090637207
> STR_ID: 2x27 |STR_LEN: 332 |STR_TIME: 0.031829833984375
> STR_ID: 2x28 |STR_LEN: 392 |STR_TIME: 0.03184199333190918
> STR_ID: 2x29 |STR_LEN: 227 |STR_TIME: 0.025374889373779297
> STR_ID: 2x2a |STR_LEN: 918 |STR_TIME: 0.07413101196289062
> STR_ID: 2x2b |STR_LEN: 79 |STR_TIME: 0.010949850082397461
> STR_ID: 2x2c |STR_LEN: 1377 |STR_TIME: 0.16632509231567383
