>> START_DIR: ./data/i/i0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1i00 |STR_LEN: 670 |STR_TIME: 0.08696818351745605
> STR_ID: 2i03 |STR_LEN: 5862 |STR_TIME: 0.6110999584197998
> STR_ID: 2i04 |STR_LEN: 408 |STR_TIME: 0.031738996505737305
> STR_ID: 2i05 |STR_LEN: 347 |STR_TIME: 0.11168885231018066
> STR_ID: 2i06 |STR_LEN: 408 |STR_TIME: 0.055639028549194336
> STR_ID: 2i07 |STR_LEN: 1535 |STR_TIME: 0.21961617469787598
> STR_ID: 2i08 |STR_LEN: 127 |STR_TIME: 0.011936664581298828
> STR_ID: 2i0a |STR_LEN: 377 |STR_TIME: 0.06711816787719727
> STR_ID: 2i0b |STR_LEN: 1308 |STR_TIME: 0.13028693199157715
> STR_ID: 2i0c |STR_LEN: 719 |STR_TIME: 0.07858777046203613
> STR_ID: 2i0d |STR_LEN: 362 |STR_TIME: 0.03327798843383789
> STR_ID: 2i0e |STR_LEN: 748 |STR_TIME: 0.12595891952514648
> STR_ID: 2i0f |STR_LEN: 919 |STR_TIME: 0.10511302947998047
> STR_ID: 2i0g |STR_LEN: 462 |STR_TIME: 0.06083512306213379
> STR_ID: 2i0h |STR_LEN: 808 |STR_TIME: 0.09972906112670898
> STR_ID: 2i0i |STR_LEN: 337 |STR_TIME: 0.037592172622680664
> STR_ID: 2i0j |STR_LEN: 900 |STR_TIME: 0.12659811973571777
> STR_ID: 2i0k |STR_LEN: 1242 |STR_TIME: 0.12949395179748535
> STR_ID: 2i0l |STR_LEN: 345 |STR_TIME: 0.028353214263916016
> STR_ID: 2i0m |STR_LEN: 234 |STR_TIME: 0.030553102493286133
> STR_ID: 2i0n |STR_LEN: 80 |STR_TIME: 0.5070419311523438
> STR_ID: 2i0o |STR_LEN: 678 |STR_TIME: 0.05256223678588867
> STR_ID: 2i0q |STR_LEN: 1003 |STR_TIME: 0.17373108863830566
> STR_ID: 2i0r |STR_LEN: 2666 |STR_TIME: 0.18176507949829102
> STR_ID: 2i0s |STR_LEN: 2711 |STR_TIME: 0.21206283569335938
> STR_ID: 2i0t |STR_LEN: 2433 |STR_TIME: 0.2075481414794922
> STR_ID: 2i0u |STR_LEN: 459 |STR_TIME: 0.041855812072753906
> STR_ID: 2i0v |STR_LEN: 331 |STR_TIME: 0.04513096809387207
> STR_ID: 2i0w |STR_LEN: 275 |STR_TIME: 0.029231786727905273
> STR_ID: 2i0x |STR_LEN: 100 |STR_TIME: 0.012773275375366211
> STR_ID: 2i0y |STR_LEN: 391 |STR_TIME: 0.042726993560791016
> STR_ID: 2i0z |STR_LEN: 791 |STR_TIME: 0.12480568885803223
> STR_ID: 3i00 |STR_LEN: 221 |STR_TIME: 0.02988886833190918
> STR_ID: 3i01 |STR_LEN: 7051 |STR_TIME: 1.0350520610809326
> STR_ID: 3i02 |STR_LEN: 1110 |STR_TIME: 0.1313169002532959
> STR_ID: 3i03 |STR_LEN: 474 |STR_TIME: 0.023958206176757812
> STR_ID: 3i04 |STR_LEN: 7797 |STR_TIME: 1.0821499824523926
> STR_ID: 3i05 |STR_LEN: 659 |STR_TIME: 0.08953976631164551
> STR_ID: 3i06 |STR_LEN: 554 |STR_TIME: 0.12459588050842285
> STR_ID: 3i07 |STR_LEN: 571 |STR_TIME: 0.04727292060852051
> STR_ID: 3i08 |STR_LEN: 494 |STR_TIME: 0.06728076934814453
> STR_ID: 3i09 |STR_LEN: 1487 |STR_TIME: 0.12879610061645508
> STR_ID: 3i0a |STR_LEN: 625 |STR_TIME: 0.10497379302978516
> STR_ID: 3i0c |STR_LEN: 591 |STR_TIME: 0.04930615425109863
> STR_ID: 3i0d |STR_LEN: 475 |STR_TIME: 0.043112993240356445
> STR_ID: 3i0e |STR_LEN: 576 |STR_TIME: 0.04961514472961426
> STR_ID: 3i0f |STR_LEN: 579 |STR_TIME: 0.04667806625366211
> STR_ID: 3i0g |STR_LEN: 618 |STR_TIME: 0.05158114433288574
> STR_ID: 3i0h |STR_LEN: 476 |STR_TIME: 0.08182382583618164
> STR_ID: 3i0i |STR_LEN: 500 |STR_TIME: 0.04801487922668457
> STR_ID: 3i0j |STR_LEN: 541 |STR_TIME: 0.04628801345825195
> STR_ID: 3i0k |STR_LEN: 412 |STR_TIME: 0.044074058532714844
> STR_ID: 3i0l |STR_LEN: 593 |STR_TIME: 0.051973819732666016
> STR_ID: 3i0m |STR_LEN: 362 |STR_TIME: 0.04948902130126953
> STR_ID: 3i0n |STR_LEN: 850 |STR_TIME: 0.12987685203552246
> STR_ID: 3i0o |STR_LEN: 381 |STR_TIME: 0.049653053283691406
> STR_ID: 3i0p |STR_LEN: 461 |STR_TIME: 0.05461597442626953
> STR_ID: 3i0q |STR_LEN: 334 |STR_TIME: 0.05125999450683594
> STR_ID: 3i0r |STR_LEN: 951 |STR_TIME: 0.1770007610321045
> STR_ID: 3i0s |STR_LEN: 964 |STR_TIME: 0.14805293083190918
> STR_ID: 3i0t |STR_LEN: 531 |STR_TIME: 0.0628972053527832
> STR_ID: 3i0u |STR_LEN: 400 |STR_TIME: 0.09512090682983398
> STR_ID: 3i0v |STR_LEN: 436 |STR_TIME: 0.034552812576293945
> STR_ID: 3i0w |STR_LEN: 640 |STR_TIME: 0.06413412094116211
> STR_ID: 3i0x |STR_LEN: 559 |STR_TIME: 0.0585789680480957
> STR_ID: 3i0y |STR_LEN: 1098 |STR_TIME: 0.12947893142700195
> STR_ID: 3i0z |STR_LEN: 1618 |STR_TIME: 0.13269710540771484
> STR_ID: 4i00 |STR_LEN: 806 |STR_TIME: 0.08229994773864746
> STR_ID: 4i01 |STR_LEN: 489 |STR_TIME: 0.09314584732055664
> STR_ID: 4i02 |STR_LEN: 2156 |STR_TIME: 0.1995081901550293
> STR_ID: 4i03 |STR_LEN: 348 |STR_TIME: 0.0318448543548584
> STR_ID: 4i04 |STR_LEN: 1753 |STR_TIME: 0.282822847366333
> STR_ID: 4i05 |STR_LEN: 618 |STR_TIME: 0.06389307975769043
> STR_ID: 4i06 |STR_LEN: 1949 |STR_TIME: 0.1911778450012207
> STR_ID: 4i07 |STR_LEN: 682 |STR_TIME: 0.057311296463012695
> STR_ID: 4i08 |STR_LEN: 630 |STR_TIME: 0.12282276153564453
> STR_ID: 4i09 |STR_LEN: 531 |STR_TIME: 0.06339025497436523
> STR_ID: 4i0a |STR_LEN: 520 |STR_TIME: 0.061406850814819336
> STR_ID: 4i0b |STR_LEN: 733 |STR_TIME: 0.06601405143737793
> STR_ID: 4i0c |STR_LEN: 895 |STR_TIME: 0.13489294052124023
> STR_ID: 4i0d |STR_LEN: 771 |STR_TIME: 0.06887316703796387
> STR_ID: 4i0e |STR_LEN: 617 |STR_TIME: 0.06017899513244629
> STR_ID: 4i0f |STR_LEN: 744 |STR_TIME: 0.06705784797668457
> STR_ID: 4i0g |STR_LEN: 626 |STR_TIME: 0.09581732749938965
> STR_ID: 4i0h |STR_LEN: 1425 |STR_TIME: 0.16491103172302246
> STR_ID: 4i0i |STR_LEN: 1483 |STR_TIME: 0.19834494590759277
> STR_ID: 4i0j |STR_LEN: 618 |STR_TIME: 0.06082415580749512
> STR_ID: 4i0k |STR_LEN: 212 |STR_TIME: 0.02944493293762207
> STR_ID: 4i0n |STR_LEN: 528 |STR_TIME: 0.05416226387023926
> STR_ID: 4i0o |STR_LEN: 632 |STR_TIME: 0.13559436798095703
> STR_ID: 4i0p |STR_LEN: 1506 |STR_TIME: 0.25186610221862793
> STR_ID: 4i0r |STR_LEN: 345 |STR_TIME: 0.08120870590209961
> STR_ID: 4i0s |STR_LEN: 374 |STR_TIME: 0.05086684226989746
> STR_ID: 4i0t |STR_LEN: 418 |STR_TIME: 0.05586099624633789
> STR_ID: 4i0u |STR_LEN: 3758 |STR_TIME: 0.6438782215118408
> STR_ID: 4i0w |STR_LEN: 2081 |STR_TIME: 0.27204108238220215
> STR_ID: 4i0x |STR_LEN: 1263 |STR_TIME: 0.3641641139984131
> STR_ID: 4i0y |STR_LEN: 491 |STR_TIME: 0.08386993408203125
> STR_ID: 4i0z |STR_LEN: 646 |STR_TIME: 0.06285500526428223
> STR_ID: 5i00 |STR_LEN: 783 |STR_TIME: 0.08464503288269043
> STR_ID: 5i01 |STR_LEN: 838 |STR_TIME: 0.15636706352233887
> STR_ID: 5i02 |STR_LEN: 681 |STR_TIME: 0.0774531364440918
> STR_ID: 5i03 |STR_LEN: 584 |STR_TIME: 0.06989789009094238
> STR_ID: 5i06 |STR_LEN: 635 |STR_TIME: 0.10574007034301758
> STR_ID: 5i07 |STR_LEN: 1178 |STR_TIME: 0.13834691047668457
> STR_ID: 5i08 |STR_LEN: 2874 |STR_TIME: 0.47332096099853516
> STR_ID: 5i09 |STR_LEN: 759 |STR_TIME: 0.10803914070129395
> STR_ID: 5i0a |STR_LEN: 338 |STR_TIME: 0.028398752212524414
> STR_ID: 5i0b |STR_LEN: 290 |STR_TIME: 0.05311417579650879
> STR_ID: 5i0c |STR_LEN: 155 |STR_TIME: 0.019411802291870117
> STR_ID: 5i0d |STR_LEN: 4987 |STR_TIME: 0.6338059902191162
> STR_ID: 5i0e |STR_LEN: 990 |STR_TIME: 0.13564395904541016
> STR_ID: 5i0f |STR_LEN: 1351 |STR_TIME: 0.19980907440185547
> STR_ID: 5i0g |STR_LEN: 1118 |STR_TIME: 0.16776204109191895
> STR_ID: 5i0h |STR_LEN: 2741 |STR_TIME: 0.36382484436035156
> STR_ID: 5i0i |STR_LEN: 1992 |STR_TIME: 0.4049649238586426
> STR_ID: 5i0j |STR_LEN: 1324 |STR_TIME: 0.11009073257446289
> STR_ID: 5i0l |STR_LEN: 638 |STR_TIME: 0.1269080638885498
> STR_ID: 5i0m |STR_LEN: 1065 |STR_TIME: 0.10469388961791992
> STR_ID: 5i0n |STR_LEN: 715 |STR_TIME: 0.07662796974182129
> STR_ID: 5i0p |STR_LEN: 1660 |STR_TIME: 0.2785520553588867
> STR_ID: 5i0q |STR_LEN: 291 |STR_TIME: 0.03410983085632324
> STR_ID: 5i0r |STR_LEN: 510 |STR_TIME: 0.10629916191101074
> STR_ID: 5i0s |STR_LEN: 515 |STR_TIME: 0.07430291175842285
> STR_ID: 5i0t |STR_LEN: 501 |STR_TIME: 0.0773317813873291
> STR_ID: 5i0u |STR_LEN: 520 |STR_TIME: 0.0761101245880127
> STR_ID: 5i0v |STR_LEN: 581 |STR_TIME: 0.07825112342834473
> STR_ID: 5i0w |STR_LEN: 608 |STR_TIME: 0.06035470962524414
> STR_ID: 5i0x |STR_LEN: 660 |STR_TIME: 0.061151981353759766
> STR_ID: 5i0y |STR_LEN: 584 |STR_TIME: 0.051561832427978516
> STR_ID: 5i0z |STR_LEN: 590 |STR_TIME: 0.04950594902038574
>> FINISH_DIR: ./data/i/i0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 165 |DIR_TIME: 21.42595076560974 

>> START_DIR: ./data/i/i1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1i10 |STR_LEN: 3318 |STR_TIME: 0.4756920337677002
> STR_ID: 1i11 |STR_LEN: 70 |STR_TIME: 0.7819042205810547
> STR_ID: 1i12 |STR_LEN: 1254 |STR_TIME: 0.11677408218383789
> STR_ID: 1i13 |STR_LEN: 567 |STR_TIME: 0.05849599838256836
> STR_ID: 1i14 |STR_LEN: 609 |STR_TIME: 0.15897917747497559
> STR_ID: 1i16 |STR_LEN: 130 |STR_TIME: 0.786757230758667
> STR_ID: 1i17 |STR_LEN: 107 |STR_TIME: 0.7527239322662354
> STR_ID: 1i18 |STR_LEN: 196 |STR_TIME: 1.55649995803833
> STR_ID: 1i19 |STR_LEN: 2102 |STR_TIME: 0.2835202217102051
> STR_ID: 1i1a |STR_LEN: 808 |STR_TIME: 0.12573599815368652
> STR_ID: 1i1b |STR_LEN: 234 |STR_TIME: 0.023238182067871094
> STR_ID: 1i1c |STR_LEN: 426 |STR_TIME: 0.059638023376464844
> STR_ID: 1i1d |STR_LEN: 1174 |STR_TIME: 0.23033714294433594
> STR_ID: 1i1e |STR_LEN: 1644 |STR_TIME: 0.20218515396118164
> STR_ID: 1i1f |STR_LEN: 768 |STR_TIME: 0.14751815795898438
> STR_ID: 1i1g |STR_LEN: 280 |STR_TIME: 0.038651227951049805
> STR_ID: 1i1h |STR_LEN: 327 |STR_TIME: 0.03271007537841797
> STR_ID: 1i1i |STR_LEN: 839 |STR_TIME: 0.1011812686920166
> STR_ID: 1i1j |STR_LEN: 422 |STR_TIME: 0.07623076438903809
> STR_ID: 1i1k |STR_LEN: 1201 |STR_TIME: 0.13718390464782715
> STR_ID: 1i1l |STR_LEN: 1222 |STR_TIME: 0.1427016258239746
> STR_ID: 1i1m |STR_LEN: 1213 |STR_TIME: 0.16552972793579102
> STR_ID: 1i1n |STR_LEN: 504 |STR_TIME: 0.037438154220581055
> STR_ID: 1i1o |STR_LEN: 290 |STR_TIME: 0.02502894401550293
> STR_ID: 1i1p |STR_LEN: 157 |STR_TIME: 0.009435176849365234
> STR_ID: 1i1q |STR_LEN: 825 |STR_TIME: 0.1346149444580078
> STR_ID: 1i1r |STR_LEN: 838 |STR_TIME: 0.0766289234161377
> STR_ID: 1i1s |STR_LEN: 96 |STR_TIME: 0.6305451393127441
> STR_ID: 1i1w |STR_LEN: 739 |STR_TIME: 0.11082172393798828
> STR_ID: 1i1x |STR_LEN: 567 |STR_TIME: 0.10093808174133301
> STR_ID: 1i1y |STR_LEN: 967 |STR_TIME: 0.192702054977417
> STR_ID: 1i1z |STR_LEN: 250 |STR_TIME: 0.02061605453491211
> STR_ID: 2i10 |STR_LEN: 501 |STR_TIME: 0.0551149845123291
> STR_ID: 2i13 |STR_LEN: 815 |STR_TIME: 0.08125686645507812
> STR_ID: 2i14 |STR_LEN: 2417 |STR_TIME: 0.40790390968322754
> STR_ID: 2i15 |STR_LEN: 433 |STR_TIME: 0.08291292190551758
> STR_ID: 2i16 |STR_LEN: 927 |STR_TIME: 0.10864090919494629
> STR_ID: 2i17 |STR_LEN: 927 |STR_TIME: 0.09774088859558105
> STR_ID: 2i18 |STR_LEN: 65 |STR_TIME: 0.32832884788513184
> STR_ID: 2i19 |STR_LEN: 1094 |STR_TIME: 0.15192413330078125
> STR_ID: 2i1a |STR_LEN: 609 |STR_TIME: 0.06820821762084961
> STR_ID: 2i1b |STR_LEN: 321 |STR_TIME: 0.02470111846923828
> STR_ID: 2i1d |STR_LEN: 14 |STR_TIME: 0.0984492301940918
> STR_ID: 2i1e |STR_LEN: 14 |STR_TIME: 0.0953969955444336
> STR_ID: 2i1f |STR_LEN: 14 |STR_TIME: 0.1579749584197998
> STR_ID: 2i1g |STR_LEN: 14 |STR_TIME: 0.09923696517944336
> STR_ID: 2i1h |STR_LEN: 14 |STR_TIME: 0.09289765357971191
> STR_ID: 2i1i |STR_LEN: 14 |STR_TIME: 0.1337742805480957
> STR_ID: 2i1j |STR_LEN: 898 |STR_TIME: 0.08236074447631836
> STR_ID: 2i1k |STR_LEN: 590 |STR_TIME: 0.08385515213012695
> STR_ID: 2i1l |STR_LEN: 619 |STR_TIME: 0.11652088165283203
> STR_ID: 2i1m |STR_LEN: 488 |STR_TIME: 0.047570228576660156
> STR_ID: 2i1n |STR_LEN: 396 |STR_TIME: 0.03207135200500488
> STR_ID: 2i1o |STR_LEN: 523 |STR_TIME: 0.060755014419555664
> STR_ID: 2i1p |STR_LEN: 49 |STR_TIME: 0.29084110260009766
> STR_ID: 2i1q |STR_LEN: 466 |STR_TIME: 0.0453188419342041
> STR_ID: 2i1r |STR_LEN: 1348 |STR_TIME: 0.21026301383972168
> STR_ID: 2i1s |STR_LEN: 516 |STR_TIME: 0.05572319030761719
> STR_ID: 2i1t |STR_LEN: 36 |STR_TIME: 0.18184399604797363
> STR_ID: 2i1u |STR_LEN: 265 |STR_TIME: 0.023170948028564453
> STR_ID: 2i1v |STR_LEN: 675 |STR_TIME: 0.11227107048034668
> STR_ID: 2i1w |STR_LEN: 1413 |STR_TIME: 0.15196609497070312
> STR_ID: 2i1x |STR_LEN: 260 |STR_TIME: 0.03838396072387695
> STR_ID: 2i1y |STR_LEN: 885 |STR_TIME: 0.11975908279418945
> STR_ID: 3i10 |STR_LEN: 655 |STR_TIME: 0.05532097816467285
> STR_ID: 3i11 |STR_LEN: 455 |STR_TIME: 0.04770302772521973
> STR_ID: 3i12 |STR_LEN: 1728 |STR_TIME: 0.22549676895141602
> STR_ID: 3i13 |STR_LEN: 436 |STR_TIME: 0.03608202934265137
> STR_ID: 3i14 |STR_LEN: 471 |STR_TIME: 0.04296302795410156
> STR_ID: 3i15 |STR_LEN: 481 |STR_TIME: 0.0380406379699707
> STR_ID: 3i16 |STR_LEN: 2733 |STR_TIME: 0.3106851577758789
> STR_ID: 3i17 |STR_LEN: 498 |STR_TIME: 0.05008506774902344
> STR_ID: 3i18 |STR_LEN: 218 |STR_TIME: 0.016021013259887695
> STR_ID: 3i19 |STR_LEN: 452 |STR_TIME: 0.048393964767456055
> STR_ID: 3i1a |STR_LEN: 1523 |STR_TIME: 0.17355012893676758
> STR_ID: 3i1c |STR_LEN: 663 |STR_TIME: 0.05276226997375488
> STR_ID: 3i1d |STR_LEN: 32 |STR_TIME: 0.008651971817016602
> STR_ID: 3i1e |STR_LEN: 202 |STR_TIME: 0.026263952255249023
> STR_ID: 3i1f |STR_LEN: 1191 |STR_TIME: 0.18775010108947754
> STR_ID: 3i1g |STR_LEN: 54 |STR_TIME: 0.006908893585205078
> STR_ID: 3i1h |STR_LEN: 189 |STR_TIME: 0.024328947067260742
> STR_ID: 3i1i |STR_LEN: 1096 |STR_TIME: 0.11979103088378906
> STR_ID: 3i1j |STR_LEN: 828 |STR_TIME: 0.10841798782348633
> STR_ID: 3i1k |STR_LEN: 1623 |STR_TIME: 0.17052698135375977
> STR_ID: 3i1l |STR_LEN: 1119 |STR_TIME: 0.19624900817871094
> STR_ID: 3i1u |STR_LEN: 635 |STR_TIME: 0.051077842712402344
> STR_ID: 3i1y |STR_LEN: 583 |STR_TIME: 0.0794990062713623
> STR_ID: 4i10 |STR_LEN: 641 |STR_TIME: 0.061543941497802734
> STR_ID: 4i11 |STR_LEN: 716 |STR_TIME: 0.11501193046569824
> STR_ID: 4i12 |STR_LEN: 541 |STR_TIME: 0.05701303482055664
> STR_ID: 4i13 |STR_LEN: 672 |STR_TIME: 0.05831718444824219
> STR_ID: 4i14 |STR_LEN: 656 |STR_TIME: 0.10593414306640625
> STR_ID: 4i15 |STR_LEN: 1074 |STR_TIME: 0.13234806060791016
> STR_ID: 4i16 |STR_LEN: 183 |STR_TIME: 0.01955580711364746
> STR_ID: 4i17 |STR_LEN: 339 |STR_TIME: 0.04728507995605469
> STR_ID: 4i18 |STR_LEN: 1278 |STR_TIME: 0.2134239673614502
> STR_ID: 4i19 |STR_LEN: 589 |STR_TIME: 0.07432794570922852
> STR_ID: 4i1a |STR_LEN: 661 |STR_TIME: 0.11915206909179688
> STR_ID: 4i1b |STR_LEN: 242 |STR_TIME: 0.02747488021850586
> STR_ID: 4i1c |STR_LEN: 518 |STR_TIME: 0.09781885147094727
> STR_ID: 4i1d |STR_LEN: 1603 |STR_TIME: 0.268726110458374
> STR_ID: 4i1e |STR_LEN: 583 |STR_TIME: 0.08151698112487793
> STR_ID: 4i1f |STR_LEN: 582 |STR_TIME: 0.04846811294555664
> STR_ID: 4i1g |STR_LEN: 31 |STR_TIME: 0.0034570693969726562
> STR_ID: 4i1h |STR_LEN: 577 |STR_TIME: 0.0534968376159668
> STR_ID: 4i1i |STR_LEN: 1265 |STR_TIME: 0.1608281135559082
> STR_ID: 4i1k |STR_LEN: 606 |STR_TIME: 0.052693843841552734
> STR_ID: 4i1l |STR_LEN: 89 |STR_TIME: 0.011188983917236328
> STR_ID: 4i1m |STR_LEN: 883 |STR_TIME: 0.14274120330810547
> STR_ID: 4i1n |STR_LEN: 590 |STR_TIME: 0.08692193031311035
> STR_ID: 4i1o |STR_LEN: 1995 |STR_TIME: 0.3640570640563965
> STR_ID: 4i1p |STR_LEN: 895 |STR_TIME: 0.14104199409484863
> STR_ID: 4i1q |STR_LEN: 460 |STR_TIME: 0.09669709205627441
> STR_ID: 4i1r |STR_LEN: 380 |STR_TIME: 0.06409597396850586
> STR_ID: 4i1s |STR_LEN: 402 |STR_TIME: 0.0530400276184082
> STR_ID: 4i1t |STR_LEN: 169 |STR_TIME: 0.03241610527038574
> STR_ID: 4i1u |STR_LEN: 715 |STR_TIME: 0.08173108100891113
> STR_ID: 4i1v |STR_LEN: 464 |STR_TIME: 0.10311675071716309
> STR_ID: 4i1w |STR_LEN: 3620 |STR_TIME: 0.34315013885498047
> STR_ID: 4i1y |STR_LEN: 1114 |STR_TIME: 0.1710221767425537
> STR_ID: 4i1z |STR_LEN: 338 |STR_TIME: 0.08243799209594727
> STR_ID: 5i10 |STR_LEN: 290 |STR_TIME: 0.05371856689453125
> STR_ID: 5i11 |STR_LEN: 80 |STR_TIME: 0.01907515525817871
> STR_ID: 5i12 |STR_LEN: 283 |STR_TIME: 0.03853201866149902
> STR_ID: 5i13 |STR_LEN: 216 |STR_TIME: 0.029618024826049805
> STR_ID: 5i14 |STR_LEN: 440 |STR_TIME: 0.04022097587585449
> STR_ID: 5i15 |STR_LEN: 430 |STR_TIME: 0.059969186782836914
> STR_ID: 5i16 |STR_LEN: 1327 |STR_TIME: 0.16907787322998047
> STR_ID: 5i17 |STR_LEN: 857 |STR_TIME: 0.1160740852355957
> STR_ID: 5i18 |STR_LEN: 833 |STR_TIME: 0.07149410247802734
> STR_ID: 5i19 |STR_LEN: 434 |STR_TIME: 0.09342074394226074
> STR_ID: 5i1a |STR_LEN: 1284 |STR_TIME: 0.12657380104064941
> STR_ID: 5i1b |STR_LEN: 251 |STR_TIME: 0.0256502628326416
> STR_ID: 5i1c |STR_LEN: 654 |STR_TIME: 0.06315183639526367
> STR_ID: 5i1d |STR_LEN: 1502 |STR_TIME: 0.17403101921081543
> STR_ID: 5i1e |STR_LEN: 520 |STR_TIME: 0.059313058853149414
> STR_ID: 5i1f |STR_LEN: 475 |STR_TIME: 0.05840492248535156
> STR_ID: 5i1g |STR_LEN: 495 |STR_TIME: 0.09628438949584961
> STR_ID: 5i1h |STR_LEN: 499 |STR_TIME: 0.061489105224609375
> STR_ID: 5i1i |STR_LEN: 449 |STR_TIME: 0.0604710578918457
> STR_ID: 5i1j |STR_LEN: 624 |STR_TIME: 0.06467294692993164
> STR_ID: 5i1k |STR_LEN: 961 |STR_TIME: 0.07476592063903809
> STR_ID: 5i1l |STR_LEN: 1324 |STR_TIME: 0.19806909561157227
> STR_ID: 5i1m |STR_LEN: 458 |STR_TIME: 0.04891014099121094
> STR_ID: 5i1n |STR_LEN: 590 |STR_TIME: 0.12470507621765137
> STR_ID: 5i1o |STR_LEN: 574 |STR_TIME: 0.111785888671875
> STR_ID: 5i1p |STR_LEN: 431 |STR_TIME: 0.09264469146728516
> STR_ID: 5i1q |STR_LEN: 311 |STR_TIME: 0.03039407730102539
> STR_ID: 5i1r |STR_LEN: 57 |STR_TIME: 1.1872639656066895
> STR_ID: 5i1s |STR_LEN: 439 |STR_TIME: 0.10916924476623535
> STR_ID: 5i1t |STR_LEN: 438 |STR_TIME: 0.058586835861206055
> STR_ID: 5i1u |STR_LEN: 1254 |STR_TIME: 0.13459420204162598
> STR_ID: 5i1v |STR_LEN: 3381 |STR_TIME: 0.5926740169525146
> STR_ID: 5i1w |STR_LEN: 2600 |STR_TIME: 0.3479330539703369
> STR_ID: 5i1x |STR_LEN: 36 |STR_TIME: 0.20954608917236328
> STR_ID: 5i1y |STR_LEN: 316 |STR_TIME: 0.10039019584655762
> STR_ID: 5i1z |STR_LEN: 2585 |STR_TIME: 0.23166894912719727
> STR_ID: 6i1b |STR_LEN: 160 |STR_TIME: 0.08104991912841797
> STR_ID: 7i1b |STR_LEN: 160 |STR_TIME: 1.7909297943115234
> STR_ID: 8i1b |STR_LEN: 232 |STR_TIME: 0.023161888122558594
>> FINISH_DIR: ./data/i/i1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 325 |DIR_TIME: 25.34309673309326 

>> START_DIR: ./data/i/i2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1i20 |STR_LEN: 212 |STR_TIME: 0.019720077514648438
> STR_ID: 1i21 |STR_LEN: 1195 |STR_TIME: 0.1416339874267578
> STR_ID: 1i22 |STR_LEN: 841 |STR_TIME: 0.2155759334564209
> STR_ID: 1i24 |STR_LEN: 783 |STR_TIME: 0.06501507759094238
