>> START_DIR: ./data/c/c0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1c01 |STR_LEN: 76 |STR_TIME: 0.5504021644592285
> STR_ID: 3c0v |STR_LEN: 1197 |STR_TIME: 0.12086987495422363
> STR_ID: 3c0w |STR_LEN: 373 |STR_TIME: 0.05724906921386719
> STR_ID: 3c0x |STR_LEN: 332 |STR_TIME: 0.05727815628051758
> STR_ID: 3c0y |STR_LEN: 1473 |STR_TIME: 0.28453707695007324
> STR_ID: 3c0z |STR_LEN: 1457 |STR_TIME: 0.20221805572509766
> STR_ID: 4c00 |STR_LEN: 791 |STR_TIME: 0.22532916069030762
> STR_ID: 4c01 |STR_LEN: 2701 |STR_TIME: 0.40714287757873535
> STR_ID: 4c02 |STR_LEN: 674 |STR_TIME: 0.11806011199951172
> STR_ID: 4c03 |STR_LEN: 1258 |STR_TIME: 0.2969799041748047
> STR_ID: 4c04 |STR_LEN: 552 |STR_TIME: 0.12030410766601562
> STR_ID: 4c05 |STR_LEN: 392 |STR_TIME: 0.06870818138122559
> STR_ID: 4c06 |STR_LEN: 682 |STR_TIME: 0.17331290245056152
> STR_ID: 4c07 |STR_LEN: 591 |STR_TIME: 0.11236095428466797
> STR_ID: 4c08 |STR_LEN: 645 |STR_TIME: 0.12694120407104492
> STR_ID: 4c09 |STR_LEN: 510 |STR_TIME: 0.0863790512084961
> STR_ID: 4c0a |STR_LEN: 2061 |STR_TIME: 0.49749302864074707
> STR_ID: 4c0b |STR_LEN: 969 |STR_TIME: 0.21471214294433594
> STR_ID: 4c0c |STR_LEN: 588 |STR_TIME: 0.0683131217956543
> STR_ID: 4c0d |STR_LEN: 845 |STR_TIME: 0.1275310516357422
> STR_ID: 4c0e |STR_LEN: 2047 |STR_TIME: 0.496013879776001
> STR_ID: 4c0f |STR_LEN: 513 |STR_TIME: 0.15981698036193848
> STR_ID: 4c0g |STR_LEN: 639 |STR_TIME: 0.271730899810791
> STR_ID: 4c0h |STR_LEN: 935 |STR_TIME: 0.19391822814941406
> STR_ID: 4c0j |STR_LEN: 470 |STR_TIME: 0.06743502616882324
> STR_ID: 4c0k |STR_LEN: 481 |STR_TIME: 0.10719013214111328
> STR_ID: 4c0l |STR_LEN: 430 |STR_TIME: 0.06453084945678711
> STR_ID: 4c0m |STR_LEN: 563 |STR_TIME: 0.09899020195007324
> STR_ID: 4c0n |STR_LEN: 268 |STR_TIME: 0.03910398483276367
> STR_ID: 4c0o |STR_LEN: 2042 |STR_TIME: 0.46136021614074707
> STR_ID: 4c0p |STR_LEN: 3561 |STR_TIME: 0.7796568870544434
> STR_ID: 4c0q |STR_LEN: 1968 |STR_TIME: 0.6363611221313477
> STR_ID: 4c0r |STR_LEN: 1196 |STR_TIME: 0.36748194694519043
> STR_ID: 4c0s |STR_LEN: 906 |STR_TIME: 0.25788187980651855
> STR_ID: 4c0t |STR_LEN: 291 |STR_TIME: 0.13147878646850586
> STR_ID: 4c0u |STR_LEN: 1148 |STR_TIME: 0.3122589588165283
> STR_ID: 4c0w |STR_LEN: 506 |STR_TIME: 0.07089900970458984
> STR_ID: 4c0x |STR_LEN: 461 |STR_TIME: 0.03894400596618652
> STR_ID: 4c0y |STR_LEN: 1148 |STR_TIME: 0.20907306671142578
> STR_ID: 4c0z |STR_LEN: 3499 |STR_TIME: 1.159925937652588
> STR_ID: 5c00 |STR_LEN: 1190 |STR_TIME: 0.8281688690185547
> STR_ID: 5c01 |STR_LEN: 769 |STR_TIME: 0.20848679542541504
> STR_ID: 5c02 |STR_LEN: 54 |STR_TIME: 0.04920601844787598
> STR_ID: 5c03 |STR_LEN: 833 |STR_TIME: 0.42024803161621094
> STR_ID: 5c04 |STR_LEN: 473 |STR_TIME: 0.10115408897399902
> STR_ID: 5c05 |STR_LEN: 1986 |STR_TIME: 0.4183030128479004
> STR_ID: 5c07 |STR_LEN: 2235 |STR_TIME: 0.6554460525512695
> STR_ID: 5c08 |STR_LEN: 1896 |STR_TIME: 0.6083037853240967
> STR_ID: 5c09 |STR_LEN: 1751 |STR_TIME: 0.5120389461517334
> STR_ID: 5c0a |STR_LEN: 1852 |STR_TIME: 0.501305103302002
> STR_ID: 5c0b |STR_LEN: 2199 |STR_TIME: 0.6683151721954346
> STR_ID: 5c0c |STR_LEN: 2277 |STR_TIME: 0.4934241771697998
> STR_ID: 5c0d |STR_LEN: 875 |STR_TIME: 0.1096181869506836
> STR_ID: 5c0e |STR_LEN: 811 |STR_TIME: 0.11921405792236328
> STR_ID: 5c0f |STR_LEN: 870 |STR_TIME: 0.19936609268188477
> STR_ID: 5c0g |STR_LEN: 781 |STR_TIME: 0.12165379524230957
> STR_ID: 5c0i |STR_LEN: 674 |STR_TIME: 0.1053009033203125
> STR_ID: 5c0j |STR_LEN: 527 |STR_TIME: 0.1430678367614746
> STR_ID: 5c0k |STR_LEN: 234 |STR_TIME: 0.02662491798400879
> STR_ID: 5c0l |STR_LEN: 164 |STR_TIME: 0.023990154266357422
> STR_ID: 5c0m |STR_LEN: 745 |STR_TIME: 0.08894896507263184
> STR_ID: 5c0n |STR_LEN: 1124 |STR_TIME: 0.25255799293518066
> STR_ID: 5c0o |STR_LEN: 1055 |STR_TIME: 0.18265175819396973
> STR_ID: 5c0p |STR_LEN: 586 |STR_TIME: 0.08151817321777344
> STR_ID: 5c0q |STR_LEN: 1817 |STR_TIME: 0.3984839916229248
> STR_ID: 5c0r |STR_LEN: 717 |STR_TIME: 0.3354158401489258
> STR_ID: 5c0s |STR_LEN: 675 |STR_TIME: 0.1576690673828125
> STR_ID: 5c0t |STR_LEN: 671 |STR_TIME: 0.16585302352905273
> STR_ID: 5c0u |STR_LEN: 741 |STR_TIME: 0.10500502586364746
> STR_ID: 5c0v |STR_LEN: 768 |STR_TIME: 0.15304827690124512
> STR_ID: 5c0w |STR_LEN: 3995 |STR_TIME: 1.1243019104003906
> STR_ID: 5c0x |STR_LEN: 3665 |STR_TIME: 1.0590708255767822
> STR_ID: 5c0y |STR_LEN: 1377 |STR_TIME: 0.31381893157958984
> STR_ID: 5c0z |STR_LEN: 961 |STR_TIME: 0.1258549690246582
>> FINISH_DIR: ./data/c/c0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 167 |DIR_TIME: 35.59208607673645 

>> START_DIR: ./data/c/c1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1c10 |STR_LEN: 208 |STR_TIME: 0.02394580841064453
> STR_ID: 1c11 |STR_LEN: 22 |STR_TIME: 0.18432068824768066
> STR_ID: 1c12 |STR_LEN: 549 |STR_TIME: 0.07379603385925293
> STR_ID: 1c14 |STR_LEN: 753 |STR_TIME: 0.0916450023651123
> STR_ID: 1c15 |STR_LEN: 97 |STR_TIME: 0.6538140773773193
> STR_ID: 1c16 |STR_LEN: 1430 |STR_TIME: 0.33129215240478516
> STR_ID: 1c17 |STR_LEN: 1090 |STR_TIME: 0.4970071315765381
> STR_ID: 1c1a |STR_LEN: 430 |STR_TIME: 0.07021117210388184
> STR_ID: 1c1b |STR_LEN: 1009 |STR_TIME: 0.24002289772033691
> STR_ID: 1c1c |STR_LEN: 1096 |STR_TIME: 0.1869819164276123
> STR_ID: 1c1d |STR_LEN: 1637 |STR_TIME: 0.19485187530517578
> STR_ID: 1c1e |STR_LEN: 632 |STR_TIME: 0.08032107353210449
> STR_ID: 1c1f |STR_LEN: 216 |STR_TIME: 0.03096294403076172
> STR_ID: 1c1g |STR_LEN: 1136 |STR_TIME: 0.2722141742706299
> STR_ID: 1c1h |STR_LEN: 652 |STR_TIME: 0.06573200225830078
> STR_ID: 1c1j |STR_LEN: 543 |STR_TIME: 0.08905291557312012
> STR_ID: 1c1k |STR_LEN: 529 |STR_TIME: 0.047246694564819336
> STR_ID: 1c1l |STR_LEN: 221 |STR_TIME: 0.024287939071655273
> STR_ID: 1c1m |STR_LEN: 371 |STR_TIME: 0.04499506950378418
> STR_ID: 1c1n |STR_LEN: 438 |STR_TIME: 0.13022708892822266
> STR_ID: 1c1o |STR_LEN: 457 |STR_TIME: 0.09294795989990234
> STR_ID: 1c1p |STR_LEN: 467 |STR_TIME: 0.10874700546264648
> STR_ID: 1c1q |STR_LEN: 442 |STR_TIME: 0.08764481544494629
> STR_ID: 1c1r |STR_LEN: 445 |STR_TIME: 0.14379286766052246
> STR_ID: 1c1s |STR_LEN: 508 |STR_TIME: 0.10913610458374023
> STR_ID: 1c1t |STR_LEN: 459 |STR_TIME: 0.0924382209777832
> STR_ID: 1c1u |STR_LEN: 590 |STR_TIME: 0.13143205642700195
> STR_ID: 1c1v |STR_LEN: 566 |STR_TIME: 0.18221116065979004
> STR_ID: 1c1w |STR_LEN: 543 |STR_TIME: 0.13034701347351074
> STR_ID: 1c1x |STR_LEN: 1552 |STR_TIME: 0.19025206565856934
> STR_ID: 1c1y |STR_LEN: 330 |STR_TIME: 0.053475141525268555
> STR_ID: 1c1z |STR_LEN: 359 |STR_TIME: 0.06539726257324219
> STR_ID: 2c10 |STR_LEN: 3458 |STR_TIME: 0.7030351161956787
> STR_ID: 2c11 |STR_LEN: 2824 |STR_TIME: 0.639354944229126
> STR_ID: 2c12 |STR_LEN: 3724 |STR_TIME: 0.7019128799438477
> STR_ID: 2c13 |STR_LEN: 1131 |STR_TIME: 0.15900492668151855
> STR_ID: 2c14 |STR_LEN: 1388 |STR_TIME: 0.2531771659851074
> STR_ID: 2c15 |STR_LEN: 1633 |STR_TIME: 0.17724394798278809
> STR_ID: 2c16 |STR_LEN: 1316 |STR_TIME: 0.20343875885009766
> STR_ID: 2c18 |STR_LEN: 1315 |STR_TIME: 0.15762615203857422
> STR_ID: 2c19 |STR_LEN: 1326 |STR_TIME: 0.22501611709594727
> STR_ID: 2c1a |STR_LEN: 773 |STR_TIME: 0.149522066116333
> STR_ID: 2c1b |STR_LEN: 806 |STR_TIME: 0.11416292190551758
> STR_ID: 2c1c |STR_LEN: 975 |STR_TIME: 0.26565122604370117
> STR_ID: 2c1d |STR_LEN: 3779 |STR_TIME: 0.7041490077972412
> STR_ID: 2c1e |STR_LEN: 669 |STR_TIME: 0.10175395011901855
> STR_ID: 2c1f |STR_LEN: 394 |STR_TIME: 0.08411216735839844
> STR_ID: 2c1g |STR_LEN: 566 |STR_TIME: 0.14774227142333984
> STR_ID: 2c1h |STR_LEN: 896 |STR_TIME: 0.24043798446655273
> STR_ID: 2c1i |STR_LEN: 598 |STR_TIME: 0.2942929267883301
> STR_ID: 2c1j |STR_LEN: 562 |STR_TIME: 0.28399205207824707
> STR_ID: 2c1l |STR_LEN: 1210 |STR_TIME: 0.2151167392730713
> STR_ID: 2c1m |STR_LEN: 586 |STR_TIME: 0.30818724632263184
> STR_ID: 2c1n |STR_LEN: 706 |STR_TIME: 0.3022129535675049
> STR_ID: 2c1o |STR_LEN: 1062 |STR_TIME: 0.3309140205383301
> STR_ID: 2c1p |STR_LEN: 1299 |STR_TIME: 0.37403202056884766
> STR_ID: 2c1q |STR_LEN: 186 |STR_TIME: 0.049690961837768555
> STR_ID: 2c1s |STR_LEN: 460 |STR_TIME: 0.09692907333374023
> STR_ID: 2c1t |STR_LEN: 1072 |STR_TIME: 0.24546408653259277
> STR_ID: 2c1u |STR_LEN: 2149 |STR_TIME: 0.4705390930175781
> STR_ID: 2c1v |STR_LEN: 1735 |STR_TIME: 0.26524901390075684
> STR_ID: 2c1w |STR_LEN: 1261 |STR_TIME: 0.36248111724853516
> STR_ID: 2c1x |STR_LEN: 806 |STR_TIME: 0.1416759490966797
> STR_ID: 2c1y |STR_LEN: 414 |STR_TIME: 0.2034468650817871
> STR_ID: 2c1z |STR_LEN: 747 |STR_TIME: 0.12827610969543457
> STR_ID: 3c10 |STR_LEN: 1584 |STR_TIME: 0.3456110954284668
> STR_ID: 3c11 |STR_LEN: 514 |STR_TIME: 0.0818629264831543
> STR_ID: 3c12 |STR_LEN: 169 |STR_TIME: 0.029632091522216797
> STR_ID: 3c13 |STR_LEN: 631 |STR_TIME: 0.09960412979125977
> STR_ID: 3c14 |STR_LEN: 746 |STR_TIME: 0.19355535507202148
> STR_ID: 3c15 |STR_LEN: 730 |STR_TIME: 0.3144359588623047
> STR_ID: 3c16 |STR_LEN: 720 |STR_TIME: 0.22087717056274414
> STR_ID: 3c17 |STR_LEN: 1073 |STR_TIME: 0.19428110122680664
> STR_ID: 3c18 |STR_LEN: 1414 |STR_TIME: 0.3980112075805664
> STR_ID: 3c19 |STR_LEN: 191 |STR_TIME: 0.061483144760131836
> STR_ID: 3c1a |STR_LEN: 1261 |STR_TIME: 0.18179798126220703
> STR_ID: 3c1b |STR_LEN: 1841 |STR_TIME: 0.49645495414733887
> STR_ID: 3c1c |STR_LEN: 1327 |STR_TIME: 0.33094286918640137
> STR_ID: 3c1d |STR_LEN: 608 |STR_TIME: 0.2011427879333496
> STR_ID: 3c1e |STR_LEN: 236 |STR_TIME: 0.09769487380981445
> STR_ID: 3c1f |STR_LEN: 185 |STR_TIME: 0.037206172943115234
> STR_ID: 3c1g |STR_LEN: 454 |STR_TIME: 0.08359217643737793
> STR_ID: 3c1h |STR_LEN: 496 |STR_TIME: 0.12406301498413086
> STR_ID: 3c1i |STR_LEN: 492 |STR_TIME: 0.056832075119018555
> STR_ID: 3c1j |STR_LEN: 487 |STR_TIME: 0.05573296546936035
> STR_ID: 3c1k |STR_LEN: 439 |STR_TIME: 0.05315899848937988
> STR_ID: 3c1l |STR_LEN: 2940 |STR_TIME: 0.4200308322906494
> STR_ID: 3c1m |STR_LEN: 2503 |STR_TIME: 0.39304113388061523
> STR_ID: 3c1n |STR_LEN: 1903 |STR_TIME: 0.3675210475921631
> STR_ID: 3c1o |STR_LEN: 525 |STR_TIME: 0.05714297294616699
> STR_ID: 3c1p |STR_LEN: 172 |STR_TIME: 0.02342820167541504
> STR_ID: 3c1q |STR_LEN: 571 |STR_TIME: 0.04780697822570801
> STR_ID: 3c1r |STR_LEN: 228 |STR_TIME: 0.0887918472290039
> STR_ID: 3c1s |STR_LEN: 181 |STR_TIME: 0.01996612548828125
> STR_ID: 3c1t |STR_LEN: 2072 |STR_TIME: 0.2574119567871094
> STR_ID: 3c1u |STR_LEN: 589 |STR_TIME: 0.1693711280822754
> STR_ID: 3c1v |STR_LEN: 940 |STR_TIME: 0.10335183143615723
> STR_ID: 3c1x |STR_LEN: 383 |STR_TIME: 0.05267500877380371
> STR_ID: 3c1y |STR_LEN: 916 |STR_TIME: 0.12646007537841797
> STR_ID: 3c1z |STR_LEN: 809 |STR_TIME: 0.15987205505371094
> STR_ID: 4c10 |STR_LEN: 1285 |STR_TIME: 0.18799829483032227
> STR_ID: 4c11 |STR_LEN: 1624 |STR_TIME: 0.3628389835357666
> STR_ID: 4c12 |STR_LEN: 989 |STR_TIME: 0.11572599411010742
> STR_ID: 4c13 |STR_LEN: 709 |STR_TIME: 0.29295897483825684
> STR_ID: 4c14 |STR_LEN: 345 |STR_TIME: 0.06411910057067871
> STR_ID: 4c16 |STR_LEN: 1109 |STR_TIME: 0.11529397964477539
> STR_ID: 4c18 |STR_LEN: 239 |STR_TIME: 0.025735139846801758
> STR_ID: 4c1a |STR_LEN: 259 |STR_TIME: 0.058094024658203125
> STR_ID: 4c1b |STR_LEN: 571 |STR_TIME: 0.2451648712158203
> STR_ID: 4c1c |STR_LEN: 492 |STR_TIME: 0.058094024658203125
> STR_ID: 4c1d |STR_LEN: 910 |STR_TIME: 0.19681978225708008
> STR_ID: 4c1e |STR_LEN: 1013 |STR_TIME: 0.11193990707397461
> STR_ID: 4c1f |STR_LEN: 604 |STR_TIME: 0.08900904655456543
> STR_ID: 4c1g |STR_LEN: 658 |STR_TIME: 0.08988523483276367
> STR_ID: 4c1h |STR_LEN: 521 |STR_TIME: 0.09295296669006348
> STR_ID: 4c1i |STR_LEN: 1543 |STR_TIME: 0.22619175910949707
> STR_ID: 4c1k |STR_LEN: 2007 |STR_TIME: 0.3190572261810303
> STR_ID: 4c1l |STR_LEN: 955 |STR_TIME: 0.0966482162475586
> STR_ID: 4c1m |STR_LEN: 1838 |STR_TIME: 0.2667877674102783
> STR_ID: 4c1n |STR_LEN: 6246 |STR_TIME: 1.0655720233917236
> STR_ID: 4c1o |STR_LEN: 1372 |STR_TIME: 0.2641608715057373
> STR_ID: 4c1p |STR_LEN: 1012 |STR_TIME: 0.3563981056213379
> STR_ID: 4c1q |STR_LEN: 407 |STR_TIME: 0.06099104881286621
> STR_ID: 4c1r |STR_LEN: 1893 |STR_TIME: 0.26880598068237305
> STR_ID: 4c1s |STR_LEN: 1052 |STR_TIME: 0.13372492790222168
> STR_ID: 4c1t |STR_LEN: 452 |STR_TIME: 0.12107324600219727
> STR_ID: 4c1u |STR_LEN: 622 |STR_TIME: 0.13718700408935547
> STR_ID: 4c1w |STR_LEN: 360 |STR_TIME: 0.03702902793884277
> STR_ID: 4c1x |STR_LEN: 340 |STR_TIME: 0.0343930721282959
> STR_ID: 4c1y |STR_LEN: 1415 |STR_TIME: 0.2555263042449951
> STR_ID: 5c10 |STR_LEN: 520 |STR_TIME: 0.09299468994140625
> STR_ID: 5c11 |STR_LEN: 61 |STR_TIME: 0.009865999221801758
> STR_ID: 5c12 |STR_LEN: 562 |STR_TIME: 0.08680081367492676
> STR_ID: 5c13 |STR_LEN: 346 |STR_TIME: 0.12253904342651367
> STR_ID: 5c14 |STR_LEN: 441 |STR_TIME: 0.08019876480102539
> STR_ID: 5c15 |STR_LEN: 503 |STR_TIME: 0.08353400230407715
> STR_ID: 5c16 |STR_LEN: 2606 |STR_TIME: 0.5411951541900635
> STR_ID: 5c17 |STR_LEN: 488 |STR_TIME: 0.08642196655273438
> STR_ID: 5c18 |STR_LEN: 4398 |STR_TIME: 2.02354097366333
> STR_ID: 5c19 |STR_LEN: 4203 |STR_TIME: 1.4214510917663574
> STR_ID: 5c1a |STR_LEN: 8877 |STR_TIME: 4.610629081726074
> STR_ID: 5c1b |STR_LEN: 4427 |STR_TIME: 2.3272809982299805
> STR_ID: 5c1c |STR_LEN: 621 |STR_TIME: 0.06719803810119629
> STR_ID: 5c1d |STR_LEN: 960 |STR_TIME: 0.12326598167419434
> STR_ID: 5c1e |STR_LEN: 635 |STR_TIME: 0.07337021827697754
> STR_ID: 5c1f |STR_LEN: 751 |STR_TIME: 0.1336228847503662
> STR_ID: 5c1g |STR_LEN: 513 |STR_TIME: 0.07462811470031738
> STR_ID: 5c1h |STR_LEN: 519 |STR_TIME: 0.05483818054199219
> STR_ID: 5c1i |STR_LEN: 903 |STR_TIME: 0.15793991088867188
> STR_ID: 5c1j |STR_LEN: 640 |STR_TIME: 0.4297480583190918
> STR_ID: 5c1l |STR_LEN: 538 |STR_TIME: 0.05606389045715332
> STR_ID: 5c1m |STR_LEN: 515 |STR_TIME: 0.08968114852905273
> STR_ID: 5c1o |STR_LEN: 1237 |STR_TIME: 0.24271011352539062
> STR_ID: 5c1p |STR_LEN: 1431 |STR_TIME: 0.3298213481903076
> STR_ID: 5c1q |STR_LEN: 274 |STR_TIME: 0.04393506050109863
> STR_ID: 5c1r |STR_LEN: 1196 |STR_TIME: 0.16465425491333008
> STR_ID: 5c1s |STR_LEN: 627 |STR_TIME: 0.08724284172058105
> STR_ID: 5c1t |STR_LEN: 637 |STR_TIME: 0.09481096267700195
> STR_ID: 5c1u |STR_LEN: 689 |STR_TIME: 0.07120990753173828
> STR_ID: 5c1v |STR_LEN: 634 |STR_TIME: 0.17265605926513672
> STR_ID: 5c1w |STR_LEN: 1102 |STR_TIME: 0.12079095840454102
> STR_ID: 5c1x |STR_LEN: 607 |STR_TIME: 0.06800603866577148
> STR_ID: 5c1y |STR_LEN: 239 |STR_TIME: 0.029172897338867188
> STR_ID: 5c1z |STR_LEN: 1503 |STR_TIME: 0.3223698139190674
