>> START_DIR: ./data/j/j0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1j00 |STR_LEN: 270 |STR_TIME: 0.027226924896240234
> STR_ID: 3j02 |STR_LEN: 7856 |STR_TIME: 1.4172558784484863
> STR_ID: 3j03 |STR_LEN: 7856 |STR_TIME: 1.6066770553588867
> STR_ID: 3j04 |STR_LEN: 2388 |STR_TIME: 0.49205923080444336
> STR_ID: 3j05 |STR_LEN: 1128 |STR_TIME: 0.02809596061706543
> STR_ID: 3j06 |STR_LEN: 158 |STR_TIME: 0.02332282066345215
> STR_ID: 3j07 |STR_LEN: 4200 |STR_TIME: 1.023810863494873
> STR_ID: 3j08 |STR_LEN: 1290 |STR_TIME: 0.23160028457641602
> STR_ID: 3j09 |STR_LEN: 1446 |STR_TIME: 0.2971031665802002
> STR_ID: 3j0a |STR_LEN: 1457 |STR_TIME: 0.21385598182678223
> STR_ID: 3j0b |STR_LEN: 1185 |STR_TIME: 0.07593607902526855
> STR_ID: 3j0c |STR_LEN: 4108 |STR_TIME: 0.7150812149047852
> STR_ID: 3j0d |STR_LEN: 626 |STR_TIME: 0.1345992088317871
> STR_ID: 3j0e |STR_LEN: 1118 |STR_TIME: 0.2580900192260742
> STR_ID: 3j0f |STR_LEN: 4064 |STR_TIME: 0.09389519691467285
> STR_ID: 3j0g |STR_LEN: 236 |STR_TIME: 0.031374216079711914
> STR_ID: 3j0h |STR_LEN: 1512 |STR_TIME: 0.3172330856323242
> STR_ID: 3j0i |STR_LEN: 1512 |STR_TIME: 0.29633593559265137
> STR_ID: 3j0j |STR_LEN: 4156 |STR_TIME: 0.5445859432220459
> STR_ID: 3j0k |STR_LEN: 3937 |STR_TIME: 0.731011152267456
> STR_ID: 3j0l |STR_LEN: 1968 |STR_TIME: 0.5388119220733643
> STR_ID: 3j0o |STR_LEN: 1710 |STR_TIME: 0.5135350227355957
> STR_ID: 3j0p |STR_LEN: 1126 |STR_TIME: 0.37685298919677734
> STR_ID: 3j0q |STR_LEN: 1520 |STR_TIME: 0.41363000869750977
> STR_ID: 3j0r |STR_LEN: 82 |STR_TIME: 0.013059139251708984
> STR_ID: 3j0s |STR_LEN: 6480 |STR_TIME: 1.140486717224121
> STR_ID: 4j00 |STR_LEN: 669 |STR_TIME: 0.18347907066345215
> STR_ID: 4j01 |STR_LEN: 1301 |STR_TIME: 0.3740098476409912
> STR_ID: 4j02 |STR_LEN: 1877 |STR_TIME: 0.2180800437927246
> STR_ID: 4j03 |STR_LEN: 557 |STR_TIME: 0.10408306121826172
> STR_ID: 4j04 |STR_LEN: 1781 |STR_TIME: 0.2337789535522461
> STR_ID: 4j05 |STR_LEN: 846 |STR_TIME: 0.1586589813232422
> STR_ID: 4j06 |STR_LEN: 1660 |STR_TIME: 0.20976996421813965
> STR_ID: 4j07 |STR_LEN: 1221 |STR_TIME: 0.13536381721496582
> STR_ID: 4j08 |STR_LEN: 1414 |STR_TIME: 0.20807790756225586
> STR_ID: 4j09 |STR_LEN: 477 |STR_TIME: 0.051718950271606445
> STR_ID: 4j0a |STR_LEN: 1363 |STR_TIME: 0.20507597923278809
> STR_ID: 4j0b |STR_LEN: 1400 |STR_TIME: 0.2245497703552246
> STR_ID: 4j0c |STR_LEN: 1595 |STR_TIME: 0.20566391944885254
> STR_ID: 4j0d |STR_LEN: 1745 |STR_TIME: 0.22172307968139648
> STR_ID: 4j0e |STR_LEN: 843 |STR_TIME: 0.08760190010070801
> STR_ID: 4j0f |STR_LEN: 732 |STR_TIME: 0.08282995223999023
> STR_ID: 4j0g |STR_LEN: 1256 |STR_TIME: 0.21829605102539062
> STR_ID: 4j0h |STR_LEN: 2165 |STR_TIME: 0.22091078758239746
> STR_ID: 4j0i |STR_LEN: 1707 |STR_TIME: 0.18230080604553223
> STR_ID: 4j0j |STR_LEN: 1443 |STR_TIME: 0.22355985641479492
> STR_ID: 4j0k |STR_LEN: 1457 |STR_TIME: 0.21528100967407227
> STR_ID: 4j0l |STR_LEN: 444 |STR_TIME: 0.03924989700317383
> STR_ID: 4j0m |STR_LEN: 1891 |STR_TIME: 0.27788472175598145
> STR_ID: 4j0n |STR_LEN: 814 |STR_TIME: 0.0811159610748291
> STR_ID: 4j0o |STR_LEN: 1572 |STR_TIME: 0.2602570056915283
> STR_ID: 4j0p |STR_LEN: 583 |STR_TIME: 0.07743597030639648
> STR_ID: 4j0q |STR_LEN: 2195 |STR_TIME: 0.3965010643005371
> STR_ID: 4j0r |STR_LEN: 321 |STR_TIME: 0.029484987258911133
> STR_ID: 4j0s |STR_LEN: 288 |STR_TIME: 0.03017401695251465
> STR_ID: 4j0t |STR_LEN: 641 |STR_TIME: 0.11677098274230957
> STR_ID: 4j0u |STR_LEN: 851 |STR_TIME: 0.08079218864440918
> STR_ID: 4j0v |STR_LEN: 663 |STR_TIME: 0.0760030746459961
> STR_ID: 4j0w |STR_LEN: 543 |STR_TIME: 0.04829907417297363
> STR_ID: 4j0x |STR_LEN: 763 |STR_TIME: 0.13535523414611816
> STR_ID: 4j0y |STR_LEN: 714 |STR_TIME: 0.07929778099060059
> STR_ID: 4j0z |STR_LEN: 610 |STR_TIME: 0.07618165016174316
> STR_ID: 5j01 |STR_LEN: 624 |STR_TIME: 0.2302861213684082
> STR_ID: 5j02 |STR_LEN: 652 |STR_TIME: 0.23003196716308594
> STR_ID: 5j03 |STR_LEN: 358 |STR_TIME: 0.0696101188659668
> STR_ID: 5j04 |STR_LEN: 1050 |STR_TIME: 0.12240719795227051
> STR_ID: 5j05 |STR_LEN: 20 |STR_TIME: 0.15572714805603027
> STR_ID: 5j06 |STR_LEN: 905 |STR_TIME: 0.3068070411682129
> STR_ID: 5j07 |STR_LEN: 315 |STR_TIME: 0.0398101806640625
> STR_ID: 5j08 |STR_LEN: 236 |STR_TIME: 0.02333688735961914
> STR_ID: 5j09 |STR_LEN: 3105 |STR_TIME: 0.6655259132385254
> STR_ID: 5j0a |STR_LEN: 758 |STR_TIME: 0.09204578399658203
> STR_ID: 5j0b |STR_LEN: 893 |STR_TIME: 0.3588688373565674
> STR_ID: 5j0c |STR_LEN: 418 |STR_TIME: 0.04397320747375488
> STR_ID: 5j0d |STR_LEN: 248 |STR_TIME: 0.024671077728271484
> STR_ID: 5j0e |STR_LEN: 147 |STR_TIME: 0.026543140411376953
> STR_ID: 5j0f |STR_LEN: 496 |STR_TIME: 0.04351401329040527
> STR_ID: 5j0g |STR_LEN: 250 |STR_TIME: 0.07971978187561035
> STR_ID: 5j0h |STR_LEN: 293 |STR_TIME: 0.04405403137207031
> STR_ID: 5j0i |STR_LEN: 94 |STR_TIME: 0.0224609375
> STR_ID: 5j0j |STR_LEN: 249 |STR_TIME: 0.06269311904907227
> STR_ID: 5j0k |STR_LEN: 395 |STR_TIME: 0.0593419075012207
> STR_ID: 5j0l |STR_LEN: 836 |STR_TIME: 0.12959599494934082
> STR_ID: 5j0m |STR_LEN: 43 |STR_TIME: 0.2116100788116455
> STR_ID: 5j0n |STR_LEN: 2349 |STR_TIME: 0.629673957824707
> STR_ID: 5j0o |STR_LEN: 779 |STR_TIME: 0.06885790824890137
> STR_ID: 5j0p |STR_LEN: 624 |STR_TIME: 0.06874656677246094
> STR_ID: 5j0q |STR_LEN: 980 |STR_TIME: 0.13836002349853516
> STR_ID: 5j0r |STR_LEN: 838 |STR_TIME: 0.07227802276611328
> STR_ID: 5j0s |STR_LEN: 964 |STR_TIME: 0.07377815246582031
> STR_ID: 5j0t |STR_LEN: 863 |STR_TIME: 0.06935501098632812
> STR_ID: 5j0u |STR_LEN: 761 |STR_TIME: 0.09792685508728027
> STR_ID: 5j0w |STR_LEN: 625 |STR_TIME: 0.06235480308532715
> STR_ID: 5j0x |STR_LEN: 910 |STR_TIME: 0.07140493392944336
> STR_ID: 5j0y |STR_LEN: 924 |STR_TIME: 0.06927824020385742
> STR_ID: 5j0z |STR_LEN: 1603 |STR_TIME: 0.25855422019958496
>> FINISH_DIR: ./data/j/j0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 159 |DIR_TIME: 39.13660907745361 

>> START_DIR: ./data/j/j1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1j10 |STR_LEN: 2654 |STR_TIME: 0.37310314178466797
> STR_ID: 1j11 |STR_LEN: 2598 |STR_TIME: 0.3863179683685303
> STR_ID: 1j12 |STR_LEN: 2545 |STR_TIME: 0.4030320644378662
> STR_ID: 1j14 |STR_LEN: 290 |STR_TIME: 0.03334617614746094
> STR_ID: 1j15 |STR_LEN: 380 |STR_TIME: 0.03495335578918457
> STR_ID: 1j16 |STR_LEN: 510 |STR_TIME: 0.037164926528930664
> STR_ID: 1j17 |STR_LEN: 294 |STR_TIME: 0.030701160430908203
> STR_ID: 1j18 |STR_LEN: 922 |STR_TIME: 0.08679914474487305
> STR_ID: 1j19 |STR_LEN: 564 |STR_TIME: 0.05601215362548828
> STR_ID: 1j1a |STR_LEN: 391 |STR_TIME: 0.10770583152770996
> STR_ID: 1j1b |STR_LEN: 1139 |STR_TIME: 0.11436009407043457
> STR_ID: 1j1c |STR_LEN: 989 |STR_TIME: 0.11272192001342773
> STR_ID: 1j1d |STR_LEN: 806 |STR_TIME: 0.1409158706665039
> STR_ID: 1j1e |STR_LEN: 726 |STR_TIME: 0.10460591316223145
> STR_ID: 1j1f |STR_LEN: 328 |STR_TIME: 0.03573918342590332
> STR_ID: 1j1g |STR_LEN: 378 |STR_TIME: 0.030453920364379883
> STR_ID: 1j1h |STR_LEN: 123 |STR_TIME: 0.47884392738342285
> STR_ID: 1j1i |STR_LEN: 432 |STR_TIME: 0.03873491287231445
> STR_ID: 1j1j |STR_LEN: 1282 |STR_TIME: 0.13300395011901855
> STR_ID: 1j1l |STR_LEN: 474 |STR_TIME: 0.044361114501953125
> STR_ID: 1j1m |STR_LEN: 671 |STR_TIME: 0.10455608367919922
> STR_ID: 1j1n |STR_LEN: 1850 |STR_TIME: 0.17424488067626953
> STR_ID: 1j1o |STR_LEN: 693 |STR_TIME: 0.0578310489654541
> STR_ID: 1j1p |STR_LEN: 714 |STR_TIME: 0.08998584747314453
> STR_ID: 1j1q |STR_LEN: 500 |STR_TIME: 0.040090084075927734
> STR_ID: 1j1r |STR_LEN: 466 |STR_TIME: 0.04351496696472168
> STR_ID: 1j1s |STR_LEN: 458 |STR_TIME: 0.04150795936584473
> STR_ID: 1j1t |STR_LEN: 550 |STR_TIME: 0.0392460823059082
> STR_ID: 1j1u |STR_LEN: 742 |STR_TIME: 0.07787299156188965
> STR_ID: 1j1v |STR_LEN: 263 |STR_TIME: 0.059168100357055664
> STR_ID: 1j1w |STR_LEN: 3401 |STR_TIME: 0.4687008857727051
> STR_ID: 1j1x |STR_LEN: 707 |STR_TIME: 0.0554349422454834
> STR_ID: 1j1y |STR_LEN: 433 |STR_TIME: 0.03442716598510742
> STR_ID: 1j1z |STR_LEN: 2234 |STR_TIME: 0.302293062210083
> STR_ID: 2j10 |STR_LEN: 124 |STR_TIME: 1.452888011932373
> STR_ID: 2j11 |STR_LEN: 124 |STR_TIME: 1.4143409729003906
> STR_ID: 2j12 |STR_LEN: 590 |STR_TIME: 0.06612610816955566
> STR_ID: 2j13 |STR_LEN: 393 |STR_TIME: 0.04562091827392578
> STR_ID: 2j14 |STR_LEN: 637 |STR_TIME: 0.07964587211608887
> STR_ID: 2j15 |STR_LEN: 15 |STR_TIME: 0.07154202461242676
> STR_ID: 2j16 |STR_LEN: 323 |STR_TIME: 0.2175159454345703
> STR_ID: 2j17 |STR_LEN: 322 |STR_TIME: 0.042437076568603516
> STR_ID: 2j18 |STR_LEN: 681 |STR_TIME: 0.05489397048950195
> STR_ID: 2j19 |STR_LEN: 659 |STR_TIME: 0.05601978302001953
> STR_ID: 2j1a |STR_LEN: 322 |STR_TIME: 0.024471044540405273
> STR_ID: 2j1d |STR_LEN: 473 |STR_TIME: 0.05946707725524902
> STR_ID: 2j1e |STR_LEN: 321 |STR_TIME: 0.05784487724304199
> STR_ID: 2j1g |STR_LEN: 2135 |STR_TIME: 0.21150708198547363
> STR_ID: 2j1k |STR_LEN: 5504 |STR_TIME: 0.6713500022888184
> STR_ID: 2j1l |STR_LEN: 167 |STR_TIME: 0.02036309242248535
> STR_ID: 2j1m |STR_LEN: 1876 |STR_TIME: 0.22476911544799805
> STR_ID: 2j1n |STR_LEN: 1620 |STR_TIME: 0.15867280960083008
> STR_ID: 2j1o |STR_LEN: 343 |STR_TIME: 0.0665738582611084
> STR_ID: 2j1p |STR_LEN: 748 |STR_TIME: 0.07999610900878906
> STR_ID: 2j1q |STR_LEN: 506 |STR_TIME: 0.04935288429260254
> STR_ID: 2j1r |STR_LEN: 776 |STR_TIME: 0.06203103065490723
> STR_ID: 2j1s |STR_LEN: 766 |STR_TIME: 0.10059118270874023
> STR_ID: 2j1t |STR_LEN: 726 |STR_TIME: 0.060476064682006836
> STR_ID: 2j1u |STR_LEN: 689 |STR_TIME: 0.04734683036804199
> STR_ID: 2j1v |STR_LEN: 908 |STR_TIME: 0.06402397155761719
> STR_ID: 2j1w |STR_LEN: 783 |STR_TIME: 0.06326413154602051
> STR_ID: 2j1x |STR_LEN: 786 |STR_TIME: 0.09597396850585938
> STR_ID: 2j1y |STR_LEN: 1530 |STR_TIME: 0.1240229606628418
> STR_ID: 2j1z |STR_LEN: 781 |STR_TIME: 0.06646013259887695
> STR_ID: 3j15 |STR_LEN: 954 |STR_TIME: 0.16970610618591309
> STR_ID: 3j16 |STR_LEN: 2541 |STR_TIME: 0.5488080978393555
> STR_ID: 3j17 |STR_LEN: 4053 |STR_TIME: 0.7359490394592285
> STR_ID: 3j1a |STR_LEN: 898 |STR_TIME: 0.02303481101989746
> STR_ID: 3j1b |STR_LEN: 8304 |STR_TIME: 1.4822280406951904
> STR_ID: 3j1c |STR_LEN: 9342 |STR_TIME: 1.704636812210083
> STR_ID: 3j1e |STR_LEN: 9090 |STR_TIME: 1.8384697437286377
> STR_ID: 3j1f |STR_LEN: 9126 |STR_TIME: 1.740149974822998
> STR_ID: 3j1n |STR_LEN: 3894 |STR_TIME: 0.5222320556640625
> STR_ID: 3j1o |STR_LEN: 1120 |STR_TIME: 0.2463209629058838
> STR_ID: 3j1p |STR_LEN: 1575 |STR_TIME: 0.27129602432250977
> STR_ID: 3j1q |STR_LEN: 517 |STR_TIME: 0.07237410545349121
> STR_ID: 3j1r |STR_LEN: 546 |STR_TIME: 0.07325100898742676
> STR_ID: 3j1s |STR_LEN: 951 |STR_TIME: 0.19068288803100586
> STR_ID: 3j1t |STR_LEN: 1030 |STR_TIME: 0.15900182723999023
> STR_ID: 3j1u |STR_LEN: 1030 |STR_TIME: 0.1944413185119629
> STR_ID: 3j1v |STR_LEN: 2085 |STR_TIME: 0.3602409362792969
> STR_ID: 3j1w |STR_LEN: 2544 |STR_TIME: 0.4246039390563965
> STR_ID: 3j1x |STR_LEN: 4584 |STR_TIME: 0.8510541915893555
> STR_ID: 3j1z |STR_LEN: 592 |STR_TIME: 0.0864870548248291
> STR_ID: 4j10 |STR_LEN: 322 |STR_TIME: 0.035032033920288086
> STR_ID: 4j11 |STR_LEN: 834 |STR_TIME: 0.17333984375
> STR_ID: 4j12 |STR_LEN: 376 |STR_TIME: 0.0333399772644043
> STR_ID: 4j14 |STR_LEN: 521 |STR_TIME: 0.07901716232299805
> STR_ID: 4j15 |STR_LEN: 1223 |STR_TIME: 0.15929317474365234
> STR_ID: 4j16 |STR_LEN: 1046 |STR_TIME: 0.1566760540008545
> STR_ID: 4j17 |STR_LEN: 626 |STR_TIME: 0.10413908958435059
> STR_ID: 4j18 |STR_LEN: 794 |STR_TIME: 0.0720667839050293
> STR_ID: 4j19 |STR_LEN: 258 |STR_TIME: 0.035820722579956055
> STR_ID: 4j1a |STR_LEN: 279 |STR_TIME: 0.022750139236450195
> STR_ID: 4j1b |STR_LEN: 262 |STR_TIME: 0.02363896369934082
> STR_ID: 4j1c |STR_LEN: 628 |STR_TIME: 0.07219099998474121
> STR_ID: 4j1e |STR_LEN: 743 |STR_TIME: 0.1152486801147461
> STR_ID: 4j1f |STR_LEN: 474 |STR_TIME: 0.0715017318725586
> STR_ID: 4j1g |STR_LEN: 1017 |STR_TIME: 0.1573638916015625
> STR_ID: 4j1h |STR_LEN: 502 |STR_TIME: 0.10423779487609863
> STR_ID: 4j1i |STR_LEN: 558 |STR_TIME: 0.07082796096801758
> STR_ID: 4j1j |STR_LEN: 1030 |STR_TIME: 0.15058207511901855
> STR_ID: 4j1k |STR_LEN: 514 |STR_TIME: 0.10040712356567383
> STR_ID: 4j1l |STR_LEN: 530 |STR_TIME: 0.0571901798248291
> STR_ID: 4j1m |STR_LEN: 244 |STR_TIME: 0.02566218376159668
> STR_ID: 4j1n |STR_LEN: 584 |STR_TIME: 0.07684898376464844
> STR_ID: 4j1o |STR_LEN: 1446 |STR_TIME: 0.18529105186462402
> STR_ID: 4j1p |STR_LEN: 370 |STR_TIME: 0.030714035034179688
> STR_ID: 4j1q |STR_LEN: 418 |STR_TIME: 0.07500076293945312
> STR_ID: 4j1r |STR_LEN: 1489 |STR_TIME: 0.23490595817565918
> STR_ID: 4j1s |STR_LEN: 417 |STR_TIME: 0.07567191123962402
> STR_ID: 4j1t |STR_LEN: 2075 |STR_TIME: 0.3964500427246094
> STR_ID: 4j1u |STR_LEN: 1340 |STR_TIME: 0.24178194999694824
> STR_ID: 4j1v |STR_LEN: 768 |STR_TIME: 0.0713648796081543
> STR_ID: 4j1w |STR_LEN: 633 |STR_TIME: 0.12169218063354492
> STR_ID: 4j1x |STR_LEN: 621 |STR_TIME: 0.07873320579528809
> STR_ID: 4j1y |STR_LEN: 782 |STR_TIME: 0.12754583358764648
> STR_ID: 4j1z |STR_LEN: 678 |STR_TIME: 0.09482502937316895
> STR_ID: 5j10 |STR_LEN: 291 |STR_TIME: 0.043637990951538086
> STR_ID: 5j11 |STR_LEN: 532 |STR_TIME: 0.17272114753723145
> STR_ID: 5j12 |STR_LEN: 521 |STR_TIME: 0.11345195770263672
> STR_ID: 5j13 |STR_LEN: 642 |STR_TIME: 0.13848304748535156
> STR_ID: 5j14 |STR_LEN: 1600 |STR_TIME: 0.17381906509399414
> STR_ID: 5j16 |STR_LEN: 1210 |STR_TIME: 0.14507699012756348
> STR_ID: 5j17 |STR_LEN: 80 |STR_TIME: 0.29564499855041504
> STR_ID: 5j18 |STR_LEN: 83 |STR_TIME: 0.2932589054107666
> STR_ID: 5j19 |STR_LEN: 577 |STR_TIME: 0.08350801467895508
> STR_ID: 5j1a |STR_LEN: 619 |STR_TIME: 0.07246780395507812
> STR_ID: 5j1b |STR_LEN: 439 |STR_TIME: 0.1354207992553711
> STR_ID: 5j1d |STR_LEN: 803 |STR_TIME: 0.05822181701660156
> STR_ID: 5j1e |STR_LEN: 1893 |STR_TIME: 0.39582180976867676
> STR_ID: 5j1f |STR_LEN: 376 |STR_TIME: 0.14318585395812988
> STR_ID: 5j1g |STR_LEN: 809 |STR_TIME: 0.17003321647644043
> STR_ID: 5j1h |STR_LEN: 358 |STR_TIME: 0.05809497833251953
> STR_ID: 5j1i |STR_LEN: 692 |STR_TIME: 0.18142390251159668
> STR_ID: 5j1j |STR_LEN: 1102 |STR_TIME: 0.10379385948181152
> STR_ID: 5j1k |STR_LEN: 281 |STR_TIME: 0.03000330924987793
> STR_ID: 5j1l |STR_LEN: 841 |STR_TIME: 0.13684511184692383
> STR_ID: 5j1m |STR_LEN: 820 |STR_TIME: 0.10153603553771973
> STR_ID: 5j1n |STR_LEN: 387 |STR_TIME: 0.03899788856506348
> STR_ID: 5j1o |STR_LEN: 43 |STR_TIME: 0.25127291679382324
> STR_ID: 5j1p |STR_LEN: 185 |STR_TIME: 0.034913063049316406
> STR_ID: 5j1q |STR_LEN: 506 |STR_TIME: 0.06577205657958984
> STR_ID: 5j1r |STR_LEN: 234 |STR_TIME: 0.029623031616210938
> STR_ID: 5j1s |STR_LEN: 1206 |STR_TIME: 0.17376208305358887
> STR_ID: 5j1t |STR_LEN: 1269 |STR_TIME: 0.13457584381103516
> STR_ID: 5j1u |STR_LEN: 229 |STR_TIME: 0.030181169509887695
> STR_ID: 5j1v |STR_LEN: 1089 |STR_TIME: 0.2283473014831543
> STR_ID: 5j1w |STR_LEN: 1120 |STR_TIME: 0.20903420448303223
> STR_ID: 5j1x |STR_LEN: 1056 |STR_TIME: 0.1228337287902832
> STR_ID: 5j1y |STR_LEN: 237 |STR_TIME: 0.02911090850830078
> STR_ID: 5j1z |STR_LEN: 239 |STR_TIME: 0.0269467830657959
>> FINISH_DIR: ./data/j/j1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 311 |DIR_TIME: 31.233915328979492 

>> START_DIR: ./data/j/j2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1j20 |STR_LEN: 2418 |STR_TIME: 0.3085310459136963
> STR_ID: 1j21 |STR_LEN: 1995 |STR_TIME: 0.26294398307800293
> STR_ID: 1j22 |STR_LEN: 236 |STR_TIME: 0.02154994010925293
> STR_ID: 1j23 |STR_LEN: 237 |STR_TIME: 0.022309064865112305
> STR_ID: 1j24 |STR_LEN: 228 |STR_TIME: 0.022581100463867188
> STR_ID: 1j25 |STR_LEN: 218 |STR_TIME: 0.022351741790771484
> STR_ID: 1j26 |STR_LEN: 112 |STR_TIME: 0.7225039005279541
> STR_ID: 1j27 |STR_LEN: 227 |STR_TIME: 0.017557859420776367
> STR_ID: 1j2a |STR_LEN: 247 |STR_TIME: 0.026371002197265625
> STR_ID: 1j2b |STR_LEN: 1347 |STR_TIME: 0.2826249599456787
> STR_ID: 1j2c |STR_LEN: 292 |STR_TIME: 0.03699088096618652
> STR_ID: 1j2e |STR_LEN: 1741 |STR_TIME: 0.2787480354309082
> STR_ID: 1j2f |STR_LEN: 617 |STR_TIME: 0.06848597526550293
> STR_ID: 1j2g |STR_LEN: 1641 |STR_TIME: 0.22661185264587402
> STR_ID: 1j2j |STR_LEN: 488 |STR_TIME: 0.03474593162536621
> STR_ID: 1j2l |STR_LEN: 222 |STR_TIME: 0.012654781341552734
> STR_ID: 1j2m |STR_LEN: 99 |STR_TIME: 0.029093027114868164
