>> START_DIR: ./data/u/u0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1u00 |STR_LEN: 495 |STR_TIME: 0.035147905349731445
> STR_ID: 1u0v |STR_LEN: 1484 |STR_TIME: 0.1566150188446045
> STR_ID: 1u0w |STR_LEN: 2746 |STR_TIME: 0.2496960163116455
> STR_ID: 1u0x |STR_LEN: 514 |STR_TIME: 0.09433317184448242
> STR_ID: 1u0y |STR_LEN: 349 |STR_TIME: 0.034705162048339844
> STR_ID: 1u0z |STR_LEN: 730 |STR_TIME: 0.07184410095214844
> STR_ID: 3u00 |STR_LEN: 206 |STR_TIME: 0.020714998245239258
> STR_ID: 3u01 |STR_LEN: 255 |STR_TIME: 0.026467084884643555
> STR_ID: 3u02 |STR_LEN: 1222 |STR_TIME: 0.22953009605407715
> STR_ID: 3u03 |STR_LEN: 465 |STR_TIME: 0.0664069652557373
> STR_ID: 3u04 |STR_LEN: 359 |STR_TIME: 0.034317970275878906
> STR_ID: 3u05 |STR_LEN: 180 |STR_TIME: 0.01328897476196289
> STR_ID: 3u06 |STR_LEN: 833 |STR_TIME: 0.2605428695678711
> STR_ID: 3u07 |STR_LEN: 1975 |STR_TIME: 0.2646639347076416
> STR_ID: 3u08 |STR_LEN: 177 |STR_TIME: 0.01170206069946289
> STR_ID: 3u09 |STR_LEN: 864 |STR_TIME: 0.0905759334564209
> STR_ID: 3u0a |STR_LEN: 629 |STR_TIME: 0.1313018798828125
> STR_ID: 3u0b |STR_LEN: 978 |STR_TIME: 0.08307313919067383
> STR_ID: 3u0c |STR_LEN: 390 |STR_TIME: 0.054222822189331055
> STR_ID: 3u0d |STR_LEN: 901 |STR_TIME: 0.1612989902496338
> STR_ID: 3u0e |STR_LEN: 882 |STR_TIME: 0.08046722412109375
> STR_ID: 3u0f |STR_LEN: 933 |STR_TIME: 0.08505988121032715
> STR_ID: 3u0g |STR_LEN: 2484 |STR_TIME: 0.41405272483825684
> STR_ID: 3u0h |STR_LEN: 812 |STR_TIME: 0.09075474739074707
> STR_ID: 3u0i |STR_LEN: 191 |STR_TIME: 0.026002168655395508
> STR_ID: 3u0j |STR_LEN: 673 |STR_TIME: 0.07071805000305176
> STR_ID: 3u0k |STR_LEN: 541 |STR_TIME: 0.1211709976196289
> STR_ID: 3u0l |STR_LEN: 448 |STR_TIME: 0.05476999282836914
> STR_ID: 3u0m |STR_LEN: 363 |STR_TIME: 0.0348820686340332
> STR_ID: 3u0n |STR_LEN: 419 |STR_TIME: 0.03888511657714844
> STR_ID: 3u0o |STR_LEN: 708 |STR_TIME: 0.10284709930419922
> STR_ID: 3u0p |STR_LEN: 1217 |STR_TIME: 0.23530125617980957
> STR_ID: 3u0r |STR_LEN: 539 |STR_TIME: 0.06505322456359863
> STR_ID: 3u0s |STR_LEN: 910 |STR_TIME: 0.16245484352111816
> STR_ID: 3u0t |STR_LEN: 1168 |STR_TIME: 0.15371012687683105
> STR_ID: 3u0u |STR_LEN: 170 |STR_TIME: 0.013478279113769531
> STR_ID: 3u0v |STR_LEN: 366 |STR_TIME: 0.06602907180786133
> STR_ID: 3u0w |STR_LEN: 723 |STR_TIME: 0.06424689292907715
> STR_ID: 3u0x |STR_LEN: 957 |STR_TIME: 0.1159067153930664
> STR_ID: 3u0y |STR_LEN: 1028 |STR_TIME: 0.1399059295654297
> STR_ID: 3u0z |STR_LEN: 449 |STR_TIME: 0.06537675857543945
> STR_ID: 4u00 |STR_LEN: 374 |STR_TIME: 0.03747892379760742
> STR_ID: 4u01 |STR_LEN: 1777 |STR_TIME: 0.3495640754699707
> STR_ID: 4u02 |STR_LEN: 1279 |STR_TIME: 0.18145513534545898
> STR_ID: 4u03 |STR_LEN: 1069 |STR_TIME: 0.16026616096496582
> STR_ID: 4u04 |STR_LEN: 800 |STR_TIME: 0.16393804550170898
> STR_ID: 4u05 |STR_LEN: 338 |STR_TIME: 0.04276323318481445
> STR_ID: 4u06 |STR_LEN: 715 |STR_TIME: 0.059229135513305664
> STR_ID: 4u07 |STR_LEN: 769 |STR_TIME: 0.09802722930908203
> STR_ID: 4u08 |STR_LEN: 1281 |STR_TIME: 0.16962313652038574
> STR_ID: 4u09 |STR_LEN: 1412 |STR_TIME: 0.13204073905944824
> STR_ID: 4u0a |STR_LEN: 370 |STR_TIME: 0.043576955795288086
> STR_ID: 4u0b |STR_LEN: 2596 |STR_TIME: 0.5697610378265381
> STR_ID: 4u0c |STR_LEN: 419 |STR_TIME: 0.037329912185668945
> STR_ID: 4u0d |STR_LEN: 2513 |STR_TIME: 0.5752708911895752
> STR_ID: 4u0e |STR_LEN: 359 |STR_TIME: 0.03397560119628906
> STR_ID: 4u0f |STR_LEN: 279 |STR_TIME: 0.028887033462524414
> STR_ID: 4u0g |STR_LEN: 5385 |STR_TIME: 1.8042140007019043
> STR_ID: 4u0h |STR_LEN: 1280 |STR_TIME: 0.4605550765991211
> STR_ID: 4u0i |STR_LEN: 437 |STR_TIME: 0.04550004005432129
> STR_ID: 4u0j |STR_LEN: 557 |STR_TIME: 0.08776187896728516
> STR_ID: 4u0k |STR_LEN: 538 |STR_TIME: 0.09018397331237793
> STR_ID: 4u0l |STR_LEN: 1198 |STR_TIME: 0.30480098724365234
> STR_ID: 4u0m |STR_LEN: 1159 |STR_TIME: 0.18425798416137695
> STR_ID: 4u0n |STR_LEN: 1136 |STR_TIME: 0.14664196968078613
> STR_ID: 4u0o |STR_LEN: 458 |STR_TIME: 0.07658195495605469
> STR_ID: 4u0p |STR_LEN: 460 |STR_TIME: 0.12398600578308105
> STR_ID: 4u0q |STR_LEN: 933 |STR_TIME: 0.16650390625
> STR_ID: 4u0r |STR_LEN: 936 |STR_TIME: 0.16868901252746582
> STR_ID: 4u0s |STR_LEN: 822 |STR_TIME: 0.1034700870513916
> STR_ID: 4u0t |STR_LEN: 4407 |STR_TIME: 0.694011926651001
> STR_ID: 4u0u |STR_LEN: 827 |STR_TIME: 0.10572123527526855
> STR_ID: 4u0v |STR_LEN: 796 |STR_TIME: 0.13007497787475586
> STR_ID: 4u0w |STR_LEN: 756 |STR_TIME: 0.08411312103271484
> STR_ID: 4u0x |STR_LEN: 2094 |STR_TIME: 0.26015686988830566
> STR_ID: 4u0y |STR_LEN: 618 |STR_TIME: 0.059944868087768555
> STR_ID: 4u0z |STR_LEN: 3423 |STR_TIME: 0.45679211616516113
> STR_ID: 5u00 |STR_LEN: 2379 |STR_TIME: 0.33373117446899414
> STR_ID: 5u02 |STR_LEN: 535 |STR_TIME: 0.12369489669799805
> STR_ID: 5u03 |STR_LEN: 2244 |STR_TIME: 0.3676331043243408
> STR_ID: 5u04 |STR_LEN: 1144 |STR_TIME: 0.11250901222229004
> STR_ID: 5u05 |STR_LEN: 2136 |STR_TIME: 0.6968679428100586
> STR_ID: 5u08 |STR_LEN: 1588 |STR_TIME: 0.17387795448303223
> STR_ID: 5u09 |STR_LEN: 554 |STR_TIME: 0.06859898567199707
> STR_ID: 5u0b |STR_LEN: 1778 |STR_TIME: 0.4186732769012451
> STR_ID: 5u0c |STR_LEN: 4996 |STR_TIME: 1.1818740367889404
> STR_ID: 5u0i |STR_LEN: 470 |STR_TIME: 0.10327720642089844
> STR_ID: 5u0j |STR_LEN: 1003 |STR_TIME: 0.06587100028991699
> STR_ID: 5u0k |STR_LEN: 1076 |STR_TIME: 0.14069294929504395
> STR_ID: 5u0l |STR_LEN: 1048 |STR_TIME: 0.2609550952911377
> STR_ID: 5u0m |STR_LEN: 1015 |STR_TIME: 0.222153902053833
> STR_ID: 5u0p |STR_LEN: 2929 |STR_TIME: 0.4319629669189453
> STR_ID: 5u0r |STR_LEN: 433 |STR_TIME: 0.0742349624633789
> STR_ID: 5u0s |STR_LEN: 6861 |STR_TIME: 1.2327139377593994
> STR_ID: 5u0u |STR_LEN: 940 |STR_TIME: 0.2027759552001953
>> FINISH_DIR: ./data/u/u0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 124 |DIR_TIME: 23.578310012817383 

>> START_DIR: ./data/u/u1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1u10 |STR_LEN: 1504 |STR_TIME: 0.29035210609436035
> STR_ID: 1u11 |STR_LEN: 586 |STR_TIME: 0.04801774024963379
> STR_ID: 1u12 |STR_LEN: 306 |STR_TIME: 0.035256147384643555
> STR_ID: 1u13 |STR_LEN: 643 |STR_TIME: 0.0663611888885498
> STR_ID: 1u14 |STR_LEN: 313 |STR_TIME: 0.027110815048217773
> STR_ID: 1u15 |STR_LEN: 2414 |STR_TIME: 0.33435702323913574
> STR_ID: 1u16 |STR_LEN: 656 |STR_TIME: 0.0686028003692627
> STR_ID: 1u17 |STR_LEN: 688 |STR_TIME: 0.1000828742980957
> STR_ID: 1u18 |STR_LEN: 584 |STR_TIME: 0.058646202087402344
> STR_ID: 1u19 |STR_LEN: 801 |STR_TIME: 0.1047661304473877
> STR_ID: 1u1b |STR_LEN: 322 |STR_TIME: 0.03604602813720703
> STR_ID: 1u1c |STR_LEN: 2073 |STR_TIME: 0.27001094818115234
> STR_ID: 1u1d |STR_LEN: 2026 |STR_TIME: 0.254209041595459
> STR_ID: 1u1e |STR_LEN: 2047 |STR_TIME: 0.2643618583679199
> STR_ID: 1u1f |STR_LEN: 2042 |STR_TIME: 0.2202589511871338
> STR_ID: 1u1g |STR_LEN: 2194 |STR_TIME: 0.28850889205932617
> STR_ID: 1u1h |STR_LEN: 1039 |STR_TIME: 0.11299490928649902
> STR_ID: 1u1i |STR_LEN: 2597 |STR_TIME: 0.2968623638153076
> STR_ID: 1u1j |STR_LEN: 1037 |STR_TIME: 0.14156794548034668
> STR_ID: 1u1k |STR_LEN: 403 |STR_TIME: 0.0350799560546875
> STR_ID: 1u1l |STR_LEN: 312 |STR_TIME: 0.03441786766052246
> STR_ID: 1u1m |STR_LEN: 308 |STR_TIME: 0.031151771545410156
> STR_ID: 1u1n |STR_LEN: 331 |STR_TIME: 0.03320813179016113
> STR_ID: 1u1o |STR_LEN: 281 |STR_TIME: 0.03610706329345703
> STR_ID: 1u1p |STR_LEN: 389 |STR_TIME: 0.03663897514343262
> STR_ID: 1u1q |STR_LEN: 359 |STR_TIME: 0.0899209976196289
> STR_ID: 1u1r |STR_LEN: 390 |STR_TIME: 0.035015106201171875
> STR_ID: 1u1s |STR_LEN: 637 |STR_TIME: 0.06245613098144531
> STR_ID: 1u1t |STR_LEN: 562 |STR_TIME: 0.06124401092529297
> STR_ID: 1u1u |STR_LEN: 1040 |STR_TIME: 0.13700008392333984
> STR_ID: 1u1v |STR_LEN: 612 |STR_TIME: 0.05046868324279785
> STR_ID: 1u1w |STR_LEN: 1241 |STR_TIME: 0.12187600135803223
> STR_ID: 1u1x |STR_LEN: 932 |STR_TIME: 0.12736988067626953
> STR_ID: 1u1y |STR_LEN: 579 |STR_TIME: 0.06649112701416016
> STR_ID: 1u1z |STR_LEN: 1101 |STR_TIME: 0.13494873046875
> STR_ID: 2u1a |STR_LEN: 88 |STR_TIME: 0.6123831272125244
> STR_ID: 3u10 |STR_LEN: 289 |STR_TIME: 0.03171682357788086
> STR_ID: 3u11 |STR_LEN: 554 |STR_TIME: 0.06278610229492188
> STR_ID: 3u12 |STR_LEN: 329 |STR_TIME: 0.040472984313964844
> STR_ID: 3u13 |STR_LEN: 448 |STR_TIME: 0.04314303398132324
> STR_ID: 3u14 |STR_LEN: 1655 |STR_TIME: 0.23882699012756348
> STR_ID: 3u15 |STR_LEN: 482 |STR_TIME: 0.051026344299316406
> STR_ID: 3u16 |STR_LEN: 1391 |STR_TIME: 0.17169523239135742
> STR_ID: 3u17 |STR_LEN: 1261 |STR_TIME: 0.1409919261932373
> STR_ID: 3u18 |STR_LEN: 678 |STR_TIME: 0.05944490432739258
> STR_ID: 3u19 |STR_LEN: 379 |STR_TIME: 0.08056306838989258
> STR_ID: 3u1a |STR_LEN: 546 |STR_TIME: 0.06477975845336914
> STR_ID: 3u1b |STR_LEN: 1180 |STR_TIME: 0.12766480445861816
> STR_ID: 3u1c |STR_LEN: 351 |STR_TIME: 0.04638099670410156
> STR_ID: 3u1d |STR_LEN: 591 |STR_TIME: 0.09282302856445312
> STR_ID: 3u1h |STR_LEN: 728 |STR_TIME: 0.09066486358642578
> STR_ID: 3u1i |STR_LEN: 534 |STR_TIME: 0.07166004180908203
> STR_ID: 3u1j |STR_LEN: 435 |STR_TIME: 0.05047297477722168
> STR_ID: 3u1k |STR_LEN: 3653 |STR_TIME: 0.4333009719848633
> STR_ID: 3u1l |STR_LEN: 520 |STR_TIME: 0.046295166015625
> STR_ID: 3u1m |STR_LEN: 548 |STR_TIME: 0.04723310470581055
> STR_ID: 3u1n |STR_LEN: 1756 |STR_TIME: 0.3792860507965088
> STR_ID: 3u1o |STR_LEN: 1267 |STR_TIME: 0.18856382369995117
> STR_ID: 3u1p |STR_LEN: 680 |STR_TIME: 0.08105301856994629
> STR_ID: 3u1q |STR_LEN: 753 |STR_TIME: 0.08325386047363281
> STR_ID: 3u1r |STR_LEN: 627 |STR_TIME: 0.10727190971374512
> STR_ID: 3u1s |STR_LEN: 777 |STR_TIME: 0.08469676971435547
> STR_ID: 3u1t |STR_LEN: 1100 |STR_TIME: 0.11733675003051758
> STR_ID: 3u1u |STR_LEN: 391 |STR_TIME: 0.08256006240844727
> STR_ID: 3u1v |STR_LEN: 1282 |STR_TIME: 0.23201584815979004
> STR_ID: 3u1w |STR_LEN: 1600 |STR_TIME: 0.17999577522277832
> STR_ID: 3u1x |STR_LEN: 874 |STR_TIME: 0.08940982818603516
> STR_ID: 3u1y |STR_LEN: 915 |STR_TIME: 0.1482529640197754
> STR_ID: 4u10 |STR_LEN: 793 |STR_TIME: 0.08166003227233887
> STR_ID: 4u12 |STR_LEN: 149 |STR_TIME: 0.01614999771118164
> STR_ID: 4u13 |STR_LEN: 239 |STR_TIME: 0.03652811050415039
> STR_ID: 4u14 |STR_LEN: 437 |STR_TIME: 0.09009408950805664
> STR_ID: 4u15 |STR_LEN: 796 |STR_TIME: 0.11448812484741211
> STR_ID: 4u16 |STR_LEN: 778 |STR_TIME: 0.13619399070739746
> STR_ID: 4u17 |STR_LEN: 470 |STR_TIME: 0.08576202392578125
> STR_ID: 4u18 |STR_LEN: 767 |STR_TIME: 0.10300374031066895
> STR_ID: 4u19 |STR_LEN: 1024 |STR_TIME: 0.11240100860595703
> STR_ID: 4u1a |STR_LEN: 777 |STR_TIME: 0.14007091522216797
> STR_ID: 4u1b |STR_LEN: 479 |STR_TIME: 0.04686093330383301
> STR_ID: 4u1c |STR_LEN: 815 |STR_TIME: 0.12077188491821289
> STR_ID: 4u1d |STR_LEN: 1352 |STR_TIME: 0.30748605728149414
> STR_ID: 4u1e |STR_LEN: 669 |STR_TIME: 0.11535215377807617
> STR_ID: 4u1f |STR_LEN: 1156 |STR_TIME: 0.17851495742797852
> STR_ID: 4u1g |STR_LEN: 1433 |STR_TIME: 0.31236886978149414
> STR_ID: 4u1h |STR_LEN: 714 |STR_TIME: 0.08341717720031738
> STR_ID: 4u1i |STR_LEN: 654 |STR_TIME: 0.10981082916259766
> STR_ID: 4u1j |STR_LEN: 813 |STR_TIME: 0.08301019668579102
> STR_ID: 4u1k |STR_LEN: 1284 |STR_TIME: 0.1821281909942627
> STR_ID: 4u1l |STR_LEN: 1121 |STR_TIME: 0.14810991287231445
> STR_ID: 4u1m |STR_LEN: 971 |STR_TIME: 0.12998199462890625
> STR_ID: 4u1n |STR_LEN: 696 |STR_TIME: 0.08738565444946289
> STR_ID: 4u1o |STR_LEN: 583 |STR_TIME: 0.055169105529785156
> STR_ID: 4u1p |STR_LEN: 303 |STR_TIME: 0.027555227279663086
> STR_ID: 4u1q |STR_LEN: 2367 |STR_TIME: 0.2672901153564453
> STR_ID: 4u1r |STR_LEN: 2945 |STR_TIME: 0.6602401733398438
> STR_ID: 4u1s |STR_LEN: 645 |STR_TIME: 0.08214473724365234
> STR_ID: 4u1t |STR_LEN: 5384 |STR_TIME: 0.7447109222412109
> STR_ID: 4u1u |STR_LEN: 22973 |STR_TIME: 6.916036128997803
> STR_ID: 4u1v |STR_LEN: 22971 |STR_TIME: 7.024449110031128
> STR_ID: 4u1w |STR_LEN: 2978 |STR_TIME: 0.5816142559051514
> STR_ID: 4u1x |STR_LEN: 2991 |STR_TIME: 0.46083688735961914
> STR_ID: 4u1y |STR_LEN: 2917 |STR_TIME: 1.4084150791168213
> STR_ID: 4u1z |STR_LEN: 618 |STR_TIME: 0.04854774475097656
> STR_ID: 5u15 |STR_LEN: 1112 |STR_TIME: 0.25478601455688477
> STR_ID: 5u16 |STR_LEN: 2823 |STR_TIME: 0.363663911819458
> STR_ID: 5u17 |STR_LEN: 2500 |STR_TIME: 0.37499022483825684
> STR_ID: 5u1c |STR_LEN: 944 |STR_TIME: 0.17032885551452637
> STR_ID: 5u1d |STR_LEN: 1168 |STR_TIME: 0.21560072898864746
> STR_ID: 5u1f |STR_LEN: 2549 |STR_TIME: 0.29309797286987305
> STR_ID: 5u1g |STR_LEN: 886 |STR_TIME: 0.11881494522094727
> STR_ID: 5u1h |STR_LEN: 1272 |STR_TIME: 0.14571285247802734
> STR_ID: 5u1j |STR_LEN: 1205 |STR_TIME: 0.2309422492980957
> STR_ID: 5u1l |STR_LEN: 319 |STR_TIME: 0.07141804695129395
> STR_ID: 5u1o |STR_LEN: 2617 |STR_TIME: 0.3905458450317383
> STR_ID: 5u1p |STR_LEN: 407 |STR_TIME: 0.04247689247131348
> STR_ID: 5u1r |STR_LEN: 1787 |STR_TIME: 0.34975099563598633
> STR_ID: 5u1s |STR_LEN: 1552 |STR_TIME: 0.3441181182861328
> STR_ID: 5u1t |STR_LEN: 1568 |STR_TIME: 0.27948784828186035
> STR_ID: 5u1u |STR_LEN: 318 |STR_TIME: 0.04521489143371582
> STR_ID: 5u1v |STR_LEN: 325 |STR_TIME: 0.04893231391906738
> STR_ID: 5u1w |STR_LEN: 326 |STR_TIME: 0.04423022270202637
> STR_ID: 5u1x |STR_LEN: 326 |STR_TIME: 0.04341602325439453
> STR_ID: 5u1y |STR_LEN: 321 |STR_TIME: 0.1004490852355957
> STR_ID: 5u1z |STR_LEN: 2159 |STR_TIME: 0.22499680519104004
>> FINISH_DIR: ./data/u/u1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 248 |DIR_TIME: 35.25937509536743 

>> START_DIR: ./data/u/u2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1u20 |STR_LEN: 576 |STR_TIME: 0.092620849609375
> STR_ID: 1u21 |STR_LEN: 338 |STR_TIME: 0.03506207466125488
> STR_ID: 1u22 |STR_LEN: 1036 |STR_TIME: 0.11620903015136719
> STR_ID: 1u24 |STR_LEN: 1896 |STR_TIME: 0.1693110466003418
> STR_ID: 1u25 |STR_LEN: 1877 |STR_TIME: 0.17175507545471191
> STR_ID: 1u26 |STR_LEN: 1306 |STR_TIME: 0.15341401100158691
> STR_ID: 1u27 |STR_LEN: 146 |STR_TIME: 0.020496845245361328
> STR_ID: 1u28 |STR_LEN: 1026 |STR_TIME: 0.1324021816253662
> STR_ID: 1u29 |STR_LEN: 209 |STR_TIME: 0.02154707908630371
> STR_ID: 1u2a |STR_LEN: 20 |STR_TIME: 0.010294198989868164
> STR_ID: 1u2b |STR_LEN: 206 |STR_TIME: 0.019711017608642578
> STR_ID: 1u2c |STR_LEN: 427 |STR_TIME: 0.03501176834106445
> STR_ID: 1u2d |STR_LEN: 976 |STR_TIME: 0.18323206901550293
> STR_ID: 1u2e |STR_LEN: 1691 |STR_TIME: 0.1697099208831787
> STR_ID: 1u2f |STR_LEN: 90 |STR_TIME: 0.02503228187561035
> STR_ID: 1u2g |STR_LEN: 1090 |STR_TIME: 0.16283011436462402
> STR_ID: 1u2h |STR_LEN: 246 |STR_TIME: 0.020315170288085938
> STR_ID: 1u2j |STR_LEN: 2360 |STR_TIME: 0.35759472846984863
> STR_ID: 1u2k |STR_LEN: 385 |STR_TIME: 0.043932199478149414
> STR_ID: 1u2l |STR_LEN: 825 |STR_TIME: 0.13278794288635254
> STR_ID: 1u2m |STR_LEN: 392 |STR_TIME: 0.05024003982543945
> STR_ID: 1u2n |STR_LEN: 103 |STR_TIME: 0.6741170883178711
> STR_ID: 1u2o |STR_LEN: 796 |STR_TIME: 0.07867693901062012
> STR_ID: 1u2p |STR_LEN: 309 |STR_TIME: 0.0263979434967041
> STR_ID: 1u2q |STR_LEN: 240 |STR_TIME: 0.025868654251098633
> STR_ID: 1u2r |STR_LEN: 1008 |STR_TIME: 0.12708616256713867
> STR_ID: 1u2s |STR_LEN: 504 |STR_TIME: 0.11528396606445312
> STR_ID: 1u2t |STR_LEN: 423 |STR_TIME: 0.03913402557373047
> STR_ID: 1u2u |STR_LEN: 64 |STR_TIME: 0.5507690906524658
> STR_ID: 1u2v |STR_LEN: 2031 |STR_TIME: 0.3003530502319336
> STR_ID: 1u2w |STR_LEN: 877 |STR_TIME: 0.06733584403991699
> STR_ID: 1u2x |STR_LEN: 1715 |STR_TIME: 0.2275550365447998
> STR_ID: 1u2y |STR_LEN: 706 |STR_TIME: 0.08230209350585938
> STR_ID: 1u2z |STR_LEN: 1679 |STR_TIME: 0.23038005828857422
> STR_ID: 2u2a |STR_LEN: 20 |STR_TIME: 0.010155916213989258
> STR_ID: 2u2f |STR_LEN: 85 |STR_TIME: 0.023402929306030273
> STR_ID: 3u21 |STR_LEN: 243 |STR_TIME: 0.04116511344909668
> STR_ID: 3u22 |STR_LEN: 657 |STR_TIME: 0.07864999771118164
> STR_ID: 3u23 |STR_LEN: 157 |STR_TIME: 0.017254114151000977
> STR_ID: 3u24 |STR_LEN: 951 |STR_TIME: 0.15403485298156738
> STR_ID: 3u25 |STR_LEN: 478 |STR_TIME: 0.04509711265563965
> STR_ID: 3u26 |STR_LEN: 427 |STR_TIME: 0.03881669044494629
> STR_ID: 3u27 |STR_LEN: 2493 |STR_TIME: 0.2807788848876953
> STR_ID: 3u28 |STR_LEN: 754 |STR_TIME: 0.09232378005981445
> STR_ID: 3u29 |STR_LEN: 318 |STR_TIME: 0.023771047592163086
> STR_ID: 3u2a |STR_LEN: 266 |STR_TIME: 0.05698108673095703
> STR_ID: 3u2b |STR_LEN: 116 |STR_TIME: 0.028779029846191406
> STR_ID: 3u2c |STR_LEN: 632 |STR_TIME: 0.07268404960632324
> STR_ID: 3u2d |STR_LEN: 710 |STR_TIME: 0.07765579223632812
> STR_ID: 3u2e |STR_LEN: 679 |STR_TIME: 0.12320709228515625
> STR_ID: 3u2f |STR_LEN: 438 |STR_TIME: 0.0624699592590332
> STR_ID: 3u2g |STR_LEN: 446 |STR_TIME: 0.051982879638671875
> STR_ID: 3u2h |STR_LEN: 324 |STR_TIME: 0.044531822204589844
> STR_ID: 3u2i |STR_LEN: 313 |STR_TIME: 0.032791852951049805
> STR_ID: 3u2j |STR_LEN: 280 |STR_TIME: 0.10347175598144531
> STR_ID: 3u2k |STR_LEN: 827 |STR_TIME: 0.08162093162536621
> STR_ID: 3u2l |STR_LEN: 237 |STR_TIME: 0.019981861114501953
> STR_ID: 3u2m |STR_LEN: 187 |STR_TIME: 0.017806053161621094
> STR_ID: 3u2n |STR_LEN: 252 |STR_TIME: 0.015769004821777344
> STR_ID: 3u2o |STR_LEN: 630 |STR_TIME: 0.06129622459411621
> STR_ID: 3u2p |STR_LEN: 570 |STR_TIME: 0.1139070987701416
> STR_ID: 3u2q |STR_LEN: 488 |STR_TIME: 0.05790901184082031
> STR_ID: 3u2r |STR_LEN: 155 |STR_TIME: 0.02542400360107422
> STR_ID: 3u2s |STR_LEN: 1929 |STR_TIME: 0.38404417037963867
> STR_ID: 3u2t |STR_LEN: 401 |STR_TIME: 0.049169063568115234
> STR_ID: 3u2u |STR_LEN: 1144 |STR_TIME: 0.15277481079101562
> STR_ID: 3u2v |STR_LEN: 1160 |STR_TIME: 0.11543393135070801
> STR_ID: 3u2w |STR_LEN: 1029 |STR_TIME: 0.1328439712524414
> STR_ID: 3u2x |STR_LEN: 964 |STR_TIME: 0.1128549575805664
> STR_ID: 3u2y |STR_LEN: 415 |STR_TIME: 0.05198502540588379
> STR_ID: 3u2z |STR_LEN: 2457 |STR_TIME: 0.42140698432922363
> STR_ID: 4u20 |STR_LEN: 22959 |STR_TIME: 6.795241117477417
> STR_ID: 4u21 |STR_LEN: 1252 |STR_TIME: 0.08718204498291016
> STR_ID: 4u22 |STR_LEN: 647 |STR_TIME: 0.04560208320617676
> STR_ID: 4u23 |STR_LEN: 476 |STR_TIME: 0.04205894470214844
> STR_ID: 4u24 |STR_LEN: 22957 |STR_TIME: 7.329971790313721
> STR_ID: 4u25 |STR_LEN: 22959 |STR_TIME: 7.236972093582153
> STR_ID: 4u26 |STR_LEN: 22974 |STR_TIME: 7.647552728652954
> STR_ID: 4u27 |STR_LEN: 22973 |STR_TIME: 7.48157000541687
> STR_ID: 4u28 |STR_LEN: 587 |STR_TIME: 0.054847002029418945
