>> START_DIR: ./data/d/d0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1d00 |STR_LEN: 1470 |STR_TIME: 0.24959301948547363
> STR_ID: 3d0h |STR_LEN: 1577 |STR_TIME: 0.36834096908569336
> STR_ID: 3d0i |STR_LEN: 1577 |STR_TIME: 0.38132381439208984
> STR_ID: 3d0j |STR_LEN: 330 |STR_TIME: 0.03327298164367676
> STR_ID: 3d0k |STR_LEN: 1037 |STR_TIME: 0.10717606544494629
> STR_ID: 3d0l |STR_LEN: 622 |STR_TIME: 0.07275986671447754
> STR_ID: 3d0m |STR_LEN: 36 |STR_TIME: 0.0071277618408203125
> STR_ID: 3d0n |STR_LEN: 1308 |STR_TIME: 0.1801316738128662
> STR_ID: 3d0o |STR_LEN: 1152 |STR_TIME: 0.11227607727050781
> STR_ID: 3d0p |STR_LEN: 458 |STR_TIME: 0.05862021446228027
> STR_ID: 3d0q |STR_LEN: 801 |STR_TIME: 0.14584612846374512
> STR_ID: 3d0r |STR_LEN: 1339 |STR_TIME: 0.1314089298248291
> STR_ID: 3d0s |STR_LEN: 629 |STR_TIME: 0.0723719596862793
> STR_ID: 3d0t |STR_LEN: 361 |STR_TIME: 0.09112787246704102
> STR_ID: 3d0u |STR_LEN: 210 |STR_TIME: 0.0693960189819336
> STR_ID: 3d0v |STR_LEN: 666 |STR_TIME: 0.07370805740356445
> STR_ID: 3d0w |STR_LEN: 664 |STR_TIME: 0.06259918212890625
> STR_ID: 3d0x |STR_LEN: 221 |STR_TIME: 0.06963920593261719
> STR_ID: 3d0y |STR_LEN: 368 |STR_TIME: 0.03830981254577637
> STR_ID: 3d0z |STR_LEN: 321 |STR_TIME: 0.07801604270935059
> STR_ID: 4d00 |STR_LEN: 2210 |STR_TIME: 0.3558189868927002
> STR_ID: 4d01 |STR_LEN: 424 |STR_TIME: 0.04876589775085449
> STR_ID: 4d02 |STR_LEN: 832 |STR_TIME: 0.0976250171661377
> STR_ID: 4d03 |STR_LEN: 745 |STR_TIME: 0.0916297435760498
> STR_ID: 4d04 |STR_LEN: 846 |STR_TIME: 0.13966679573059082
> STR_ID: 4d05 |STR_LEN: 1171 |STR_TIME: 0.21118617057800293
> STR_ID: 4d06 |STR_LEN: 3546 |STR_TIME: 0.494534969329834
> STR_ID: 4d07 |STR_LEN: 206 |STR_TIME: 0.01965808868408203
> STR_ID: 4d08 |STR_LEN: 1980 |STR_TIME: 0.29620885848999023
> STR_ID: 4d09 |STR_LEN: 1610 |STR_TIME: 0.23191428184509277
> STR_ID: 4d0a |STR_LEN: 419 |STR_TIME: 0.10159778594970703
> STR_ID: 4d0b |STR_LEN: 389 |STR_TIME: 0.0602269172668457
> STR_ID: 4d0c |STR_LEN: 415 |STR_TIME: 0.06405401229858398
> STR_ID: 4d0d |STR_LEN: 1518 |STR_TIME: 0.30005598068237305
> STR_ID: 4d0e |STR_LEN: 269 |STR_TIME: 0.021561861038208008
> STR_ID: 4d0f |STR_LEN: 142 |STR_TIME: 0.02326798439025879
> STR_ID: 4d0g |STR_LEN: 232 |STR_TIME: 0.04195284843444824
> STR_ID: 4d0k |STR_LEN: 780 |STR_TIME: 0.11120367050170898
> STR_ID: 4d0l |STR_LEN: 1979 |STR_TIME: 0.3642158508300781
> STR_ID: 4d0m |STR_LEN: 8190 |STR_TIME: 1.7374498844146729
> STR_ID: 4d0n |STR_LEN: 740 |STR_TIME: 0.0969400405883789
> STR_ID: 4d0o |STR_LEN: 474 |STR_TIME: 0.22848272323608398
> STR_ID: 4d0p |STR_LEN: 718 |STR_TIME: 0.1752920150756836
> STR_ID: 4d0q |STR_LEN: 386 |STR_TIME: 0.10872507095336914
> STR_ID: 4d0r |STR_LEN: 286 |STR_TIME: 0.049347877502441406
> STR_ID: 4d0s |STR_LEN: 1904 |STR_TIME: 0.21408605575561523
> STR_ID: 4d0t |STR_LEN: 3468 |STR_TIME: 0.7297520637512207
> STR_ID: 4d0u |STR_LEN: 967 |STR_TIME: 0.11007404327392578
> STR_ID: 4d0v |STR_LEN: 1012 |STR_TIME: 0.08771467208862305
> STR_ID: 4d0w |STR_LEN: 449 |STR_TIME: 0.05088996887207031
> STR_ID: 4d0x |STR_LEN: 520 |STR_TIME: 0.052781105041503906
> STR_ID: 4d0y |STR_LEN: 862 |STR_TIME: 0.13092708587646484
> STR_ID: 4d0z |STR_LEN: 3645 |STR_TIME: 0.7593710422515869
> STR_ID: 5d00 |STR_LEN: 815 |STR_TIME: 0.11814475059509277
> STR_ID: 5d01 |STR_LEN: 900 |STR_TIME: 0.12555289268493652
> STR_ID: 5d02 |STR_LEN: 1991 |STR_TIME: 0.3591480255126953
> STR_ID: 5d03 |STR_LEN: 2081 |STR_TIME: 0.31081080436706543
> STR_ID: 5d04 |STR_LEN: 1323 |STR_TIME: 0.180802583694458
> STR_ID: 5d05 |STR_LEN: 2540 |STR_TIME: 0.3518199920654297
> STR_ID: 5d06 |STR_LEN: 3032 |STR_TIME: 0.7794671058654785
> STR_ID: 5d08 |STR_LEN: 1409 |STR_TIME: 0.18495988845825195
> STR_ID: 5d09 |STR_LEN: 1673 |STR_TIME: 0.35941195487976074
> STR_ID: 5d0a |STR_LEN: 2349 |STR_TIME: 0.32414698600769043
> STR_ID: 5d0b |STR_LEN: 847 |STR_TIME: 0.17133808135986328
> STR_ID: 5d0c |STR_LEN: 251 |STR_TIME: 0.027853965759277344
> STR_ID: 5d0e |STR_LEN: 653 |STR_TIME: 0.12981414794921875
> STR_ID: 5d0f |STR_LEN: 3063 |STR_TIME: 0.8235771656036377
> STR_ID: 5d0g |STR_LEN: 546 |STR_TIME: 0.11788320541381836
> STR_ID: 5d0h |STR_LEN: 534 |STR_TIME: 0.17784690856933594
> STR_ID: 5d0i |STR_LEN: 183 |STR_TIME: 0.0261838436126709
> STR_ID: 5d0j |STR_LEN: 447 |STR_TIME: 0.08214282989501953
> STR_ID: 5d0k |STR_LEN: 1180 |STR_TIME: 0.290999174118042
> STR_ID: 5d0m |STR_LEN: 386 |STR_TIME: 0.06058168411254883
> STR_ID: 5d0n |STR_LEN: 308 |STR_TIME: 0.04375290870666504
> STR_ID: 5d0o |STR_LEN: 1487 |STR_TIME: 0.6900391578674316
> STR_ID: 5d0q |STR_LEN: 2535 |STR_TIME: 0.6096351146697998
> STR_ID: 5d0r |STR_LEN: 688 |STR_TIME: 0.1551058292388916
> STR_ID: 5d0s |STR_LEN: 7457 |STR_TIME: 1.9038598537445068
> STR_ID: 5d0t |STR_LEN: 6952 |STR_TIME: 1.8755083084106445
> STR_ID: 5d0u |STR_LEN: 720 |STR_TIME: 0.2883281707763672
> STR_ID: 5d0v |STR_LEN: 6627 |STR_TIME: 2.1065871715545654
> STR_ID: 5d0w |STR_LEN: 6822 |STR_TIME: 1.7125790119171143
> STR_ID: 5d0x |STR_LEN: 6916 |STR_TIME: 1.8438451290130615
> STR_ID: 5d0y |STR_LEN: 312 |STR_TIME: 0.06205010414123535
> STR_ID: 5d0z |STR_LEN: 6631 |STR_TIME: 1.9193921089172363
>> FINISH_DIR: ./data/d/d0/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 161 |DIR_TIME: 40.508015155792236 

>> START_DIR: ./data/d/d1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1d10 |STR_LEN: 69 |STR_TIME: 0.004423856735229492
> STR_ID: 1d11 |STR_LEN: 92 |STR_TIME: 0.006426095962524414
> STR_ID: 1d12 |STR_LEN: 65 |STR_TIME: 0.004397153854370117
> STR_ID: 1d13 |STR_LEN: 46 |STR_TIME: 0.005706071853637695
> STR_ID: 1d14 |STR_LEN: 44 |STR_TIME: 0.005697011947631836
> STR_ID: 1d15 |STR_LEN: 46 |STR_TIME: 0.00458216667175293
> STR_ID: 1d16 |STR_LEN: 86 |STR_TIME: 0.009289979934692383
> STR_ID: 1d17 |STR_LEN: 46 |STR_TIME: 0.004232883453369141
> STR_ID: 1d18 |STR_LEN: 16 |STR_TIME: 0.011342048645019531
> STR_ID: 1d19 |STR_LEN: 16 |STR_TIME: 0.011037111282348633
> STR_ID: 1d1a |STR_LEN: 1181 |STR_TIME: 0.13011384010314941
> STR_ID: 1d1b |STR_LEN: 1279 |STR_TIME: 0.22612500190734863
> STR_ID: 1d1c |STR_LEN: 1337 |STR_TIME: 0.1342170238494873
> STR_ID: 1d1d |STR_LEN: 220 |STR_TIME: 1.763963222503662
> STR_ID: 1d1e |STR_LEN: 14 |STR_TIME: 0.09576916694641113
> STR_ID: 1d1f |STR_LEN: 15 |STR_TIME: 0.2341628074645996
> STR_ID: 1d1g |STR_LEN: 490 |STR_TIME: 0.05931496620178223
> STR_ID: 1d1h |STR_LEN: 35 |STR_TIME: 0.2344520092010498
> STR_ID: 1d1i |STR_LEN: 558 |STR_TIME: 0.10007905960083008
> STR_ID: 1d1j |STR_LEN: 946 |STR_TIME: 0.0920560359954834
> STR_ID: 1d1k |STR_LEN: 606 |STR_TIME: 0.06557607650756836
> STR_ID: 1d1l |STR_LEN: 77 |STR_TIME: 0.011564970016479492
> STR_ID: 1d1m |STR_LEN: 160 |STR_TIME: 0.022462844848632812
> STR_ID: 1d1n |STR_LEN: 99 |STR_TIME: 0.7656619548797607
> STR_ID: 1d1o |STR_LEN: 75 |STR_TIME: 0.7186727523803711
> STR_ID: 1d1p |STR_LEN: 421 |STR_TIME: 0.0566248893737793
> STR_ID: 1d1q |STR_LEN: 688 |STR_TIME: 0.05980229377746582
> STR_ID: 1d1r |STR_LEN: 83 |STR_TIME: 0.7355930805206299
> STR_ID: 1d1s |STR_LEN: 1941 |STR_TIME: 0.25149989128112793
> STR_ID: 1d1t |STR_LEN: 1904 |STR_TIME: 0.3311350345611572
> STR_ID: 1d1u |STR_LEN: 446 |STR_TIME: 0.05296587944030762
> STR_ID: 1d1v |STR_LEN: 1472 |STR_TIME: 0.20678186416625977
> STR_ID: 1d1w |STR_LEN: 1263 |STR_TIME: 0.1532599925994873
> STR_ID: 1d1x |STR_LEN: 1217 |STR_TIME: 0.18901300430297852
> STR_ID: 1d1y |STR_LEN: 1168 |STR_TIME: 0.14684104919433594
> STR_ID: 1d1z |STR_LEN: 1032 |STR_TIME: 0.09406900405883789
> STR_ID: 2d10 |STR_LEN: 1883 |STR_TIME: 0.2736549377441406
> STR_ID: 2d11 |STR_LEN: 1409 |STR_TIME: 0.24006104469299316
> STR_ID: 2d13 |STR_LEN: 1046 |STR_TIME: 0.13546013832092285
> STR_ID: 2d16 |STR_LEN: 1250 |STR_TIME: 0.16281485557556152
> STR_ID: 2d17 |STR_LEN: 30 |STR_TIME: 0.19858193397521973
> STR_ID: 2d18 |STR_LEN: 34 |STR_TIME: 0.2760450839996338
> STR_ID: 2d19 |STR_LEN: 34 |STR_TIME: 0.2709672451019287
> STR_ID: 2d1a |STR_LEN: 78 |STR_TIME: 0.04569196701049805
> STR_ID: 2d1b |STR_LEN: 78 |STR_TIME: 0.04423999786376953
> STR_ID: 2d1c |STR_LEN: 1864 |STR_TIME: 0.17539095878601074
> STR_ID: 2d1e |STR_LEN: 608 |STR_TIME: 0.1232759952545166
> STR_ID: 2d1f |STR_LEN: 754 |STR_TIME: 0.12832999229431152
> STR_ID: 2d1g |STR_LEN: 1512 |STR_TIME: 0.19739985466003418
> STR_ID: 2d1h |STR_LEN: 291 |STR_TIME: 0.08206415176391602
> STR_ID: 2d1i |STR_LEN: 1016 |STR_TIME: 0.13018393516540527
> STR_ID: 2d1j |STR_LEN: 401 |STR_TIME: 0.054656028747558594
> STR_ID: 2d1k |STR_LEN: 770 |STR_TIME: 0.11906599998474121
> STR_ID: 2d1l |STR_LEN: 872 |STR_TIME: 0.1479320526123047
> STR_ID: 2d1n |STR_LEN: 395 |STR_TIME: 0.06513571739196777
> STR_ID: 2d1o |STR_LEN: 556 |STR_TIME: 0.06380105018615723
> STR_ID: 2d1p |STR_LEN: 1315 |STR_TIME: 0.2228412628173828
> STR_ID: 2d1q |STR_LEN: 715 |STR_TIME: 0.09114694595336914
> STR_ID: 2d1r |STR_LEN: 1167 |STR_TIME: 0.10480308532714844
> STR_ID: 2d1s |STR_LEN: 1336 |STR_TIME: 0.11212420463562012
> STR_ID: 2d1t |STR_LEN: 1385 |STR_TIME: 0.16150784492492676
> STR_ID: 2d1u |STR_LEN: 104 |STR_TIME: 0.7700290679931641
> STR_ID: 2d1v |STR_LEN: 141 |STR_TIME: 0.019749164581298828
> STR_ID: 2d1w |STR_LEN: 2376 |STR_TIME: 0.24463105201721191
> STR_ID: 2d1x |STR_LEN: 494 |STR_TIME: 0.14304423332214355
> STR_ID: 2d1y |STR_LEN: 1801 |STR_TIME: 0.18773698806762695
> STR_ID: 2d1z |STR_LEN: 1767 |STR_TIME: 0.22033429145812988
> STR_ID: 3d10 |STR_LEN: 342 |STR_TIME: 0.03394007682800293
> STR_ID: 3d11 |STR_LEN: 666 |STR_TIME: 0.07651901245117188
> STR_ID: 3d12 |STR_LEN: 1302 |STR_TIME: 0.26151490211486816
> STR_ID: 3d14 |STR_LEN: 478 |STR_TIME: 0.05485796928405762
> STR_ID: 3d15 |STR_LEN: 372 |STR_TIME: 0.04604220390319824
> STR_ID: 3d17 |STR_LEN: 673 |STR_TIME: 0.09846091270446777
> STR_ID: 3d18 |STR_LEN: 763 |STR_TIME: 0.0985877513885498
> STR_ID: 3d19 |STR_LEN: 1699 |STR_TIME: 0.34310388565063477
> STR_ID: 3d1a |STR_LEN: 671 |STR_TIME: 0.15381097793579102
> STR_ID: 3d1b |STR_LEN: 721 |STR_TIME: 0.06102705001831055
> STR_ID: 3d1c |STR_LEN: 479 |STR_TIME: 0.06215691566467285
> STR_ID: 3d1d |STR_LEN: 830 |STR_TIME: 0.1124122142791748
> STR_ID: 3d1e |STR_LEN: 1210 |STR_TIME: 0.18017911911010742
> STR_ID: 3d1f |STR_LEN: 1312 |STR_TIME: 0.13976502418518066
> STR_ID: 3d1g |STR_LEN: 1531 |STR_TIME: 0.18445515632629395
> STR_ID: 3d1h |STR_LEN: 1115 |STR_TIME: 0.11844015121459961
> STR_ID: 3d1i |STR_LEN: 2200 |STR_TIME: 0.45253992080688477
> STR_ID: 3d1j |STR_LEN: 495 |STR_TIME: 0.07554507255554199
> STR_ID: 3d1k |STR_LEN: 589 |STR_TIME: 0.12699294090270996
> STR_ID: 3d1l |STR_LEN: 750 |STR_TIME: 0.09436202049255371
> STR_ID: 3d1m |STR_LEN: 900 |STR_TIME: 0.09206795692443848
> STR_ID: 3d1n |STR_LEN: 1207 |STR_TIME: 0.25217509269714355
> STR_ID: 3d1o |STR_LEN: 1145 |STR_TIME: 0.1195838451385498
> STR_ID: 3d1p |STR_LEN: 364 |STR_TIME: 0.04069685935974121
> STR_ID: 3d1q |STR_LEN: 1173 |STR_TIME: 0.17594408988952637
> STR_ID: 3d1r |STR_LEN: 651 |STR_TIME: 0.059520721435546875
> STR_ID: 3d1v |STR_LEN: 361 |STR_TIME: 0.05106496810913086
> STR_ID: 3d1x |STR_LEN: 453 |STR_TIME: 0.06376409530639648
> STR_ID: 3d1y |STR_LEN: 425 |STR_TIME: 0.05308389663696289
> STR_ID: 3d1z |STR_LEN: 391 |STR_TIME: 0.09636783599853516
> STR_ID: 4d10 |STR_LEN: 4999 |STR_TIME: 1.326343059539795
> STR_ID: 4d11 |STR_LEN: 2704 |STR_TIME: 0.764319896697998
> STR_ID: 4d12 |STR_LEN: 892 |STR_TIME: 0.0883479118347168
> STR_ID: 4d13 |STR_LEN: 935 |STR_TIME: 0.08828330039978027
> STR_ID: 4d17 |STR_LEN: 905 |STR_TIME: 0.19667506217956543
> STR_ID: 4d18 |STR_LEN: 5180 |STR_TIME: 1.2953479290008545
> STR_ID: 4d19 |STR_LEN: 891 |STR_TIME: 0.09588789939880371
> STR_ID: 4d1a |STR_LEN: 458 |STR_TIME: 0.17792725563049316
> STR_ID: 4d1b |STR_LEN: 458 |STR_TIME: 0.09587407112121582
> STR_ID: 4d1c |STR_LEN: 458 |STR_TIME: 0.08850789070129395
> STR_ID: 4d1d |STR_LEN: 459 |STR_TIME: 0.15001177787780762
> STR_ID: 4d1e |STR_LEN: 859 |STR_TIME: 0.1760709285736084
> STR_ID: 4d1f |STR_LEN: 1487 |STR_TIME: 0.23596692085266113
> STR_ID: 4d1g |STR_LEN: 2183 |STR_TIME: 0.24101495742797852
> STR_ID: 4d1i |STR_LEN: 7914 |STR_TIME: 0.9827899932861328
> STR_ID: 4d1j |STR_LEN: 8361 |STR_TIME: 0.9743108749389648
> STR_ID: 4d1k |STR_LEN: 1314 |STR_TIME: 0.17112493515014648
> STR_ID: 4d1l |STR_LEN: 293 |STR_TIME: 0.04744601249694824
> STR_ID: 4d1m |STR_LEN: 538 |STR_TIME: 0.10246515274047852
> STR_ID: 4d1n |STR_LEN: 2539 |STR_TIME: 0.4715259075164795
> STR_ID: 4d1o |STR_LEN: 1587 |STR_TIME: 0.21304607391357422
> STR_ID: 4d1p |STR_LEN: 1575 |STR_TIME: 0.24906420707702637
> STR_ID: 4d1q |STR_LEN: 2143 |STR_TIME: 0.45206189155578613
> STR_ID: 4d1s |STR_LEN: 435 |STR_TIME: 0.05151534080505371
> STR_ID: 4d1t |STR_LEN: 511 |STR_TIME: 0.09586715698242188
> STR_ID: 4d1u |STR_LEN: 379 |STR_TIME: 0.14491581916809082
> STR_ID: 4d1v |STR_LEN: 470 |STR_TIME: 0.07036995887756348
> STR_ID: 4d1w |STR_LEN: 487 |STR_TIME: 0.04879903793334961
> STR_ID: 4d1x |STR_LEN: 393 |STR_TIME: 0.05541181564331055
> STR_ID: 4d1y |STR_LEN: 417 |STR_TIME: 0.0678410530090332
> STR_ID: 4d1z |STR_LEN: 406 |STR_TIME: 0.13485002517700195
> STR_ID: 5d10 |STR_LEN: 597 |STR_TIME: 0.08649134635925293
> STR_ID: 5d11 |STR_LEN: 611 |STR_TIME: 0.08898782730102539
> STR_ID: 5d12 |STR_LEN: 515 |STR_TIME: 0.08369684219360352
> STR_ID: 5d13 |STR_LEN: 489 |STR_TIME: 0.17355704307556152
> STR_ID: 5d14 |STR_LEN: 201 |STR_TIME: 0.029321908950805664
> STR_ID: 5d15 |STR_LEN: 660 |STR_TIME: 0.11974501609802246
> STR_ID: 5d16 |STR_LEN: 521 |STR_TIME: 0.09894609451293945
> STR_ID: 5d17 |STR_LEN: 1917 |STR_TIME: 0.4315612316131592
> STR_ID: 5d18 |STR_LEN: 312 |STR_TIME: 0.0692589282989502
> STR_ID: 5d19 |STR_LEN: 483 |STR_TIME: 0.06573104858398438
> STR_ID: 5d1b |STR_LEN: 746 |STR_TIME: 0.1563711166381836
> STR_ID: 5d1c |STR_LEN: 1558 |STR_TIME: 0.1735060214996338
> STR_ID: 5d1d |STR_LEN: 1014 |STR_TIME: 0.1518383026123047
> STR_ID: 5d1f |STR_LEN: 293 |STR_TIME: 0.04069399833679199
> STR_ID: 5d1h |STR_LEN: 420 |STR_TIME: 0.08411598205566406
> STR_ID: 5d1i |STR_LEN: 404 |STR_TIME: 0.05559206008911133
> STR_ID: 5d1j |STR_LEN: 403 |STR_TIME: 0.06448483467102051
> STR_ID: 5d1k |STR_LEN: 515 |STR_TIME: 0.054270029067993164
> STR_ID: 5d1l |STR_LEN: 646 |STR_TIME: 0.1121060848236084
> STR_ID: 5d1m |STR_LEN: 637 |STR_TIME: 0.056784868240356445
> STR_ID: 5d1n |STR_LEN: 245 |STR_TIME: 0.03436708450317383
> STR_ID: 5d1o |STR_LEN: 830 |STR_TIME: 0.12076592445373535
> STR_ID: 5d1p |STR_LEN: 1162 |STR_TIME: 0.16499805450439453
> STR_ID: 5d1q |STR_LEN: 993 |STR_TIME: 0.20201802253723145
> STR_ID: 5d1r |STR_LEN: 703 |STR_TIME: 0.18711495399475098
> STR_ID: 5d1s |STR_LEN: 675 |STR_TIME: 0.08524274826049805
> STR_ID: 5d1t |STR_LEN: 597 |STR_TIME: 0.08499813079833984
> STR_ID: 5d1u |STR_LEN: 507 |STR_TIME: 0.12510395050048828
> STR_ID: 5d1v |STR_LEN: 707 |STR_TIME: 0.10156607627868652
> STR_ID: 5d1w |STR_LEN: 1166 |STR_TIME: 0.19078302383422852
> STR_ID: 5d1x |STR_LEN: 869 |STR_TIME: 0.17148995399475098
> STR_ID: 5d1y |STR_LEN: 1452 |STR_TIME: 0.2728703022003174
> STR_ID: 5d1z |STR_LEN: 2039 |STR_TIME: 0.46004605293273926
>> FINISH_DIR: ./data/d/d1/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'> |STR_COUNT: 322 |DIR_TIME: 31.097965002059937 

>> START_DIR: ./data/d/d2/ PARSER: <class 'Bio.PDB.MMCIFParser.FastMMCIFParser'>
> STR_ID: 1d20 |STR_LEN: 20 |STR_TIME: 0.012620210647583008
> STR_ID: 1d21 |STR_LEN: 91 |STR_TIME: 0.00981283187866211
> STR_ID: 1d22 |STR_LEN: 89 |STR_TIME: 0.007787942886352539
> STR_ID: 1d23 |STR_LEN: 176 |STR_TIME: 0.01138925552368164
> STR_ID: 1d24 |STR_LEN: 72 |STR_TIME: 0.007297992706298828
